case	selection	scope_fraction	runs	mean_gain	sample_sd	min_gain	max_gain
llama_tulu	functional_matched_random	0.25	3	0.013955009744514949	0.007319395637176908	0.008430409092319513	0.022256501637876402
llama_tulu	functional_matched_random	0.5	3	0.019500480946111936	0.00449333520933309	0.01433806743884014	0.02253132798751767
llama_tulu	functional_top1_share	0.25	1	0.01738553704171608	0.0	0.01738553704171608	0.01738553704171608
llama_tulu	functional_top1_share	0.5	1	0.013713613212941733	0.0	0.013713613212941733	0.013713613212941733
llama_tulu	raw_top1_energy_share	0.25	1	0.005033311613186431	0.0	0.005033311613186431	0.005033311613186431
llama_tulu	raw_top1_energy_share	0.5	1	0.020870180011259065	0.0	0.020870180011259065	0.020870180011259065
llama_tulu	uniform_random	0.25	3	0.00832642573556693	0.005408467843182753	0.0021731228695418547	0.012327291586324396
llama_tulu	uniform_random	0.5	3	0.013214012893197494	0.004965757134084764	0.008567822267140146	0.018447164634281532
