base_model,task,module,layer,module_type,rank,lora_frobenius_norm,hns_frobenius_norm,gamma_hns_matched,lora_nuclear_norm,lora_spectral_hhi,ideal_flat_gamma,gamma_to_ideal_flat_ratio,lora_top1_nuclear_share,lora_top1_energy_share,lora_top4_energy_share,lora_effective_rank,adapter_global_gamma,gamma_minus_global
Qwen3-8B,magicoder,base_model.model.model.layers.5.self_attn.q_proj,5,q_proj,16,0.1053647275447935,0.07930270087073381,0.7526494180608972,0.317188392393291,0.11034582991696529,0.7525962430321982,1.0000706554532943,0.2434319426376613,0.5370308125004617,0.8205888280418878,12.25795536838033,0.5216498252446977,0.23099959281619953
Qwen3-8B,magicoder,base_model.model.model.layers.5.self_attn.v_proj,5,v_proj,16,0.09794748246688482,0.05153562946956759,0.526155733374682,0.20611395267769694,0.22582487155974007,0.526082823893361,1.0001385893589556,0.44208416217107077,0.8654423451793972,0.9595510286064671,8.08973092539211,0.5216498252446977,0.004505908129984304
Qwen3-8B,magicoder,base_model.model.model.layers.6.mlp.down_proj,6,down_proj,16,0.15488662623032207,0.05402717208383422,0.34881754092502376,0.21604945772560313,0.5139507199867732,0.34872193775518373,1.0002741530127284,0.7057911159497869,0.9692390339806619,0.997924553819134,3.4124533118332177,0.5216498252446977,-0.17283228431967396
Qwen3-8B,magicoder,base_model.model.model.layers.6.mlp.gate_proj,6,gate_proj,16,0.20189067524560958,0.13274289696505395,0.6574989003507266,0.5309462919831276,0.14458769586789727,0.6574675766193836,1.0000476430054606,0.3352229552174109,0.7772060342352044,0.8684475986958949,11.121011492000344,0.5216498252446977,0.13584907510602884
Qwen3-8B,magicoder,base_model.model.model.layers.6.mlp.up_proj,6,up_proj,16,0.19610110411937293,0.11138080827982116,0.567976446537599,0.4455052139237523,0.19375570353188332,0.5679534747195498,1.00004044665465,0.3988268349404501,0.8209453521580725,0.9403138525143852,8.983033358792838,0.5216498252446977,0.04632662129290133
Qwen3-8B,magicoder,base_model.model.model.layers.6.self_attn.k_proj,6,k_proj,16,0.04422201750164829,0.04045304441230788,0.9147715707633663,0.16180254658684134,0.07469755711032111,0.9147171235505621,1.000059523552585,0.1380273619935133,0.2550492063716494,0.5952420642328452,14.717044066810486,0.5216498252446977,0.39312174551866863
Qwen3-8B,magicoder,base_model.model.model.layers.6.self_attn.o_proj,6,o_proj,16,0.12152803468735336,0.09160505315526454,0.7537771296222343,0.36638705153018236,0.11002027232938057,0.7537089126652147,1.0000905083592264,0.24550821469902598,0.5478470668046782,0.8216012863476763,12.338804970600936,0.5216498252446977,0.2321273043775366
Qwen3-8B,magicoder,base_model.model.model.layers.6.self_attn.q_proj,6,q_proj,16,0.11452305573253829,0.0843876821013857,0.736861949426743,0.33751633390784264,0.11513205717880577,0.7367868673887198,1.000101904690958,0.2562504172813052,0.5703387741510011,0.8301607073570639,12.053877126925585,0.5216498252446977,0.21521212418204527
Qwen3-8B,magicoder,base_model.model.model.layers.6.self_attn.v_proj,6,v_proj,16,0.059786469657909715,0.03988265744006905,0.6670850054915828,0.15952096902765334,0.1404656912001314,0.6670446086732135,1.0000605608947948,0.31817585421504063,0.7207160221155564,0.8767295254067341,10.90731045298381,0.5216498252446977,0.14543518024688507
Qwen3-8B,magicoder,base_model.model.model.layers.7.mlp.down_proj,7,down_proj,16,0.1591154473861483,0.073617852543585,0.462669424954863,0.2944568879902363,0.2919989251179659,0.46264660789916184,1.0000493185410022,0.5241151965655411,0.9407457207589371,0.9704152195193719,7.034501498661766,0.5216498252446977,-0.0589804002898347
Qwen3-8B,magicoder,base_model.model.model.layers.7.mlp.gate_proj,7,gate_proj,16,0.21198828766556374,0.1538170562795937,0.725592238955475,0.615213181823492,0.11873328105019466,0.725527325823376,1.0000894702787733,0.283167926499708,0.6753293928114907,0.8233462645473156,12.1758519069672,0.5216498252446977,0.20394241371077726
Qwen3-8B,magicoder,base_model.model.model.layers.7.mlp.up_proj,7,up_proj,16,0.20577050411732764,0.10015703556175048,0.48674145981895567,0.40059526497498155,0.26384849411700717,0.48670151571695547,1.0000820710450047,0.4925350259745414,0.9194320120097483,0.9651352719632369,7.506356105925532,0.5216498252446977,-0.03490836542574205
Qwen3-8B,magicoder,base_model.model.model.layers.7.self_attn.k_proj,7,k_proj,16,0.047830400938987994,0.03684284819360201,0.7702809817671902,0.14735988364554942,0.10535362972683453,0.770220825837945,1.0000781021847593,0.2327271533127056,0.5140964580856775,0.8160174300695832,12.453425752764197,0.5216498252446977,0.24863115652249246
Qwen3-8B,magicoder,base_model.model.model.layers.7.self_attn.o_proj,7,o_proj,16,0.1366887273605169,0.09011206246950702,0.6592501386880002,0.3604129506275058,0.14383501537355156,0.6591855773097434,1.000097941126868,0.29369519934340294,0.5996931268324676,0.9022110459472652,10.531464358440209,0.5216498252446977,0.13760031344330248
Qwen3-8B,magicoder,base_model.model.model.layers.7.self_attn.q_proj,7,q_proj,16,0.09659770373835518,0.07155050713666548,0.7407060868700088,0.28617823822423816,0.11393584930916587,0.740644516249013,1.000083131137334,0.27033746008243414,0.6414341295294348,0.814137744840608,12.2951110643848,0.5216498252446977,0.2190562616253111
Qwen3-8B,magicoder,base_model.model.model.layers.7.self_attn.v_proj,7,v_proj,16,0.07020837068969683,0.038265019093269126,0.5450207534709898,0.15304639446549118,0.2104415944465136,0.5449720345381514,1.0000893971245326,0.4026896359408824,0.7705650744601973,0.9644127953643467,8.058999698399884,0.5216498252446977,0.023370928226292054
Qwen3-8B,magicoder,base_model.model.model.layers.8.mlp.down_proj,8,down_proj,16,0.16693856118547962,0.08279275513725835,0.49594745845011934,0.33114456105977297,0.2541429574903129,0.4959078338584843,1.0000799031370946,0.4782832918871809,0.9001032708417964,0.9660280469445706,7.62117031677965,0.5216498252446977,-0.02570236679457838
Qwen3-8B,magicoder,base_model.model.model.layers.8.mlp.gate_proj,8,gate_proj,16,0.2373660168838492,0.15853350083073744,0.667886258159326,0.6341224703937769,0.14011698981418413,0.6678741113814044,1.0000181872267762,0.32713906559606326,0.763790089845562,0.8612195591751103,11.329606699728542,0.5216498252446977,0.1462364329146283
Qwen3-8B,magicoder,base_model.model.model.layers.8.mlp.up_proj,8,up_proj,16,0.25385179905382727,0.16700409176069386,0.6578802765360034,0.6679210755974054,0.14444755541375429,0.6577864309874145,1.000142668720679,0.31429631086560467,0.6838618399652249,0.8959856729495441,10.739855908188101,0.5216498252446977,0.13623045129130573
Qwen3-8B,magicoder,base_model.model.model.layers.8.self_attn.k_proj,8,k_proj,16,0.05138064659495479,0.03829781920950509,0.7453744113306986,0.15317502431571484,0.11251831367348739,0.7452953323224407,1.0001061042580415,0.25674745302240654,0.5858535600238503,0.8333480996202919,12.147493828380288,0.5216498252446977,0.22372458608600088
Qwen3-8B,magicoder,base_model.model.model.layers.8.self_attn.o_proj,8,o_proj,16,0.21191433946152322,0.11581119106844073,0.546500021483767,0.463184230029583,0.20932117330004152,0.5464286079065478,1.0001306915051407,0.4246547655460362,0.8615070661890045,0.9463033545551768,8.753919162453752,0.5216498252446977,0.024850196239069255
Qwen3-8B,magicoder,base_model.model.model.layers.8.self_attn.q_proj,8,q_proj,16,0.13729468777220452,0.08896894690074407,0.6480144887204874,0.3558412156999111,0.1488658114143542,0.6479515367162508,1.0000971554208447,0.3300922978766033,0.7319405582936269,0.8960319055814288,10.638802839983946,0.5216498252446977,0.12636466347578967
Qwen3-8B,magicoder,base_model.model.model.layers.8.self_attn.v_proj,8,v_proj,16,0.0777118522603537,0.037739145515255666,0.4856292112150449,0.15093692380469292,0.265084010143883,0.48556597035873417,1.0001302415329147,0.48187402296899207,0.8759584325221472,0.9761191872619798,6.91455094279087,0.5216498252446977,-0.03602061402965284
Qwen3-8B,magicoder,base_model.model.model.layers.9.mlp.down_proj,9,down_proj,16,0.1937717610735227,0.09114086953572587,0.47035166027698094,0.3645415077917278,0.28254459354831174,0.47032331462040283,1.0000602684487394,0.508521543956958,0.9152330873538795,0.9728525098585439,6.984969676669049,0.5216498252446977,-0.051298164967716775
Qwen3-8B,magicoder,base_model.model.model.layers.9.mlp.gate_proj,9,gate_proj,16,0.2799136938487088,0.17149341149017736,0.6126653152698854,0.6858975756913424,0.16654429295063067,0.6125973744446964,1.0001109061645108,0.3671310191265547,0.809305337438717,0.9090934041851119,10.214729002502365,0.5216498252446977,0.09101549002518772
Qwen3-8B,magicoder,base_model.model.model.layers.9.mlp.up_proj,9,up_proj,16,0.2562564508652554,0.1672104029654939,0.6525119754094165,0.6687436364591122,0.14683523712538457,0.6524163920567512,1.0001465066694049,0.32367147516766376,0.7134746801120554,0.8959212834379728,10.68782974962962,0.5216498252446977,0.1308621501647188
Qwen3-8B,magicoder,base_model.model.model.layers.9.self_attn.k_proj,9,k_proj,16,0.05119776499230888,0.03605430770394951,0.7042164381465816,0.14419718086719513,0.12606324017334022,0.7041185337331471,1.0001390453577688,0.2819896311931837,0.6307798529621184,0.8612637832757527,11.458178434625346,0.5216498252446977,0.18256661290188392
Qwen3-8B,magicoder,base_model.model.model.layers.9.self_attn.o_proj,9,o_proj,16,0.18521541508265574,0.11681340902162239,0.6306894540580885,0.46719811484217644,0.1571636458991688,0.6306145126118158,1.0001188387592959,0.33090385005282447,0.6967091998491315,0.9173791445524323,10.080498280064713,0.5216498252446977,0.1090396288133908
Qwen3-8B,magicoder,base_model.model.model.layers.9.self_attn.q_proj,9,q_proj,16,0.10968191974215834,0.0783872728382084,0.7146781622940427,0.31351311784237623,0.12239358402809351,0.7145961672155878,1.0001147432385125,0.2844447532813912,0.6610544033969963,0.841133852589717,11.804196630069617,0.5216498252446977,0.19302833704934497
Qwen3-8B,magicoder,base_model.model.model.layers.9.self_attn.v_proj,9,v_proj,16,0.06036063579997093,0.0363575604233,0.6023389240594698,0.14540542126633227,0.17232425653036074,0.6022361235068464,1.0001706980843739,0.33963258346828695,0.6693793089600247,0.9448296403128772,9.039798953653118,0.5216498252446977,0.08068909881477204
Qwen3-8B,metamath,base_model.model.model.layers.0.mlp.down_proj,0,down_proj,16,1.0226041053706654,0.5549541884358168,0.5426872291253528,2.219612531363964,0.21225636757911792,0.5426373020865726,1.0000920081214253,0.42192717927018497,0.8387147421645074,0.954231948188242,8.491284756325909,0.6088122866572805,-0.06612505753192766
Qwen3-8B,metamath,base_model.model.model.layers.0.mlp.gate_proj,0,gate_proj,16,1.3915258283521896,0.9482888970015185,0.681474161442234,3.7929909005761147,0.1345919055382496,0.6814445738796815,1.0000434188834817,0.3167562166203539,0.7454720279528738,0.8561206883618977,11.514026003506068,0.6088122866572805,0.07266187478495356
Qwen3-8B,metamath,base_model.model.model.layers.0.mlp.up_proj,0,up_proj,16,1.149347807450422,0.9195388272545887,0.8000527092790002,3.6779072508215904,0.09765655444794231,0.799998752984144,1.0000674454737022,0.22510734966147572,0.5188931675715249,0.7663292663391514,13.124144145622338,0.6088122866572805,0.1912404226217197
Qwen3-8B,metamath,base_model.model.model.layers.0.self_attn.k_proj,0,k_proj,16,0.35985140847937475,0.31276252235565455,0.8691435269832516,1.2509174942970276,0.08275401643345473,0.8690514090128434,1.0001059982982052,0.15362233121183663,0.28518036542596864,0.6872876080073413,13.862475672094455,0.6088122866572805,0.2603312403259711
Qwen3-8B,metamath,base_model.model.model.layers.0.self_attn.o_proj,0,o_proj,16,0.4637345525016359,0.3419489431600863,0.7373807737970528,1.3677053563296795,0.11496186922310583,0.7373320302269555,1.0000661080328794,0.2658634786659436,0.6148420321105063,0.83455367308556,12.1255392474971,0.6088122866572805,0.12856848713977231
Qwen3-8B,metamath,base_model.model.model.layers.0.self_attn.q_proj,0,q_proj,16,0.6270139958923084,0.47463757921601263,0.7569808366726364,1.898355644196272,0.1090936102960341,0.7569032177243139,1.0001025480490833,0.24642515516072017,0.556635323839792,0.8186108633841962,12.429861732880022,0.6088122866572805,0.1481685500153559
Qwen3-8B,metamath,base_model.model.model.layers.0.self_attn.v_proj,0,v_proj,16,0.2005968496745534,0.14608602979406676,0.7282568496518039,0.5842864103615284,0.11786819847785084,0.7281849282646632,1.0000987680249194,0.2792173525622461,0.6614365111088036,0.8325349015208348,12.138583950044287,0.6088122866572805,0.11944456299452344
Qwen3-8B,metamath,base_model.model.model.layers.1.mlp.down_proj,1,down_proj,16,0.8360582597697654,0.4217077540288064,0.504399961487058,1.6866600438952446,0.245707249260626,0.5043488369936441,1.0001013673268657,0.4734022791860218,0.9121005530480016,0.9563033810071836,7.983224256508384,0.6088122866572805,-0.10441232517022248
Qwen3-8B,metamath,base_model.model.model.layers.1.mlp.gate_proj,1,gate_proj,16,2.2890452195495095,0.7348308473150659,0.3210206775468082,2.938807874917984,0.6066893264808044,0.32096437521408483,1.0001754161429468,0.7749885156204548,0.9899748901592039,0.9979606356526817,2.9433109180820085,0.6088122866572805,-0.2877916091104723
Qwen3-8B,metamath,base_model.model.model.layers.1.mlp.up_proj,1,up_proj,16,0.6923354455083319,0.39091978431396524,0.5646392754410271,1.5634819027036428,0.19608637424157455,0.5645680547078198,1.0001261508379962,0.366869519827694,0.6863977423173041,0.9551039461421278,8.03435461684125,0.6088122866572805,-0.04417301121625339
Qwen3-8B,metamath,base_model.model.model.layers.1.self_attn.k_proj,1,k_proj,16,0.44295406148775784,0.312802254228067,0.7061731258935801,1.251064706593752,0.12535966740452775,0.7060916782158957,1.0001153500036852,0.2703771974000248,0.5831527028385495,0.8741659313870479,11.194332509203429,0.6088122866572805,0.09736083923629957
Qwen3-8B,metamath,base_model.model.model.layers.1.self_attn.o_proj,1,o_proj,16,0.5290645931933733,0.33098884826282426,0.6256114140336125,1.3237483724951744,0.15973736560129126,0.6255135901767593,1.0001563896586572,0.355773931833219,0.7923950047354777,0.9025382844841029,10.416355030653081,0.6088122866572805,0.016799127376332046
Qwen3-8B,metamath,base_model.model.model.layers.1.self_attn.q_proj,1,q_proj,16,1.0823617236835146,0.5011413441236443,0.4630072674947801,2.0042289718985558,0.2916420751370541,0.46292956597673385,1.0001678473870692,0.5202035118864577,0.9278897554539512,0.9737124616730783,6.824563894207964,0.6088122866572805,-0.14580501916250038
Qwen3-8B,metamath,base_model.model.model.layers.1.self_attn.v_proj,1,v_proj,16,0.3601265505447434,0.16765243751057635,0.4655375652169434,0.6705020642839372,0.2884762366832211,0.465462809719046,1.000160604663437,0.5074059338326072,0.8924852343080886,0.9785119074284153,6.514052490903279,0.6088122866572805,-0.1432747214403371
Qwen3-8B,metamath,base_model.model.model.layers.10.mlp.down_proj,10,down_proj,16,0.8183151626087017,0.442261544860433,0.5404538068811413,1.7689147032797337,0.2140067210855475,0.5404136401556527,1.0000743258913247,0.42548076120680167,0.8459261337159243,0.9544002189890469,8.458123099867011,0.6088122866572805,-0.06835847977613918
Qwen3-8B,metamath,base_model.model.model.layers.10.mlp.gate_proj,10,gate_proj,16,2.179859460020304,1.0713768962783643,0.4914889771235,4.284867145121098,0.25881072390558735,0.49141552743510203,1.0001494655424938,0.47900973959834225,0.8865565041801506,0.9711474978555047,7.323773452552405,0.6088122866572805,-0.1173233095337805
Qwen3-8B,metamath,base_model.model.model.layers.10.mlp.up_proj,10,up_proj,16,1.0965724632822564,0.7188580511195433,0.655549975208989,2.8751038908958435,0.14546803986754864,0.6554751252575899,1.0001141919022019,0.33209736770729575,0.758164210767772,0.8864047220634669,10.917845846486419,0.6088122866572805,0.04673768855170857
Qwen3-8B,metamath,base_model.model.model.layers.10.self_attn.k_proj,10,k_proj,16,0.34945216387867434,0.22774499640604276,0.6517200920384432,0.910864588804543,0.14718645011223366,0.6516375365190072,1.0001266893246772,0.30387732615329227,0.6273772434871656,0.921835343293336,10.114295461073047,0.6088122866572805,0.04290780538116268
Qwen3-8B,metamath,base_model.model.model.layers.10.self_attn.o_proj,10,o_proj,16,0.5145575734652066,0.344524510694504,0.6695548340185884,1.3779823444783688,0.13943783886715508,0.6694986215043754,1.0000839621059812,0.3195412857734945,0.732273492929397,0.8773714367799414,11.132577467468597,0.6088122866572805,0.06074254736130791
Qwen3-8B,metamath,base_model.model.model.layers.10.self_attn.q_proj,10,q_proj,16,0.9855663740578026,0.46342174079837745,0.47020855519894006,1.8534861207008362,0.2827437923225602,0.4701576092408696,1.0001083593183842,0.5131224941381359,0.9312129961465933,0.9694160135978276,7.122832500410263,0.6088122866572805,-0.13860373145834043
Qwen3-8B,metamath,base_model.model.model.layers.10.self_attn.v_proj,10,v_proj,16,0.2855031229556976,0.16175685252413302,0.566567716841519,0.64697624463588,0.19473546714714662,0.5665229139509915,1.0000790839865858,0.3825129875002579,0.751358690586202,0.9565238117195228,8.602287068733332,0.6088122866572805,-0.042244569815761523
Qwen3-8B,metamath,base_model.model.model.layers.11.mlp.down_proj,11,down_proj,16,0.6874189597773279,0.42103335080140764,0.6124843442458887,1.6839347518980503,0.1666450788553444,0.6124120988907255,1.000117968530168,0.3616479927374731,0.7848372814211605,0.9162876343510346,10.02781580396101,0.6088122866572805,0.003672057588608224
Qwen3-8B,metamath,base_model.model.model.layers.11.mlp.gate_proj,11,gate_proj,16,2.049838732112764,1.0868739865999568,0.5302241437694556,4.34721002727747,0.22234027796470485,0.5301892728406018,1.00006577071744,0.43588771246147845,0.8545374666890609,0.958171941326051,8.190089121566972,0.6088122866572805,-0.0785881428878249
Qwen3-8B,metamath,base_model.model.model.layers.11.mlp.up_proj,11,up_proj,16,1.0784624767077775,0.8085060838215589,0.749684018946756,3.2337998300790787,0.1112202355560692,0.7496319760588471,1.000069424583757,0.26538679180411023,0.6332494164568853,0.812383386944024,12.472834877573572,0.6088122866572805,0.14087173228947547
Qwen3-8B,metamath,base_model.model.model.layers.11.self_attn.k_proj,11,k_proj,16,0.42955886351850436,0.25375719028473986,0.590739039130102,1.0148957427591085,0.1791440993289921,0.5906616234420857,1.0001310660536316,0.3365646853738996,0.6323165980075339,0.9415396769011012,9.005302597627457,0.6088122866572805,-0.018073247527178538
Qwen3-8B,metamath,base_model.model.model.layers.11.self_attn.o_proj,11,o_proj,16,0.6056560153584408,0.45928671525939385,0.7583293216159632,1.8370858170092106,0.10869089913465324,0.7583041241330617,1.0000332287298719,0.25669351634630194,0.6062288734275583,0.7952735232660089,12.499569175813699,0.6088122866572805,0.14951703495868274
Qwen3-8B,metamath,base_model.model.model.layers.11.self_attn.q_proj,11,q_proj,16,1.0097046109078178,0.5789718644618529,0.5734071709757804,2.3156862668693066,0.19012062742289995,0.5733573566598082,1.000086881794388,0.38951563923287175,0.7980324663536104,0.9423019734143209,8.983214031040456,0.6088122866572805,-0.035405115681500066
Qwen3-8B,metamath,base_model.model.model.layers.11.self_attn.v_proj,11,v_proj,16,0.417983711053015,0.20601524631710302,0.4928786478259988,0.8239518757909536,0.25734457738217775,0.4928133884184111,1.0001324221482641,0.4774940769115503,0.8859739568050581,0.9718538872068821,7.291775089748139,0.6088122866572805,-0.11593363883128172
Qwen3-8B,metamath,base_model.model.model.layers.12.mlp.down_proj,12,down_proj,16,0.6235533438145289,0.45921553947604954,0.7364494858881546,1.8367850631475449,0.11524724356516018,0.7364185764409446,1.000041972660928,0.24543692238415424,0.5226960837058666,0.8431335838678397,11.974190724479513,0.6088122866572805,0.12763719923087413
Qwen3-8B,metamath,base_model.model.model.layers.12.mlp.gate_proj,12,gate_proj,16,1.9341852783624802,1.0238179176731592,0.5293277376921945,4.094755865633488,0.22312083135520838,0.5292610681408181,1.000125967231277,0.4439043065047452,0.8831583861381079,0.9521786371397007,8.410014386724889,0.6088122866572805,-0.07948454896508594
Qwen3-8B,metamath,base_model.model.model.layers.12.mlp.up_proj,12,up_proj,16,0.9934299935646277,0.811145509620444,0.8165099854795906,3.2442364767193794,0.09376689394001982,0.8164230236995369,1.0001065155899935,0.2159780205888309,0.4974730783693016,0.7427804742068258,13.33815826439682,0.6088122866572805,0.20769769882231015
Qwen3-8B,metamath,base_model.model.model.layers.12.self_attn.k_proj,12,k_proj,16,0.37863312635732405,0.25562566443114776,0.6751275750498081,1.0223649628460407,0.137159312584293,0.6750366592866557,1.00013468270486,0.3092688956513306,0.6973441906003458,0.8779625372654689,10.968473047669193,0.6088122866572805,0.06631528839252765
Qwen3-8B,metamath,base_model.model.model.layers.12.self_attn.o_proj,12,o_proj,16,0.7573004154541937,0.4875346268036435,0.6437796901395371,1.949838113039732,0.1508479038783404,0.6436805240197543,1.0001540610847808,0.3215635547465005,0.6854793277379632,0.9136035008364296,10.286934094593004,0.6088122866572805,0.034967403482256576
Qwen3-8B,metamath,base_model.model.model.layers.12.self_attn.q_proj,12,q_proj,16,0.8933745430230989,0.5891000156093323,0.6594098972373569,2.356138750910759,0.1437690562054608,0.6593367723849053,1.000110906680037,0.29366243059486125,0.5998343831348468,0.9070564131254688,10.433873352386115,0.6088122866572805,0.05059761058007639
Qwen3-8B,metamath,base_model.model.model.layers.12.self_attn.v_proj,12,v_proj,16,0.4923941473275832,0.2083263929303182,0.42308868629123136,0.8331947140395641,0.34924705475285156,0.42303240125905217,1.0001330513502316,0.575634614628055,0.9487702331304599,0.9862571468421106,5.7507986619011175,0.6088122866572805,-0.18572360036604912
Qwen3-8B,metamath,base_model.model.model.layers.13.mlp.down_proj,13,down_proj,16,0.5766727587847,0.42987719348809444,0.7454439054725464,1.7193428799510002,0.11249517194881303,0.7453719868675618,1.0000964868632731,0.26341380572929857,0.6167983198458036,0.8212497334964365,12.317050457679768,0.6088122866572805,0.13663161881526587
Qwen3-8B,metamath,base_model.model.model.layers.13.mlp.gate_proj,13,gate_proj,16,1.5702005896974023,1.0153275085442295,0.6466228042494214,4.060869105160236,0.14951070530024596,0.6465526015919434,1.0001085799628757,0.3371409901784844,0.7602401916991153,0.8893553643585894,10.636327729021243,0.6088122866572805,0.037810517592140935
Qwen3-8B,metamath,base_model.model.model.layers.13.mlp.up_proj,13,up_proj,16,1.0207516346408292,0.7830716037580732,0.7671519468431827,3.132020056247711,0.1062162829723217,0.7670867108995059,1.0000850437672169,0.25045001504094166,0.5905423187361314,0.7979084606299862,12.676021685625859,0.6088122866572805,0.15833966018590218
Qwen3-8B,metamath,base_model.model.model.layers.13.self_attn.k_proj,13,k_proj,16,0.5300813663914425,0.3296849409291979,0.6219515754223657,1.318595189601183,0.1616077195390673,0.6218833905526574,1.0001096425322562,0.34806859591395073,0.7496655964644171,0.9189522539496575,9.930309863597136,0.6088122866572805,0.013139288765085189
Qwen3-8B,metamath,base_model.model.model.layers.13.self_attn.o_proj,13,o_proj,16,0.7952671209519191,0.5447074741076068,0.6849364946152969,2.1786405220627785,0.13324622104667666,0.6848769629300746,1.0000869231824758,0.3097873956215251,0.7202322867554289,0.8625192205364081,11.404953819150629,0.6088122866572805,0.07612420795801644
Qwen3-8B,metamath,base_model.model.model.layers.13.self_attn.q_proj,13,q_proj,16,0.9530997964366504,0.6377007459016033,0.669080770225502,2.5505080185830593,0.13964434942140555,0.6690034003046248,1.000115649518137,0.2918856568993767,0.6101015691403342,0.9024012896621028,10.460635649891806,0.6088122866572805,0.060268483568221565
Qwen3-8B,metamath,base_model.model.model.layers.13.self_attn.v_proj,13,v_proj,16,0.29577515752605704,0.19370158784195454,0.654894716182815,0.7746950406581163,0.14576787984518655,0.6548006322926797,1.0001436832609736,0.3229615296300497,0.7155496103240176,0.8995637401029251,10.58941080433323,0.6088122866572805,0.04608242952553454
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.down_proj,14,down_proj,16,0.6574738047623189,0.47899473760766115,0.7285381320717726,1.9157688803970814,0.11777976400871508,0.7284582543519147,1.0001096531192841,0.24464807746687142,0.5081745774580388,0.8574414384302533,11.715232342579615,0.6088122866572805,0.11972584541449216
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.gate_proj,14,gate_proj,16,1.6213548826048354,1.0168352983467936,0.6271515935568449,4.0668903067708015,0.15893928324436857,0.6270820704343609,1.0001108676611274,0.35342746952788356,0.7859037342255587,0.9048656597526493,10.350726428187452,0.6088122866572805,0.018339306899564423
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.up_proj,14,up_proj,16,1.1475235629064235,0.8930654447580476,0.7782545593191221,3.572054333984852,0.1032017618148444,0.7782093652477227,1.0000580744378282,0.23994559390138956,0.5578769879528279,0.7860015941365648,12.76074176870038,0.6088122866572805,0.16944227266184164
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.k_proj,14,k_proj,16,0.4264496777259256,0.3038180824163385,0.7124359526696581,1.215138491243124,0.12316406808459436,0.7123574918164669,1.000110142525477,0.22069177623686198,0.39544699079871715,0.8871178995673943,11.033385438745961,0.6088122866572805,0.1036236660123776
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.o_proj,14,o_proj,16,0.6548140479747185,0.493619566797059,0.7538316691949116,1.9743710905313492,0.10999638419490652,0.7537907504572874,1.0000542839476332,0.26192078463249363,0.6236795684205574,0.8045860260275305,12.509617032680334,0.6088122866572805,0.14501938253763114
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.q_proj,14,q_proj,16,0.8937257887248321,0.553181882222519,0.6189615307082039,2.2124856635928154,0.16317275609941628,0.6188938742468173,1.0001093183568328,0.3523043114719961,0.7606559504708962,0.9189411485326704,9.930080982014164,0.6088122866572805,0.010149244050923434
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.v_proj,14,v_proj,16,0.25198281563894476,0.1785351780624905,0.7085212442355824,0.714045169763267,0.12453472826709457,0.7084264535586341,1.0001338045417025,0.2625983425022436,0.5537241735255479,0.8803234943457325,11.235982062079435,0.6088122866572805,0.0997089575783019
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.down_proj,15,down_proj,16,0.6087129356489203,0.4821332885419967,0.7920536270976681,1.9284249395132065,0.09963675689886205,0.7920091830549828,1.0000561155648648,0.21045955107610237,0.4445470127466626,0.786700882761419,12.890216667257052,0.6088122866572805,0.18324134044038765
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.gate_proj,15,gate_proj,16,1.9339000974441016,1.075676171889227,0.5562211684620482,4.3023379147052765,0.2020500838347709,0.5561737548376169,1.000085249661673,0.41537608397693015,0.8539332816169696,0.9447556153563228,8.92435352389145,0.6088122866572805,-0.05259111819523232
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.up_proj,15,up_proj,16,1.1263786215498102,0.9082492803978466,0.8063445656915661,3.632649503648281,0.09614391532421708,0.8062674118073271,1.0000956926735587,0.22442767605580374,0.5238790370660301,0.7534757877239195,13.223268496258786,0.6088122866572805,0.1975322790342856
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.k_proj,15,k_proj,16,0.4217901346646913,0.30817764347934495,0.7306421325485377,1.232600286602974,0.11709768431342436,0.7305767639532684,1.0000894753275693,0.2464494570464699,0.518689462004474,0.8490503594849013,11.46735555002914,0.6088122866572805,0.12182984589125723
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.o_proj,15,o_proj,16,0.7043849931101179,0.5128007839514502,0.7280120799951271,2.0510138794779778,0.11794593863476155,0.7279449092257061,1.0000922745232086,0.2739858766790933,0.6364632940187301,0.8367905099374459,11.990246113945702,0.6088122866572805,0.11919979333784658
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.q_proj,15,q_proj,16,0.9084169239090858,0.5836358079818973,0.6424757097989815,2.3342545852065086,0.15145164402670147,0.6423962730575792,1.0001236569151066,0.3356292460745093,0.7437818951683579,0.9001912814820203,10.420007952283713,0.6088122866572805,0.03366342314170101
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.v_proj,15,v_proj,16,0.25487948900282215,0.17885478099302596,0.7017229267555758,0.7153428075835109,0.12695252576182628,0.7016480713907017,1.000106685057547,0.28236239799094975,0.6280184133459227,0.8708558647173222,11.282462724049003,0.6088122866572805,0.0929106400982953
