base_model,task,module,layer,module_type,dose_label,dose,lora_fro,head_fro,scalar_gamma_head_matched,suppressed_directions
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.o_proj,2,o_proj,0p00,0.0,0.6291496753692627,0.6291496753692627,1.0,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.o_proj,2,o_proj,0p25,0.25,0.6291496753692627,0.5204291343688965,0.8271944522857666,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.o_proj,2,o_proj,0p50,0.5,0.6291496753692627,0.41555073857307434,0.6604958176612854,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.o_proj,2,o_proj,1p00,1.0,0.6291496753692627,0.23834873735904694,0.37884265184402466,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.q_proj,2,q_proj,0p00,0.0,0.9752629995346069,0.9752629995346069,1.0,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.q_proj,2,q_proj,0p25,0.25,0.9752629995346069,0.7975234389305115,0.8177521824836731,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.q_proj,2,q_proj,0p50,0.5,0.9752629995346069,0.6265066862106323,0.6423977017402649,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.q_proj,2,q_proj,1p00,1.0,0.9752629995346069,0.34659484028816223,0.35538601875305176,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.v_proj,2,v_proj,0p00,0.0,0.44204679131507874,0.44204679131507874,1.0,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.v_proj,2,v_proj,0p25,0.25,0.44204679131507874,0.3509334921836853,0.7938831448554993,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.v_proj,2,v_proj,0p50,0.5,0.44204679131507874,0.26163387298583984,0.5918691754341125,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.v_proj,2,v_proj,1p00,1.0,0.44204679131507874,0.10814453661441803,0.24464499950408936,2
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.down_proj,20,down_proj,0p00,0.0,0.9912455677986145,0.9912455677986145,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.down_proj,20,down_proj,0p25,0.25,0.9912455677986145,0.862339437007904,0.8699554204940796,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.down_proj,20,down_proj,0p50,0.5,0.9912455677986145,0.7429646253585815,0.74952632188797,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.down_proj,20,down_proj,1p00,1.0,0.9912455677986145,0.5573580861091614,0.562280535697937,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.gate_proj,20,gate_proj,0p00,0.0,2.302971839904785,2.302971839904785,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.gate_proj,20,gate_proj,0p25,0.25,2.302971839904785,1.9104360342025757,0.8295524716377258,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.gate_proj,20,gate_proj,0p50,0.5,2.302971839904785,1.5353915691375732,0.6667001247406006,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.gate_proj,20,gate_proj,1p00,1.0,2.302971839904785,0.9260005950927734,0.4020894169807434,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.up_proj,20,up_proj,0p00,0.0,1.5064295530319214,1.5064295530319214,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.up_proj,20,up_proj,0p25,0.25,1.5064295530319214,1.2839268445968628,0.8522979617118835,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.up_proj,20,up_proj,0p50,0.5,1.5064295530319214,1.0769145488739014,0.7148787975311279,4
Qwen3-8B,metamath,base_model.model.model.layers.20.mlp.up_proj,20,up_proj,1p00,1.0,1.5064295530319214,0.7607330083847046,0.5049907565116882,4
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.k_proj,20,k_proj,0p00,0.0,0.554768979549408,0.554768979549408,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.k_proj,20,k_proj,0p25,0.25,0.554768979549408,0.4826847016811371,0.8700643181800842,5
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.k_proj,20,k_proj,0p50,0.5,0.554768979549408,0.41456204652786255,0.7472696900367737,5
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.k_proj,20,k_proj,1p00,1.0,0.554768979549408,0.3009984493255615,0.5425654053688049,5
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.o_proj,20,o_proj,0p00,0.0,0.7533571720123291,0.7533571720123291,1.0,6
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.o_proj,20,o_proj,0p25,0.25,0.7533571720123291,0.6893867254257202,0.9150861501693726,6
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.o_proj,20,o_proj,0p50,0.5,0.7533571720123291,0.6289475560188293,0.8348597288131714,6
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.o_proj,20,o_proj,1p00,1.0,0.7533571720123291,0.5235063433647156,0.6948979496955872,6
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.q_proj,20,q_proj,0p00,0.0,1.016173243522644,1.016173243522644,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.q_proj,20,q_proj,0p25,0.25,1.016173243522644,0.8818382620811462,0.8678030967712402,5
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.q_proj,20,q_proj,0p50,0.5,1.016173243522644,0.7548120021820068,0.7427985668182373,5
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.q_proj,20,q_proj,1p00,1.0,1.016173243522644,0.5432876348495483,0.5346407890319824,5
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.v_proj,20,v_proj,0p00,0.0,0.33385488390922546,0.33385488390922546,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.v_proj,20,v_proj,0p25,0.25,0.33385488390922546,0.28615817427635193,0.8571333885192871,4
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.v_proj,20,v_proj,0p50,0.5,0.33385488390922546,0.24151849746704102,0.7234236001968384,4
Qwen3-8B,metamath,base_model.model.model.layers.20.self_attn.v_proj,20,v_proj,1p00,1.0,0.33385488390922546,0.17109158635139465,0.512472927570343,4
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.down_proj,21,down_proj,0p00,0.0,0.9810827374458313,0.9810827374458313,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.down_proj,21,down_proj,0p25,0.25,0.9810827374458313,0.8575776219367981,0.8741134405136108,4
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.down_proj,21,down_proj,0p50,0.5,0.9810827374458313,0.7435479164123535,0.7578850388526917,4
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.down_proj,21,down_proj,1p00,1.0,0.9810827374458313,0.5667769908905029,0.5777056217193604,4
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.gate_proj,21,gate_proj,0p00,0.0,2.1116678714752197,2.1116678714752197,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.gate_proj,21,gate_proj,0p25,0.25,2.1116678714752197,1.7695094347000122,0.8379676938056946,5
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.gate_proj,21,gate_proj,0p50,0.5,2.1116678714752197,1.4447972774505615,0.684197187423706,5
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.gate_proj,21,gate_proj,1p00,1.0,2.1116678714752197,0.9234441518783569,0.4373055696487427,5
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.up_proj,21,up_proj,0p00,0.0,1.5251786708831787,1.5251786708831787,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.up_proj,21,up_proj,0p25,0.25,1.5251786708831787,1.362005352973938,0.8930136561393738,5
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.up_proj,21,up_proj,0p50,0.5,1.5251786708831787,1.2108179330825806,0.7938859462738037,5
Qwen3-8B,metamath,base_model.model.model.layers.21.mlp.up_proj,21,up_proj,1p00,1.0,1.5251786708831787,0.9667065739631653,0.6338316798210144,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.k_proj,21,k_proj,0p00,0.0,0.526076078414917,0.526076078414917,1.0,6
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.k_proj,21,k_proj,0p25,0.25,0.526076078414917,0.4589819312095642,0.872463047504425,6
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.k_proj,21,k_proj,0p50,0.5,0.526076078414917,0.395206481218338,0.7512344717979431,6
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.k_proj,21,k_proj,1p00,1.0,0.526076078414917,0.2864989638328552,0.5445960760116577,6
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.o_proj,21,o_proj,0p00,0.0,0.7664743065834045,0.7664743065834045,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.o_proj,21,o_proj,0p25,0.25,0.7664743065834045,0.6991449594497681,0.9121570587158203,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.o_proj,21,o_proj,0p50,0.5,0.7664743065834045,0.6361261606216431,0.8299379944801331,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.o_proj,21,o_proj,1p00,1.0,0.7664743065834045,0.5291103720664978,0.6903171539306641,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.q_proj,21,q_proj,0p00,0.0,0.9331051111221313,0.9331051111221313,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.q_proj,21,q_proj,0p25,0.25,0.9331051111221313,0.8286918997764587,0.88810133934021,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.q_proj,21,q_proj,0p50,0.5,0.9331051111221313,0.731044590473175,0.783453643321991,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.q_proj,21,q_proj,1p00,1.0,0.9331051111221313,0.5698866844177246,0.6107422113418579,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.v_proj,21,v_proj,0p00,0.0,0.2993026375770569,0.2993026375770569,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.v_proj,21,v_proj,0p25,0.25,0.2993026375770569,0.2630003094673157,0.8787102699279785,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.v_proj,21,v_proj,0p50,0.5,0.2993026375770569,0.22892886400222778,0.7648742198944092,5
Qwen3-8B,metamath,base_model.model.model.layers.21.self_attn.v_proj,21,v_proj,1p00,1.0,0.2993026375770569,0.17275279760360718,0.5771843194961548,5
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.down_proj,22,down_proj,0p00,0.0,0.9435659646987915,0.9435659646987915,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.down_proj,22,down_proj,0p25,0.25,0.9435659646987915,0.8115963935852051,0.860137403011322,5
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.down_proj,22,down_proj,0p50,0.5,0.9435659646987915,0.689448356628418,0.7306838035583496,5
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.down_proj,22,down_proj,1p00,1.0,0.9435659646987915,0.503462553024292,0.5335742831230164,5
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.gate_proj,22,gate_proj,0p00,0.0,2.3975448608398438,2.3975448608398438,1.0,3
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.gate_proj,22,gate_proj,0p25,0.25,2.3975448608398438,1.9588476419448853,0.8170223236083984,3
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.gate_proj,22,gate_proj,0p50,0.5,2.3975448608398438,1.535176396369934,0.6403118371963501,3
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.gate_proj,22,gate_proj,1p00,1.0,2.3975448608398438,0.8298117518424988,0.34610894322395325,3
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.up_proj,22,up_proj,0p00,0.0,1.5581237077713013,1.5581237077713013,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.up_proj,22,up_proj,0p25,0.25,1.5581237077713013,1.3626964092254639,0.8745752573013306,4
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.up_proj,22,up_proj,0p50,0.5,1.5581237077713013,1.1815683841705322,0.7583277225494385,4
Qwen3-8B,metamath,base_model.model.model.layers.22.mlp.up_proj,22,up_proj,1p00,1.0,1.5581237077713013,0.8968492746353149,0.5755956768989563,4
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.k_proj,22,k_proj,0p00,0.0,0.47026532888412476,0.47026532888412476,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.k_proj,22,k_proj,0p25,0.25,0.47026532888412476,0.41105398535728455,0.8740894794464111,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.k_proj,22,k_proj,0p50,0.5,0.47026532888412476,0.35512667894363403,0.7551623582839966,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.k_proj,22,k_proj,1p00,1.0,0.47026532888412476,0.2615627944469452,0.5562025904655457,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.o_proj,22,o_proj,0p00,0.0,0.6381754875183105,0.6381754875183105,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.o_proj,22,o_proj,0p25,0.25,0.6381754875183105,0.5793676972389221,0.9078501462936401,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.o_proj,22,o_proj,0p50,0.5,0.6381754875183105,0.524412214756012,0.8217366933822632,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.o_proj,22,o_proj,1p00,1.0,0.6381754875183105,0.4318760931491852,0.6767356395721436,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.q_proj,22,q_proj,0p00,0.0,0.9792497158050537,0.9792497158050537,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.q_proj,22,q_proj,0p25,0.25,0.9792497158050537,0.8501487970352173,0.8681634068489075,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.q_proj,22,q_proj,0p50,0.5,0.9792497158050537,0.7288756966590881,0.7443205714225769,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.q_proj,22,q_proj,1p00,1.0,0.9792497158050537,0.5313426852226257,0.5426018238067627,5
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.v_proj,22,v_proj,0p00,0.0,0.28235316276550293,0.28235316276550293,1.0,6
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.v_proj,22,v_proj,0p25,0.25,0.28235316276550293,0.24896462261676788,0.8817490339279175,6
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.v_proj,22,v_proj,0p50,0.5,0.28235316276550293,0.21799159049987793,0.7720529437065125,6
Qwen3-8B,metamath,base_model.model.model.layers.22.self_attn.v_proj,22,v_proj,1p00,1.0,0.28235316276550293,0.16859665513038635,0.5971126556396484,6
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.down_proj,23,down_proj,0p00,0.0,1.072208285331726,1.072208285331726,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.down_proj,23,down_proj,0p25,0.25,1.072208285331726,0.9217162728309631,0.8596429228782654,4
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.down_proj,23,down_proj,0p50,0.5,1.072208285331726,0.7821579575538635,0.7294832468032837,4
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.down_proj,23,down_proj,1p00,1.0,1.072208285331726,0.5683580040931702,0.5300816893577576,4
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.gate_proj,23,gate_proj,0p00,0.0,2.350327968597412,2.350327968597412,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.gate_proj,23,gate_proj,0p25,0.25,2.350327968597412,1.948020339012146,0.8288291692733765,4
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.gate_proj,23,gate_proj,0p50,0.5,2.350327968597412,1.5643577575683594,0.6655912399291992,4
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.gate_proj,23,gate_proj,1p00,1.0,2.350327968597412,0.9471791982650757,0.40299874544143677,4
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.up_proj,23,up_proj,0p00,0.0,1.60422682762146,1.60422682762146,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.up_proj,23,up_proj,0p25,0.25,1.60422682762146,1.3966883420944214,0.8706302046775818,5
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.up_proj,23,up_proj,0p50,0.5,1.60422682762146,1.2034178972244263,0.750154435634613,5
Qwen3-8B,metamath,base_model.model.model.layers.23.mlp.up_proj,23,up_proj,1p00,1.0,1.60422682762146,0.8966672420501709,0.5589404106140137,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.k_proj,23,k_proj,0p00,0.0,0.5377748012542725,0.5377748012542725,1.0,6
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.k_proj,23,k_proj,0p25,0.25,0.5377748012542725,0.48271578550338745,0.897616982460022,6
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.k_proj,23,k_proj,0p50,0.5,0.5377748012542725,0.4302239716053009,0.800007700920105,6
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.k_proj,23,k_proj,1p00,1.0,0.5377748012542725,0.3377058804035187,0.627968966960907,6
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.o_proj,23,o_proj,0p00,0.0,0.8524864315986633,0.8524864315986633,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.o_proj,23,o_proj,0p25,0.25,0.8524864315986633,0.7738960385322571,0.907810389995575,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.o_proj,23,o_proj,0p50,0.5,0.8524864315986633,0.7001813054084778,0.8213401436805725,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.o_proj,23,o_proj,1p00,1.0,0.8524864315986633,0.5748060941696167,0.6742700934410095,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.q_proj,23,q_proj,0p00,0.0,0.9944301843643188,0.9944301843643188,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.q_proj,23,q_proj,0p25,0.25,0.9944301843643188,0.8841882348060608,0.8891406059265137,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.q_proj,23,q_proj,0p50,0.5,0.9944301843643188,0.7798410058021545,0.7842088937759399,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.q_proj,23,q_proj,1p00,1.0,0.9944301843643188,0.6010618805885315,0.6044284105300903,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.v_proj,23,v_proj,0p00,0.0,0.3486349284648895,0.3486349284648895,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.v_proj,23,v_proj,0p25,0.25,0.3486349284648895,0.30515700578689575,0.8752909898757935,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.v_proj,23,v_proj,0p50,0.5,0.3486349284648895,0.26515018939971924,0.7605382204055786,5
Qwen3-8B,metamath,base_model.model.model.layers.23.self_attn.v_proj,23,v_proj,1p00,1.0,0.3486349284648895,0.20371602475643158,0.5843247771263123,5
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.down_proj,24,down_proj,0p00,0.0,0.9361222982406616,0.9361222982406616,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.down_proj,24,down_proj,0p25,0.25,0.9361222982406616,0.8359273076057434,0.8929680585861206,4
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.down_proj,24,down_proj,0p50,0.5,0.9361222982406616,0.7427749037742615,0.7934592366218567,4
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.down_proj,24,down_proj,1p00,1.0,0.9361222982406616,0.5908190011978149,0.6311343908309937,4
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.gate_proj,24,gate_proj,0p00,0.0,2.0402495861053467,2.0402495861053467,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.gate_proj,24,gate_proj,0p25,0.25,2.0402495861053467,1.7334421873092651,0.8496226072311401,5
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.gate_proj,24,gate_proj,0p50,0.5,2.0402495861053467,1.4454091787338257,0.7084472179412842,5
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.gate_proj,24,gate_proj,1p00,1.0,2.0402495861053467,0.9922329187393188,0.48632919788360596,5
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.up_proj,24,up_proj,0p00,0.0,1.6365293264389038,1.6365293264389038,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.up_proj,24,up_proj,0p25,0.25,1.6365293264389038,1.4227123260498047,0.8693472743034363,5
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.up_proj,24,up_proj,0p50,0.5,1.6365293264389038,1.2230970859527588,0.747372567653656,5
Qwen3-8B,metamath,base_model.model.model.layers.24.mlp.up_proj,24,up_proj,1p00,1.0,1.6365293264389038,0.9042128324508667,0.5525185465812683,5
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.k_proj,24,k_proj,0p00,0.0,0.5343995690345764,0.5343995690345764,1.0,6
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.k_proj,24,k_proj,0p25,0.25,0.5343995690345764,0.47732797265052795,0.8932042717933655,6
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.k_proj,24,k_proj,0p50,0.5,0.5343995690345764,0.4233029782772064,0.792109489440918,6
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.k_proj,24,k_proj,1p00,1.0,0.5343995690345764,0.3303411304950714,0.6181538105010986,6
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.o_proj,24,o_proj,0p00,0.0,0.8216924667358398,0.8216924667358398,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.o_proj,24,o_proj,0p25,0.25,0.8216924667358398,0.7523336410522461,0.9155902862548828,5
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.o_proj,24,o_proj,0p50,0.5,0.8216924667358398,0.6871678829193115,0.8362835645675659,5
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.o_proj,24,o_proj,1p00,1.0,0.8216924667358398,0.5750528573989868,0.6998395323753357,5
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.q_proj,24,q_proj,0p00,0.0,1.1289902925491333,1.1289902925491333,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.q_proj,24,q_proj,0p25,0.25,1.1289902925491333,0.9437574148178101,0.8359304666519165,4
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.q_proj,24,q_proj,0p50,0.5,1.1289902925491333,0.7687445282936096,0.6809133291244507,4
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.q_proj,24,q_proj,1p00,1.0,1.1289902925491333,0.49420785903930664,0.437743216753006,4
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.v_proj,24,v_proj,0p00,0.0,0.39549294114112854,0.39549294114112854,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.v_proj,24,v_proj,0p25,0.25,0.39549294114112854,0.334320992231369,0.8453273177146912,4
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.v_proj,24,v_proj,0p50,0.5,0.39549294114112854,0.27669230103492737,0.6996137499809265,4
Qwen3-8B,metamath,base_model.model.model.layers.24.self_attn.v_proj,24,v_proj,1p00,1.0,0.39549294114112854,0.1855574995279312,0.46918031573295593,4
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.down_proj,25,down_proj,0p00,0.0,0.875830352306366,0.875830352306366,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.down_proj,25,down_proj,0p25,0.25,0.875830352306366,0.7851153016090393,0.8964239358901978,5
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.down_proj,25,down_proj,0p50,0.5,0.875830352306366,0.7011721134185791,0.800579845905304,5
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.down_proj,25,down_proj,1p00,1.0,0.875830352306366,0.565545916557312,0.645725429058075,5
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.gate_proj,25,gate_proj,0p00,0.0,2.2092339992523193,2.2092339992523193,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.gate_proj,25,gate_proj,0p25,0.25,2.2092339992523193,1.8390135765075684,0.8324213624000549,4
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.gate_proj,25,gate_proj,0p50,0.5,2.2092339992523193,1.488193154335022,0.6736240386962891,4
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.gate_proj,25,gate_proj,1p00,1.0,2.2092339992523193,0.9352490305900574,0.42333632707595825,4
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.up_proj,25,up_proj,0p00,0.0,1.5240505933761597,1.5240505933761597,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.up_proj,25,up_proj,0p25,0.25,1.5240505933761597,1.3287707567214966,0.8718678951263428,4
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.up_proj,25,up_proj,0p50,0.5,1.5240505933761597,1.1478410959243774,0.7531515955924988,4
Qwen3-8B,metamath,base_model.model.model.layers.25.mlp.up_proj,25,up_proj,1p00,1.0,1.5240505933761597,0.8650855422019958,0.5676226019859314,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.k_proj,25,k_proj,0p00,0.0,0.5681840181350708,0.5681840181350708,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.k_proj,25,k_proj,0p25,0.25,0.5681840181350708,0.47645315527915955,0.838554322719574,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.k_proj,25,k_proj,0p50,0.5,0.5681840181350708,0.3888816833496094,0.6844291090965271,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.k_proj,25,k_proj,1p00,1.0,0.5681840181350708,0.2445656955242157,0.4304339587688446,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.o_proj,25,o_proj,0p00,0.0,0.861748456954956,0.861748456954956,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.o_proj,25,o_proj,0p25,0.25,0.861748456954956,0.7776317000389099,0.9023882746696472,5
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.o_proj,25,o_proj,0p50,0.5,0.861748456954956,0.6996838450431824,0.8119351267814636,5
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.o_proj,25,o_proj,1p00,1.0,0.861748456954956,0.5722654461860657,0.6640748381614685,5
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.q_proj,25,q_proj,0p00,0.0,1.0746935606002808,1.0746935606002808,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.q_proj,25,q_proj,0p25,0.25,1.0746935606002808,0.9151499271392822,0.851544976234436,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.q_proj,25,q_proj,0p50,0.5,1.0746935606002808,0.7660218477249146,0.7127816677093506,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.q_proj,25,q_proj,1p00,1.0,1.0746935606002808,0.5344529151916504,0.49730727076530457,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.v_proj,25,v_proj,0p00,0.0,0.33720794320106506,0.33720794320106506,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.25.self_attn.v_proj,25,v_proj,0p25,0.25,0.33720794320106506,0.2902270257472992,0.8606767058372498,4
