base_model,task,module,layer,module_type,dose_label,dose,lora_fro,head_fro,scalar_gamma_head_matched,suppressed_directions
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.gate_proj,14,gate_proj,0p50,0.5,1.6213548183441162,1.1004455089569092,0.6787197589874268,3
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.gate_proj,14,gate_proj,1p00,1.0,1.6213548183441162,0.7095195651054382,0.43760907649993896,3
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.up_proj,14,up_proj,0p00,0.0,1.1475235223770142,1.1475235223770142,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.up_proj,14,up_proj,0p25,0.25,1.1475235223770142,1.0120457410812378,0.8819389939308167,4
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.up_proj,14,up_proj,0p50,0.5,1.1475235223770142,0.887069821357727,0.7730297446250916,4
Qwen3-8B,metamath,base_model.model.model.layers.14.mlp.up_proj,14,up_proj,1p00,1.0,1.1475235223770142,0.6913000345230103,0.6024277806282043,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.k_proj,14,k_proj,0p00,0.0,0.4264496862888336,0.4264496862888336,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.k_proj,14,k_proj,0p25,0.25,0.4264496862888336,0.36622411012649536,0.8587744832038879,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.k_proj,14,k_proj,0p50,0.5,0.4264496862888336,0.30852562189102173,0.7234748601913452,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.k_proj,14,k_proj,1p00,1.0,0.4264496862888336,0.20915436744689941,0.4904549717903137,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.o_proj,14,o_proj,0p00,0.0,0.6548140048980713,0.6548140048980713,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.o_proj,14,o_proj,0p25,0.25,0.6548140048980713,0.5718945860862732,0.8733695149421692,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.o_proj,14,o_proj,0p50,0.5,0.6548140048980713,0.49570268392562866,0.7570129632949829,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.o_proj,14,o_proj,1p00,1.0,0.6548140048980713,0.37968909740448,0.5798426866531372,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.q_proj,14,q_proj,0p00,0.0,0.8937258124351501,0.8937258124351501,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.q_proj,14,q_proj,0p25,0.25,0.8937258124351501,0.744313657283783,0.8328210115432739,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.q_proj,14,q_proj,0p50,0.5,0.8937258124351501,0.6023447513580322,0.6739704012870789,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.q_proj,14,q_proj,1p00,1.0,0.8937258124351501,0.3756723999977112,0.42034414410591125,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.v_proj,14,v_proj,0p00,0.0,0.25198280811309814,0.25198280811309814,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.v_proj,14,v_proj,0p25,0.25,0.25198280811309814,0.21570457518100739,0.8560289144515991,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.v_proj,14,v_proj,0p50,0.5,0.25198280811309814,0.1812417358160019,0.7192623019218445,4
Qwen3-8B,metamath,base_model.model.model.layers.14.self_attn.v_proj,14,v_proj,1p00,1.0,0.25198280811309814,0.12389396876096725,0.4916762709617615,4
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.down_proj,15,down_proj,0p00,0.0,0.608712911605835,0.608712911605835,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.down_proj,15,down_proj,0p25,0.25,0.608712911605835,0.5384318232536316,0.8845415115356445,4
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.down_proj,15,down_proj,0p50,0.5,0.608712911605835,0.47329825162887573,0.7775393724441528,4
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.down_proj,15,down_proj,1p00,1.0,0.608712911605835,0.3693121373653412,0.606709897518158,4
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.gate_proj,15,gate_proj,0p00,0.0,1.9339001178741455,1.9339001178741455,1.0,3
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.gate_proj,15,gate_proj,0p25,0.25,1.9339001178741455,1.5784205198287964,0.8161851167678833,3
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.gate_proj,15,gate_proj,0p50,0.5,1.9339001178741455,1.2378721237182617,0.640091061592102,3
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.gate_proj,15,gate_proj,1p00,1.0,1.9339001178741455,0.6946808695793152,0.35921236872673035,3
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.up_proj,15,up_proj,0p00,0.0,1.1263785362243652,1.1263785362243652,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.up_proj,15,up_proj,0p25,0.25,1.1263785362243652,1.0040512084960938,0.8913976550102234,5
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.up_proj,15,up_proj,0p50,0.5,1.1263785362243652,0.8914068341255188,0.791391909122467,5
Qwen3-8B,metamath,base_model.model.model.layers.15.mlp.up_proj,15,up_proj,1p00,1.0,1.1263785362243652,0.7133532762527466,0.6333157420158386,5
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.k_proj,15,k_proj,0p00,0.0,0.42179015278816223,0.42179015278816223,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.k_proj,15,k_proj,0p25,0.25,0.42179015278816223,0.3655756115913391,0.866723895072937,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.k_proj,15,k_proj,0p50,0.5,0.42179015278816223,0.31243517994880676,0.7407360672950745,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.k_proj,15,k_proj,1p00,1.0,0.42179015278816223,0.22416718304157257,0.5314661264419556,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.o_proj,15,o_proj,0p00,0.0,0.704384982585907,0.704384982585907,1.0,3
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.o_proj,15,o_proj,0p25,0.25,0.704384982585907,0.6081997156143188,0.8634478449821472,3
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.o_proj,15,o_proj,0p50,0.5,0.704384982585907,0.5188617706298828,0.7366167306900024,3
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.o_proj,15,o_proj,1p00,1.0,0.704384982585907,0.38016414642333984,0.5397107601165771,3
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.q_proj,15,q_proj,0p00,0.0,0.9084169268608093,0.9084169268608093,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.q_proj,15,q_proj,0p25,0.25,0.9084169268608093,0.762897789478302,0.8398101925849915,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.q_proj,15,q_proj,0p50,0.5,0.9084169268608093,0.6256250739097595,0.6886981725692749,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.q_proj,15,q_proj,1p00,1.0,0.9084169268608093,0.4098782539367676,0.45120060443878174,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.v_proj,15,v_proj,0p00,0.0,0.2548794746398926,0.2548794746398926,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.v_proj,15,v_proj,0p25,0.25,0.2548794746398926,0.2181253433227539,0.8557980060577393,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.v_proj,15,v_proj,0p50,0.5,0.2548794746398926,0.18350346386432648,0.7199617028236389,4
Qwen3-8B,metamath,base_model.model.model.layers.15.self_attn.v_proj,15,v_proj,1p00,1.0,0.2548794746398926,0.127681165933609,0.5009472370147705,4
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.down_proj,16,down_proj,0p00,0.0,0.8065078854560852,0.8065078854560852,1.0,3
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.down_proj,16,down_proj,0p25,0.25,0.8065078854560852,0.6701774597167969,0.830962061882019,3
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.down_proj,16,down_proj,0p50,0.5,0.8065078854560852,0.5402973294258118,0.6699219346046448,3
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.down_proj,16,down_proj,1p00,1.0,0.8065078854560852,0.3313460946083069,0.4108404815196991,3
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.gate_proj,16,gate_proj,0p00,0.0,2.022480010986328,2.022480010986328,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.gate_proj,16,gate_proj,0p25,0.25,2.022480010986328,1.671911597251892,0.8266640901565552,4
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.gate_proj,16,gate_proj,0p50,0.5,2.022480010986328,1.3356064558029175,0.6603805422782898,4
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.gate_proj,16,gate_proj,1p00,1.0,2.022480010986328,0.7823269963264465,0.3868156969547272,4
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.up_proj,16,up_proj,0p00,0.0,1.1866707801818848,1.1866707801818848,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.up_proj,16,up_proj,0p25,0.25,1.1866707801818848,1.0173170566558838,0.8572866916656494,4
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.up_proj,16,up_proj,0p50,0.5,1.1866707801818848,0.8601117134094238,0.7248107194900513,4
Qwen3-8B,metamath,base_model.model.model.layers.16.mlp.up_proj,16,up_proj,1p00,1.0,1.1866707801818848,0.6195515394210815,0.5220921635627747,4
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.k_proj,16,k_proj,0p00,0.0,0.3960772752761841,0.3960772752761841,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.k_proj,16,k_proj,0p25,0.25,0.3960772752761841,0.35025754570961,0.8843162059783936,5
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.k_proj,16,k_proj,0p50,0.5,0.3960772752761841,0.30683961510658264,0.7746963500976562,5
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.k_proj,16,k_proj,1p00,1.0,0.3960772752761841,0.23257702589035034,0.5872011184692383,5
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.o_proj,16,o_proj,0p00,0.0,0.6423125863075256,0.6423125863075256,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.o_proj,16,o_proj,0p25,0.25,0.6423125863075256,0.5736976265907288,0.8931751251220703,5
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.o_proj,16,o_proj,0p50,0.5,0.6423125863075256,0.5099166631698608,0.7938761711120605,5
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.o_proj,16,o_proj,1p00,1.0,0.6423125863075256,0.4058995842933655,0.631934642791748,5
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.q_proj,16,q_proj,0p00,0.0,0.9568731784820557,0.9568731784820557,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.q_proj,16,q_proj,0p25,0.25,0.9568731784820557,0.8058424592018127,0.8421622514724731,4
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.q_proj,16,q_proj,0p50,0.5,0.9568731784820557,0.6635580658912659,0.693464994430542,4
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.q_proj,16,q_proj,1p00,1.0,0.9568731784820557,0.44002053141593933,0.45985251665115356,4
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.v_proj,16,v_proj,0p00,0.0,0.2788185477256775,0.2788185477256775,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.v_proj,16,v_proj,0p25,0.25,0.2788185477256775,0.233053058385849,0.8358592391014099,4
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.v_proj,16,v_proj,0p50,0.5,0.2788185477256775,0.18975387513637543,0.6805640459060669,4
Qwen3-8B,metamath,base_model.model.model.layers.16.self_attn.v_proj,16,v_proj,1p00,1.0,0.2788185477256775,0.12144415080547333,0.4355669617652893,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.down_proj,17,down_proj,0p00,0.0,0.8490509390830994,0.8490509390830994,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.down_proj,17,down_proj,0p25,0.25,0.8490509390830994,0.7144637107849121,0.8414850831031799,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.down_proj,17,down_proj,0p50,0.5,0.8490509390830994,0.5866798758506775,0.6909831166267395,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.down_proj,17,down_proj,1p00,1.0,0.8490509390830994,0.3796781897544861,0.44717952609062195,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.gate_proj,17,gate_proj,0p00,0.0,2.148881435394287,2.148881435394287,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.gate_proj,17,gate_proj,0p25,0.25,2.148881435394287,1.747576117515564,0.8132492303848267,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.gate_proj,17,gate_proj,0p50,0.5,2.148881435394287,1.3626056909561157,0.6340999603271484,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.gate_proj,17,gate_proj,1p00,1.0,2.148881435394287,0.7490400075912476,0.3485720455646515,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.up_proj,17,up_proj,0p00,0.0,1.5683238506317139,1.5683238506317139,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.up_proj,17,up_proj,0p25,0.25,1.5683238506317139,1.2881029844284058,0.8213245868682861,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.up_proj,17,up_proj,0p50,0.5,1.5683238506317139,1.0209225416183472,0.6509641408920288,4
Qwen3-8B,metamath,base_model.model.model.layers.17.mlp.up_proj,17,up_proj,1p00,1.0,1.5683238506317139,0.5991171598434448,0.3820111155509949,4
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.k_proj,17,k_proj,0p00,0.0,0.401292622089386,0.401292622089386,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.k_proj,17,k_proj,0p25,0.25,0.401292622089386,0.34906017780303955,0.8698394894599915,5
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.k_proj,17,k_proj,0p50,0.5,0.401292622089386,0.2996939420700073,0.7468214631080627,5
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.k_proj,17,k_proj,1p00,1.0,0.401292622089386,0.21739834547042847,0.5417451858520508,5
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.o_proj,17,o_proj,0p00,0.0,0.6447572708129883,0.6447572708129883,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.o_proj,17,o_proj,0p25,0.25,0.6447572708129883,0.562209963798523,0.8719714879989624,5
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.o_proj,17,o_proj,0p50,0.5,0.6447572708129883,0.48484092950820923,0.75197434425354,5
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.o_proj,17,o_proj,1p00,1.0,0.6447572708129883,0.35905420780181885,0.5568827390670776,5
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.q_proj,17,q_proj,0p00,0.0,1.0939964056015015,1.0939964056015015,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.q_proj,17,q_proj,0p25,0.25,1.0939964056015015,0.9059354662895203,0.8280972838401794,4
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.q_proj,17,q_proj,0p50,0.5,1.0939964056015015,0.7265380024909973,0.6641137003898621,4
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.q_proj,17,q_proj,1p00,1.0,1.0939964056015015,0.43803611397743225,0.40039995312690735,4
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.v_proj,17,v_proj,0p00,0.0,0.35887405276298523,0.35887405276298523,1.0,3
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.v_proj,17,v_proj,0p25,0.25,0.35887405276298523,0.29652222990989685,0.8262571096420288,3
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.v_proj,17,v_proj,0p50,0.5,0.35887405276298523,0.2366359978914261,0.659384548664093,3
Qwen3-8B,metamath,base_model.model.model.layers.17.self_attn.v_proj,17,v_proj,1p00,1.0,0.35887405276298523,0.1376514583826065,0.3835648000240326,3
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.down_proj,18,down_proj,0p00,0.0,0.8758512139320374,0.8758512139320374,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.down_proj,18,down_proj,0p25,0.25,0.8758512139320374,0.7430801391601562,0.848409116268158,4
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.down_proj,18,down_proj,0p50,0.5,0.8758512139320374,0.6191064119338989,0.7068625092506409,4
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.down_proj,18,down_proj,1p00,1.0,0.8758512139320374,0.42866870760917664,0.4894309639930725,4
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.gate_proj,18,gate_proj,0p00,0.0,1.889754056930542,1.889754056930542,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.gate_proj,18,gate_proj,0p25,0.25,1.889754056930542,1.5699055194854736,0.8307459354400635,4
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.gate_proj,18,gate_proj,0p50,0.5,1.889754056930542,1.2660434246063232,0.6699514389038086,4
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.gate_proj,18,gate_proj,1p00,1.0,1.889754056930542,0.7835052609443665,0.4146069884300232,4
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.up_proj,18,up_proj,0p00,0.0,1.423128366470337,1.423128366470337,1.0,3
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.up_proj,18,up_proj,0p25,0.25,1.423128366470337,1.2043145895004272,0.8462445139884949,3
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.up_proj,18,up_proj,0p50,0.5,1.423128366470337,0.9993545413017273,0.7022237777709961,3
Qwen3-8B,metamath,base_model.model.model.layers.18.mlp.up_proj,18,up_proj,1p00,1.0,1.423128366470337,0.6820202469825745,0.47924014925956726,3
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.k_proj,18,k_proj,0p00,0.0,0.4714611768722534,0.4714611768722534,1.0,6
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.k_proj,18,k_proj,0p25,0.25,0.4714611768722534,0.4122192859649658,0.8743440508842468,6
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.k_proj,18,k_proj,0p50,0.5,0.4714611768722534,0.3562606871128082,0.7556522488594055,6
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.k_proj,18,k_proj,1p00,1.0,0.4714611768722534,0.2626005709171295,0.5569930076599121,6
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.o_proj,18,o_proj,0p00,0.0,0.7121353149414062,0.7121353149414062,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.o_proj,18,o_proj,0p25,0.25,0.7121353149414062,0.6399589776992798,0.8986480236053467,5
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.o_proj,18,o_proj,0p50,0.5,0.7121353149414062,0.5730104446411133,0.8046370148658752,5
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.o_proj,18,o_proj,1p00,1.0,0.7121353149414062,0.4637628495693207,0.6512285470962524,5
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.q_proj,18,q_proj,0p00,0.0,0.9344248175621033,0.9344248175621033,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.q_proj,18,q_proj,0p25,0.25,0.9344248175621033,0.811930239200592,0.8689091205596924,4
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.q_proj,18,q_proj,0p50,0.5,0.9344248175621033,0.6954740285873413,0.7442803382873535,4
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.q_proj,18,q_proj,1p00,1.0,0.9344248175621033,0.4977029860019684,0.5326303243637085,4
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.v_proj,18,v_proj,0p00,0.0,0.3022553324699402,0.3022553324699402,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.v_proj,18,v_proj,0p25,0.25,0.3022553324699402,0.26315420866012573,0.870635449886322,4
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.v_proj,18,v_proj,0p50,0.5,0.3022553324699402,0.22645407915115356,0.7492145299911499,4
Qwen3-8B,metamath,base_model.model.model.layers.18.self_attn.v_proj,18,v_proj,1p00,1.0,0.3022553324699402,0.16662056744098663,0.5512576699256897,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.down_proj,19,down_proj,0p00,0.0,0.9651383757591248,0.9651383757591248,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.down_proj,19,down_proj,0p25,0.25,0.9651383757591248,0.8279808759689331,0.8578882813453674,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.down_proj,19,down_proj,0p50,0.5,0.9651383757591248,0.6995267868041992,0.7247942686080933,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.down_proj,19,down_proj,1p00,1.0,0.9651383757591248,0.49606776237487793,0.5139861702919006,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.gate_proj,19,gate_proj,0p00,0.0,2.1775310039520264,2.1775310039520264,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.gate_proj,19,gate_proj,0p25,0.25,2.1775310039520264,1.8205440044403076,0.8360587954521179,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.gate_proj,19,gate_proj,0p50,0.5,2.1775310039520264,1.4792946577072144,0.6793449521064758,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.gate_proj,19,gate_proj,1p00,1.0,2.1775310039520264,0.9163818955421448,0.4208352863788605,4
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.up_proj,19,up_proj,0p00,0.0,1.5600227117538452,1.5600227117538452,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.up_proj,19,up_proj,0p25,0.25,1.5600227117538452,1.3375145196914673,0.8573686480522156,5
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.up_proj,19,up_proj,0p50,0.5,1.5600227117538452,1.1296625137329102,0.7241321206092834,5
Qwen3-8B,metamath,base_model.model.model.layers.19.mlp.up_proj,19,up_proj,1p00,1.0,1.5600227117538452,0.8039133548736572,0.5153215527534485,5
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.k_proj,19,k_proj,0p00,0.0,0.41321033239364624,0.41321033239364624,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.k_proj,19,k_proj,0p25,0.25,0.41321033239364624,0.36627519130706787,0.8864134550094604,5
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.k_proj,19,k_proj,0p50,0.5,0.41321033239364624,0.3218221962451935,0.7788338661193848,5
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.k_proj,19,k_proj,1p00,1.0,0.41321033239364624,0.24573417007923126,0.5946951508522034,5
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.o_proj,19,o_proj,0p00,0.0,0.6505894660949707,0.6505894660949707,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.o_proj,19,o_proj,0p25,0.25,0.6505894660949707,0.5786528587341309,0.8894285559654236,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.o_proj,19,o_proj,0p50,0.5,0.6505894660949707,0.5126795172691345,0.788023054599762,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.o_proj,19,o_proj,1p00,1.0,0.6505894660949707,0.41003477573394775,0.6302511692047119,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.q_proj,19,q_proj,0p00,0.0,0.9113766551017761,0.9113766551017761,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.q_proj,19,q_proj,0p25,0.25,0.9113766551017761,0.7844864130020142,0.8607708215713501,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.q_proj,19,q_proj,0p50,0.5,0.9113766551017761,0.6647269129753113,0.7293657660484314,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.q_proj,19,q_proj,1p00,1.0,0.9113766551017761,0.4686596393585205,0.5142326354980469,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.v_proj,19,v_proj,0p00,0.0,0.32996150851249695,0.32996150851249695,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.v_proj,19,v_proj,0p25,0.25,0.32996150851249695,0.27599483728408813,0.8364455699920654,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.v_proj,19,v_proj,0p50,0.5,0.32996150851249695,0.22487621009349823,0.6815225481987,4
Qwen3-8B,metamath,base_model.model.model.layers.19.self_attn.v_proj,19,v_proj,1p00,1.0,0.32996150851249695,0.14371661841869354,0.43555569648742676,4
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.down_proj,2,down_proj,0p00,0.0,0.6068532466888428,0.6068532466888428,1.0,4
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.down_proj,2,down_proj,0p25,0.25,0.6068532466888428,0.5088744759559631,0.8385462164878845,4
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.down_proj,2,down_proj,0p50,0.5,0.6068532466888428,0.4162276089191437,0.6858785152435303,4
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.down_proj,2,down_proj,1p00,1.0,0.6068532466888428,0.2695543169975281,0.44418370723724365,4
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.gate_proj,2,gate_proj,0p00,0.0,1.6613832712173462,1.6613832712173462,1.0,1
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.gate_proj,2,gate_proj,0p25,0.25,1.6613832712173462,1.286453127861023,0.774326503276825,1
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.gate_proj,2,gate_proj,0p50,0.5,1.6613832712173462,0.913912296295166,0.5500912070274353,1
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.gate_proj,2,gate_proj,1p00,1.0,1.6613832712173462,0.2287016063928604,0.13765734434127808,1
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.up_proj,2,up_proj,0p00,0.0,0.9451238512992859,0.9451238512992859,1.0,2
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.up_proj,2,up_proj,0p25,0.25,0.9451238512992859,0.7416368126869202,0.7846980094909668,2
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.up_proj,2,up_proj,0p50,0.5,0.9451238512992859,0.5415242314338684,0.5729663968086243,2
Qwen3-8B,metamath,base_model.model.model.layers.2.mlp.up_proj,2,up_proj,1p00,1.0,0.9451238512992859,0.1976512372493744,0.20912733674049377,2
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.k_proj,2,k_proj,0p00,0.0,0.4564298987388611,0.4564298987388611,1.0,5
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.k_proj,2,k_proj,0p25,0.25,0.4564298987388611,0.39423424005508423,0.8637344837188721,5
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.k_proj,2,k_proj,0p50,0.5,0.4564298987388611,0.33560940623283386,0.7352923154830933,5
Qwen3-8B,metamath,base_model.model.model.layers.2.self_attn.k_proj,2,k_proj,1p00,1.0,0.4564298987388611,0.23962824046611786,0.525005578994751,5
