cohort	outcome	feature	family	rows	source_clusters	raw_pearson	raw_spearman	within_pearson	within_spearman	cluster_ci_low	cluster_ci_high	partial_pearson_logFro	median_checkpoint_spearman	positive_checkpoints	negative_checkpoints	nonconstant_checkpoints	permutation_p	fdr_q
joint_flat_hns	target_gain	functional_participation	core	72	18	0.00128981193842026	0.30811907941175726	0.5360919814558677	0.616464707531732	0.4942335438490928	0.7311143845713378	0.42632981619748866	0.6324555320336759	17	0	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	functional_erank	core	72	18	0.06924171595410263	0.2985599584971731	0.6317221942926586	0.616464707531732	0.4942335438490928	0.7311143845713378	0.5180884130545097	0.6324555320336759	17	0	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	functional_top1	core	72	18	-0.08151727967127755	-0.300575827533582	-0.7096363750095287	-0.616464707531732	-0.7311143845713378	-0.4942335438490928	-0.6056560949445767	-0.6324555320336759	0	17	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	functional_erank_iqr	core	72	18	0.1428968059424249	0.10204524146402154	0.6224844994624354	0.18761969359661407	-0.08642006368810486	0.47303484359580494	0.4996529955847422	0.408113883008419	11	6	18	0.16741629185407297	0.1826359547498978
joint_flat_hns	target_gain	functional_attn_mlp_gap	core	72	18	0.07201350318580749	0.07585520099906395	0.5169977883648141	0.14592642835292205	-0.12041849743679738	0.42235862350028086	0.38134645351617386	0.31622776601683794	10	8	18	0.296351824087956	0.296351824087956
joint_flat_hns	target_gain	functional_energy_ratio	core	72	18	-0.541519450827697	-0.5203169895424884	-0.7517931044236106	-0.6328592700460897	-0.7751872987485483	-0.4719065274265872	-0.6544139874312339	-0.7999999999999998	1	17	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	gamma_functional	core	72	18	-0.535686903822404	-0.5253956503346222	-0.7502686869292581	-0.6328592700460897	-0.7751872987485483	-0.4719065274265872	-0.6513972431634197	-0.7999999999999998	1	17	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	eta_functional	core	72	18	0.3109160548481959	0.5003463846856782	0.6480867190569106	0.6328592700460897	0.471906527426587	0.7751872987485483	0.5020326343402337	0.7999999999999998	17	1	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	functional_cov_participation	core	72	18	-0.043567650931929984	0.22068888846170023	0.5141482484867117	0.5985961652844354	0.48241613054614163	0.7106690545187014	0.4044942631293625	0.6324555320336759	17	0	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	functional_cov_erank	core	72	18	0.011435188025149612	0.2513658632335034	0.6095581874351823	0.616464707531732	0.4942335438490928	0.7311143845713378	0.4923004567434374	0.6324555320336759	17	0	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	functional_cov_top1	core	72	18	-0.024548809499307492	-0.19609203481584	-0.6931035286373178	-0.5985961652844354	-0.7147416898918633	-0.48107023544236394	-0.584160129883325	-0.6324555320336759	0	17	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	target_gain	functional_offdiag_fraction	core	72	18	0.3832903506935049	0.6617090112012217	0.730371058964892	0.6700703342736217	0.5481102668415411	0.779524829327182	0.6390241255335012	0.6324555320336759	17	0	18	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	off_gain	functional_participation	core	72	18	0.036825019906047946	0.11609274674509676	0.5461213187470773	0.5270462766947298	0.2635231383473649	0.7554329965957794	0.43308675945983416	0.6324555320336759	15	3	18	0.0004997501249375312	0.0009995002498750624
joint_flat_hns	off_gain	functional_erank	core	72	18	0.173293452463288	0.12479605611297571	0.6689091970554382	0.49190985824841454	0.2283867199010496	0.7202965781494641	0.5596775843102575	0.6324555320336759	15	3	18	0.0004997501249375312	0.0009995002498750624
joint_flat_hns	off_gain	functional_top1	core	72	18	-0.20909976737198577	-0.09687091264769557	-0.7626310338209248	-0.49190985824841454	-0.7202965781494641	-0.2283867199010496	-0.6699137539883826	-0.6324555320336759	3	15	18	0.0004997501249375312	0.0009995002498750624
joint_flat_hns	off_gain	functional_erank_iqr	core	72	18	0.45659587719403405	0.514354238545636	0.6998463917005758	0.35136418446315326	0.03513641844631532	0.6500237412568335	0.5948246058896843	0.6324555320336759	12	6	18	0.010494752623688156	0.011448821044023444
joint_flat_hns	off_gain	functional_attn_mlp_gap	core	72	18	0.4880637591068529	0.5981134616614618	0.687314784460782	0.28109134757052257	0.03513641844631532	0.5094780674715722	0.5950967917628275	0.31622776601683794	13	5	18	0.03798100949525238	0.03798100949525238
joint_flat_hns	off_gain	functional_energy_ratio	core	72	18	-0.5758464724848302	-0.6671729792411843	-0.7656018544237839	-0.4777777777777778	-0.7	-0.2222222222222222	-0.6586968337042108	-0.7999999999999998	3	15	18	0.0009995002498750624	0.0013326669998334165
joint_flat_hns	off_gain	gamma_functional	core	72	18	-0.5596730565022037	-0.6584186715011351	-0.758785903222049	-0.4888888888888889	-0.7222222222222222	-0.23333333333333334	-0.648433518760052	-0.7999999999999998	3	15	18	0.0009995002498750624	0.0013326669998334165
joint_flat_hns	off_gain	eta_functional	core	72	18	0.42285923504493866	0.2289349470005063	0.7004841822857253	0.4888888888888889	0.23333333333333334	0.7222222222222222	0.5639693729535059	0.7999999999999998	15	3	18	0.0009995002498750624	0.0013326669998334165
joint_flat_hns	off_gain	functional_cov_participation	core	72	18	-0.011070746227468857	0.11400200762320405	0.5235710920867184	0.49190985824841454	0.2283867199010496	0.7202965781494641	0.41054034685445595	0.6324555320336759	15	3	18	0.0004997501249375312	0.0009995002498750624
joint_flat_hns	off_gain	functional_cov_erank	core	72	18	0.1182532728989702	0.14421237757055297	0.6504454821338684	0.5270462766947298	0.2635231383473649	0.7554329965957794	0.5384710582273153	0.6324555320336759	15	3	18	0.0004997501249375312	0.0009995002498750624
joint_flat_hns	off_gain	functional_cov_top1	core	72	18	-0.15179409153203546	-0.07456969534750665	-0.7460853067242978	-0.4684855792842043	-0.7378647873726218	-0.1522578132673664	-0.6479823124879245	-0.6324555320336759	4	14	18	0.0014992503748125937	0.0017991004497751122
joint_flat_hns	off_gain	functional_offdiag_fraction	core	72	18	0.40066471667211867	0.3158474729259313	0.7343832462671598	0.5270462766947298	0.2635231383473649	0.7554329965957794	0.6369613183763407	0.6324555320336759	15	3	18	0.0004997501249375312	0.0009995002498750624
joint_flat_hns	forgetting_reduction	functional_participation	core	72	18	0.07905321009374915	0.21950204975920753	0.5650934499785024	0.6963930420776605	0.5865557254410011	0.7856742013183861	0.4704120882651606	0.8164965809277261	14	0	14	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	forgetting_reduction	functional_erank	core	72	18	0.21741046410058665	0.22689921289817744	0.683697261320877	0.6963930420776605	0.5865557254410011	0.7856742013183861	0.595930507663942	0.8164965809277261	14	0	14	0.0004997501249375312	0.0005997001499250374
joint_flat_hns	forgetting_reduction	functional_top1	core	72	18	-0.25457633855371087	-0.1935368382894599	-0.7594882381763566	-0.6535380856421121	-0.7551640425420239	-0.527696825909303	-0.6857975629570909	-0.8164965809277261	0	14	14	0.0004997501249375312	0.0005997001499250374
