checkpoint	cohort	label	feature	previous	recollected	difference
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_erank_iqr	0.30938	0.30939	1.0000000000010001e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_attn_mlp_gap	0.15661	0.15661	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_energy_ratio	1.0	1.0	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__original_lora	gamma_functional	1.0	1.0	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__original_lora	eta_functional	0.0	0.0	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_participation	1.04498	1.04498	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_erank	1.14286	1.14286	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_top1	0.97811	0.9781	-1.0000000000065512e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_erank_iqr	0.30938	0.30939	1.0000000000010001e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_attn_mlp_gap	0.15661	0.15661	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_energy_ratio	1.0	1.0	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	gamma_functional	1.0	1.0	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	eta_functional	0.0	0.0	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_participation	2.6847	2.68477	7.00000000000145e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_erank	4.98872	4.98867	-4.999999999988347e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_top1	0.58962	0.58961	-1.0000000000065512e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_erank_iqr	5.20697	5.20687	-9.999999999976694e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_attn_mlp_gap	3.59319	3.59328	9.000000000014552e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_energy_ratio	0.22706	0.22706	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	gamma_functional	0.21567	0.21567	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	eta_functional	0.09782	0.09782	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_participation	2.43622	2.43616	-5.999999999994898e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_erank	4.7719	4.77195	5.000000000077165e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_top1	0.62804	0.62804	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_erank_iqr	3.56691	3.56685	-5.999999999994898e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_attn_mlp_gap	1.92887	1.92902	0.00014999999999987246
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_energy_ratio	0.16501	0.16501	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	gamma_functional	0.15269	0.15269	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	eta_functional	0.14375	0.14375	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_participation	2.42364	2.42363	-9.999999999621423e-06
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_erank	4.8092	4.80925	4.999999999988347e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_top1	0.62998	0.62998	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_erank_iqr	3.43823	3.43838	0.0001500000000000945
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_attn_mlp_gap	1.661	1.66092	-8.000000000008001e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_energy_ratio	0.14401	0.14401	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	gamma_functional	0.12948	0.12948	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	eta_functional	0.19159	0.19159	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_participation	2.38953	2.38953	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_erank	4.65611	4.65609	-2.0000000000131024e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_top1	0.63015	0.63015	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_erank_iqr	4.82296	4.82283	-0.00013000000000040757
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_attn_mlp_gap	3.63086	3.63101	0.0001499999999996504
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_energy_ratio	0.16475	0.16475	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	gamma_functional	0.15247	0.15247	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	eta_functional	0.14351	0.14351	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_participation	2.43624	2.43622	-2.0000000000131024e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_erank	4.87845	4.87843	-2.0000000000131024e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_top1	0.62761	0.62761	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_erank_iqr	3.57548	3.57559	0.00010999999999983245
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_attn_mlp_gap	1.70305	1.70305	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_energy_ratio	0.14107	0.14107	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	gamma_functional	0.12592	0.12592	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	eta_functional	0.20326	0.20326	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_participation	2.42282	2.42281	-1.0000000000065512e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_erank	4.81039	4.81032	-7.00000000000145e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_top1	0.62847	0.62847	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_erank_iqr	3.39819	3.39822	2.9999999999752447e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_attn_mlp_gap	1.60751	1.60744	-7.00000000000145e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_energy_ratio	0.13945	0.13945	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	gamma_functional	0.12398	0.12398	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	eta_functional	0.20959	0.20959	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_participation	2.2881	2.28816	5.999999999994898e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_erank	4.466	4.4661	9.999999999976694e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_top1	0.64854	0.64853	-9.99999999995449e-06
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_erank_iqr	4.96822	4.96842	0.00020000000000042206
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_attn_mlp_gap	3.51046	3.51051	4.999999999988347e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_energy_ratio	0.16343	0.16343	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	gamma_functional	0.15096	0.15096	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	eta_functional	0.14686	0.14686	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_participation	2.45867	2.45872	4.999999999988347e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_erank	4.87968	4.87971	3.0000000000640625e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_top1	0.62727	0.62727	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_erank_iqr	3.56886	3.56417	-0.004690000000000083
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_attn_mlp_gap	1.82416	1.82425	8.999999999992347e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_energy_ratio	0.14149	0.14149	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	gamma_functional	0.12641	0.12641	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	eta_functional	0.20179	0.20179	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_participation	2.42308	2.42307	-1.0000000000065512e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_erank	4.81061	4.81054	-7.00000000000145e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_top1	0.62846	0.62845	-1.0000000000065512e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_erank_iqr	3.39812	3.39815	2.9999999999752447e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_attn_mlp_gap	1.60673	1.60666	-7.00000000000145e-05
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_energy_ratio	0.13944	0.13944	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	gamma_functional	0.12397	0.12397	0.0
Qwen3-8B/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	eta_functional	0.2096	0.2096	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__original_lora	functional_participation	1.31491	1.31491	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__original_lora	functional_erank	1.7969	1.7969	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__original_lora	functional_top1	0.86904	0.86904	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__original_lora	functional_erank_iqr	1.695	1.69498	-2.0000000000131024e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__original_lora	functional_attn_mlp_gap	0.79849	0.7985	9.99999999995449e-06
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__original_lora	functional_energy_ratio	1.0	1.0	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__original_lora	gamma_functional	1.0	1.0	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__original_lora	eta_functional	0.0	0.0	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_participation	1.31491	1.31491	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_erank	1.7969	1.7969	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_top1	0.86904	0.86904	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_erank_iqr	1.695	1.69498	-2.0000000000131024e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_attn_mlp_gap	0.79849	0.7985	9.99999999995449e-06
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_energy_ratio	1.0	1.0	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	gamma_functional	1.0	1.0	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	eta_functional	0.0	0.0	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_participation	7.80716	7.80714	-1.9999999999242846e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_erank	10.47519	10.47518	-9.999999999621423e-06
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_top1	0.24271	0.24271	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_erank_iqr	6.39914	6.39894	-0.00020000000000042206
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_attn_mlp_gap	2.54705	2.54716	0.00010999999999983245
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_energy_ratio	0.28716	0.28716	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	gamma_functional	0.24161	0.24161	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	eta_functional	0.29205	0.29205	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_participation	6.80122	6.80123	1.0000000000509601e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_erank	10.18026	10.18016	-9.999999999976694e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_top1	0.30413	0.30413	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_erank_iqr	5.12976	5.12979	2.9999999999752447e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_attn_mlp_gap	2.47958	2.47963	4.999999999988347e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_energy_ratio	0.23662	0.23662	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	gamma_functional	0.19007	0.19007	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	eta_functional	0.35476	0.35476	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_participation	6.56955	6.56944	-0.00010999999999938836
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_erank	9.97834	9.97835	1.000000000139778e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_top1	0.31124	0.31124	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_erank_iqr	5.08755	5.08749	-6.000000000039307e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_attn_mlp_gap	2.40722	2.40719	-3.0000000000196536e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_energy_ratio	0.21878	0.21878	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	gamma_functional	0.16653	0.16653	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	eta_functional	0.42059	0.42059	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_participation	7.75471	7.7548	9.000000000014552e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_erank	10.91529	10.9153	9.999999999621423e-06
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_top1	0.26157	0.26157	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_erank_iqr	5.6795	5.67943	-7.00000000000145e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_attn_mlp_gap	2.38582	2.38585	3.0000000000196536e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_energy_ratio	0.22654	0.22654	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	gamma_functional	0.17406	0.17406	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	eta_functional	0.40968	0.40968	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_participation	6.78533	6.78537	4.000000000026205e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_erank	10.06368	10.06368	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_top1	0.30485	0.30485	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_erank_iqr	5.01265	5.01266	1.0000000000509601e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_attn_mlp_gap	2.18313	2.18307	-5.999999999994898e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_energy_ratio	0.21427	0.21427	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	gamma_functional	0.15821	0.15821	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	eta_functional	0.45482	0.45482	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_participation	6.60921	6.60914	-7.00000000000145e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_erank	9.98037	9.9804	2.999999999886427e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_top1	0.31067	0.31067	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_erank_iqr	4.85182	4.85192	9.999999999976694e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_attn_mlp_gap	2.38471	2.38474	2.9999999999752447e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_energy_ratio	0.21388	0.21388	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	gamma_functional	0.15742	0.15742	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	eta_functional	0.45829	0.45829	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_participation	7.80145	7.80128	-0.00016999999999978144
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_erank	10.903	10.90289	-0.00011000000000116472
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_top1	0.26296	0.26296	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_erank_iqr	5.69207	5.69201	-6.000000000039307e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_attn_mlp_gap	2.45013	2.45018	4.999999999988347e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_energy_ratio	0.22754	0.22754	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	gamma_functional	0.17537	0.17537	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	eta_functional	0.406	0.406	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s1	functional_participation	6.81227	6.81218	-9.000000000014552e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s1	functional_erank	10.1185	10.11848	-1.9999999999242846e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s1	functional_top1	0.30135	0.30135	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s1	functional_erank_iqr	4.99913	4.99928	0.0001499999999996504
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s1	functional_attn_mlp_gap	2.20947	2.20954	7.00000000000145e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s1	functional_energy_ratio	0.21462	0.21462	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s1	gamma_functional	0.15885	0.15885	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s1	eta_functional	0.45216	0.45216	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s2	functional_participation	6.6097	6.60963	-7.00000000000145e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s2	functional_erank	9.97903	9.97906	3.0000000000640625e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s2	functional_top1	0.31071	0.31071	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s2	functional_erank_iqr	4.85184	4.85193	9.000000000014552e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s2	functional_attn_mlp_gap	2.38511	2.38514	2.9999999999752447e-05
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s2	functional_energy_ratio	0.21388	0.21388	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s2	gamma_functional	0.15742	0.15742	0.0
Qwen3-8B/metamath/seed42	hns_grid_target	metamath__hns_f8_s2	eta_functional	0.45828	0.45828	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__original_lora	functional_participation	2.20155	2.2015	-5.000000000032756e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__original_lora	functional_erank	3.24083	3.24081	-1.9999999999686935e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__original_lora	functional_top1	0.63866	0.63866	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__original_lora	functional_erank_iqr	1.74044	1.74039	-4.999999999988347e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__original_lora	functional_attn_mlp_gap	0.98213	0.9821	-2.999999999997449e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__original_lora	functional_energy_ratio	1.0	1.0	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__original_lora	gamma_functional	1.0	1.0	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__original_lora	eta_functional	0.0	0.0	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f0_s0	functional_participation	2.20155	2.2015	-5.000000000032756e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f0_s0	functional_erank	3.24083	3.24081	-1.9999999999686935e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f0_s0	functional_top1	0.63866	0.63866	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f0_s0	functional_erank_iqr	1.74044	1.74039	-4.999999999988347e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f0_s0	functional_attn_mlp_gap	0.98213	0.9821	-2.999999999997449e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f0_s0	functional_energy_ratio	1.0	1.0	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f0_s0	gamma_functional	1.0	1.0	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f0_s0	eta_functional	0.0	0.0	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s0	functional_participation	10.401	10.40096	-4.000000000026205e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s0	functional_erank	12.52507	12.5251	3.0000000000640625e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s0	functional_top1	0.17237	0.17238	1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s0	functional_erank_iqr	2.82956	2.82949	-7.00000000000145e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s0	functional_attn_mlp_gap	0.13368	0.13366	-1.9999999999992246e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s0	functional_energy_ratio	0.4223	0.42229	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s0	gamma_functional	0.30549	0.30549	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s0	eta_functional	0.47669	0.47668	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s1	functional_participation	9.92903	9.92872	-0.00030999999999892225
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s1	functional_erank	12.37781	12.37779	-2.0000000001019203e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s1	functional_top1	0.19532	0.19532	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s1	functional_erank_iqr	2.65045	2.65074	0.0002899999999996794
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s1	functional_attn_mlp_gap	0.75195	0.75199	4.0000000000040004e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s1	functional_energy_ratio	0.42615	0.42614	-9.99999999995449e-06
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s1	gamma_functional	0.33079	0.33078	-9.99999999995449e-06
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s1	eta_functional	0.39748	0.39747	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s2	functional_participation	9.89559	9.89549	-9.999999999976694e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s2	functional_erank	12.3569	12.35689	-9.999999999621423e-06
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s2	functional_top1	0.19947	0.19947	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s2	functional_erank_iqr	2.65583	2.65615	0.00031999999999987594
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s2	functional_attn_mlp_gap	0.73414	0.73403	-0.0001100000000000545
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s2	functional_energy_ratio	0.4254	0.42539	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s2	gamma_functional	0.33087	0.33086	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f2_s2	eta_functional	0.39506	0.39505	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s0	functional_participation	10.22017	10.22005	-0.00011999999999900979
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s0	functional_erank	12.58234	12.58234	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s0	functional_top1	0.18487	0.18488	9.999999999982245e-06
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s0	functional_erank_iqr	2.25601	2.25599	-1.9999999999686935e-05
