cohort	model	split	rows	clusters	normalized_mse	zero_normalized_mse	train_mean_normalized_mse	feature_selection	skill_vs_zero	skill_vs_train_mean	target_gain_rmse	target_gain_r2	target_gain_pearson	forgetting_reduction_rmse	forgetting_reduction_r2	forgetting_reduction_pearson
hns_grid_target	shape_plus_strength	base	162	18	16.500109738821642	10.213566115776343	6.779864883113807	{'functional_attn_mlp_gap+functional_energy_ratio': 1, 'functional_erank_iqr+functional_energy_ratio': 1}	-0.6155091719957455	-1.4336930046965173	10.29579163498982	-9.365540904662074	-0.5189626040591157			
hns_grid_target	shape_plus_strength	train_task	162	18	5.275601868024208	8.203843694807992	4.232968307612652	{'functional_erank_iqr+functional_energy_ratio': 1, 'erank_depth_slope+fro_ratio': 2}	0.3569353507596683	-0.24631263091114186	4.646159533535375	-1.110866249760924	-0.032566249504394434			
hns_grid_retention	single	seed	108	12	1.5686676121969532	3.5495837289374785	1.8370799676685263	{'fro_ratio': 2}	0.5580699789080583	0.14610814999644273	3.1315270491240037	0.19646873444875268	0.44470794232688815	2.4229757773466245	0.07639075290753417	0.2904921013130091
hns_grid_retention	single	base	108	12	5.915807813343435	6.541826221253474	4.407893900783716	{'fro_ratio': 1, 'erank_iqr': 1}	0.09569474742025286	-0.34209396743683307	5.886828286058708	-1.8395739358420076	-0.7913021986693058	3.7057009691091802	-1.1603835889649439	0.23871545038680633
hns_grid_retention	single	train_task	108	12	6.634058724684238	7.541675927137082	4.725152727668211	{'fro_ratio': 2, 'functional_participation': 1}	0.1203468845945741	-0.40398821097112836	4.0672683625355335	-0.35548932688610857	-0.16738581146426623	5.992024681968483	-4.648554386055915	-0.6893451683116771
hns_grid_retention	shape_plus_strength	seed	108	12	1.5883580445120717	3.5495837289374785	1.8370799676685263	{'functional_erank_iqr+fro_ratio': 1, 'erank_iqr+fro_ratio': 1}	0.5525227277882734	0.13538981837144104	3.1755101953070084	0.17373859329417496	0.4217705320723353	2.4208279453947386	0.07802748260637349	0.2980405389734242
hns_grid_retention	shape_plus_strength	base	108	12	11.2871568570492	6.541826221253474	4.407893900783716	{'functional_attn_mlp_gap+fro_ratio': 1, 'functional_participation+functional_energy_ratio': 1}	-0.7253831690574128	-1.5606689069903346	8.744666844643818	-5.265806542526016	-0.707086141313408	2.733718870093001	-0.17570354745983452	0.2758403061529347
hns_grid_retention	shape_plus_strength	train_task	108	12	23.46584286489679	7.541675927137082	4.725152727668211	{'erank_depth_slope+fro_ratio': 2, 'functional_cov_participation+fro_ratio': 1}	-2.1114891559394713	-3.9661554276313984	11.091212950539315	-9.079721499252559	0.24424601011593988	7.127676699837344	-6.992563815772237	-0.6708872368809309
scalar_common_basis_seed42	single	base	42	6	2.5063235068201837	4.798642841343656	2.5749335464825673	{'original_head1_retention': 1, 'functional_energy_ratio': 1}	0.4777015940368685	0.026645363239026887	2.8142888809819797	-0.43058827120902654	-0.023786432213257196	1.3264153976741784	-0.5095749823391631	-0.015718960931005912
scalar_common_basis_seed42	single	train_task	42	6	2.452885106534621	4.389075117999012	2.667832886977189	{'original_head1_retention': 2, 'fro_ratio': 1}	0.44113849943564054	0.08057018169759367	2.367698635271032	-0.01258189547895805	0.1879409775900081	1.3738922938135576	-0.619574594131618	-0.2564248644226404
scalar_common_basis_seed42	shape_plus_strength	base	42	6	2.756880108375608	4.798642841343656	2.5749335464825673	{'functional_erank_iqr+functional_energy_ratio': 1, 'functional_erank+fro_ratio': 1}	0.4254875389718188	-0.07066068254133584	3.000117558993662	-0.6257503495732122	-0.10889693338416093	1.3030455876207667	-0.45684987237376085	0.04513965696370416
scalar_common_basis_seed42	shape_plus_strength	train_task	42	6	2.447589039766507	4.389075117999012	2.667832886977189	{'erank_depth_slope+functional_energy_ratio': 1, 'functional_cov_erank+functional_energy_ratio': 1, 'functional_cov_participation+fro_ratio': 1}	0.4423451469925246	0.08255533856179076	2.405295860747337	-0.044995254599379475	0.2361358942533262	1.3690615718897177	-0.6082054932025325	-0.039063879483762526
