base	train_task	method	quantity	n	mean	sample_sd	seed42	seed43	seed44
Qwen3-8B	tulu	original_lora	off_score	3	85.62688735258526	0.4568732668820503	86.0180647508812	85.12475605560088	85.73784125127371
Qwen3-8B	tulu	original_lora	off_gain	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	original_lora	forgetting_gap	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	original_lora	forgetting_reduction	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	energy_entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	stable_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	participation_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	nuclear_participation_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	top1_energy	3	0.0625	0.0	0.0625	0.0625	0.0625
Qwen3-8B	tulu	flat_fro	top4_energy	3	0.25	0.0	0.25	0.25	0.25
Qwen3-8B	tulu	flat_fro	log_condition	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	log_fro	3	3.914611373381547	0.03173556724426743	3.8810910240248675	3.9185482933026083	3.9441948028171643
Qwen3-8B	tulu	flat_fro	log_nuclear	3	7.9543960663184405	0.03644075404954678	7.915070450441882	7.961095444631553	7.987022303881885
Qwen3-8B	tulu	flat_fro	log_head_rss	3	2.528317645614556	0.03173556734834969	2.4947972907619076	2.532254578800983	2.5579010672807767
Qwen3-8B	tulu	flat_fro	fro_ratio	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	nuclear_ratio	3	1.2889599999999999	0.04743646382267546	1.34181	1.25007	1.275
Qwen3-8B	tulu	flat_fro	head_ratio	3	0.35618	0.013790587369651802	0.34189	0.36941	0.35724
Qwen3-8B	tulu	flat_fro	original_head1_retention	3	0.12699333333333335	0.009805031021538558	0.11689	0.13647	0.12762
Qwen3-8B	tulu	flat_fro	original_head4_retention	3	0.32447333333333334	0.013242206513014875	0.30972	0.33533	0.32837
Qwen3-8B	tulu	flat_fro	scalar_fit	3	0.7803066666666667	0.027420354361921265	0.75049	0.80444	0.78599
Qwen3-8B	tulu	flat_fro	shape_residual	3	0.3906233333333333	0.04257164588471219	0.43677	0.35288	0.38222
Qwen3-8B	tulu	flat_fro	displacement	3	0.6620133333333333	0.041062029094204956	0.70641	0.6254	0.65423
Qwen3-8B	tulu	flat_fro	target	3	69.99383857054836	1.1739099743227173	69.31608133086876	71.34935304990758	69.31608133086876
Qwen3-8B	tulu	flat_fro	target_gain	3	3.019100431300051	1.92390572963599	1.47874306839185	5.175600739371532	2.4029574861367706
Qwen3-8B	tulu	flat_fro	off_score	3	84.76485208905986	0.6056095053279587	85.0373908526397	85.1863056131142	84.0708598014257
Qwen3-8B	tulu	flat_fro	off_gain	3	-0.8620352635253946	0.8703511964074414	-0.9806738982414913	0.0615495575133167	-1.6669814498480093
Qwen3-8B	tulu	flat_fro	forgetting_gap	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	forgetting_reduction	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	energy_entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	stable_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	participation_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	nuclear_participation_rank	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	top1_energy	3	0.0625	0.0	0.0625	0.0625	0.0625
Qwen3-8B	tulu	flat_nuclear	top4_energy	3	0.25	0.0	0.25	0.25	0.25
Qwen3-8B	tulu	flat_nuclear	log_condition	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	log_fro	3	3.67435070770437	0.061694405651873396	3.6031697382548296	3.7074608940790097	3.712421490779269
Qwen3-8B	tulu	flat_nuclear	log_nuclear	3	7.701007453838609	0.06931472405718986	7.621049208987653	7.7378978416703825	7.744075310857791
Qwen3-8B	tulu	flat_nuclear	log_head_rss	3	2.2880569709795346	0.06169441410502052	2.216875991490211	2.3211671682077566	2.326127753240637
Qwen3-8B	tulu	flat_nuclear	fro_ratio	3	0.78673	0.026750493453392563	0.75736	0.8097	0.79313
Qwen3-8B	tulu	flat_nuclear	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	head_ratio	3	0.28046	0.020248128308562256	0.25893	0.29912	0.28333
Qwen3-8B	tulu	flat_nuclear	original_head1_retention	3	0.07893333333333334	0.011270502798603676	0.06705	0.08947	0.08028
Qwen3-8B	tulu	flat_nuclear	original_head4_retention	3	0.2013533333333333	0.021576423089412506	0.17765	0.21985	0.20656
Qwen3-8B	tulu	flat_nuclear	scalar_fit	3	0.61942	0.04185430563275417	0.57359	0.65562	0.62905
Qwen3-8B	tulu	flat_nuclear	shape_residual	3	0.38058	0.0418543056327542	0.42641	0.34438	0.37095
Qwen3-8B	tulu	flat_nuclear	displacement	3	0.6163	0.033668970878243366	0.653	0.58684	0.60906
Qwen3-8B	tulu	flat_nuclear	target	3	71.65742452248922	0.5647043370247505	71.1645101663586	72.2735674676525	71.53419593345656
Qwen3-8B	tulu	flat_nuclear	target_gain	3	4.682686383240906	1.3873481514723043	3.327171903881691	6.099815157116453	4.621072088724574
Qwen3-8B	tulu	flat_nuclear	off_score	3	85.1468151560045	0.3666738787820599	85.5273794780843	85.11724338962226	84.79582260030689
Qwen3-8B	tulu	flat_nuclear	off_gain	3	-0.48007219658077815	0.46734338235901507	-0.49068527279689533	-0.007512665978623545	-0.9420186509668156
Qwen3-8B	tulu	flat_nuclear	forgetting_gap	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	forgetting_reduction	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	hns_f4_s1	entropy_rank	3	0.9999033333333333	1.1547005383804064e-05	0.99989	0.99991	0.99991
Qwen3-8B	tulu	hns_f4_s1	energy_entropy_rank	3	0.9996033333333333	4.618802153515215e-05	0.99955	0.99963	0.99963
Qwen3-8B	tulu	hns_f4_s1	stable_rank	3	0.9609899999999999	0.0011692305161942718	0.95964	0.96165	0.96168
Qwen3-8B	tulu	hns_f4_s1	participation_rank	3	0.9992133333333334	8.962886439830111e-05	0.99911	0.99926	0.99927
Qwen3-8B	tulu	hns_f4_s1	nuclear_participation_rank	3	0.9997966666666667	2.3094010767544028e-05	0.99977	0.99981	0.99981
Qwen3-8B	tulu	hns_f4_s1	top1_energy	3	0.06504333333333334	8.38649708360603e-05	0.06514	0.065	0.06499
Qwen3-8B	tulu	hns_f4_s1	top4_energy	3	0.2576366666666667	0.0002375570107012732	0.25791	0.25752	0.25748
Qwen3-8B	tulu	hns_f4_s1	log_condition	3	0.05077	0.0015488059917239463	0.05255	0.04973	0.05003
Qwen3-8B	tulu	hns_f4_s1	log_fro	3	3.6744384736694484	0.06168469372770983	3.6032687025811345	3.707543600614653	3.7125031178125587
Qwen3-8B	tulu	hns_f4_s1	log_nuclear	3	7.701007453838609	0.06931472405718986	7.621049208987653	7.7378978416703825	7.744075310857791
Qwen3-8B	tulu	hns_f4_s1	log_head_rss	3	2.3071875896247653	0.06122562873449502	2.236543598022069	2.3401331486474732	2.344886022204753
Qwen3-8B	tulu	hns_f4_s1	fro_ratio	3	0.7867966666666667	0.026749297810098334	0.75743	0.80977	0.79319
Qwen3-8B	tulu	hns_f4_s1	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	hns_f4_s1	head_ratio	3	0.28587	0.02053180216152492	0.26407	0.30484	0.2887
Qwen3-8B	tulu	hns_f4_s1	original_head1_retention	3	0.07729000000000001	0.011412747259095855	0.06525	0.08795	0.07867
Qwen3-8B	tulu	hns_f4_s1	original_head4_retention	3	0.19814666666666667	0.021331489243213507	0.17467	0.21634	0.20343
Qwen3-8B	tulu	hns_f4_s1	scalar_fit	3	0.6171533333333334	0.04200048134644809	0.57113	0.65341	0.62692
Qwen3-8B	tulu	hns_f4_s1	shape_residual	3	0.38521333333333335	0.04215351151841722	0.43144	0.3489	0.3753
Qwen3-8B	tulu	hns_f4_s1	displacement	3	0.62005	0.033704909137987626	0.65685	0.59068	0.61262
Qwen3-8B	tulu	hns_f4_s1	target	3	71.41096734442391	0.9118082924799005	70.79482439926062	72.45841035120148	70.97966728280961
Qwen3-8B	tulu	hns_f4_s1	target_gain	3	4.436229205175593	1.6941130110742564	2.9574861367837144	6.284658040665434	4.06654343807763
Qwen3-8B	tulu	hns_f4_s1	off_score	3	84.93077147314409	0.4438366690685443	85.36269744347639	84.9537037703178	84.4759132056381
Qwen3-8B	tulu	hns_f4_s1	off_gain	3	-0.6961158794411659	0.5465782795935369	-0.6553673074048021	-0.17105228528308203	-1.2619280456356137
Qwen3-8B	tulu	hns_f4_s1	forgetting_gap	3	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	hns_f4_s1	forgetting_reduction	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	entropy_rank	3	0.7782533333333334	0.005766752407840404	0.77163	0.78216	0.78097
Llama-3.1-8B-Instruct	magicoder	original_lora	energy_entropy_rank	3	0.37810666666666665	0.0042499450976845946	0.37398	0.38247	0.37787
Llama-3.1-8B-Instruct	magicoder	original_lora	stable_rank	3	0.12858666666666668	0.0012285085808952784	0.12842	0.12989	0.12745
Llama-3.1-8B-Instruct	magicoder	original_lora	participation_rank	3	0.22626	0.0022956262762043864	0.22499	0.22891	0.22488
Llama-3.1-8B-Instruct	magicoder	original_lora	nuclear_participation_rank	3	0.5958466666666667	0.005805017944273132	0.58945	0.60078	0.59731
Llama-3.1-8B-Instruct	magicoder	original_lora	top1_energy	3	0.5514866666666666	0.007566877383262731	0.55756	0.54301	0.55389
Llama-3.1-8B-Instruct	magicoder	original_lora	top4_energy	3	0.7757200000000001	0.0029354216051531786	0.7791	0.77381	0.77425
Llama-3.1-8B-Instruct	magicoder	original_lora	log_condition	3	2.12974	0.030803837423282212	2.16506	2.10844	2.11572
Llama-3.1-8B-Instruct	magicoder	original_lora	log_fro	3	1.711508948439631	0.18977972186295275	1.9306344818423715	1.5998621259321175	1.6040302375444047
Llama-3.1-8B-Instruct	magicoder	original_lora	log_nuclear	3	5.270667613634733	0.14507184294644335	5.438175216168299	5.188233636587396	5.185593988148504
Llama-3.1-8B-Instruct	magicoder	original_lora	log_head_rss	3	1.5491831478651503	0.2091844827757536	1.7906554055168835	1.4232982888472112	1.433595749231356
Llama-3.1-8B-Instruct	magicoder	original_lora	fro_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	head_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	original_head1_retention	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	original_head4_retention	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	scalar_fit	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	shape_residual	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	displacement	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	target	3	54.268292682926834	1.0561285412005343	53.65853658536586	55.487804878048784	53.65853658536586
Llama-3.1-8B-Instruct	magicoder	original_lora	target_gain	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	off_score	3	61.15017425348173	0.9824663866960732	60.201910294666895	61.08501336320027	62.16359910257801
Llama-3.1-8B-Instruct	magicoder	original_lora	off_gain	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	forgetting_gap	3	4.621228423249712	0.45366272443611017	5.038787302458779	4.686389313531168	4.138508653759189
Llama-3.1-8B-Instruct	magicoder	original_lora	forgetting_reduction	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	energy_entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	stable_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	nuclear_participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	top1_energy	3	0.0625	0.0	0.0625	0.0625	0.0625
Llama-3.1-8B-Instruct	magicoder	flat_fro	top4_energy	3	0.25	0.0	0.25	0.25	0.25
Llama-3.1-8B-Instruct	magicoder	flat_fro	log_condition	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	log_fro	3	1.711508948439631	0.18977972186295275	1.9306344818423715	1.5998621259321175	1.6040302375444047
Llama-3.1-8B-Instruct	magicoder	flat_fro	log_nuclear	3	5.606904051963137	0.16624675855127669	5.798865996478733	5.509951677548765	5.511894481861911
Llama-3.1-8B-Instruct	magicoder	flat_fro	log_head_rss	3	0.3252152343283327	0.18977969340385845	0.5443407350002614	0.2135684386665775	0.21773652931815923
Llama-3.1-8B-Instruct	magicoder	flat_fro	fro_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	nuclear_ratio	3	1.3998833333333334	0.029990502385477597	1.43432	1.3795	1.38583
Llama-3.1-8B-Instruct	magicoder	flat_fro	head_ratio	3	0.2941	0.005736444892091274	0.28756	0.29828	0.29646
Llama-3.1-8B-Instruct	magicoder	flat_fro	original_head1_retention	3	0.08651666666666664	0.00335769762386867	0.08269	0.08897	0.08789
Llama-3.1-8B-Instruct	magicoder	flat_fro	original_head4_retention	3	0.29305	0.005860554581266186	0.28629	0.2967	0.29616
Llama-3.1-8B-Instruct	magicoder	flat_fro	scalar_fit	3	0.6576366666666668	0.029500864959070817	0.6237	0.67716	0.67205
Llama-3.1-8B-Instruct	magicoder	flat_fro	shape_residual	3	0.5669366666666668	0.03831515409512705	0.611	0.54146	0.54835
Llama-3.1-8B-Instruct	magicoder	flat_fro	displacement	3	0.8269833333333333	0.035248166382569904	0.86752	0.80355	0.80988
Llama-3.1-8B-Instruct	magicoder	flat_fro	target	3	54.268292682926834	1.0561285412005343	53.04878048780488	54.87804878048781	54.87804878048781
Llama-3.1-8B-Instruct	magicoder	flat_fro	target_gain	3	0.0	1.0561285412005343	-0.6097560975609753	-0.6097560975609753	1.2195121951219505
Llama-3.1-8B-Instruct	magicoder	flat_fro	off_score	3	65.22452795643322	0.9746727805593495	64.18886186025476	65.36087203733841	66.12384997170649
Llama-3.1-8B-Instruct	magicoder	flat_fro	off_gain	3	4.074353702951496	0.17501834720266451	3.986951565587866	4.275858674138142	3.9602508691284797
Llama-3.1-8B-Instruct	magicoder	flat_fro	forgetting_gap	3	1.5418216062726415	0.5243783427818508	1.051835736870918	2.09488601355514	1.4787430683918668
Llama-3.1-8B-Instruct	magicoder	flat_fro	forgetting_reduction	3	3.079406816977071	0.7866975517630509	3.9869515655878613	2.5915032999760284	2.659765585367322
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	energy_entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	stable_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	nuclear_participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	top1_energy	3	0.0625	0.0	0.0625	0.0625	0.0625
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	top4_energy	3	0.25	0.0	0.25	0.25	0.25
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	log_condition	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	log_fro	3	1.3130488658432713	0.1506578472493399	1.4870104254220815	1.2269729504009037	1.2251632217068293
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	log_nuclear	3	5.270667613634733	0.14507184294644335	5.438175216168299	5.188233636587396	5.185593988148504
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	log_head_rss	3	-0.07324484844605215	0.15065785144290195	0.1007167160161158	-0.15932077223641225	-0.16113048911786
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	fro_ratio	3	0.6716966666666666	0.026050002559180947	0.64171	0.68874	0.68464
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	head_ratio	3	0.19764333333333337	0.011423976248808181	0.18453	0.20544	0.20296
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	original_head1_retention	3	0.03914666666666666	0.004442638105150289	0.03405	0.0422	0.04119
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	original_head4_retention	3	0.13248333333333334	0.01267460584528503	0.11789	0.14074	0.13882
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	scalar_fit	3	0.4516266666666667	0.03461422010291917	0.41179	0.47436	0.46873
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	shape_residual	3	0.5483700000000001	0.034617504242796	0.58821	0.52563	0.53127
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	displacement	3	0.7402799999999999	0.023177810509191765	0.76695	0.72501	0.72888
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	target	3	54.87804878048781	0.6097560975609753	54.87804878048781	54.268292682926834	55.487804878048784
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	target_gain	3	0.6097560975609753	1.6132629945515786	1.2195121951219505	-1.2195121951219505	1.8292682926829258
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	off_score	3	65.53902641342701	1.5998175074810705	63.700751122900044	66.61619577835916	66.30013233902184
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	off_gain	3	4.38885215994529	1.0393996877306912	3.498840828233149	5.531182415158888	4.136533236443832
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	forgetting_gap	3	1.2732251237765828	0.516621990996236	1.5399464742256275	0.6777572396796027	1.6019716574245184
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	forgetting_reduction	3	3.3480032994731292	0.7475492956148049	3.498840828233152	4.008632073851565	2.5365369963346707
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	entropy_rank	3	0.99992	0.0	0.99992	0.99992	0.99992
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	energy_entropy_rank	3	0.9996733333333333	5.773502691934081e-06	0.99967	0.99967	0.99968
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	stable_rank	3	0.9638033333333333	0.00013316656236955153	0.96377	0.96395	0.96369
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	participation_rank	3	0.9993500000000001	1.0000000000010001e-05	0.99934	0.99935	0.99936
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	nuclear_participation_rank	3	0.9998366666666666	5.773502691869982e-06	0.99983	0.99984	0.99984
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	top1_energy	3	0.06485	1.0000000000003062e-05	0.06485	0.06484	0.06486
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	top4_energy	3	0.25708666666666663	2.0816659994659926e-05	0.25711	0.25708	0.25707
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	log_condition	3	0.04735	0.0006582552696332913	0.04806	0.04676	0.04723
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	log_fro	3	1.3131344995007257	0.15066035937235267	1.4870989570284823	1.2270575463918107	1.2252469950818838
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	log_nuclear	3	5.270667613634733	0.14507184294644335	5.438175216168299	5.188233636587396	5.185593988148504
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	log_head_rss	3	-0.05457636943962909	0.15100507392769613	0.1197869027981036	-0.1409710348972186	-0.14254497621977227
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	fro_ratio	3	0.67175	0.026053274266394998	0.64176	0.6888	0.68469
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	head_ratio	3	0.20136333333333334	0.011569806970443955	0.18808	0.20924	0.20677
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	original_head1_retention	3	0.03871666666666667	0.004271795094961054	0.03382	0.04168	0.04065
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	original_head4_retention	3	0.132	0.012432920011003053	0.1177	0.14025	0.13805
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	scalar_fit	3	0.45136333333333334	0.03424184915178111	0.41196	0.4739	0.46823
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	shape_residual	3	0.5489799999999999	0.03386955417480424	0.58795	0.52664	0.53235
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	displacement	3	0.7407	0.022670827069165334	0.76678	0.7257	0.72962
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	target	3	54.87804878048781	1.2195121951219505	54.87804878048781	56.09756097560976	53.65853658536586
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	target_gain	3	0.6097560975609753	0.6097560975609753	1.2195121951219505	0.6097560975609753	0.0
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	off_score	3	65.68365141322374	0.7808683122644412	64.80729199670706	65.93811680274065	66.30554544022351
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	off_gain	3	4.533477159742017	0.3609900321286067	4.6053817020401695	4.853103439540384	4.1419463376455
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	forgetting_gap	3	1.367769979034218	0.4682208409654724	0.8377523277372845	1.7252002464571774	1.5403573629081915
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	forgetting_reduction	3	3.2534584442154943	0.8404612231480855	4.201034974721495	2.961189067073991	2.598151290850997
Llama-3.1-8B-Instruct	metamath	original_lora	entropy_rank	3	0.8343666666666666	0.030534376255842082	0.86962	0.81624	0.81724
Llama-3.1-8B-Instruct	metamath	original_lora	energy_entropy_rank	3	0.48869999999999997	0.07527271285133807	0.57561	0.44426	0.44623
Llama-3.1-8B-Instruct	metamath	original_lora	stable_rank	3	0.16752666666666668	0.029789401359096388	0.20191	0.14947	0.1512
Llama-3.1-8B-Instruct	metamath	original_lora	participation_rank	3	0.31403333333333333	0.06958236869590839	0.39437	0.27276	0.27497
Llama-3.1-8B-Instruct	metamath	original_lora	nuclear_participation_rank	3	0.6904933333333333	0.053834407522822585	0.75265	0.65867	0.66016
Llama-3.1-8B-Instruct	metamath	original_lora	top1_energy	3	0.41128666666666663	0.05949341336092035	0.34262	0.44739	0.44385
Llama-3.1-8B-Instruct	metamath	original_lora	top4_energy	3	0.7231633333333334	0.04781897670730032	0.66795	0.75129	0.75025
Llama-3.1-8B-Instruct	metamath	original_lora	log_condition	3	1.9424766666666666	0.20033813474556805	1.71128	2.06489	2.05126
Llama-3.1-8B-Instruct	metamath	original_lora	log_fro	3	2.6113080330815026	0.6546083614618725	3.367178306054575	2.2306887351789526	2.2360570580109798
Llama-3.1-8B-Instruct	metamath	original_lora	log_nuclear	3	6.387267006134851	0.7082139436449464	7.205024403258545	5.973738623687087	5.9830379914589225
Llama-3.1-8B-Instruct	metamath	original_lora	log_head_rss	3	2.207012127677097	0.5528897832359392	2.8454342492018045	1.8878930864927683	1.8877090473367188
Llama-3.1-8B-Instruct	metamath	original_lora	fro_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	original_lora	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	original_lora	head_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	original_lora	original_head1_retention	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	original_lora	original_head4_retention	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	original_lora	scalar_fit	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	original_lora	shape_residual	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	metamath	original_lora	displacement	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	metamath	original_lora	target	3	75.56229466767753	1.4707591131616309	77.25549658832449	74.82941622441244	74.60197119029569
Llama-3.1-8B-Instruct	metamath	original_lora	target_gain	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	metamath	original_lora	off_score	3	58.572191449156826	0.9085481792430945	57.818716309118	58.316737431116444	59.581120607236016
Llama-3.1-8B-Instruct	metamath	original_lora	off_gain	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	metamath	original_lora	forgetting_gap	3	4.094853610836966	0.6858628445543824	4.71282739586223	4.214806273863796	3.356927162784873
Llama-3.1-8B-Instruct	metamath	original_lora	forgetting_reduction	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	metamath	flat_fro	entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_fro	energy_entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_fro	stable_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_fro	participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_fro	nuclear_participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_fro	top1_energy	3	0.0625	0.0	0.0625	0.0625	0.0625
Llama-3.1-8B-Instruct	metamath	flat_fro	top4_energy	3	0.25	0.0	0.25	0.25	0.25
Llama-3.1-8B-Instruct	metamath	flat_fro	log_condition	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	metamath	flat_fro	log_fro	3	2.6113080330815026	0.6546083614618725	3.367178306054575	2.2306887351789526	2.2360570580109798
Llama-3.1-8B-Instruct	metamath	flat_fro	log_nuclear	3	6.579321254404934	0.6630011254586912	7.344877972984592	6.1929826510713895	6.20010313915882
Llama-3.1-8B-Instruct	metamath	flat_fro	log_head_rss	3	1.2250143155837268	0.6546083666256391	1.980884594585586	0.844395028634176	0.8497633235314185
Llama-3.1-8B-Instruct	metamath	flat_fro	fro_ratio	3	1.0	0.0	1.0	1.0	1.0
