cohort	field	value	clusters	feature	outcome	within_spearman
joint_flat_hns	train_task	magicoder	6	original_head1_retention	target_gain	-0.46169025843831935
joint_flat_hns	train_task	magicoder	6	original_head1_retention	off_gain	-0.7666666666666667
joint_flat_hns	train_task	magicoder	6	original_head1_retention	forgetting_reduction	-0.7080881928749334
joint_flat_hns	train_task	magicoder	6	original_head4_retention	target_gain	-0.42749098003548086
joint_flat_hns	train_task	magicoder	6	original_head4_retention	off_gain	-0.6666666666666666
joint_flat_hns	train_task	magicoder	6	original_head4_retention	forgetting_reduction	-0.7080881928749334
joint_flat_hns	train_task	magicoder	6	scalar_fit	target_gain	-0.42749098003548086
joint_flat_hns	train_task	magicoder	6	scalar_fit	off_gain	-0.6
joint_flat_hns	train_task	magicoder	6	scalar_fit	forgetting_reduction	-0.6335525936249404
joint_flat_hns	train_task	magicoder	6	shape_residual	target_gain	0.34199278402838473
joint_flat_hns	train_task	magicoder	6	shape_residual	off_gain	0.4
joint_flat_hns	train_task	magicoder	6	shape_residual	forgetting_reduction	0.6335525936249404
joint_flat_hns	train_task	magicoder	6	displacement	target_gain	0.34199278402838473
joint_flat_hns	train_task	magicoder	6	displacement	off_gain	0.4
joint_flat_hns	train_task	magicoder	6	displacement	forgetting_reduction	0.6335525936249404
joint_flat_hns	train_task	metamath	6	entropy_rank	target_gain	0.6432675209026769
joint_flat_hns	train_task	metamath	6	entropy_rank	off_gain	0.4743416490252569
joint_flat_hns	train_task	metamath	6	entropy_rank	forgetting_reduction	0.5
joint_flat_hns	train_task	metamath	6	energy_entropy_rank	target_gain	0.6432675209026769
joint_flat_hns	train_task	metamath	6	energy_entropy_rank	off_gain	0.4743416490252569
joint_flat_hns	train_task	metamath	6	energy_entropy_rank	forgetting_reduction	0.5
joint_flat_hns	train_task	metamath	6	stable_rank	target_gain	0.6432675209026769
joint_flat_hns	train_task	metamath	6	stable_rank	off_gain	0.4743416490252569
joint_flat_hns	train_task	metamath	6	stable_rank	forgetting_reduction	0.5
joint_flat_hns	train_task	metamath	6	participation_rank	target_gain	0.6432675209026769
joint_flat_hns	train_task	metamath	6	participation_rank	off_gain	0.4743416490252569
joint_flat_hns	train_task	metamath	6	participation_rank	forgetting_reduction	0.5
joint_flat_hns	train_task	metamath	6	nuclear_participation_rank	target_gain	0.6432675209026769
joint_flat_hns	train_task	metamath	6	nuclear_participation_rank	off_gain	0.4743416490252569
joint_flat_hns	train_task	metamath	6	nuclear_participation_rank	forgetting_reduction	0.5
joint_flat_hns	train_task	metamath	6	top1_energy	target_gain	-0.6432675209026769
joint_flat_hns	train_task	metamath	6	top1_energy	off_gain	-0.4743416490252569
joint_flat_hns	train_task	metamath	6	top1_energy	forgetting_reduction	-0.5
joint_flat_hns	train_task	metamath	6	top4_energy	target_gain	-0.6432675209026769
joint_flat_hns	train_task	metamath	6	top4_energy	off_gain	-0.4743416490252569
joint_flat_hns	train_task	metamath	6	top4_energy	forgetting_reduction	-0.5
joint_flat_hns	train_task	metamath	6	log_condition	target_gain	-0.6432675209026769
joint_flat_hns	train_task	metamath	6	log_condition	off_gain	-0.4743416490252569
joint_flat_hns	train_task	metamath	6	log_condition	forgetting_reduction	-0.5
joint_flat_hns	train_task	metamath	6	log_fro	target_gain	-0.5181877251716008
joint_flat_hns	train_task	metamath	6	log_fro	off_gain	-0.7554329965957794
joint_flat_hns	train_task	metamath	6	log_fro	forgetting_reduction	-0.7962962962962963
joint_flat_hns	train_task	metamath	6	log_nuclear	target_gain	0.17507524381296344
joint_flat_hns	train_task	metamath	6	log_nuclear	off_gain	-0.17213259316477408
joint_flat_hns	train_task	metamath	6	log_nuclear	forgetting_reduction	-0.18144368465060579
joint_flat_hns	train_task	metamath	6	log_head_rss	target_gain	-0.6780635036208105
joint_flat_hns	train_task	metamath	6	log_head_rss	off_gain	-0.8333333333333334
joint_flat_hns	train_task	metamath	6	log_head_rss	forgetting_reduction	-0.8784104611578831
joint_flat_hns	train_task	metamath	6	fro_ratio	target_gain	-0.5181877251716008
joint_flat_hns	train_task	metamath	6	fro_ratio	off_gain	-0.7554329965957794
joint_flat_hns	train_task	metamath	6	fro_ratio	forgetting_reduction	-0.7962962962962963
joint_flat_hns	train_task	metamath	6	nuclear_ratio	target_gain	0.17507524381296344
joint_flat_hns	train_task	metamath	6	nuclear_ratio	off_gain	-0.17213259316477408
joint_flat_hns	train_task	metamath	6	nuclear_ratio	forgetting_reduction	-0.18144368465060579
joint_flat_hns	train_task	metamath	6	head_ratio	target_gain	-0.6780635036208105
joint_flat_hns	train_task	metamath	6	head_ratio	off_gain	-0.8333333333333334
joint_flat_hns	train_task	metamath	6	head_ratio	forgetting_reduction	-0.8784104611578831
joint_flat_hns	train_task	metamath	6	original_head1_retention	target_gain	-0.6441603284397699
joint_flat_hns	train_task	metamath	6	original_head1_retention	off_gain	-0.8666666666666667
joint_flat_hns	train_task	metamath	6	original_head1_retention	forgetting_reduction	-0.9135468796041984
joint_flat_hns	train_task	metamath	6	original_head4_retention	target_gain	-0.6441603284397699
joint_flat_hns	train_task	metamath	6	original_head4_retention	off_gain	-0.8666666666666667
joint_flat_hns	train_task	metamath	6	original_head4_retention	forgetting_reduction	-0.9135468796041984
joint_flat_hns	train_task	metamath	6	scalar_fit	target_gain	-0.6441603284397699
joint_flat_hns	train_task	metamath	6	scalar_fit	off_gain	-0.9
joint_flat_hns	train_task	metamath	6	scalar_fit	forgetting_reduction	-0.9135468796041984
joint_flat_hns	train_task	metamath	6	shape_residual	target_gain	0.6102571532587294
joint_flat_hns	train_task	metamath	6	shape_residual	off_gain	0.5
joint_flat_hns	train_task	metamath	6	shape_residual	forgetting_reduction	0.5270462766947299
joint_flat_hns	train_task	metamath	6	displacement	target_gain	0.5424508028966484
joint_flat_hns	train_task	metamath	6	displacement	off_gain	0.4
joint_flat_hns	train_task	metamath	6	displacement	forgetting_reduction	0.3865006029094686
joint_flat_hns	train_task	tulu	6	entropy_rank	target_gain	0.434053436153066
joint_flat_hns	train_task	tulu	6	entropy_rank	off_gain	-0.08784104611578832
joint_flat_hns	train_task	tulu	6	entropy_rank	forgetting_reduction	0.3278050340535929
joint_flat_hns	train_task	tulu	6	energy_entropy_rank	target_gain	0.434053436153066
joint_flat_hns	train_task	tulu	6	energy_entropy_rank	off_gain	-0.08784104611578832
joint_flat_hns	train_task	tulu	6	energy_entropy_rank	forgetting_reduction	0.3278050340535929
joint_flat_hns	train_task	tulu	6	stable_rank	target_gain	0.434053436153066
joint_flat_hns	train_task	tulu	6	stable_rank	off_gain	-0.08784104611578832
joint_flat_hns	train_task	tulu	6	stable_rank	forgetting_reduction	0.3278050340535929
joint_flat_hns	train_task	tulu	6	participation_rank	target_gain	0.434053436153066
joint_flat_hns	train_task	tulu	6	participation_rank	off_gain	-0.08784104611578832
joint_flat_hns	train_task	tulu	6	participation_rank	forgetting_reduction	0.3278050340535929
joint_flat_hns	train_task	tulu	6	nuclear_participation_rank	target_gain	0.434053436153066
joint_flat_hns	train_task	tulu	6	nuclear_participation_rank	off_gain	-0.08784104611578832
joint_flat_hns	train_task	tulu	6	nuclear_participation_rank	forgetting_reduction	0.3278050340535929
joint_flat_hns	train_task	tulu	6	top1_energy	target_gain	-0.434053436153066
joint_flat_hns	train_task	tulu	6	top1_energy	off_gain	0.08784104611578832
joint_flat_hns	train_task	tulu	6	top1_energy	forgetting_reduction	-0.3278050340535929
joint_flat_hns	train_task	tulu	6	top4_energy	target_gain	-0.434053436153066
joint_flat_hns	train_task	tulu	6	top4_energy	off_gain	0.08784104611578832
joint_flat_hns	train_task	tulu	6	top4_energy	forgetting_reduction	-0.3278050340535929
joint_flat_hns	train_task	tulu	6	log_condition	target_gain	-0.434053436153066
joint_flat_hns	train_task	tulu	6	log_condition	off_gain	0.08784104611578832
joint_flat_hns	train_task	tulu	6	log_condition	forgetting_reduction	-0.3278050340535929
joint_flat_hns	train_task	tulu	6	log_fro	target_gain	-0.6289345707524018
joint_flat_hns	train_task	tulu	6	log_fro	off_gain	0.0
joint_flat_hns	train_task	tulu	6	log_fro	forgetting_reduction	-0.21853668936906195
joint_flat_hns	train_task	tulu	6	log_nuclear	target_gain	-0.08679260732054925
joint_flat_hns	train_task	tulu	6	log_nuclear	off_gain	-0.08606629658238704
joint_flat_hns	train_task	tulu	6	log_nuclear	forgetting_reduction	0.15294382258037453
joint_flat_hns	train_task	tulu	6	log_head_rss	target_gain	-0.7227145938617754
joint_flat_hns	train_task	tulu	6	log_head_rss	off_gain	0.03333333333333333
joint_flat_hns	train_task	tulu	6	log_head_rss	forgetting_reduction	-0.3257918827675008
joint_flat_hns	train_task	tulu	6	fro_ratio	target_gain	-0.6289345707524018
joint_flat_hns	train_task	tulu	6	fro_ratio	off_gain	0.0
joint_flat_hns	train_task	tulu	6	fro_ratio	forgetting_reduction	-0.21853668936906195
joint_flat_hns	train_task	tulu	6	nuclear_ratio	target_gain	-0.08679260732054925
joint_flat_hns	train_task	tulu	6	nuclear_ratio	off_gain	-0.08606629658238704
joint_flat_hns	train_task	tulu	6	nuclear_ratio	forgetting_reduction	0.15294382258037453
joint_flat_hns	train_task	tulu	6	head_ratio	target_gain	-0.7227145938617754
joint_flat_hns	train_task	tulu	6	head_ratio	off_gain	0.03333333333333333
joint_flat_hns	train_task	tulu	6	head_ratio	forgetting_reduction	-0.3257918827675008
joint_flat_hns	train_task	tulu	6	original_head1_retention	target_gain	-0.8067511745433772
joint_flat_hns	train_task	tulu	6	original_head1_retention	off_gain	0.03333333333333333
joint_flat_hns	train_task	tulu	6	original_head1_retention	forgetting_reduction	-0.38502677054341006
joint_flat_hns	train_task	tulu	6	original_head4_retention	target_gain	-0.8067511745433772
joint_flat_hns	train_task	tulu	6	original_head4_retention	off_gain	0.03333333333333333
joint_flat_hns	train_task	tulu	6	original_head4_retention	forgetting_reduction	-0.38502677054341006
joint_flat_hns	train_task	tulu	6	scalar_fit	target_gain	-0.8067511745433772
joint_flat_hns	train_task	tulu	6	scalar_fit	off_gain	0.03333333333333333
joint_flat_hns	train_task	tulu	6	scalar_fit	forgetting_reduction	-0.38502677054341006
joint_flat_hns	train_task	tulu	6	shape_residual	target_gain	0.42018290340800896
joint_flat_hns	train_task	tulu	6	shape_residual	off_gain	-0.1
joint_flat_hns	train_task	tulu	6	shape_residual	forgetting_reduction	0.38502677054341006
joint_flat_hns	train_task	tulu	6	displacement	target_gain	0.42018290340800896
joint_flat_hns	train_task	tulu	6	displacement	off_gain	-0.1
joint_flat_hns	train_task	tulu	6	displacement	forgetting_reduction	0.38502677054341006
hns_grid_target	seed	42	6	entropy_rank	target_gain	0.2005062881281242
hns_grid_target	seed	42	6	energy_entropy_rank	target_gain	0.18958034183990327
hns_grid_target	seed	42	6	stable_rank	target_gain	0.21317766638350613
hns_grid_target	seed	42	6	participation_rank	target_gain	0.18790903442373943
hns_grid_target	seed	42	6	nuclear_participation_rank	target_gain	0.2005062881281242
hns_grid_target	seed	42	6	top1_energy	target_gain	-0.2203041394369674
hns_grid_target	seed	42	6	top4_energy	target_gain	-0.21213267782280265
hns_grid_target	seed	42	6	log_condition	target_gain	-0.21642196370366407
hns_grid_target	seed	42	6	log_fro	target_gain	-0.2058627464585819
hns_grid_target	seed	42	6	log_nuclear	target_gain	
hns_grid_target	seed	42	6	log_head_rss	target_gain	-0.2215375748691338
hns_grid_target	seed	42	6	fro_ratio	target_gain	-0.19630720355999595
hns_grid_target	seed	42	6	nuclear_ratio	target_gain	
hns_grid_target	seed	42	6	head_ratio	target_gain	-0.22646889550281707
hns_grid_target	seed	42	6	original_head1_retention	target_gain	-0.4465907378131435
hns_grid_target	seed	42	6	original_head4_retention	target_gain	-0.4280493730628013
hns_grid_target	seed	42	6	scalar_fit	target_gain	-0.3954052771365582
hns_grid_target	seed	42	6	shape_residual	target_gain	0.4472551039810815
hns_grid_target	seed	42	6	displacement	target_gain	0.4364219769368903
hns_grid_target	seed	43	6	entropy_rank	target_gain	0.0736768941895092
hns_grid_target	seed	43	6	energy_entropy_rank	target_gain	0.07672909489137181
hns_grid_target	seed	43	6	stable_rank	target_gain	0.04000412424065619
hns_grid_target	seed	43	6	participation_rank	target_gain	0.07672909489137181
hns_grid_target	seed	43	6	nuclear_participation_rank	target_gain	0.0736768941895092
hns_grid_target	seed	43	6	top1_energy	target_gain	-0.02722361050872544
hns_grid_target	seed	43	6	top4_energy	target_gain	-0.03436251697594827
hns_grid_target	seed	43	6	log_condition	target_gain	0.0020504571811733167
hns_grid_target	seed	43	6	log_fro	target_gain	-0.0666398583881328
hns_grid_target	seed	43	6	log_nuclear	target_gain	
hns_grid_target	seed	43	6	log_head_rss	target_gain	-0.03895868644229302
hns_grid_target	seed	43	6	fro_ratio	target_gain	-0.06539996678660549
hns_grid_target	seed	43	6	nuclear_ratio	target_gain	
hns_grid_target	seed	43	6	head_ratio	target_gain	-0.04618195860308064
hns_grid_target	seed	43	6	original_head1_retention	target_gain	-0.48745672401472534
hns_grid_target	seed	43	6	original_head4_retention	target_gain	-0.42170913637101104
hns_grid_target	seed	43	6	scalar_fit	target_gain	-0.48922886002913823
hns_grid_target	seed	43	6	shape_residual	target_gain	0.43154474650212027
hns_grid_target	seed	43	6	displacement	target_gain	0.43154474650212027
hns_grid_target	seed	44	6	entropy_rank	target_gain	0.21105849635331891
hns_grid_target	seed	44	6	energy_entropy_rank	target_gain	0.22344334699507845
hns_grid_target	seed	44	6	stable_rank	target_gain	0.21780221631456334
hns_grid_target	seed	44	6	participation_rank	target_gain	0.22344334699507845
hns_grid_target	seed	44	6	nuclear_participation_rank	target_gain	0.217361735719494
hns_grid_target	seed	44	6	top1_energy	target_gain	-0.23420004524316562
hns_grid_target	seed	44	6	top4_energy	target_gain	-0.19211799269256294
hns_grid_target	seed	44	6	log_condition	target_gain	-0.20958326475552322
hns_grid_target	seed	44	6	log_fro	target_gain	-0.19417273058232298
hns_grid_target	seed	44	6	log_nuclear	target_gain	
hns_grid_target	seed	44	6	log_head_rss	target_gain	-0.22499379892872345
hns_grid_target	seed	44	6	fro_ratio	target_gain	-0.205180042206747
hns_grid_target	seed	44	6	nuclear_ratio	target_gain	
hns_grid_target	seed	44	6	head_ratio	target_gain	-0.22470720618300136
hns_grid_target	seed	44	6	original_head1_retention	target_gain	-0.35207215592598967
hns_grid_target	seed	44	6	original_head4_retention	target_gain	-0.3220548118127487
hns_grid_target	seed	44	6	scalar_fit	target_gain	-0.40817722170951726
hns_grid_target	seed	44	6	shape_residual	target_gain	0.38379055848611904
hns_grid_target	seed	44	6	displacement	target_gain	0.38802779984179153
hns_grid_target	base	Qwen3-8B	9	entropy_rank	target_gain	0.29628470814609503
hns_grid_target	base	Qwen3-8B	9	energy_entropy_rank	target_gain	0.2901049575706261
hns_grid_target	base	Qwen3-8B	9	stable_rank	target_gain	0.2848708399364758
hns_grid_target	base	Qwen3-8B	9	participation_rank	target_gain	0.2901049575706261
hns_grid_target	base	Qwen3-8B	9	nuclear_participation_rank	target_gain	0.29628470814609503
hns_grid_target	base	Qwen3-8B	9	top1_energy	target_gain	-0.28051426188128764
hns_grid_target	base	Qwen3-8B	9	top4_energy	target_gain	-0.26261530556643864
hns_grid_target	base	Qwen3-8B	9	log_condition	target_gain	-0.27254469782383983
hns_grid_target	base	Qwen3-8B	9	log_fro	target_gain	-0.2840903526092926
hns_grid_target	base	Qwen3-8B	9	log_nuclear	target_gain	
hns_grid_target	base	Qwen3-8B	9	log_head_rss	target_gain	-0.2888822380749915
hns_grid_target	base	Qwen3-8B	9	fro_ratio	target_gain	-0.28735840175930655
hns_grid_target	base	Qwen3-8B	9	nuclear_ratio	target_gain	
hns_grid_target	base	Qwen3-8B	9	head_ratio	target_gain	-0.29225809531851255
hns_grid_target	base	Qwen3-8B	9	original_head1_retention	target_gain	-0.3856299130567583
hns_grid_target	base	Qwen3-8B	9	original_head4_retention	target_gain	-0.3906440891319555
hns_grid_target	base	Qwen3-8B	9	scalar_fit	target_gain	-0.41101835929003244
hns_grid_target	base	Qwen3-8B	9	shape_residual	target_gain	0.37277468664307345
hns_grid_target	base	Qwen3-8B	9	displacement	target_gain	0.36835096727631267
hns_grid_target	base	Llama-3.1-8B-Instruct	9	entropy_rank	target_gain	0.024726845061841918
hns_grid_target	base	Llama-3.1-8B-Instruct	9	energy_entropy_rank	target_gain	0.03413001149380997
hns_grid_target	base	Llama-3.1-8B-Instruct	9	stable_rank	target_gain	0.026990362647583987
hns_grid_target	base	Llama-3.1-8B-Instruct	9	participation_rank	target_gain	0.033073936813437926
hns_grid_target	base	Llama-3.1-8B-Instruct	9	nuclear_participation_rank	target_gain	0.028915893999049674
hns_grid_target	base	Llama-3.1-8B-Instruct	9	top1_energy	target_gain	-0.03817920231937692
hns_grid_target	base	Llama-3.1-8B-Instruct	9	top4_energy	target_gain	-0.02768242322829127
hns_grid_target	base	Llama-3.1-8B-Instruct	9	log_condition	target_gain	-0.007612666387780099
hns_grid_target	base	Llama-3.1-8B-Instruct	9	log_fro	target_gain	-0.024914180905462144
hns_grid_target	base	Llama-3.1-8B-Instruct	9	log_nuclear	target_gain	
hns_grid_target	base	Llama-3.1-8B-Instruct	9	log_head_rss	target_gain	-0.03252684729324224
hns_grid_target	base	Llama-3.1-8B-Instruct	9	fro_ratio	target_gain	-0.021258696934507722
hns_grid_target	base	Llama-3.1-8B-Instruct	9	nuclear_ratio	target_gain	
hns_grid_target	base	Llama-3.1-8B-Instruct	9	head_ratio	target_gain	-0.037062697062311994
hns_grid_target	base	Llama-3.1-8B-Instruct	9	original_head1_retention	target_gain	-0.4720886876824256
hns_grid_target	base	Llama-3.1-8B-Instruct	9	original_head4_retention	target_gain	-0.39015592378599956
hns_grid_target	base	Llama-3.1-8B-Instruct	9	scalar_fit	target_gain	-0.4514443699554374
hns_grid_target	base	Llama-3.1-8B-Instruct	9	shape_residual	target_gain	0.469187100791282
hns_grid_target	base	Llama-3.1-8B-Instruct	9	displacement	target_gain	0.469217073719537
hns_grid_target	train_task	magicoder	6	entropy_rank	target_gain	0.2946659982818669
hns_grid_target	train_task	magicoder	6	energy_entropy_rank	target_gain	0.3103504375621107
hns_grid_target	train_task	magicoder	6	stable_rank	target_gain	0.3483477239866268
hns_grid_target	train_task	magicoder	6	participation_rank	target_gain	0.3103504375621107
hns_grid_target	train_task	magicoder	6	nuclear_participation_rank	target_gain	0.3011561226063641
hns_grid_target	train_task	magicoder	6	top1_energy	target_gain	-0.35783579615701194
hns_grid_target	train_task	magicoder	6	top4_energy	target_gain	-0.3230898829724907
hns_grid_target	train_task	magicoder	6	log_condition	target_gain	-0.29798257623228674
hns_grid_target	train_task	magicoder	6	log_fro	target_gain	-0.31467060263444535
hns_grid_target	train_task	magicoder	6	log_nuclear	target_gain	
hns_grid_target	train_task	magicoder	6	log_head_rss	target_gain	-0.3567670043246722
hns_grid_target	train_task	magicoder	6	fro_ratio	target_gain	-0.32139688316311604
hns_grid_target	train_task	magicoder	6	nuclear_ratio	target_gain	
hns_grid_target	train_task	magicoder	6	head_ratio	target_gain	-0.3567817879209088
hns_grid_target	train_task	magicoder	6	original_head1_retention	target_gain	-0.5022170102374123
hns_grid_target	train_task	magicoder	6	original_head4_retention	target_gain	-0.38529901261962723
hns_grid_target	train_task	magicoder	6	scalar_fit	target_gain	-0.44727975008018145
hns_grid_target	train_task	magicoder	6	shape_residual	target_gain	0.4291988331482956
hns_grid_target	train_task	magicoder	6	displacement	target_gain	0.4266572519148703
hns_grid_target	train_task	metamath	6	entropy_rank	target_gain	0.03806874487086959
hns_grid_target	train_task	metamath	6	energy_entropy_rank	target_gain	0.036543991197481064
hns_grid_target	train_task	metamath	6	stable_rank	target_gain	0.020515248496555456
hns_grid_target	train_task	metamath	6	participation_rank	target_gain	0.03498208988133963
hns_grid_target	train_task	metamath	6	nuclear_participation_rank	target_gain	0.03806874487086959
hns_grid_target	train_task	metamath	6	top1_energy	target_gain	-0.01540980227254806
hns_grid_target	train_task	metamath	6	top4_energy	target_gain	0.0035919830781108147
hns_grid_target	train_task	metamath	6	log_condition	target_gain	0.003077287274483318
hns_grid_target	train_task	metamath	6	log_fro	target_gain	-0.004103049699311091
hns_grid_target	train_task	metamath	6	log_nuclear	target_gain	
hns_grid_target	train_task	metamath	6	log_head_rss	target_gain	-0.020515248496555456
hns_grid_target	train_task	metamath	6	fro_ratio	target_gain	-0.007202194975569924
hns_grid_target	train_task	metamath	6	nuclear_ratio	target_gain	
hns_grid_target	train_task	metamath	6	head_ratio	target_gain	-0.02309131978785524
hns_grid_target	train_task	metamath	6	original_head1_retention	target_gain	-0.37895161339689304
hns_grid_target	train_task	metamath	6	original_head4_retention	target_gain	-0.3910934901908259
hns_grid_target	train_task	metamath	6	scalar_fit	target_gain	-0.4399159364038725
hns_grid_target	train_task	metamath	6	shape_residual	target_gain	0.45002416564331205
hns_grid_target	train_task	metamath	6	displacement	target_gain	0.44688426590389374
hns_grid_target	train_task	tulu	6	entropy_rank	target_gain	0.15519046145333115
hns_grid_target	train_task	tulu	6	energy_entropy_rank	target_gain	0.14594069885015248
hns_grid_target	train_task	tulu	6	stable_rank	target_gain	0.10612692443884811
hns_grid_target	train_task	tulu	6	participation_rank	target_gain	0.14594069885015248
hns_grid_target	train_task	tulu	6	nuclear_participation_rank	target_gain	0.15519046145333115
hns_grid_target	train_task	tulu	6	top1_energy	target_gain	-0.11247731873152389
hns_grid_target	train_task	tulu	6	top4_energy	target_gain	-0.12239228243077405
hns_grid_target	train_task	tulu	6	log_condition	target_gain	-0.1315717036130821
hns_grid_target	train_task	tulu	6	log_fro	target_gain	-0.15095048166462133
hns_grid_target	train_task	tulu	6	log_nuclear	target_gain	
hns_grid_target	train_task	tulu	6	log_head_rss	target_gain	-0.11219292556154288
hns_grid_target	train_task	tulu	6	fro_ratio	target_gain	-0.14182969324873973
hns_grid_target	train_task	tulu	6	nuclear_ratio	target_gain	
hns_grid_target	train_task	tulu	6	head_ratio	target_gain	-0.12149513114221347
hns_grid_target	train_task	tulu	6	original_head1_retention	target_gain	-0.4068555442031266
hns_grid_target	train_task	tulu	6	original_head4_retention	target_gain	-0.3947151108392463
hns_grid_target	train_task	tulu	6	scalar_fit	target_gain	-0.4068555442031266
hns_grid_target	train_task	tulu	6	shape_residual	target_gain	0.383495818283092
hns_grid_target	train_task	tulu	6	displacement	target_gain	0.38266919869776966
hns_grid_retention	seed	43	6	entropy_rank	target_gain	0.025364982809794618
hns_grid_retention	seed	43	6	entropy_rank	off_gain	0.25584085962673253
hns_grid_retention	seed	43	6	entropy_rank	forgetting_reduction	0.3731984839649472
hns_grid_retention	seed	43	6	energy_entropy_rank	target_gain	0.02173032976087707
hns_grid_retention	seed	43	6	energy_entropy_rank	off_gain	0.26890183937547585
hns_grid_retention	seed	43	6	energy_entropy_rank	forgetting_reduction	0.3918153594236442
hns_grid_retention	seed	43	6	stable_rank	target_gain	-0.01648934340507362
hns_grid_retention	seed	43	6	stable_rank	off_gain	0.24962105258588965
hns_grid_retention	seed	43	6	stable_rank	forgetting_reduction	0.3761792605449904
hns_grid_retention	seed	43	6	participation_rank	target_gain	0.02173032976087707
hns_grid_retention	seed	43	6	participation_rank	off_gain	0.26890183937547585
hns_grid_retention	seed	43	6	participation_rank	forgetting_reduction	0.3918153594236442
hns_grid_retention	seed	43	6	nuclear_participation_rank	target_gain	0.025364982809794618
hns_grid_retention	seed	43	6	nuclear_participation_rank	off_gain	0.26396279167837483
hns_grid_retention	seed	43	6	nuclear_participation_rank	forgetting_reduction	0.38574297082091186
hns_grid_retention	seed	43	6	top1_energy	target_gain	0.02993236732935926
hns_grid_retention	seed	43	6	top1_energy	off_gain	-0.24291547746178085
hns_grid_retention	seed	43	6	top1_energy	forgetting_reduction	-0.3783143893239194
hns_grid_retention	seed	43	6	top4_energy	target_gain	0.02215755520056768
hns_grid_retention	seed	43	6	top4_energy	off_gain	-0.2294088216072751
hns_grid_retention	seed	43	6	top4_energy	forgetting_reduction	-0.3761792605449904
hns_grid_retention	seed	43	6	log_condition	target_gain	0.04017247004008425
hns_grid_retention	seed	43	6	log_condition	off_gain	-0.1919191919191919
hns_grid_retention	seed	43	6	log_condition	forgetting_reduction	-0.3167046152392818
hns_grid_retention	seed	43	6	log_fro	target_gain	-0.012360760012333615
hns_grid_retention	seed	43	6	log_fro	off_gain	-0.2404040404040404
hns_grid_retention	seed	43	6	log_fro	forgetting_reduction	-0.382229708047409
hns_grid_retention	seed	43	6	log_nuclear	target_gain	
hns_grid_retention	seed	43	6	log_nuclear	off_gain	
hns_grid_retention	seed	43	6	log_nuclear	forgetting_reduction	
hns_grid_retention	seed	43	6	log_head_rss	target_gain	0.01751107668413929
hns_grid_retention	seed	43	6	log_head_rss	off_gain	-0.25252525252525254
hns_grid_retention	seed	43	6	log_head_rss	forgetting_reduction	-0.3759892230180636
hns_grid_retention	seed	43	6	fro_ratio	target_gain	-0.010347776076608129
hns_grid_retention	seed	43	6	fro_ratio	off_gain	-0.25469570446507334
hns_grid_retention	seed	43	6	fro_ratio	forgetting_reduction	-0.3855463136728659
hns_grid_retention	seed	43	6	nuclear_ratio	target_gain	
hns_grid_retention	seed	43	6	nuclear_ratio	off_gain	
hns_grid_retention	seed	43	6	nuclear_ratio	forgetting_reduction	
hns_grid_retention	seed	43	6	head_ratio	target_gain	0.010311053815010138
hns_grid_retention	seed	43	6	head_ratio	off_gain	-0.2578363299818713
hns_grid_retention	seed	43	6	head_ratio	forgetting_reduction	-0.3763695865174734
hns_grid_retention	seed	43	6	original_head1_retention	target_gain	-0.43556755217205545
hns_grid_retention	seed	43	6	original_head1_retention	off_gain	-0.12753062566743495
hns_grid_retention	seed	43	6	original_head1_retention	forgetting_reduction	-0.24387208567988192
hns_grid_retention	seed	43	6	original_head4_retention	target_gain	-0.4066673354402603
hns_grid_retention	seed	43	6	original_head4_retention	off_gain	-0.12246988655364785
hns_grid_retention	seed	43	6	original_head4_retention	forgetting_reduction	-0.27201117248909906
hns_grid_retention	seed	43	6	scalar_fit	target_gain	-0.455355597595163
hns_grid_retention	seed	43	6	scalar_fit	off_gain	-0.09934173015384529
hns_grid_retention	seed	43	6	scalar_fit	forgetting_reduction	-0.2364156052970581
hns_grid_retention	seed	43	6	shape_residual	target_gain	0.3846023072998781
hns_grid_retention	seed	43	6	shape_residual	off_gain	0.11931249779553259
hns_grid_retention	seed	43	6	shape_residual	forgetting_reduction	0.22800813125124944
hns_grid_retention	seed	43	6	displacement	target_gain	0.3840867546091276
hns_grid_retention	seed	43	6	displacement	off_gain	0.12942372642227265
hns_grid_retention	seed	43	6	displacement	forgetting_reduction	0.23113153030948574
hns_grid_retention	seed	44	6	entropy_rank	target_gain	0.21657307003224208
hns_grid_retention	seed	44	6	entropy_rank	off_gain	0.19685644090129173
hns_grid_retention	seed	44	6	entropy_rank	forgetting_reduction	0.27102256442168704
hns_grid_retention	seed	44	6	energy_entropy_rank	target_gain	0.23097697967809191
hns_grid_retention	seed	44	6	energy_entropy_rank	off_gain	0.18467975383523244
hns_grid_retention	seed	44	6	energy_entropy_rank	forgetting_reduction	0.24454735247303894
hns_grid_retention	seed	44	6	stable_rank	target_gain	0.22121929823128117
hns_grid_retention	seed	44	6	stable_rank	off_gain	0.16161616161616163
hns_grid_retention	seed	44	6	stable_rank	forgetting_reduction	0.2233205182513552
hns_grid_retention	seed	44	6	participation_rank	target_gain	0.23097697967809191
hns_grid_retention	seed	44	6	participation_rank	off_gain	0.18467975383523244
hns_grid_retention	seed	44	6	participation_rank	forgetting_reduction	0.24454735247303894
hns_grid_retention	seed	44	6	nuclear_participation_rank	target_gain	0.22491854215479773
hns_grid_retention	seed	44	6	nuclear_participation_rank	off_gain	0.1837587126684071
