cohort	outcome	feature	family	rows	source_clusters	raw_pearson	raw_spearman	within_pearson	within_spearman	cluster_ci_low	cluster_ci_high	partial_pearson_logFro	median_checkpoint_spearman	positive_checkpoints	negative_checkpoints	nonconstant_checkpoints	permutation_p	fdr_q	missing_rows
joint_flat_hns	target_gain	erank_iqr	core	72	18	-0.4656400353992786	-0.4868867045260748	-0.7774028273127134	-0.47947255030245817	-0.6496134872986371	-0.2724072678877415	-0.6954731394301531	-0.6324555320336759	2	16	18	0.0004997501249375312	0.0006196901549225388	
joint_flat_hns	target_gain	erank_depth_slope	core	72	18	0.032458215847006665	0.1428839898874984	-0.002359526845562062	0.10679489752843643	-0.21755670763246152	0.41631752756500545	-0.04795102021318914	0.3860827634879544	10	7	18	0.45977011494252873	0.45977011494252873	
joint_flat_hns	target_gain	erank_depth_slope_normalized	core	72	18	0.01566038372257197	0.14034177715331017	-0.009614986527482957	0.1399702476038232	-0.15486069947657038	0.4204952760491475	-0.045875925713652364	0.31622776601683794	10	7	18	0.3148425787106447	0.32533733133433285	
joint_flat_hns	target_gain	erank_attn_mlp_gap	core	72	18	-0.3054586530743079	-0.47961958650789815	-0.49363199420441445	-0.31865567007678897	-0.5685422440630606	-0.047232837817820256	-0.3400569243750949	-0.566227766016838	5	13	18	0.014992503748125937	0.01602646952385876	
joint_flat_hns	target_gain	gamma_param	core	72	18	-0.626831818998219	-0.6310481775877553	-0.757422210118536	-0.6272087408492496	-0.7558883637436409	-0.4958238294407297	-0.7246015833162491	-0.7999999999999998	0	18	18	0.0004997501249375312	0.0006196901549225388	
joint_flat_hns	target_gain	eta_param	core	72	18	0.6479096730211915	0.6408614608602978	0.7956172805415406	0.457692864944047	0.29211678855132295	0.623359105139966	0.7218947940475953	0.35811388300841895	16	1	18	0.0009995002498750624	0.0011475743609676643	
joint_flat_hns	target_gain	fro_ratio	core	72	18	-0.446162102530114	-0.4830594588854846	-0.49164526754809085	-0.4884068214261065	-0.6809216940839106	-0.288331213525574	-0.035030602958282246	-0.6189323936863109	3	14	18	0.0004997501249375312	0.0006196901549225388	
joint_flat_hns	target_gain	original_head1_retention	core	72	18	-0.5281285587767002	-0.6291447219220756	-0.7492250163720549	-0.6385097992429297	-0.7628455026423278	-0.5126961355369891	-0.6557538309786267	-0.7999999999999998	0	18	18	0.0004997501249375312	0.0006196901549225388	
joint_flat_hns	target_gain	previous_mean_entropy_rank	core	72	18	0.4603924807544602	0.4483492958452349	0.842584978974084	0.47947255030245817	0.2724072678877414	0.649613487298637	0.7862372177672814	0.6324555320336759	16	2	18	0.0004997501249375312	0.0006196901549225388	
joint_flat_hns	target_gain	base_left_overlap_k16	core	72	18	0.259088707258575	0.2626674286211698	-0.7110232991067524	-0.3600058776949643	-0.61544159049494	-0.05746720044853054	-0.6649019659277944	-0.35811388300841895	4	13	18	0.010494752623688156	0.011619190404797601	
joint_flat_hns	target_gain	base_right_overlap_k16	core	72	18	-0.404440877246172	-0.7843033939360462	-0.5413312388529974	-0.4859455109282474	-0.6365319207155179	-0.33047355424936137	-0.38622505039137583	-0.516227766016838	1	17	18	0.0009995002498750624	0.0011475743609676643	
joint_flat_hns	target_gain	base_bilateral_overlap_k16	core	72	18	-0.29064881250987457	-0.18851099989315934	-0.8705139618155899	-0.6706954416714989	-0.8096148579909399	-0.5206468701688566	-0.8252149887933369	-0.7761872235096307	1	17	18	0.0004997501249375312	0.0006196901549225388	
joint_flat_hns	target_gain	base_left_overlap_k4	scope	72	18	0.1381267969255853	0.17530787144041127	-0.7605886751619849	-0.35033281020408535	-0.5950178508032902	-0.07365832239888044	-0.680501369300698	-0.3999999999999999	3	13	18	0.009495252373813094	0.011394302848575713	
joint_flat_hns	target_gain	base_right_overlap_k4	scope	72	18	-0.3758289617041863	-0.712977964564813	-0.5441344978480679	-0.5424508028966483	-0.6986608505755737	-0.3718678720805473	-0.3913522143414217	-0.6851601597031489	1	17	18	0.0004997501249375312	0.0009995002498750624	
