cohort	outcome	feature	family	rows	source_clusters	raw_pearson	raw_spearman	within_pearson	within_spearman	cluster_ci_low	cluster_ci_high	partial_pearson_logFro	median_checkpoint_spearman	positive_checkpoints	negative_checkpoints	nonconstant_checkpoints	permutation_p	fdr_q
joint_flat_hns__edited_only	target_gain	functional_participation	core	18	6	-0.5675857653270937	-0.3274618431897658	0.4188128390375687	0.15075567228888181	-0.30151134457776363	0.6030226891555273	0.39024496622509725	0.25000000000000006	3	1	6	0.7171414292853573	0.7211394302848576
joint_flat_hns__edited_only	target_gain	functional_erank	core	18	6	-0.6946846137645873	-0.3274618431897658	0.31787076339854914	0.15075567228888181	-0.30151134457776363	0.6030226891555273	0.2774123442968532	0.25000000000000006	3	1	6	0.7171414292853573	0.7211394302848576
joint_flat_hns__edited_only	target_gain	functional_top1	core	18	6	0.691268174801981	0.24870519735931582	-0.3910287309854638	-0.15075567228888181	-0.6030226891555273	0.30151134457776363	-0.35962048641604816	-0.25000000000000006	1	3	6	0.7171414292853573	0.7211394302848576
joint_flat_hns__edited_only	target_gain	functional_erank_iqr	core	18	6	-0.2515443766580073	-0.34196964636905924	-0.0025033657400284006	0.15075567228888181	-0.30151134457776363	0.6030226891555273	-0.09280199287797634	0.25000000000000006	3	1	6	0.7011494252873564	0.7211394302848576
joint_flat_hns__edited_only	target_gain	functional_attn_mlp_gap	core	18	6	-0.13840850677510716	-0.298446236831179	-0.11624049706004318	-0.15075567228888181	-0.5400617248673216	0.36860489038724287	-0.10267831241553141	-0.25000000000000006	1	3	6	0.7211394302848576	0.7211394302848576
joint_flat_hns__edited_only	target_gain	functional_energy_ratio	core	18	6	-0.3396731468671214	-0.23657037416887788	-0.3433408471911363	-0.4351941398892446	-0.7302967433402214	-0.04256282653793743	-0.5516174321014593	-0.4999999999999999	1	5	6	0.16841579210394803	0.4491087789438614
joint_flat_hns__edited_only	target_gain	gamma_functional	core	18	6	-0.31255141953566223	-0.22004143972913096	-0.32591498761736015	-0.4351941398892446	-0.7302967433402214	-0.04256282653793743	-0.53570423473842	-0.4999999999999999	1	5	6	0.16841579210394803	0.4491087789438614
joint_flat_hns__edited_only	target_gain	eta_functional	core	18	6	-0.3531154643053925	0.027892576867072937	0.29467911412979386	0.4351941398892446	0.04256282653793743	0.7302967433402214	0.3577852979883521	0.4999999999999999	5	1	6	0.16841579210394803	0.4491087789438614
joint_flat_hns__edited_only	off_gain	functional_participation	core	18	6	-0.2160996723468914	-0.19772352078107933	0.4086107073533195	0.14433756729740643	0.0	0.4330127018922193	0.3141974563223098	0.0	1	0	6	0.8225887056471765	0.8225887056471765
joint_flat_hns__edited_only	off_gain	functional_erank	core	18	6	-0.2103641665595092	-0.19772352078107933	0.37914125760609574	0.14433756729740643	0.0	0.4330127018922193	0.26492096243217544	0.0	1	0	6	0.8225887056471765	0.8225887056471765
joint_flat_hns__edited_only	off_gain	functional_top1	core	18	6	0.2685769213084426	0.07764012596115681	-0.3259520450213971	-0.14433756729740643	-0.4330127018922193	0.0	-0.21434503791567322	0.0	0	1	6	0.8225887056471765	0.8225887056471765
joint_flat_hns__edited_only	off_gain	functional_erank_iqr	core	18	6	0.1948152714442496	0.16252666367868826	0.19444027841510442	0.14433756729740643	0.0	0.4330127018922193	0.024242943274610212	0.0	1	0	6	0.8135932033983009	0.8225887056471765
joint_flat_hns__edited_only	off_gain	functional_attn_mlp_gap	core	18	6	0.145682776872506	0.17080827711454497	-0.06292138430952962	-0.14433756729740643	-0.4330127018922193	0.0	-0.030789324361289123	0.0	0	1	6	0.8035982008995503	0.8225887056471765
joint_flat_hns__edited_only	off_gain	functional_energy_ratio	core	18	6	-0.2689530955418059	-0.2652218782249742	-0.5545180414232976	-0.16666666666666669	-0.6666666666666666	0.4166666666666667	-0.6465686867538069	-0.4999999999999999	2	4	6	0.664167916041979	0.8225887056471765
joint_flat_hns__edited_only	off_gain	gamma_functional	core	18	6	-0.20133332124345185	-0.23013415892672856	-0.545672680433744	-0.16666666666666669	-0.6666666666666666	0.4166666666666667	-0.6572108779486598	-0.4999999999999999	2	4	6	0.664167916041979	0.8225887056471765
joint_flat_hns__edited_only	off_gain	eta_functional	core	18	6	-0.393446758201611	-0.34571723426212586	0.44151528159858855	0.16666666666666669	-0.4166666666666667	0.6666666666666666	0.2747736010536854	0.4999999999999999	4	2	6	0.664167916041979	0.8225887056471765
joint_flat_hns__edited_only	forgetting_reduction	functional_participation	core	18	6	-0.2825841797715091	-0.36245493925065053	0.27953046324600894	0.2738612787525831	0.0	0.5773502691896257	0.260085840560436	0.25000000000000006	2	0	4	0.4782608695652174	0.7652173913043478
joint_flat_hns__edited_only	forgetting_reduction	functional_erank	core	18	6	-0.21823289658032227	-0.36245493925065053	0.3008736536121869	0.2738612787525831	0.0	0.5773502691896257	0.2840835977460315	0.25000000000000006	2	0	4	0.4782608695652174	0.7652173913043478
joint_flat_hns__edited_only	forgetting_reduction	functional_top1	core	18	6	0.2848799539075678	0.2355697094412406	-0.32560282445485955	-0.2738612787525831	-0.5773502691896257	0.0	-0.3102713557774219	-0.25000000000000006	0	2	4	0.4782608695652174	0.7652173913043478
joint_flat_hns__edited_only	forgetting_reduction	functional_erank_iqr	core	18	6	0.36067984828902067	0.25117035245059427	0.17474669183182362	0.2738612787525831	0.0	0.5773502691896257	0.14219838159381976	0.25000000000000006	2	0	4	0.4757621189405297	0.7652173913043478
joint_flat_hns__edited_only	forgetting_reduction	functional_attn_mlp_gap	core	18	6	0.32935181127818636	0.262610823990787	-0.2395692880388155	-0.2738612787525831	-0.5773502691896257	0.0	-0.23199679620415958	-0.25000000000000006	0	2	4	0.46476761619190404	0.7652173913043478
joint_flat_hns__edited_only	forgetting_reduction	functional_energy_ratio	core	18	6	-0.2651751362360318	-0.30689810443928767	-0.17728446788598062	-0.05270462766947299	-0.5163977794943222	0.4082482904638631	-0.22611074183158977	0.0	2	2	4	0.9565217391304348	0.9565217391304348
joint_flat_hns__edited_only	forgetting_reduction	gamma_functional	core	18	6	-0.1888579213768366	-0.2799408385088097	-0.16661894175929914	-0.05270462766947299	-0.5163977794943222	0.4082482904638631	-0.20763865005185048	0.0	2	2	4	0.9565217391304348	0.9565217391304348
joint_flat_hns__edited_only	forgetting_reduction	eta_functional	core	18	6	-0.5248130033743529	-0.6614898332171133	0.04640215115467499	0.05270462766947299	-0.4082482904638631	0.5163977794943222	-0.12498507775118564	0.0	2	2	4	0.9565217391304348	0.9565217391304348
hns_grid_target__edited_only	target_gain	functional_participation	core	54	6	-0.5197165139125876	-0.3251432230698523	0.0015947134103133822	0.1828521500813879	0.11344997722854684	0.25514285373327633	-0.028407827908721286	0.1621511413040076	6	0	6	0.21539230384807595	0.48125937031484256
hns_grid_target__edited_only	target_gain	functional_erank	core	54	6	-0.6584036270077885	-0.3557803983954908	-0.036590824688771575	0.11950179887208814	-0.00717751002655786	0.25488336788550037	-0.06302027606456566	0.09428857637915163	5	1	6	0.42328835582208896	0.48125937031484256
hns_grid_target__edited_only	target_gain	functional_top1	core	54	6	0.6403576505688797	0.2688339372524561	-0.0018576071044553678	-0.22043958475899791	-0.31679489711167247	-0.12654563208164193	0.04580772614064302	-0.18009133135922403	0	6	6	0.12643678160919541	0.48125937031484256
hns_grid_target__edited_only	target_gain	functional_erank_iqr	core	54	6	-0.10082746132408739	-0.10461660615554272	-0.14721019984875136	-0.1655747815697607	-0.47695723917524924	0.15362476203143996	-0.17022722184898695	-0.2031676188774908	2	4	6	0.2543728135932034	0.48125937031484256
hns_grid_target__edited_only	target_gain	functional_attn_mlp_gap	core	54	6	0.04266514650808765	-0.06047312937875099	-0.14169419014055898	-0.11086311461627454	-0.3587305720372671	0.10734459165198848	-0.16716765720822055	-0.017454626231608233	3	3	6	0.4587706146926537	0.48125937031484256
hns_grid_target__edited_only	target_gain	functional_energy_ratio	core	54	6	-0.2491063448611988	-0.1381041057299838	-0.16109859575681065	-0.12768688479364082	-0.25911048101643197	-0.005788160473914817	-0.24401937233785287	-0.08478589435389433	1	4	6	0.38580709645177413	0.48125937031484256
hns_grid_target__edited_only	target_gain	gamma_functional	core	54	6	-0.2258358970667944	-0.1647907898362809	-0.19550631410702604	-0.12543525849750478	-0.2614416273853139	-0.001400350490548804	-0.23363447650355426	-0.06790690490249988	1	4	6	0.39930034982508744	0.48125937031484256
hns_grid_target__edited_only	target_gain	eta_functional	core	54	6	-0.3290771913091175	-0.022853882963956997	0.23368744912416517	0.10510399177906549	-0.02999020887702382	0.2507575228385294	0.24973555167858275	0.08486656505718908	4	2	6	0.48125937031484256	0.48125937031484256
scalar_common_basis_seed42__edited_only	target_gain	functional_participation	core	42	6	-0.11394760422094538	-0.12835699900158967	0.07910463054547306	0.15614353958316807	-0.1939316960964795	0.4476300132098911	0.22044811776429327	0.20993388809551208	4	1	6	0.39480259870064965	0.6316841579210395
scalar_common_basis_seed42__edited_only	target_gain	functional_erank	core	42	6	-0.14838586932368256	-0.12835699900158967	0.07609280127146112	0.15614353958316807	-0.1939316960964795	0.4476300132098911	0.20835293598627977	0.20993388809551208	4	1	6	0.39480259870064965	0.6316841579210395
scalar_common_basis_seed42__edited_only	target_gain	functional_top1	core	42	6	0.2352328095420027	0.12835699900158967	-0.09919727926099707	-0.15614353958316807	-0.4476300132098911	0.19393169609647748	-0.2142002373756977	-0.20993388809551208	1	4	6	0.39480259870064965	0.6316841579210395
scalar_common_basis_seed42__edited_only	target_gain	functional_erank_iqr	core	42	6	-0.21569783158616437	-0.1384979788526232	0.029269629063500942	0.017349282175907563	-0.3167309131385499	0.361920516228071	0.04732865480029207	-0.10298573010888744	2	3	6	0.9545227386306847	0.960519740129935
scalar_common_basis_seed42__edited_only	target_gain	functional_attn_mlp_gap	core	42	6	-0.22657322044559944	-0.14160569848439153	0.011444187621188293	0.017349282175907563	-0.3167309131385499	0.361920516228071	0.021099541544829157	-0.10298573010888744	2	3	6	0.960519740129935	0.960519740129935
scalar_common_basis_seed42__edited_only	target_gain	functional_energy_ratio	core	42	6	-0.4217283892853284	-0.4333519932879982	-0.4895754375816207	-0.43711085555523355	-0.9145684255306986	0.10760447406112068	-0.2867529246734119	-0.8164593567208238	2	4	6	0.0074962518740629685	0.04397801099450275
scalar_common_basis_seed42__edited_only	target_gain	gamma_functional	core	42	6	-0.4083505940973338	-0.4219189811217267	-0.4819676884868447	-0.41889790324043213	-0.8965769155202586	0.12602564856706674	-0.28764042870891277	-0.7624031089590904	2	4	6	0.010994502748625687	0.04397801099450275
scalar_common_basis_seed42__edited_only	target_gain	eta_functional	core	42	6	0.040635141255938	-0.016728164340376758	0.10346524833724219	0.022715542521212734	-0.21958357770505643	0.2700894819638062	0.24126940824746532	0.021868652980556617	3	3	6	0.9070464767616192	0.960519740129935
scalar_common_basis_seed42__edited_only	off_gain	functional_participation	core	42	6	0.12455682980670342	-0.035797329807652545	0.38410471699767396	0.47628967220784013	0.34020690871988585	0.5783517448238059	0.47780819206845226	0.5103103630798287	6	0	6	0.004997501249375313	0.013326669998334166
scalar_common_basis_seed42__edited_only	off_gain	functional_erank	core	42	6	0.1334502414959679	-0.035797329807652545	0.41840338757435164	0.47628967220784013	0.34020690871988585	0.5783517448238059	0.5081762473852078	0.5103103630798287	6	0	6	0.004997501249375313	0.013326669998334166
scalar_common_basis_seed42__edited_only	off_gain	functional_top1	core	42	6	0.0013700073757152412	0.035797329807652545	-0.4335365578572197	-0.47628967220784013	-0.5783517448238059	-0.34020690871988585	-0.5098423996389758	-0.5103103630798287	0	6	6	0.004997501249375313	0.013326669998334166
scalar_common_basis_seed42__edited_only	off_gain	functional_erank_iqr	core	42	6	0.04948926336277676	-0.04903743809267472	0.26815884132311496	0.20412414523193148	-0.17010345435994292	0.5443310539518174	0.2839626773743583	0.40824829046386296	4	2	6	0.28335832083958024	0.32383808095952027
scalar_common_basis_seed42__edited_only	off_gain	functional_attn_mlp_gap	core	42	6	-0.030724460387890732	-0.21756276700450017	0.24042416295089147	0.06804138174397716	-0.34020690871988585	0.44226898133585163	0.2519159217386863	0.10206207261596574	3	3	6	0.7776111944027986	0.7776111944027986
scalar_common_basis_seed42__edited_only	off_gain	functional_energy_ratio	core	42	6	-0.37209159472837683	-0.4089548099321368	-0.5321573351314995	-0.4107142857142857	-0.8273809523809523	0.07142857142857142	-0.5496846566246136	-0.6785714285714285	2	4	6	0.018490754622688656	0.029585207396301848
scalar_common_basis_seed42__edited_only	off_gain	gamma_functional	core	42	6	-0.3752435731254275	-0.3986717714066031	-0.550749481761523	-0.42857142857142855	-0.8273809523809523	0.018005952380951568	-0.5521397584902135	-0.6785714285714285	2	4	6	0.014992503748125937	0.029585207396301848
scalar_common_basis_seed42__edited_only	off_gain	eta_functional	core	42	6	0.21450609155515363	0.13607591051376125	0.4105543007587027	0.25983731852596814	0.1113588507968435	0.4083157862550928	0.5010189882851007	0.1559023911155809	6	0	6	0.13143428285857073	0.1752457104780943
scalar_common_basis_seed42__edited_only	forgetting_reduction	functional_participation	core	42	6	-0.08891326049226628	-0.20849097455829907	0.16111956665822538	0.14960646484875034	-0.24267443237275588	0.45044261646145084	0.33695436305860554	0.40824829046386296	3	1	5	0.4207896051974013	0.48090240593988715
scalar_common_basis_seed42__edited_only	forgetting_reduction	functional_erank	core	42	6	-0.0816314932254882	-0.20849097455829907	0.20417847696839994	0.14960646484875034	-0.24267443237275588	0.45044261646145084	0.37713281709569346	0.40824829046386296	3	1	5	0.4207896051974013	0.48090240593988715
scalar_common_basis_seed42__edited_only	forgetting_reduction	functional_top1	core	42	6	0.19428740622146431	0.20849097455829907	-0.2316786871499694	-0.14960646484875034	-0.45044261646145084	0.24267443237275588	-0.38467773712097286	-0.40824829046386296	1	3	5	0.4207896051974013	0.48090240593988715
scalar_common_basis_seed42__edited_only	forgetting_reduction	functional_erank_iqr	core	42	6	-0.12808979125399222	-0.18293137374800858	0.21878072643441338	0.37401616212187583	0.1700510024073959	0.5296907011696281	0.26504408810741326	0.5149286505444371	4	0	5	0.034482758620689655	0.06896551724137931
scalar_common_basis_seed42__edited_only	forgetting_reduction	functional_attn_mlp_gap	core	42	6	-0.11840170522901164	-0.28910202326767676	0.20471961547406983	0.37401616212187583	0.1700510024073959	0.5296907011696281	0.2416029050291191	0.5149286505444371	4	0	5	0.034482758620689655	0.06896551724137931
scalar_common_basis_seed42__edited_only	forgetting_reduction	functional_energy_ratio	core	42	6	-0.372610215732735	-0.3609186895088458	-0.61089410640741	-0.4449865370512945	-0.8657079696414108	0.22903718818816624	-0.44262403089252716	-0.857142857142857	1	4	5	0.010994502748625687	0.04397801099450275
scalar_common_basis_seed42__edited_only	forgetting_reduction	gamma_functional	core	42	6	-0.35947923019454675	-0.3440670915852687	-0.6053343474333731	-0.4449865370512945	-0.8657079696414108	0.22903718818816624	-0.4392137779402881	-0.857142857142857	1	4	5	0.010994502748625687	0.04397801099450275
scalar_common_basis_seed42__edited_only	forgetting_reduction	eta_functional	core	42	6	0.04895336891061351	0.041051465752381194	0.19294805693677688	0.10610212315611822	-0.22047927592204922	0.4423258684646914	0.3659813774900308	0.0890870806374748	3	2	5	0.5407296351824088	0.5407296351824088
