base	train_task	method	quantity	mean	sample_sd	seed42	seed43	seed44
Qwen3-8B	metamath	hns_f4_s1	forgetting_reduction	4.948178871807206	4.054152408740407	1.798836842342548	3.5232856949641636	9.522414078114908
Qwen3-8B	tulu	original_lora	shannon_eff_rank	12.63059	0.4735925034246212	12.09952	13.0091	12.78315
Qwen3-8B	tulu	original_lora	r2_participation	9.876483333333333	0.7512712192898999	9.04429	10.50471	10.08045
Qwen3-8B	tulu	original_lora	stable_rank	2.1472966666666666	0.17708798895840833	1.95678	2.30688	2.17823
Qwen3-8B	tulu	original_lora	flatness	0.8107166666666666	0.02573791043059502	0.78146	0.82987	0.82082
Qwen3-8B	tulu	original_lora	gini	0.35938333333333333	0.02477619287407436	0.38737	0.34025	0.35053
Qwen3-8B	tulu	original_lora	decay_slope	-0.11971333333333334	0.008119324684561719	-0.12882	-0.11323	-0.11709
Qwen3-8B	tulu	original_lora	erank_energy	6.220786666666666	0.8578013814592127	5.30071	6.9985	6.36315
Qwen3-8B	tulu	original_lora	entropy_gap	0.7052666666666667	0.09147311317175845	0.80519	0.62566	0.68495
Qwen3-8B	tulu	original_lora	hill_tail_contrast	1.2806766666666667	0.09781743828854511	1.39178	1.20751	1.24274
Qwen3-8B	tulu	original_lora	d_flat_l1	0.5529433333333333	0.04802614114556087	0.60738	0.51656	0.53489
Qwen3-8B	tulu	original_lora	soft_rank	0.2875333333333333	0.02260447816989664	0.2627	0.30691	0.29299
Qwen3-8B	tulu	original_lora	head_tail	1.5385566666666666	0.10272083787301053	1.65461	1.45931	1.50175
Qwen3-8B	tulu	original_lora	erank_iqr	2.0972399999999998	0.2279011845076721	2.27669	1.84082	2.17421
Qwen3-8B	tulu	original_lora	erank_depth_slope	0.039786666666666665	0.006008871219566394	0.0436	0.03286	0.0429
Qwen3-8B	tulu	original_lora	erank_depth_slope_normalized	1.39264	0.21031451114937375	1.52608	1.1502	1.50164
Qwen3-8B	tulu	original_lora	erank_attn_mlp_gap	-0.5100733333333333	0.1574877091500582	-0.32992	-0.57868	-0.62162
Qwen3-8B	tulu	original_lora	gamma_param	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	original_lora	eta_param	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	original_lora	fro_ratio	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	original_lora	original_head1_retention	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	original_lora	previous_mean_entropy_rank	0.7706166666666666	0.029992576303701116	0.73692	0.79439	0.78054
Qwen3-8B	tulu	original_lora	base_left_overlap_k16	0.008702000000000001	0.0009010510529376228	0.008559	0.007881	0.009666
Qwen3-8B	tulu	original_lora	base_right_overlap_k16	0.017546000000000003	0.0007713099247384291	0.018408	0.016921	0.017309
Qwen3-8B	tulu	original_lora	base_bilateral_overlap_k16	0.00014233333333333334	1.850225211517056e-05	0.000152	0.000121	0.000154
Qwen3-8B	tulu	original_lora	target	66.97473813924832	0.833502726954329	67.8373382624769	66.17375231053605	66.91312384473198
Qwen3-8B	tulu	original_lora	off_score	85.62688735258526	0.4568732668820503	86.0180647508812	85.12475605560088	85.73784125127371
Qwen3-8B	tulu	original_lora	forgetting_gap	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	original_lora	target_gain	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	original_lora	off_gain	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	original_lora	forgetting_reduction	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	shannon_eff_rank	16.0	0.0	16.0	16.0	16.0
Qwen3-8B	tulu	flat_fro	r2_participation	16.0	0.0	16.0	16.0	16.0
Qwen3-8B	tulu	flat_fro	stable_rank	16.0	0.0	16.0	16.0	16.0
Qwen3-8B	tulu	flat_fro	flatness	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	gini	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	decay_slope	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	erank_energy	16.0	0.0	16.0	16.0	16.0
Qwen3-8B	tulu	flat_fro	entropy_gap	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	hill_tail_contrast	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	d_flat_l1	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	soft_rank	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	head_tail	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	erank_iqr	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	erank_depth_slope	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	erank_depth_slope_normalized	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	erank_attn_mlp_gap	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	gamma_param	0.7803066666666667	0.027420354361921265	0.75049	0.80444	0.78599
Qwen3-8B	tulu	flat_fro	eta_param	0.3906233333333333	0.04257164588471219	0.43677	0.35288	0.38222
Qwen3-8B	tulu	flat_fro	fro_ratio	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	original_head1_retention	0.12699333333333335	0.009805031021538558	0.11689	0.13647	0.12762
Qwen3-8B	tulu	flat_fro	previous_mean_entropy_rank	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_fro	base_left_overlap_k16	0.006722666666666666	0.00019186540421173713	0.006538	0.006709	0.006921
Qwen3-8B	tulu	flat_fro	base_right_overlap_k16	0.009278666666666666	0.00023450444203326615	0.009549	0.00913	0.009157
Qwen3-8B	tulu	flat_fro	base_bilateral_overlap_k16	5.133333333333333e-05	1.5275252316519462e-06	5.1e-05	5e-05	5.3e-05
Qwen3-8B	tulu	flat_fro	target	69.99383857054836	1.1739099743227173	69.31608133086876	71.34935304990758	69.31608133086876
Qwen3-8B	tulu	flat_fro	off_score	84.76485208905986	0.6056095053279587	85.0373908526397	85.1863056131142	84.0708598014257
Qwen3-8B	tulu	flat_fro	forgetting_gap	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_fro	target_gain	3.019100431300051	1.92390572963599	1.47874306839185	5.175600739371532	2.4029574861367706
Qwen3-8B	tulu	flat_fro	off_gain	-0.8620352635253946	0.8703511964074414	-0.9806738982414913	0.0615495575133167	-1.6669814498480093
Qwen3-8B	tulu	flat_fro	forgetting_reduction	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	shannon_eff_rank	16.0	0.0	16.0	16.0	16.0
Qwen3-8B	tulu	flat_nuclear	r2_participation	16.0	0.0	16.0	16.0	16.0
Qwen3-8B	tulu	flat_nuclear	stable_rank	16.0	0.0	16.0	16.0	16.0
Qwen3-8B	tulu	flat_nuclear	flatness	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	gini	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	decay_slope	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	erank_energy	16.0	0.0	16.0	16.0	16.0
Qwen3-8B	tulu	flat_nuclear	entropy_gap	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	hill_tail_contrast	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	d_flat_l1	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	soft_rank	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	head_tail	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	erank_iqr	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	erank_depth_slope	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	erank_depth_slope_normalized	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	erank_attn_mlp_gap	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	gamma_param	0.61942	0.04185430563275417	0.57359	0.65562	0.62905
Qwen3-8B	tulu	flat_nuclear	eta_param	0.38058	0.0418543056327542	0.42641	0.34438	0.37095
Qwen3-8B	tulu	flat_nuclear	fro_ratio	0.78673	0.026750493453392563	0.75736	0.8097	0.79313
Qwen3-8B	tulu	flat_nuclear	original_head1_retention	0.07893333333333334	0.011270502798603676	0.06705	0.08947	0.08028
Qwen3-8B	tulu	flat_nuclear	previous_mean_entropy_rank	1.0	0.0	1.0	1.0	1.0
Qwen3-8B	tulu	flat_nuclear	base_left_overlap_k16	0.005861333333333333	0.00018686982991733395	0.005646	0.005981	0.005957
Qwen3-8B	tulu	flat_nuclear	base_right_overlap_k16	0.009510333333333334	0.0003413800423770162	0.009903	0.009284	0.009344
Qwen3-8B	tulu	flat_nuclear	base_bilateral_overlap_k16	4.2666666666666676e-05	5.77350269189628e-07	4.2e-05	4.3e-05	4.3e-05
Qwen3-8B	tulu	flat_nuclear	target	71.65742452248922	0.5647043370247505	71.1645101663586	72.2735674676525	71.53419593345656
Qwen3-8B	tulu	flat_nuclear	off_score	85.1468151560045	0.3666738787820599	85.5273794780843	85.11724338962226	84.79582260030689
Qwen3-8B	tulu	flat_nuclear	forgetting_gap	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	flat_nuclear	target_gain	4.682686383240906	1.3873481514723043	3.327171903881691	6.099815157116453	4.621072088724574
Qwen3-8B	tulu	flat_nuclear	off_gain	-0.48007219658077815	0.46734338235901507	-0.49068527279689533	-0.007512665978623545	-0.9420186509668156
Qwen3-8B	tulu	flat_nuclear	forgetting_reduction	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	hns_f4_s1	shannon_eff_rank	15.998466666666666	0.000128582010146402	15.99832	15.99856	15.99852
Qwen3-8B	tulu	hns_f4_s1	r2_participation	15.996946666666666	0.00025146238950043943	15.99666	15.99713	15.99705
Qwen3-8B	tulu	hns_f4_s1	stable_rank	15.390353333333332	0.015258579007670765	15.37274	15.39955	15.39877
Qwen3-8B	tulu	hns_f4_s1	flatness	0.9999033333333333	1.1547005383804064e-05	0.99989	0.99991	0.99991
Qwen3-8B	tulu	hns_f4_s1	gini	0.007343333333333334	0.0002987194893764607	0.00768	0.00711	0.00724
Qwen3-8B	tulu	hns_f4_s1	decay_slope	-0.002776666666666667	0.0001171893055416462	-0.00291	-0.00269	-0.00273
Qwen3-8B	tulu	hns_f4_s1	erank_energy	15.993920000000001	0.000499299509313053	15.99335	15.99428	15.99413
Qwen3-8B	tulu	hns_f4_s1	entropy_gap	0.00028333333333333335	2.3094010767585028e-05	0.00031	0.00027	0.00027
Qwen3-8B	tulu	hns_f4_s1	hill_tail_contrast	0.014553333333333333	0.0001789785834487837	0.01475	0.0144	0.01451
Qwen3-8B	tulu	hns_f4_s1	d_flat_l1	0.010360000000000001	0.0005655970296951715	0.01101	0.00998	0.01009
Qwen3-8B	tulu	hns_f4_s1	soft_rank	0.98067	0.0004850773134254006	0.98011	0.98096	0.98094
Qwen3-8B	tulu	hns_f4_s1	head_tail	0.03444333333333333	0.0016500101009791824	0.03633	0.03327	0.03373
Qwen3-8B	tulu	hns_f4_s1	erank_iqr	0.0007133333333333333	7.094598884597589e-05	0.00065	0.00079	0.0007
Qwen3-8B	tulu	hns_f4_s1	erank_depth_slope	3.3333333333333337e-06	5.773502691896258e-06	0.0	0.0	1e-05
Qwen3-8B	tulu	hns_f4_s1	erank_depth_slope_normalized	0.00017666666666666666	2.0816659994661325e-05	0.00016	0.00017	0.0002
Qwen3-8B	tulu	hns_f4_s1	erank_attn_mlp_gap	-0.00018	0.00013	-3e-05	-0.00025	-0.00026
Qwen3-8B	tulu	hns_f4_s1	gamma_param	0.6171533333333334	0.04200048134644809	0.57113	0.65341	0.62692
Qwen3-8B	tulu	hns_f4_s1	eta_param	0.38521333333333335	0.04215351151841722	0.43144	0.3489	0.3753
Qwen3-8B	tulu	hns_f4_s1	fro_ratio	0.7867966666666667	0.026749297810098334	0.75743	0.80977	0.79319
Qwen3-8B	tulu	hns_f4_s1	original_head1_retention	0.07729000000000001	0.011412747259095855	0.06525	0.08795	0.07867
Qwen3-8B	tulu	hns_f4_s1	previous_mean_entropy_rank	0.9999033333333333	1.1547005383804064e-05	0.99989	0.99991	0.99991
Qwen3-8B	tulu	hns_f4_s1	base_left_overlap_k16	0.005861000000000001	0.00018638937737972078	0.005646	0.005977	0.00596
Qwen3-8B	tulu	hns_f4_s1	base_right_overlap_k16	0.009456666666666667	0.00033696340058429736	0.009844	0.009231	0.009295
Qwen3-8B	tulu	hns_f4_s1	base_bilateral_overlap_k16	4.233333333333333e-05	5.773502691896281e-07	4.2e-05	4.2e-05	4.3e-05
Qwen3-8B	tulu	hns_f4_s1	target	71.41096734442391	0.9118082924799005	70.79482439926062	72.45841035120148	70.97966728280961
Qwen3-8B	tulu	hns_f4_s1	off_score	84.93077147314409	0.4438366690685443	85.36269744347639	84.9537037703178	84.4759132056381
Qwen3-8B	tulu	hns_f4_s1	forgetting_gap	0.0	0.0	0.0	0.0	0.0
Qwen3-8B	tulu	hns_f4_s1	target_gain	4.436229205175593	1.6941130110742564	2.9574861367837144	6.284658040665434	4.06654343807763
Qwen3-8B	tulu	hns_f4_s1	off_gain	-0.6961158794411659	0.5465782795935369	-0.6553673074048021	-0.17105228528308203	-1.2619280456356137
Qwen3-8B	tulu	hns_f4_s1	forgetting_reduction	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	shannon_eff_rank	12.843536666666665	0.12554910486870582	12.70017	12.89659	12.93385
Llama-3.1-8B-Instruct	magicoder	original_lora	r2_participation	9.865540000000001	0.17795745811850613	9.66891	9.91217	10.01554
Llama-3.1-8B-Instruct	magicoder	original_lora	stable_rank	1.8569600000000002	0.02792917471032748	1.82624	1.88082	1.86382
Llama-3.1-8B-Instruct	magicoder	original_lora	flatness	0.8366266666666666	0.004265024423533002	0.83201	0.83745	0.84042
Llama-3.1-8B-Instruct	magicoder	original_lora	gini	0.3242433333333333	0.006124461881123375	0.33114	0.31944	0.32215
Llama-3.1-8B-Instruct	magicoder	original_lora	decay_slope	-0.09835333333333333	0.0029021084289415043	-0.10142	-0.09799	-0.09565
Llama-3.1-8B-Instruct	magicoder	original_lora	erank_energy	5.892403333333333	0.10457587405005696	5.77691	5.91962	5.98068
Llama-3.1-8B-Instruct	magicoder	original_lora	entropy_gap	0.78181	0.01802891011680962	0.80225	0.77501	0.76817
Llama-3.1-8B-Instruct	magicoder	original_lora	hill_tail_contrast	1.0400666666666667	0.030939019592309915	1.07336	1.03464	1.0122
Llama-3.1-8B-Instruct	magicoder	original_lora	d_flat_l1	0.49435999999999997	0.009729892085732493	0.50532	0.49102	0.48674
Llama-3.1-8B-Instruct	magicoder	original_lora	soft_rank	0.26914666666666665	0.0034589352889774147	0.26516	0.27093	0.27135
Llama-3.1-8B-Instruct	magicoder	original_lora	head_tail	1.3346566666666666	0.014433649342191074	1.35116	1.32842	1.32439
Llama-3.1-8B-Instruct	magicoder	original_lora	erank_iqr	2.4709066666666666	0.06187989765128358	2.40662	2.53006	2.47604
Llama-3.1-8B-Instruct	magicoder	original_lora	erank_depth_slope	-0.05079	0.006567792627664182	-0.05812	-0.04881	-0.04544
Llama-3.1-8B-Instruct	magicoder	original_lora	erank_depth_slope_normalized	-1.5745366666666667	0.2036172549990136	-1.80179	-1.51313	-1.40869
Llama-3.1-8B-Instruct	magicoder	original_lora	erank_attn_mlp_gap	2.12766	0.14647339246429714	1.98288	2.12433	2.27577
Llama-3.1-8B-Instruct	magicoder	original_lora	gamma_param	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	eta_param	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	fro_ratio	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	original_head1_retention	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	original_lora	previous_mean_entropy_rank	0.7782533333333334	0.005766752407840404	0.77163	0.78216	0.78097
Llama-3.1-8B-Instruct	magicoder	original_lora	base_left_overlap_k16	0.0037099999999999998	0.00040882392297907414	0.003238	0.003939	0.003953
Llama-3.1-8B-Instruct	magicoder	original_lora	base_right_overlap_k16	0.10594933333333333	0.011760829576748965	0.119401	0.097609	0.100838
Llama-3.1-8B-Instruct	magicoder	original_lora	base_bilateral_overlap_k16	0.000177	1.8999999999999987e-05	0.000198	0.000161	0.000172
Llama-3.1-8B-Instruct	magicoder	original_lora	target	54.268292682926834	1.0561285412005343	53.65853658536586	55.487804878048784	53.65853658536586
Llama-3.1-8B-Instruct	magicoder	original_lora	off_score	61.15017425348173	0.9824663866960732	60.201910294666895	61.08501336320027	62.16359910257801
Llama-3.1-8B-Instruct	magicoder	original_lora	forgetting_gap	4.621228423249712	0.45366272443611017	5.038787302458779	4.686389313531168	4.138508653759189
Llama-3.1-8B-Instruct	magicoder	original_lora	target_gain	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	off_gain	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	original_lora	forgetting_reduction	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	shannon_eff_rank	16.0	0.0	16.0	16.0	16.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	r2_participation	16.0	0.0	16.0	16.0	16.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	stable_rank	16.0	0.0	16.0	16.0	16.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	flatness	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	gini	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	decay_slope	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	erank_energy	16.0	0.0	16.0	16.0	16.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	entropy_gap	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	hill_tail_contrast	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	d_flat_l1	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	soft_rank	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	head_tail	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	erank_iqr	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	erank_depth_slope	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	erank_depth_slope_normalized	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	erank_attn_mlp_gap	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	gamma_param	0.6576366666666668	0.029500864959070817	0.6237	0.67716	0.67205
Llama-3.1-8B-Instruct	magicoder	flat_fro	eta_param	0.5669366666666668	0.03831515409512705	0.611	0.54146	0.54835
Llama-3.1-8B-Instruct	magicoder	flat_fro	fro_ratio	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	original_head1_retention	0.08651666666666664	0.00335769762386867	0.08269	0.08897	0.08789
Llama-3.1-8B-Instruct	magicoder	flat_fro	previous_mean_entropy_rank	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_fro	base_left_overlap_k16	0.0036730000000000005	0.0003967984374969237	0.003216	0.003873	0.00393
Llama-3.1-8B-Instruct	magicoder	flat_fro	base_right_overlap_k16	0.012887333333333334	0.0011824425285540665	0.014246	0.012091	0.012325
Llama-3.1-8B-Instruct	magicoder	flat_fro	base_bilateral_overlap_k16	2.7666666666666667e-05	5.773502691896261e-07	2.8e-05	2.7e-05	2.8e-05
Llama-3.1-8B-Instruct	magicoder	flat_fro	target	54.268292682926834	1.0561285412005343	53.04878048780488	54.87804878048781	54.87804878048781
Llama-3.1-8B-Instruct	magicoder	flat_fro	off_score	65.22452795643322	0.9746727805593495	64.18886186025476	65.36087203733841	66.12384997170649
Llama-3.1-8B-Instruct	magicoder	flat_fro	forgetting_gap	1.5418216062726415	0.5243783427818508	1.051835736870918	2.09488601355514	1.4787430683918668
Llama-3.1-8B-Instruct	magicoder	flat_fro	target_gain	0.0	1.0561285412005343	-0.6097560975609753	-0.6097560975609753	1.2195121951219505
Llama-3.1-8B-Instruct	magicoder	flat_fro	off_gain	4.074353702951496	0.17501834720266451	3.986951565587866	4.275858674138142	3.9602508691284797
Llama-3.1-8B-Instruct	magicoder	flat_fro	forgetting_reduction	3.079406816977071	0.7866975517630509	3.9869515655878613	2.5915032999760284	2.659765585367322
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	shannon_eff_rank	16.0	0.0	16.0	16.0	16.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	r2_participation	16.0	0.0	16.0	16.0	16.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	stable_rank	16.0	0.0	16.0	16.0	16.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	flatness	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	gini	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	decay_slope	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	erank_energy	16.0	0.0	16.0	16.0	16.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	entropy_gap	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	hill_tail_contrast	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	d_flat_l1	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	soft_rank	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	head_tail	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	erank_iqr	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	erank_depth_slope	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	erank_depth_slope_normalized	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	erank_attn_mlp_gap	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	gamma_param	0.4516266666666667	0.03461422010291917	0.41179	0.47436	0.46873
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	eta_param	0.5483700000000001	0.034617504242796	0.58821	0.52563	0.53127
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	fro_ratio	0.6716966666666666	0.026050002559180947	0.64171	0.68874	0.68464
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	original_head1_retention	0.03914666666666666	0.004442638105150289	0.03405	0.0422	0.04119
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	previous_mean_entropy_rank	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	base_left_overlap_k16	0.004367666666666666	0.00024181880268774243	0.004092	0.004467	0.004544
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	base_right_overlap_k16	0.010558666666666666	0.0006461503952899299	0.0113	0.010115	0.010261
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	base_bilateral_overlap_k16	2.6999999999999996e-05	4.1495970321976264e-21	2.7e-05	2.7e-05	2.7e-05
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	target	54.87804878048781	0.6097560975609753	54.87804878048781	54.268292682926834	55.487804878048784
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	off_score	65.53902641342701	1.5998175074810705	63.700751122900044	66.61619577835916	66.30013233902184
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	forgetting_gap	1.2732251237765828	0.516621990996236	1.5399464742256275	0.6777572396796027	1.6019716574245184
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	target_gain	0.6097560975609753	1.6132629945515786	1.2195121951219505	-1.2195121951219505	1.8292682926829258
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	off_gain	4.38885215994529	1.0393996877306912	3.498840828233149	5.531182415158888	4.136533236443832
Llama-3.1-8B-Instruct	magicoder	flat_nuclear	forgetting_reduction	3.3480032994731292	0.7475492956148049	3.498840828233152	4.008632073851565	2.5365369963346707
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	shannon_eff_rank	15.998743333333332	4.041451884276938e-05	15.99872	15.99872	15.99879
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	r2_participation	15.997493333333333	8.3864970836522e-05	15.99745	15.99744	15.99759
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	stable_rank	15.426483333333332	0.0021401479699623923	15.42458	15.4288	15.42607
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	flatness	0.99992	0.0	0.99992	0.99992	0.99992
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	gini	0.006563333333333333	5.03322295684718e-05	0.00657	0.00661	0.00651
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	decay_slope	-0.00248	2.0000000000000052e-05	-0.00248	-0.0025	-0.00246
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	erank_energy	15.995003333333335	0.00017097758137667448	15.99492	15.99489	15.9952
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	entropy_gap	0.00023333333333333333	1.1547005383792514e-05	0.00024	0.00024	0.00022
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	hill_tail_contrast	0.014586666666666666	0.00019218047073866096	0.01438	0.01462	0.01476
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	d_flat_l1	0.009163333333333332	4.5092497528228835e-05	0.00921	0.00916	0.00912
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	soft_rank	0.98183	7.999999999996898e-05	0.98175	0.98191	0.98183
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	head_tail	0.030693333333333336	0.0002967041174863156	0.03097	0.03073	0.03038
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	erank_iqr	0.0007766666666666667	9.073771725877468e-05	0.00074	0.00088	0.00071
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	erank_depth_slope	3.3333333333333337e-06	5.773502691896258e-06	-0.0	0.0	1e-05
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	erank_depth_slope_normalized	7.333333333333333e-05	0.00015567059238447492	-9e-05	9e-05	0.00022
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	erank_attn_mlp_gap	0.00014333333333333334	1.527525231651948e-05	0.00016	0.00013	0.00014
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	gamma_param	0.45136333333333334	0.03424184915178111	0.41196	0.4739	0.46823
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	eta_param	0.5489799999999999	0.03386955417480424	0.58795	0.52664	0.53235
Llama-3.1-8B-Instruct	magicoder	hns_f4_s1	fro_ratio	0.67175	0.026053274266394998	0.64176	0.6888	0.68469
