base_model,task,module,layer,module_type,lora_mean,lora_median,lora_p50,lora_p90,lora_p95,lora_p99,lora_max,lora_fraction_gt_0p10,lora_fraction_gt_0p25,lora_fraction_gt_0p50,lora_fraction_gt_1p00,hns_mean,hns_median,hns_p50,hns_p90,hns_p95,hns_p99,hns_max,hns_fraction_gt_0p10,hns_fraction_gt_0p25,hns_fraction_gt_0p50,hns_fraction_gt_1p00,scalar_shrink_mean,scalar_shrink_median,scalar_shrink_p50,scalar_shrink_p90,scalar_shrink_p95,scalar_shrink_p99,scalar_shrink_max,scalar_shrink_fraction_gt_0p10,scalar_shrink_fraction_gt_0p25,scalar_shrink_fraction_gt_0p50,scalar_shrink_fraction_gt_1p00,shape_only_mean,shape_only_median,shape_only_p50,shape_only_p90,shape_only_p95,shape_only_p99,shape_only_max,shape_only_fraction_gt_0p10,shape_only_fraction_gt_0p25,shape_only_fraction_gt_0p50,shape_only_fraction_gt_1p00,head_only_mean,head_only_median,head_only_p50,head_only_p90,head_only_p95,head_only_p99,head_only_max,head_only_fraction_gt_0p10,head_only_fraction_gt_0p25,head_only_fraction_gt_0p50,head_only_fraction_gt_1p00,tail_only_mean,tail_only_median,tail_only_p50,tail_only_p90,tail_only_p95,tail_only_p99,tail_only_max,tail_only_fraction_gt_0p10,tail_only_fraction_gt_0p25,tail_only_fraction_gt_0p50,tail_only_fraction_gt_1p00,paired_mean_delta,paired_fraction_hns_lower,hns_to_lora_p99_ratio,scalar_shrink_to_lora_p99_ratio,shape_only_to_lora_p99_ratio,head_only_to_lora_p99_ratio,tail_only_to_lora_p99_ratio
Qwen3-8B,commonsense,layers.24.self_attn.o_proj,24,o_proj,0.043549799586632174,0.04022233415141058,0.04022233415141058,0.05952122552492289,0.06999796037966804,0.07518838966647463,0.07752850037007575,0.0,0.0,0.0,0.0,0.026897042770762953,0.02687361891311618,0.02687361891311618,0.02948485125058998,0.030254745408431354,0.031165410876989923,0.031643072956028855,0.0,0.0,0.0,0.0,0.030917367787399064,0.028540756283675722,0.028540756283675722,0.04224067428564864,0.049704878183239196,0.05338520912286173,0.055049860892119336,0.0,0.0,0.0,0.0,0.03789069178823301,0.03785707652845721,0.03785707652845721,0.041538441557556635,0.04262307770887463,0.04389462511290641,0.04458628960642994,0.0,0.0,0.0,0.0,0.022302441393124747,0.02233900809313753,0.02233900809313753,0.024599163193261137,0.025708915860326812,0.02655806654167922,0.026812481071922557,0.0,0.0,0.0,0.0,0.046161932824474845,0.04289355653902127,0.04289355653902127,0.061427339294194166,0.07172226057333803,0.07689727327733688,0.07912225418951623,0.0,0.0,0.0,0.0,-0.016652756815869217,1.0,0.41449765070425637,0.7100193176056993,0.5837952549272161,0.3532203131292897,1.0227280251438102
Qwen3-8B,commonsense,layers.24.self_attn.q_proj,24,q_proj,0.029769461930180912,0.03055426339082121,0.03055426339082121,0.0319773855839412,0.03254166852000083,0.03286818479909484,0.033533113138974634,0.0,0.0,0.0,0.0,0.019576733324179474,0.020003934939951968,0.020003934939951968,0.02064731256830951,0.021153873622529195,0.021765083892687193,0.022028253477272032,0.0,0.0,0.0,0.0,0.020814285355742826,0.021363180770373462,0.021363180770373462,0.02235832429044215,0.022757567166376107,0.022978396869839803,0.023440250211261823,0.0,0.0,0.0,0.0,0.028009696621576655,0.02862397250120338,0.02862397250120338,0.029542288654239662,0.030273482228204317,0.03114722375839545,0.031522355530599566,0.0,0.0,0.0,0.0,0.01602738098463008,0.01641502127538262,0.01641502127538262,0.016882176004654092,0.01703561277638704,0.01736830798139444,0.017602845580581256,0.0,0.0,0.0,0.0,0.031821784132667535,0.03262221231615964,0.03262221231615964,0.034205725876238754,0.03459896129164172,0.035310611688471494,0.035558725257303116,0.0,0.0,0.0,0.0,-0.010192728606001438,1.0,0.6621930607280322,0.6991075719664509,0.9476405207279112,0.5284230963029254,1.0743097589448845
Qwen3-8B,commonsense,layers.24.self_attn.v_proj,24,v_proj,0.26689145974378387,0.2723080949765092,0.2723080949765092,0.2964560656886819,0.3333502925486558,0.3470450729727638,0.3518002346509002,1.0,0.828125,0.0,0.0,0.03962914977901148,0.04012879145082204,0.04012879145082204,0.04164041929719378,0.04445754876314059,0.045627894273954125,0.04614670688156328,0.0,0.0,0.0,0.0,0.10465936040720916,0.10679895078838517,0.10679895078838517,0.1162828978612436,0.13074089975315023,0.13605843735196882,0.13801806323551236,0.8046875,0.0,0.0,0.0,0.10105892689758564,0.10234748527045845,0.10234748527045845,0.10620441901830854,0.1133691621705246,0.11634043797667054,0.11769306014440543,0.71484375,0.0,0.0,0.0,0.030440653534690335,0.03085930644600112,0.03085930644600112,0.03301848535030233,0.03611794640731779,0.037464890627001785,0.03779113793830264,0.0,0.0,0.0,0.0,0.26794389410450337,0.27339748507604245,0.27339748507604245,0.2974024432553334,0.3339841860778256,0.34793143805783966,0.3525865162674473,1.0,0.83203125,0.0,0.0,-0.22726230996477237,1.0,0.13147541292866882,0.39204831864201894,0.3352314930741027,0.10795396202020721,1.0025540344874608
Qwen3-8B,commonsense,layers.25.mlp.down_proj,25,down_proj,0.025528694578394337,0.025896848476261662,0.025896848476261662,0.027265806692458497,0.02762867164923554,0.02882401452457391,0.03013375090319195,0.0,0.0,0.0,0.0,0.016405886007714754,0.01682517293951765,0.01682517293951765,0.01734616304275251,0.01752340683135361,0.0177757135724941,0.01814915854856742,0.0,0.0,0.0,0.0,0.015790329167367848,0.01602088735326128,0.01602088735326128,0.016864061441922092,0.017090073235351878,0.017826837465110792,0.018637242185890867,0.0,0.0,0.0,0.0,0.02651887344526952,0.027195194465284282,0.027195194465284282,0.02803450640268533,0.02831115200674918,0.028734198369378645,0.029335356911387264,0.0,0.0,0.0,0.0,0.011777095767579786,0.0120854732512483,0.0120854732512483,0.01264007547063393,0.012795781501062059,0.013016532924540166,0.01336850165749206,0.0,0.0,0.0,0.0,0.027970379334782577,0.028413955085270788,0.028413955085270788,0.029629239056858145,0.02996706533588671,0.030967984746399335,0.032377511658721776,0.0,0.0,0.0,0.0,-0.009122808570679581,1.0,0.6166980507638662,0.618471706982819,0.9968839817535239,0.4515863990230411,1.0743813884772222
Qwen3-8B,commonsense,layers.25.mlp.gate_proj,25,gate_proj,0.019622819414271526,0.02041731604857887,0.02041731604857887,0.0216699360395887,0.02199921031588581,0.022721883850158355,0.023546258701867696,0.0,0.0,0.0,0.0,0.015316777484996191,0.015844671013430005,0.015844671013430005,0.016557514849239292,0.01670900479876929,0.016969101731302085,0.017482402520559524,0.0,0.0,0.0,0.0,0.016759098871973202,0.017441196786677368,0.017441196786677368,0.01850601148289866,0.0187845068458947,0.019405683176710143,0.02010905473886885,0.0,0.0,0.0,0.0,0.017931590237294095,0.018548371902110963,0.018548371902110963,0.019384854348428855,0.019563143681923332,0.01986652735213698,0.020467674540978024,0.0,0.0,0.0,0.0,0.012639980476669338,0.013165010163429351,0.013165010163429351,0.013824499526592832,0.013926463631660764,0.014339608619132232,0.01472168845488639,0.0,0.0,0.0,0.0,0.021446750293803947,0.022282173212186115,0.022282173212186115,0.023488767865490867,0.023738917503024384,0.024450988799363357,0.025369686252350112,0.0,0.0,0.0,0.0,-0.004306041929275335,1.0,0.7468175545305334,0.8540525646853396,0.8743345174699731,0.631092417939294,1.0760986615637924
Qwen3-8B,commonsense,layers.25.mlp.up_proj,25,up_proj,0.022160173645858844,0.022293460488854333,0.022293460488854333,0.023430211523120224,0.023699795580271646,0.02442741458700923,0.025971025214332852,0.0,0.0,0.0,0.0,0.017385533871050268,0.01759087687111458,0.01759087687111458,0.018150055062660382,0.01833012544884359,0.018669956322610936,0.019362025365273112,0.0,0.0,0.0,0.0,0.017968768505387984,0.018081398079446337,0.018081398079446337,0.018994199584987572,0.019219311560149336,0.01980603576460811,0.021057778972331007,0.0,0.0,0.0,0.0,0.021444171175712068,0.02169559163751455,0.02169559163751455,0.022383932252183148,0.022606704136341728,0.023024234460350224,0.023877277028816712,0.0,0.0,0.0,0.0,0.014143451925536411,0.014379226476824027,0.014379226476824027,0.014918935056113993,0.015158189406638945,0.015430688159436323,0.016035336035918592,0.0,0.0,0.0,0.0,0.024357396173594215,0.024523149468403706,0.024523149468403706,0.02563077254410924,0.02590790649844121,0.026563735686881064,0.02803566958421344,0.0,0.0,0.0,0.0,-0.004774639774808578,1.0,0.7643034123038066,0.8108117907468266,0.9425571575878017,0.6316955117977379,1.087455882498836
Qwen3-8B,commonsense,layers.25.self_attn.k_proj,25,k_proj,0.09206414234110799,0.09368077314115242,0.09368077314115242,0.1057941252248681,0.10838439346696035,0.11111097801416854,0.1157329416211295,0.265625,0.0,0.0,0.0,0.040310435981575965,0.041523031001305666,0.041523031001305666,0.043651600775890614,0.04527918424882113,0.045979539256350246,0.04627204034304093,0.0,0.0,0.0,0.0,0.038560080738007874,0.03923501621146723,0.03923501621146723,0.044291233438637986,0.04537242022380696,0.046549261824105036,0.04848152855603905,0.0,0.0,0.0,0.0,0.0962517239300431,0.09915670646111915,0.09915670646111915,0.1042314995588877,0.10810821206585734,0.10980681439376494,0.11048177436674551,0.40234375,0.0,0.0,0.0,0.029968477109152552,0.030848213503789794,0.030848213503789794,0.03323084820291507,0.03350806571363366,0.033925334366542166,0.03409024690019634,0.0,0.0,0.0,0.0,0.09595591795509023,0.09771487208998891,0.09771487208998891,0.10947940016927896,0.11184847856477736,0.11448619914869451,0.11903046616852224,0.390625,0.0,0.0,0.0,-0.05175370635953201,1.0,0.41381634900636977,0.41894385825826513,0.9882625133563553,0.30532837504333826,1.030377026598538
Qwen3-8B,commonsense,layers.25.self_attn.o_proj,25,o_proj,0.036823550495883456,0.03667688315466752,0.03667688315466752,0.04122960208380781,0.042480751324896336,0.04435286344375592,0.046430046794587024,0.0,0.0,0.0,0.0,0.024665836239748933,0.024653548850909528,0.024653548850909528,0.026004280296333778,0.02634739142415198,0.027228477821426112,0.027453043502648294,0.0,0.0,0.0,0.0,0.031054051905994487,0.030924391031022562,0.030924391031022562,0.03476101383976836,0.03582217903989633,0.03740457398422558,0.03915459521062855,0.0,0.0,0.0,0.0,0.02925430074470723,0.029238692365432403,0.029238692365432403,0.030846884794771642,0.03125818770834963,0.03229212365724895,0.032575103183944756,0.0,0.0,0.0,0.0,0.021114218663874765,0.021101629231433956,0.021101629231433956,0.022528011381867358,0.0229265114983098,0.02365939148484583,0.024172194417222764,0.0,0.0,0.0,0.0,0.03898074559485562,0.0388092117039509,0.0388092117039509,0.04324350060992218,0.044221515266614685,0.04614660327617744,0.04829136678324512,0.0,0.0,0.0,0.0,-0.012157714256134525,1.0,0.6139057482941248,0.8433406792699755,0.7280730295620879,0.5334354909204096,1.0404424808940729
Qwen3-8B,commonsense,layers.25.self_attn.q_proj,25,q_proj,0.051281556453516085,0.05302487733626106,0.05302487733626106,0.05695182792288059,0.05960653404194774,0.062042608768656325,0.0631134321039505,0.0,0.0,0.0,0.0,0.021929617568793344,0.02230869194574131,0.02230869194574131,0.023430099371719866,0.023684927287674302,0.024113764313619182,0.02449232196549378,0.0,0.0,0.0,0.0,0.028604506971000962,0.02957242170515778,0.02957242170515778,0.03176422553374464,0.03322771292466033,0.03460799666358936,0.03520313301963449,0.0,0.0,0.0,0.0,0.039330341364460855,0.04000714623136958,0.04000714623136958,0.042021463612544066,0.04247691710622474,0.04323475451566178,0.043911132757982606,0.0,0.0,0.0,0.0,0.016684010846886276,0.0171005442585719,0.0171005442585719,0.018311419545190506,0.018618950751739242,0.01903282021384397,0.019443380383197508,0.0,0.0,0.0,0.0,0.053224554030824565,0.0549232233070029,0.0549232233070029,0.05881376711933493,0.06143287590711735,0.06376608363409131,0.0646875482718893,0.0,0.0,0.0,0.0,-0.02935193888472274,1.0,0.38866457733159276,0.557810146130947,0.6968558442936365,0.30677014702610755,1.0277788909854106
Qwen3-8B,commonsense,layers.25.self_attn.v_proj,25,v_proj,0.04293215522412021,0.043341767412032293,0.043341767412032293,0.04594608251073838,0.0468968627328892,0.05023724758531659,0.05291743336088184,0.0,0.0,0.0,0.0,0.020423339150231767,0.02038220705097621,0.02038220705097621,0.021158663224607348,0.021378672337676926,0.021688187815137795,0.021770010040958365,0.0,0.0,0.0,0.0,0.028488706572553882,0.02875789561462036,0.02875789561462036,0.030488144721425685,0.031106880054068392,0.03334485769938834,0.0351226685339037,0.0,0.0,0.0,0.0,0.03078279814936805,0.03072136606123088,0.03072136606123088,0.031896068000231925,0.03221782177144974,0.03268916971956451,0.03281663929215979,0.0,0.0,0.0,0.0,0.015779400160066043,0.01572137008752205,0.01572137008752205,0.016484722875402192,0.01669444115039239,0.016960170300004573,0.017391265474787494,0.0,0.0,0.0,0.0,0.044863628216791365,0.045176870917638286,0.045176870917638286,0.0477170711500397,0.0486322421135518,0.05186950199821305,0.05444180995620648,0.0,0.0,0.0,0.0,-0.022508816073888438,1.0,0.4317152881097898,0.663747703190937,0.6506958738941531,0.3376015031715574,1.032490920409691
Qwen3-8B,commonsense,layers.26.mlp.down_proj,26,down_proj,0.02546995432770762,0.02629408192990306,0.02629408192990306,0.027857431309155325,0.028421491307829908,0.03000639322672698,0.030794612560735086,0.0,0.0,0.0,0.0,0.014058214849025502,0.014433276698834235,0.014433276698834235,0.01502695481145651,0.01512808241873741,0.015524300955313928,0.01574405997298687,0.0,0.0,0.0,0.0,0.017307938218326994,0.01786109399589471,0.01786109399589471,0.01892966936979444,0.019316781306376082,0.020389546067878777,0.020922051684882207,0.0,0.0,0.0,0.0,0.020693512506548797,0.021250522228130994,0.021250522228130994,0.022121495247161952,0.02227363145585034,0.0228502639435505,0.02316871453902113,0.0,0.0,0.0,0.0,0.010229387840914591,0.010477643785119992,0.010477643785119992,0.010902209545169721,0.010989078759527147,0.01145466763896664,0.011857089169334355,0.0,0.0,0.0,0.0,0.027242099482023573,0.028121848517268837,0.028121848517268837,0.0296128675158516,0.030122628099574257,0.03170398012780303,0.03249548400403694,0.0,0.0,0.0,0.0,-0.011411739478682119,1.0,0.5173664438112571,0.6795067275768957,0.7615131805710509,0.3817409027608109,1.0565741736519
Qwen3-8B,commonsense,layers.26.mlp.gate_proj,26,gate_proj,0.014789158549114962,0.014891399194251875,0.014891399194251875,0.01582079749402439,0.016007273154073447,0.016314374867267445,0.017182395289707247,0.0,0.0,0.0,0.0,0.012179739232998333,0.012407415433637069,0.012407415433637069,0.012957964870548472,0.013485071798670561,0.013841494725245602,0.013875704436733619,0.0,0.0,0.0,0.0,0.012943480765046079,0.013032849211691459,0.013032849211691459,0.01384279007049542,0.014009819933523253,0.014284880354691597,0.015042391548325556,0.0,0.0,0.0,0.0,0.013917488964369635,0.014177702777442392,0.014177702777442392,0.01481027666148221,0.015411151786574692,0.015816663518650735,0.015854473246899373,0.0,0.0,0.0,0.0,0.010447158395761871,0.010611333904057323,0.010611333904057323,0.011179698959302237,0.011595453662661752,0.011899192397742276,0.011993532773731138,0.0,0.0,0.0,0.0,0.016065152842881694,0.016263675293081203,0.016263675293081203,0.01712419577402415,0.01736948739750749,0.01766762526085967,0.01826043199036143,0.0,0.0,0.0,0.0,-0.00260941931611663,1.0,0.8484232364316124,0.8756008410320552,0.9694924658366593,0.7293685779904674,1.0829483449168094
Qwen3-8B,commonsense,layers.26.mlp.up_proj,26,up_proj,0.019059858557801613,0.01886800295758918,0.01886800295758918,0.020690315342368624,0.021176136219203633,0.02225525507546751,0.025097659799675702,0.0,0.0,0.0,0.0,0.015711261376671913,0.015983495241063413,0.015983495241063413,0.016385741255466192,0.016543273549761404,0.016764203660617795,0.017006775661820708,0.0,0.0,0.0,0.0,0.016077292774711087,0.015915367861923994,0.015915367861923994,0.01745040564361879,0.01786000532544747,0.018771690363993097,0.021168952298057157,0.0,0.0,0.0,0.0,0.01862234252041336,0.01894435022009635,0.01894435022009635,0.01942042380373985,0.01960802798875842,0.01987557799851319,0.020162515809977296,0.0,0.0,0.0,0.0,0.012889491470319817,0.013093034620816766,0.013093034620816766,0.013535329461453367,0.013669778064295647,0.013885671218385801,0.014062331123222074,0.0,0.0,0.0,0.0,0.021073657537513262,0.020982927826801754,0.020982927826801754,0.02262579097515799,0.022913204324009357,0.023924452412871316,0.026550655859449806,0.0,0.0,0.0,0.0,-0.003348597181129697,1.0,0.753269445969971,0.8434722630829593,0.89307347550568,0.6239277497067335,1.0750023907496706
Qwen3-8B,commonsense,layers.26.self_attn.k_proj,26,k_proj,0.0667866744403514,0.06634949746904939,0.06634949746904939,0.0743257307559839,0.07659882983189058,0.08429792937168808,0.0906149772921872,0.0,0.0,0.0,0.0,0.02977298598104837,0.029960897277034416,0.029960897277034416,0.03125666014329565,0.03153084715364022,0.032478016651511926,0.0329641677981989,0.0,0.0,0.0,0.0,0.03517953760612175,0.03495243234664548,0.03495243234664548,0.03913472116132577,0.04034533724290547,0.04441147632560339,0.04772526037738907,0.0,0.0,0.0,0.0,0.05653642823054262,0.05690747450835891,0.05690747450835891,0.05935452143943026,0.05987301463310066,0.06166067331965541,0.06258911420001417,0.0,0.0,0.0,0.0,0.022377480700046734,0.02255561834803204,0.02255561834803204,0.023869135210945497,0.024269598339595765,0.025982331479651198,0.026455808272199045,0.0,0.0,0.0,0.0,0.06962436614432349,0.06914023452417777,0.06914023452417777,0.07690958460491455,0.07872230866718072,0.0863715490062914,0.09278794683047754,0.0,0.0,0.0,0.0,-0.037013688459303036,1.0,0.3852765648407474,0.5268394687345574,0.731461303726453,0.30822028101176,1.0245987018905327
Qwen3-8B,commonsense,layers.26.self_attn.o_proj,26,o_proj,0.03459953983129125,0.03469754964629352,0.03469754964629352,0.039246944660774954,0.041505733023278146,0.048160227472175396,0.05187820594328151,0.0,0.0,0.0,0.0,0.026063866016471086,0.026138291331585132,0.026138291331585132,0.027802025433379122,0.02860133696556042,0.030076130375737965,0.03195093305900276,0.0,0.0,0.0,0.0,0.02791834405391846,0.02799836998250689,0.02799836998250689,0.03166810042216474,0.03349585720356575,0.038872560546943394,0.04185902913250903,0.0,0.0,0.0,0.0,0.03229333006669689,0.03238620326989709,0.03238620326989709,0.034448341752398276,0.03543432402625582,0.037271456011027035,0.0396006429938056,0.0,0.0,0.0,0.0,0.021938050788711402,0.022092202472861457,0.022092202472861457,0.023865360321064656,0.02449607982691828,0.025599972184012644,0.02673344873926362,0.0,0.0,0.0,0.0,0.03736711683822652,0.03737840411200974,0.03737840411200974,0.04180820959031448,0.0442810725242598,0.050308913826552545,0.05418885089649499,0.0,0.0,0.0,0.0,-0.008535673814820167,1.0,0.6245014185847537,0.8071506840245313,0.7739053149730375,0.5315583735314175,1.0446153697180636
Qwen3-8B,commonsense,layers.26.self_attn.q_proj,26,q_proj,0.041056116159266215,0.0399937795894863,0.0399937795894863,0.04786258332408304,0.04926338067836632,0.051258930368576885,0.051977565265254634,0.0,0.0,0.0,0.0,0.01875693856439205,0.01921884540587139,0.01921884540587139,0.019786375142990156,0.019901854242395232,0.020331406587887752,0.02073277444183806,0.0,0.0,0.0,0.0,0.02340076208862359,0.022799532728760036,0.022799532728760036,0.027286722077482596,0.02808269967643859,0.0292218154972994,0.029641028446946667,0.0,0.0,0.0,0.0,0.032920806703100595,0.033735092089468954,0.033735092089468954,0.034729505413491416,0.03493121387180988,0.035688868090097435,0.03639916331006967,0.0,0.0,0.0,0.0,0.013933666431843239,0.014279448488685658,0.014279448488685658,0.014928036229358312,0.015143147255352938,0.015527993502527477,0.01599645635892002,0.0,0.0,0.0,0.0,0.042925730653857214,0.04201474892688519,0.04201474892688519,0.04957022438833255,0.05089243191111034,0.052874565181156345,0.05345018095542186,0.0,0.0,0.0,0.0,-0.022299177594874167,1.0,0.3966412572735122,0.5700824283140556,0.6962468360825508,0.3029324527623494,1.0315190894730393
Qwen3-8B,commonsense,layers.26.self_attn.v_proj,26,v_proj,0.06459345914186806,0.0677336468826551,0.0677336468826551,0.0723371917552334,0.07343344379010086,0.07608863409677118,0.07889474484713332,0.0,0.0,0.0,0.0,0.023533236150317688,0.023816431937699015,0.023816431937699015,0.02470446353782125,0.024872888608129695,0.025244263545686933,0.02566924858240576,0.0,0.0,0.0,0.0,0.03563399500819053,0.03736092134938929,0.03736092134938929,0.039890395949886776,0.04052876726068058,0.04198999749057098,0.04351886937039145,0.0,0.0,0.0,0.0,0.042658073970856164,0.04316283240683064,0.04316283240683064,0.04477642514638446,0.04507461325514824,0.04576119866226043,0.04651358521952946,0.0,0.0,0.0,0.0,0.017577520842536255,0.01801236194571991,0.01801236194571991,0.01878287828608776,0.01887531824602106,0.019298115097677853,0.019972413464901743,0.0,0.0,0.0,0.0,0.06649905380288042,0.06950272540695798,0.06950272540695798,0.0739427383707657,0.07513800914695942,0.07763253333484947,0.08054241443961095,0.0,0.0,0.0,0.0,-0.04106022299155038,1.0,0.33177443445207244,0.5518563710470501,0.6014196365262694,0.2536267778592804,1.0202907997548587
Qwen3-8B,commonsense,layers.27.mlp.down_proj,27,down_proj,0.02655300529482242,0.02693786096324405,0.02693786096324405,0.028978316506223466,0.02984284398679461,0.03129880237346943,0.033416485926101816,0.0,0.0,0.0,0.0,0.013745747622316933,0.014224393808805299,0.014224393808805299,0.014733063665320074,0.014910075734202381,0.015303028910752208,0.015818206713370985,0.0,0.0,0.0,0.0,0.01579298559152678,0.016026361071784866,0.016026361071784866,0.017231323842427114,0.017747336476826137,0.01860975914351551,0.01988066959121982,0.0,0.0,0.0,0.0,0.02310697777417024,0.02390877565087867,0.02390877565087867,0.024757883699482938,0.025066120651805655,0.025711228257291573,0.026590809979173576,0.0,0.0,0.0,0.0,0.01040041822124074,0.01083933574866554,0.01083933574866554,0.011368642527025945,0.011476044082397495,0.011746060579132654,0.01235954615927743,0.0,0.0,0.0,0.0,0.028032912224560735,0.02847227978412794,0.02847227978412794,0.030493255703267632,0.031249744937367034,0.03261293602086328,0.034880986733237085,0.0,0.0,0.0,0.0,-0.012807257672505488,1.0,0.4889333696590221,0.5945837454563486,0.8214764242572364,0.37528786050578267,1.0419867070858846
Qwen3-8B,commonsense,layers.27.mlp.gate_proj,27,gate_proj,0.019554128613961275,0.020464687005434697,0.020464687005434697,0.022260566636558766,0.022649917159912523,0.023416456980511136,0.023937737279352875,0.0,0.0,0.0,0.0,0.012935523285884515,0.013413195393145724,0.013413195393145724,0.014089466977541733,0.014243658992983743,0.014532813261973615,0.014635185176014483,0.0,0.0,0.0,0.0,0.015733518516968116,0.016467125685347934,0.016467125685347934,0.01791377081572732,0.01822064030226531,0.018836815384859634,0.019253837807724213,0.0,0.0,0.0,0.0,0.016074164038562638,0.016668882448506794,0.016668882448506794,0.01751101840060926,0.017699896768012077,0.018063260518049122,0.018186306994938638,0.0,0.0,0.0,0.0,0.010951826282377371,0.011405338222133275,0.011405338222133275,0.012004604549851864,0.012147242895296721,0.012346300024584957,0.012529007182949232,0.0,0.0,0.0,0.0,0.02073400773476735,0.021702041312475384,0.021702041312475384,0.02340764210122735,0.023778414546736976,0.02445184710635849,0.025110257069788203,0.0,0.0,0.0,0.0,-0.0066186053280767616,1.0,0.6206239173615749,0.8044263656340919,0.7713916982864945,0.5272488504499394,1.0442163443730654
Qwen3-8B,commonsense,layers.27.mlp.up_proj,27,up_proj,0.021875343804713253,0.0225691192246684,0.0225691192246684,0.024360756154634206,0.02466414860445826,0.024949106414174454,0.025533485481052786,0.0,0.0,0.0,0.0,0.015636279731078246,0.016100906027471214,0.016100906027471214,0.016782951360149238,0.01690940753928961,0.017025871697437175,0.017360142004433966,0.0,0.0,0.0,0.0,0.017623057546083086,0.018181809896077976,0.018181809896077976,0.01962320900202494,0.019872767412224747,0.020098310174554244,0.020563068171534003,0.0,0.0,0.0,0.0,0.019412774031458177,0.019985455492291172,0.019985455492291172,0.02083297948462707,0.020994560407341233,0.021139682326056466,0.021554978228064296,0.0,0.0,0.0,0.0,0.013085707311687789,0.013520221007609093,0.013520221007609093,0.014231702454474107,0.014354523820433292,0.014547958828404999,0.014665547428788932,0.0,0.0,0.0,0.0,0.0234961742175328,0.02421320490250811,0.02421320490250811,0.025886737062953087,0.026183732410020446,0.02650000111353542,0.02704774218578146,0.0,0.0,0.0,0.0,-0.006239064073635005,1.0,0.6824241082944833,0.8055723455945378,0.8473122032958375,0.583105406137504,1.0621623345387572
Qwen3-8B,commonsense,layers.27.self_attn.k_proj,27,k_proj,0.05767683791471535,0.05983852321275975,0.05983852321275975,0.06258213177815286,0.06317119717773936,0.06568207240426828,0.06771270122043344,0.0,0.0,0.0,0.0,0.024106275469507218,0.024452329208330438,0.024452329208330438,0.025250830499087894,0.02547249275484433,0.025920322659743422,0.02611026737095987,0.0,0.0,0.0,0.0,0.03514496171065554,0.0364689969177918,0.0364689969177918,0.0381282260331517,0.03848552926289166,0.04001586422162523,0.04126836479719268,0.0,0.0,0.0,0.0,0.03956421419138033,0.04013320642660513,0.04013320642660513,0.041442816048347195,0.04179728171533251,0.04254546769044893,0.04285116642450482,0.0,0.0,0.0,0.0,0.01944902784220435,0.019901569847100162,0.019901569847100162,0.020638556430492887,0.020925522692895257,0.021526599693529533,0.021953568290246438,0.0,0.0,0.0,0.0,0.05940694630085279,0.06156560471345705,0.06156560471345705,0.06417430049099775,0.06482278351188783,0.06713888104927548,0.06918242877250474,0.0,0.0,0.0,0.0,-0.03357056244520813,1.0,0.39463314281872475,0.6092357131384429,0.6477485580629176,0.32773934965137685,1.0221796997518693
Qwen3-8B,commonsense,layers.27.self_attn.o_proj,27,o_proj,0.044558632950009135,0.04634805327829496,0.04634805327829496,0.05158786298745258,0.05277548338916953,0.0549245826644824,0.05528955877074526,0.0,0.0,0.0,0.0,0.021900938754521787,0.022206493747694872,0.022206493747694872,0.02359122119287571,0.023984061212875593,0.02440200966276194,0.025027231847249073,0.0,0.0,0.0,0.0,0.03436037944612824,0.035745549543809624,0.035745549543809624,0.039787255878752203,0.04069877712995075,0.042368432913254366,0.042637503087380325,0.0,0.0,0.0,0.0,0.028392673624254988,0.028786513040152152,0.028786513040152152,0.03058681512000776,0.031097314360231196,0.031641887826911644,0.03244529117580103,0.0,0.0,0.0,0.0,0.018935177697023506,0.019372772385207987,0.019372772385207987,0.02060740937502259,0.021028160545918256,0.021522134913430184,0.021777555977935816,0.0,0.0,0.0,0.0,0.04592996017863034,0.04769232238354027,0.04769232238354027,0.05280904082014074,0.05402078091888865,0.056086722501248715,0.056538282783628574,0.0,0.0,0.0,0.0,-0.022657694195487348,1.0,0.44428211338129614,0.7713928965481679,0.5760970096068336,0.3918488565475749,1.0211588287136468
Qwen3-8B,commonsense,layers.27.self_attn.q_proj,27,q_proj,0.03529991044584739,0.036015627903539606,0.036015627903539606,0.04036899365331674,0.042091656472994385,0.04365606724307448,0.04455219319888167,0.0,0.0,0.0,0.0,0.01869861080658334,0.01895669927430757,0.01895669927430757,0.019787786110833212,0.0200912352333636,0.02050263006755033,0.020851822688929406,0.0,0.0,0.0,0.0,0.025372892812929048,0.025891791091029792,0.025891791091029792,0.029021188968429958,0.03025233166857725,0.031382824294892836,0.03202666484159756,0.0,0.0,0.0,0.0,0.026001823056644287,0.02636134139193585,0.02636134139193585,0.02751514394733117,0.027939147434719952,0.028516752015875776,0.028986433313980563,0.0,0.0,0.0,0.0,0.015062287530859909,0.01527465906839582,0.01527465906839582,0.016169997076651232,0.016459020298454266,0.016905321895757615,0.017121300591378872,0.0,0.0,0.0,0.0,0.03700569643584138,0.037818217576140324,0.037818217576140324,0.0418864181604479,0.043671110535051266,0.04513768442966496,0.04606608679229925,0.0,0.0,0.0,0.0,-0.016601299639264048,1.0,0.4696398773941973,0.7188651263558642,0.653213947493166,0.38723877260014633,1.0339384026128813
