base_model,task,module,layer,module_type,lora_mean,lora_median,lora_p50,lora_p90,lora_p95,lora_p99,lora_max,lora_fraction_gt_0p10,lora_fraction_gt_0p25,lora_fraction_gt_0p50,lora_fraction_gt_1p00,hns_mean,hns_median,hns_p50,hns_p90,hns_p95,hns_p99,hns_max,hns_fraction_gt_0p10,hns_fraction_gt_0p25,hns_fraction_gt_0p50,hns_fraction_gt_1p00,scalar_shrink_mean,scalar_shrink_median,scalar_shrink_p50,scalar_shrink_p90,scalar_shrink_p95,scalar_shrink_p99,scalar_shrink_max,scalar_shrink_fraction_gt_0p10,scalar_shrink_fraction_gt_0p25,scalar_shrink_fraction_gt_0p50,scalar_shrink_fraction_gt_1p00,shape_only_mean,shape_only_median,shape_only_p50,shape_only_p90,shape_only_p95,shape_only_p99,shape_only_max,shape_only_fraction_gt_0p10,shape_only_fraction_gt_0p25,shape_only_fraction_gt_0p50,shape_only_fraction_gt_1p00,head_only_mean,head_only_median,head_only_p50,head_only_p90,head_only_p95,head_only_p99,head_only_max,head_only_fraction_gt_0p10,head_only_fraction_gt_0p25,head_only_fraction_gt_0p50,head_only_fraction_gt_1p00,tail_only_mean,tail_only_median,tail_only_p50,tail_only_p90,tail_only_p95,tail_only_p99,tail_only_max,tail_only_fraction_gt_0p10,tail_only_fraction_gt_0p25,tail_only_fraction_gt_0p50,tail_only_fraction_gt_1p00,paired_mean_delta,paired_fraction_hns_lower,hns_to_lora_p99_ratio,scalar_shrink_to_lora_p99_ratio,shape_only_to_lora_p99_ratio,head_only_to_lora_p99_ratio,tail_only_to_lora_p99_ratio
Qwen3-8B,metamath,layers.3.mlp.down_proj,3,down_proj,0.018878232373825177,0.018129908130247285,0.018129908130247285,0.02374768243983811,0.02490643828959809,0.027388246854839572,0.02831395086307559,0.0,0.0,0.0,0.0,0.008608894698559489,0.008583377565781257,0.008583377565781257,0.009530628727979818,0.00975532593600969,0.010468809743348724,0.010956825695566838,0.0,0.0,0.0,0.0,0.013313675836072333,0.012787340488987164,0.012787340488987164,0.016745236141246372,0.017566949076285077,0.019316452061590005,0.019970841176635407,0.0,0.0,0.0,0.0,0.012202407130230405,0.012167464757414682,0.012167464757414682,0.013511471759958914,0.013829920284304197,0.014833108418511619,0.015529331245972932,0.0,0.0,0.0,0.0,0.007453299717375227,0.007400196648764724,0.007400196648764724,0.008516099353837799,0.008718707749485178,0.009496382910713823,0.009922857941839105,0.0,0.0,0.0,0.0,0.019367968729094263,0.018649380894734485,0.018649380894734485,0.024110044843962047,0.025289043017032137,0.02773718256265677,0.028690824555726042,0.0,0.0,0.0,0.0,-0.010269337675265687,1.0,0.38223730780704784,0.7052825310056945,0.5415866337531046,0.3467320475474606,1.0127403447787875
Qwen3-8B,metamath,layers.3.mlp.gate_proj,3,gate_proj,0.04037851941341811,0.04041356785572796,0.04041356785572796,0.042347957061351776,0.04280577000571348,0.04430632338849244,0.044558781765803225,0.0,0.0,0.0,0.0,0.0033316794580511956,0.003343776422723689,0.003343776422723689,0.003494646105372375,0.003539120151141412,0.0036461023498431827,0.0036780837758038643,0.0,0.0,0.0,0.0,0.012789797283957571,0.01280058682623349,0.01280058682623349,0.01341557766914154,0.01355814033752963,0.014034377940104245,0.014117073759898093,0.0,0.0,0.0,0.0,0.010508957406458873,0.010548703996796919,0.010548703996796919,0.011022953308347884,0.011163445213693715,0.01150176084579194,0.011604065445157146,0.0,0.0,0.0,0.0,0.003200205042159289,0.0032032542248922593,0.0032032542248922593,0.003355361097200045,0.00339155179213885,0.003509585308653369,0.003530668856292945,0.0,0.0,0.0,0.0,0.040374599125607424,0.04041115243918454,0.04041115243918454,0.04234155580919003,0.042797871824462215,0.044305157352780435,0.04455472514341483,0.0,0.0,0.0,0.0,-0.037046839955366916,1.0,0.08229304692860556,0.3167578997030784,0.25959637284594145,0.07921183795550284,0.999973682408676
Qwen3-8B,metamath,layers.3.mlp.up_proj,3,up_proj,0.0974685136375103,0.09747872819279717,0.09747872819279717,0.10149588641701053,0.10238318846764291,0.10438224712778665,0.10616060915059392,0.20703125,0.0,0.0,0.0,0.013800359183989499,0.013785973967377511,0.013785973967377511,0.014310016028919277,0.014434077999827283,0.014674569246468067,0.014853991121553587,0.0,0.0,0.0,0.0,0.04736733744017088,0.047373943266585325,0.047373943266585325,0.049319829102550616,0.049760727248753564,0.050724687853099,0.05159798912781574,0.0,0.0,0.0,0.0,0.02836437207132833,0.028336707238261028,0.028336707238261028,0.029417311205792294,0.029667358306206943,0.0301630791505396,0.030535209466055587,0.0,0.0,0.0,0.0,0.01327563635931512,0.013267244921325711,0.013267244921325711,0.013771084743782604,0.01389583246640826,0.01413399972574603,0.01431806443861058,0.0,0.0,0.0,0.0,0.09766803385681462,0.09766198359508485,0.09766198359508485,0.1016957614358244,0.10259927977992257,0.10459251364070488,0.10637209833835284,0.22265625,0.0,0.0,0.0,-0.0836681544535208,1.0,0.140584914104246,0.4859512919950929,0.2889675206322528,0.13540616450269488,1.0020143895988445
Qwen3-8B,metamath,layers.3.self_attn.k_proj,3,k_proj,0.014377493286814987,0.014119491658685418,0.014119491658685418,0.016821393257738827,0.017751808834977484,0.019437823405452973,0.022156923494405067,0.0,0.0,0.0,0.0,0.006493889031114949,0.006434626494671957,0.006434626494671957,0.007071784544319134,0.007257518337984128,0.007565353801472226,0.008206858683428495,0.0,0.0,0.0,0.0,0.010563110416286693,0.010370476093569312,0.010370476093569312,0.012357806854741634,0.013039621245220857,0.014285051415343693,0.016270482995053844,0.0,0.0,0.0,0.0,0.00883616594671761,0.00875494587293029,0.00875494587293029,0.009623775098429915,0.00987508181629041,0.010295870954122413,0.011166176644518314,0.0,0.0,0.0,0.0,0.005606579159304695,0.005567002356536449,0.005567002356536449,0.0061853526664065695,0.006360051601101419,0.00668429128622997,0.007275786100999918,0.0,0.0,0.0,0.0,0.014750105348874323,0.01448228124100907,0.01448228124100907,0.01717459593918351,0.01806141821132292,0.0197660661428961,0.022485222056810514,0.0,0.0,0.0,0.0,-0.007883604255700038,1.0,0.3892078677569365,0.7349100317135431,0.5296822972079307,0.3438806468606355,1.0168868052042825
Qwen3-8B,metamath,layers.3.self_attn.o_proj,3,o_proj,0.04073895929175154,0.0396218413273899,0.0396218413273899,0.048281287270519446,0.04983655075443251,0.05165001491092241,0.052331128621294826,0.0,0.0,0.0,0.0,0.013165070871937806,0.012968506832510041,0.012968506832510041,0.01442400306694086,0.01490695906210894,0.015275727590802472,0.015507138892914277,0.0,0.0,0.0,0.0,0.026880630172515293,0.026141922188468107,0.026141922188468107,0.031857063417453244,0.032885329869435875,0.0340812870054341,0.0345328365566168,0.0,0.0,0.0,0.0,0.01995528593102914,0.019659956259090117,0.019659956259090117,0.021862933635031293,0.022594400387216503,0.02315563950033728,0.02350520756356717,0.0,0.0,0.0,0.0,0.012061148215711023,0.011849003134774596,0.011849003134774596,0.013533659360609154,0.013991882142045059,0.014457193787794398,0.014796244750466281,0.0,0.0,0.0,0.0,0.04108252636104552,0.03995783778006186,0.03995783778006186,0.048542629513063804,0.050063307798353746,0.05188041502450639,0.052565474846361586,0.0,0.0,0.0,0.0,-0.027573888419813734,1.0,0.29575456303638203,0.6598504775693094,0.4483181571248795,0.2799068657139369,1.004460794715768
Qwen3-8B,metamath,layers.3.self_attn.q_proj,3,q_proj,0.05188034652491886,0.05209791289674509,0.05209791289674509,0.05526677774802736,0.05574681381634859,0.05686319075245957,0.058149479202499056,0.0,0.0,0.0,0.0,0.01128769607861784,0.011358663791818756,0.011358663791818756,0.011890888910756611,0.01207067761066653,0.012365506045442117,0.012535622528896785,0.0,0.0,0.0,0.0,0.03206176650096079,0.032203783852196216,0.032203783852196216,0.03415286863527335,0.0344543212157057,0.03514123825725451,0.03594124473280334,0.0,0.0,0.0,0.0,0.01825925418364338,0.018373124940495103,0.018373124940495103,0.01923359504405487,0.019526885509061287,0.020003664884960175,0.02027446826785087,0.0,0.0,0.0,0.0,0.010665679056355907,0.010721374921670142,0.010721374921670142,0.011281162782351757,0.011445956246061498,0.01170797206701293,0.011857251314802496,0.0,0.0,0.0,0.0,0.05200806519253689,0.05223389637231418,0.05223389637231418,0.055379020408422144,0.05587177944095579,0.05699035130154342,0.05828702679987065,0.0,0.0,0.0,0.0,-0.04059265044630102,1.0,0.2174606433760008,0.617996243127361,0.35178583228017213,0.20589720541678383,1.0022362541989143
Qwen3-8B,metamath,layers.3.self_attn.v_proj,3,v_proj,0.06388469064030514,0.062325189680088294,0.062325189680088294,0.076559630301129,0.0805121620781909,0.08966669615025478,0.0919749885421146,0.0,0.0,0.0,0.0,0.013251378213191004,0.013106939632096306,0.013106939632096306,0.01467732740174413,0.015166593951490108,0.01630277944037058,0.016810669471933874,0.0,0.0,0.0,0.0,0.02895790178690122,0.02826389369581393,0.02826389369581393,0.03470592175184152,0.03648366394150154,0.04066163882862433,0.041705848462484006,0.0,0.0,0.0,0.0,0.029222415183486138,0.02890746989983098,0.02890746989983098,0.03236138699442566,0.033444966194007955,0.03595563627923869,0.03707217604718395,0.0,0.0,0.0,0.0,0.010717652729808525,0.010519898139190948,0.010519898139190948,0.012318041788731186,0.012907911540721675,0.014189976186992033,0.014547322495704213,0.0,0.0,0.0,0.0,0.06435125496425353,0.0628276994231817,0.0628276994231817,0.07697510234283902,0.08088368117525775,0.09005972623618165,0.09229746729611389,0.0,0.0,0.0,0.0,-0.050633312427114135,1.0,0.18181532431006445,0.4534753768610754,0.4009920943109993,0.15825247049600044,1.0043832337177703
Qwen3-8B,metamath,layers.30.mlp.down_proj,30,down_proj,0.018657035636997065,0.01850669300161255,0.01850669300161255,0.02106207472619208,0.02162945676501222,0.02297630450275468,0.02381828560805366,0.0,0.0,0.0,0.0,0.009567953001490017,0.009476342349861777,0.009476342349861777,0.010224564034631936,0.010440522213717992,0.010730534349453001,0.010951319549069017,0.0,0.0,0.0,0.0,0.014150579270544998,0.014037304179665637,0.014037304179665637,0.015972700722444513,0.016406750342644258,0.017428933783697767,0.018065599252270734,0.0,0.0,0.0,0.0,0.012614237736888865,0.012491797787089982,0.012491797787089982,0.013479148068021932,0.013764798172463137,0.014145362068021392,0.014438411514513545,0.0,0.0,0.0,0.0,0.007950026679078272,0.007839818347003192,0.007839818347003192,0.0087372162210041,0.008944378348726632,0.009173672600462236,0.00951860917688034,0.0,0.0,0.0,0.0,0.01940579538536811,0.019240982529392367,0.019240982529392367,0.0217349307476768,0.02227499633228907,0.02352771119910781,0.024422429872287148,0.0,0.0,0.0,0.0,-0.009089082635507048,1.0,0.46702612024342266,0.7585612290961835,0.6156500087438114,0.3992666705545439,1.023998928821953
Qwen3-8B,metamath,layers.30.mlp.gate_proj,30,gate_proj,0.13696663090231256,0.13774734468699604,0.13774734468699604,0.1508835633807626,0.15493235272824127,0.16309721432564742,0.16835017733736607,0.99609375,0.0,0.0,0.0,0.029552365115485722,0.029912993024938515,0.029912993024938515,0.031790252170476166,0.032234340067734124,0.03303889599856642,0.03335204787411294,0.0,0.0,0.0,0.0,0.07612842189577257,0.07655697409829838,0.07655697409829838,0.08386898909674335,0.08611074435235011,0.09065534976508521,0.09356905534992464,0.0,0.0,0.0,0.0,0.053156751059850654,0.05380258712560192,0.05380258712560192,0.05718603782247695,0.05797456022001578,0.05942962856022469,0.059984651558800256,0.0,0.0,0.0,0.0,0.026545424921430548,0.026879533505261267,0.026879533505261267,0.028675726143409023,0.02915228626551874,0.029971832333816482,0.030132713618992134,0.0,0.0,0.0,0.0,0.13756433613674995,0.13837167222513375,0.13837167222513375,0.1514457017760363,0.15553532005383178,0.16365707419007655,0.16883662002244593,0.99609375,0.0,0.0,0.0,-0.10741426578682683,1.0,0.20257179826872726,0.5558362853707517,0.3643816285026472,0.18376667227420168,1.003432675823091
Qwen3-8B,metamath,layers.30.mlp.up_proj,30,up_proj,0.09150641277734614,0.08866729959809556,0.08866729959809556,0.10759365710393154,0.11228840905429101,0.1165627250436228,0.11796314893363476,0.24609375,0.0,0.0,0.0,0.020560131312618805,0.02005905387883068,0.02005905387883068,0.023129781521115514,0.023797047542410094,0.024664574144760146,0.025391779525591594,0.0,0.0,0.0,0.0,0.05366497938025029,0.05199822449097523,0.05199822449097523,0.06311077886278849,0.06585018669486721,0.06836576494131688,0.06918801140654672,0.0,0.0,0.0,0.0,0.035065313297739056,0.03420679916686504,0.03420679916686504,0.03946332451145796,0.04059053483255641,0.04207977003795488,0.04331953068935272,0.0,0.0,0.0,0.0,0.01828123399949594,0.01769811521566418,0.01769811521566418,0.02111849684433234,0.02177245263770157,0.022568834655890966,0.02332052347246374,0.0,0.0,0.0,0.0,0.09198089829298789,0.0891869633276275,0.0891869633276275,0.10799928299457123,0.11267365037329152,0.1168762179233178,0.11835325833683145,0.25,0.0,0.0,0.0,-0.07094628146472733,1.0,0.21159915518043695,0.5865148135111928,0.36100537304877534,0.19361965540394438,1.0026894779577062
Qwen3-8B,metamath,layers.30.self_attn.k_proj,30,k_proj,0.045042194336729624,0.04482668342393384,0.04482668342393384,0.05138560516021967,0.05348797191731409,0.05966828983042984,0.06181924152427324,0.0,0.0,0.0,0.0,0.01242223795766354,0.012388106561133982,0.012388106561133982,0.013166357397544263,0.01360962418040545,0.014108587247353043,0.01444473206229593,0.0,0.0,0.0,0.0,0.024694355315303056,0.024578467257517493,0.024578467257517493,0.02816951061686028,0.029317558486333807,0.032717771710059323,0.033881858949768355,0.0,0.0,0.0,0.0,0.02265675055237041,0.022593732740638216,0.022593732740638216,0.024013154942421545,0.02482528456157251,0.025730451813189736,0.026346439714903927,0.0,0.0,0.0,0.0,0.010000025629152018,0.009964077897072304,0.009964077897072304,0.010873710051965158,0.011183888450940968,0.011898618621403574,0.0122183896902202,0.0,0.0,0.0,0.0,0.04568732665737333,0.045440103418813924,0.045440103418813924,0.05193625903806654,0.054068285298088256,0.06020345971455761,0.06233378368208574,0.0,0.0,0.0,0.0,-0.03261995637906609,1.0,0.23645033714637984,0.5483276259976501,0.4312248915850045,0.19941276438822075,1.0089690836732317
