base_model,task,layer,modules,lora_mean,lora_median,lora_p50,lora_p90,lora_p95,lora_p99,lora_max,lora_fraction_gt_0p10,lora_fraction_gt_0p25,lora_fraction_gt_0p50,lora_fraction_gt_1p00,hns_mean,hns_median,hns_p50,hns_p90,hns_p95,hns_p99,hns_max,hns_fraction_gt_0p10,hns_fraction_gt_0p25,hns_fraction_gt_0p50,hns_fraction_gt_1p00,scalar_shrink_mean,scalar_shrink_median,scalar_shrink_p50,scalar_shrink_p90,scalar_shrink_p95,scalar_shrink_p99,scalar_shrink_max,scalar_shrink_fraction_gt_0p10,scalar_shrink_fraction_gt_0p25,scalar_shrink_fraction_gt_0p50,scalar_shrink_fraction_gt_1p00,shape_only_mean,shape_only_median,shape_only_p50,shape_only_p90,shape_only_p95,shape_only_p99,shape_only_max,shape_only_fraction_gt_0p10,shape_only_fraction_gt_0p25,shape_only_fraction_gt_0p50,shape_only_fraction_gt_1p00,head_only_mean,head_only_median,head_only_p50,head_only_p90,head_only_p95,head_only_p99,head_only_max,head_only_fraction_gt_0p10,head_only_fraction_gt_0p25,head_only_fraction_gt_0p50,head_only_fraction_gt_1p00,tail_only_mean,tail_only_median,tail_only_p50,tail_only_p90,tail_only_p95,tail_only_p99,tail_only_max,tail_only_fraction_gt_0p10,tail_only_fraction_gt_0p25,tail_only_fraction_gt_0p50,tail_only_fraction_gt_1p00,paired_mean_delta,paired_fraction_hns_lower,hns_to_lora_p99_ratio,scalar_shrink_to_lora_p99_ratio,shape_only_to_lora_p99_ratio,head_only_to_lora_p99_ratio,tail_only_to_lora_p99_ratio
Qwen3-8B,metamath,21,7,0.06160954775370216,0.061888130958889453,0.061888130958889453,0.06747033909558528,0.068788326899123,0.07066206024413117,0.072313443393813,0.0,0.0,0.0,0.0,0.02062052775925806,0.02079962100683689,0.02079962100683689,0.021829021322615612,0.02215402935404642,0.022771104582229768,0.023028963682655154,0.0,0.0,0.0,0.0,0.04115520420148978,0.041253630547485175,0.041253630547485175,0.044925835974803395,0.04573295853623744,0.04714212127236035,0.04783924727520362,0.0,0.0,0.0,0.0,0.02954539960808334,0.02982258642618634,0.02982258642618634,0.031465733830642675,0.03200462645339287,0.03285494148021441,0.033346194713200356,0.0,0.0,0.0,0.0,0.01872034496694145,0.018900079324507043,0.018900079324507043,0.01999053035824718,0.020344565594411,0.020923835417943872,0.0212479941333143,0.0,0.0,0.0,0.0,0.062207058105608434,0.06239193612701022,0.06239193612701022,0.06799691566433055,0.06935588890510916,0.0711548147857475,0.07284886535754014,0.0,0.0,0.0,0.0,-0.04098901999444409,1.0,0.3222536181871518,0.6671489779591551,0.46495872561178503,0.2961113127136949,1.0069733961890428
Qwen3-8B,metamath,22,7,0.058250012328052554,0.05837921651682127,0.05837921651682127,0.0629706622669854,0.0640930094114249,0.06564415936842974,0.06726289528822788,0.0,0.0,0.0,0.0,0.01699324422033803,0.01708061078402996,0.01708061078402996,0.017805199824119856,0.018030558603981995,0.018449956512470916,0.01852202325716543,0.0,0.0,0.0,0.0,0.035265188443440953,0.035319796147265464,0.035319796147265464,0.03780479569297192,0.03829252201482328,0.039510891200379865,0.04017157800718167,0.0,0.0,0.0,0.0,0.026872456625376233,0.0270544667796895,0.0270544667796895,0.028329556464638892,0.028746331103798928,0.0294545895132649,0.02964078875440922,0.0,0.0,0.0,0.0,0.014846539663247955,0.014876988417982899,0.014876988417982899,0.01562506420235642,0.015900638284927854,0.016211699432259058,0.01637913779452786,0.0,0.0,0.0,0.0,0.05883043692967482,0.058918197224686164,0.058918197224686164,0.06354815097072258,0.06466497452633307,0.06615770215620222,0.06778861210010377,0.0,0.0,0.0,0.0,-0.04125676810771453,1.0,0.2810601383273111,0.6018949984357915,0.44870084096819896,0.2469633184160441,1.007823129928288
Qwen3-8B,metamath,23,7,0.06371873321582283,0.06353169158317712,0.06353169158317712,0.06842245015025511,0.07005785932739798,0.0722226110588404,0.07615432006388434,0.0,0.0,0.0,0.0,0.019349786151758072,0.01941056641262706,0.01941056641262706,0.020132094031077154,0.020300371824246315,0.020677138149913482,0.020974233326359445,0.0,0.0,0.0,0.0,0.04115305423637999,0.041178740374103004,0.041178740374103004,0.04393233536121803,0.04474262007539289,0.046285385696920846,0.04871057661100509,0.0,0.0,0.0,0.0,0.028554750959520994,0.02862790667380983,0.02862790667380983,0.029831225546525477,0.030105002098088925,0.03059538257814904,0.030920449473736063,0.0,0.0,0.0,0.0,0.01740734548177753,0.017478975966460468,0.017478975966460468,0.018175006397233115,0.01836003828989848,0.018723138877697026,0.018885676432227716,0.0,0.0,0.0,0.0,0.06426319317193359,0.0640665679315752,0.0640665679315752,0.06891719552085267,0.07048894214492357,0.07267982335226798,0.07652580375948285,0.0,0.0,0.0,0.0,-0.04436894706406475,1.0,0.28629729452826946,0.6408711208074676,0.4236260934020055,0.25924206565230823,1.0063305976718993
Qwen3-8B,metamath,24,7,0.051883226266325314,0.05118521270892878,0.05118521270892878,0.05884860620776497,0.061061185409263294,0.06335820547835445,0.06533788249951761,0.0,0.0,0.0,0.0,0.01819678236385808,0.01820217764081389,0.01820217764081389,0.01893905227022267,0.01917638434905048,0.019532578841032665,0.02007647986595529,0.0,0.0,0.0,0.0,0.03530996747132517,0.034864442644910315,0.034864442644910315,0.039915968606205644,0.041569621296622186,0.04311650542434544,0.04459699364140813,0.0,0.0,0.0,0.0,0.026361159135438534,0.0263407354706822,0.0263407354706822,0.02745206062831517,0.02776981361485166,0.02827652431852244,0.029095032376095734,0.0,0.0,0.0,0.0,0.016304161688260703,0.016276379935608716,0.016276379935608716,0.017026890897894886,0.017234333361244407,0.0175646894740957,0.018167503325335524,0.0,0.0,0.0,0.0,0.052517387392108955,0.0518372818789008,0.0518372818789008,0.05934070781341331,0.061564785979990044,0.0638477043997352,0.06581664823064041,0.0,0.0,0.0,0.0,-0.033686443902467236,1.0,0.3082880692968132,0.6805196753729974,0.4462961680343482,0.2772283296454231,1.0077258962384592
Qwen3-8B,metamath,25,7,0.07184105316876802,0.0716591408748916,0.0716591408748916,0.07731829463192809,0.07849674846243432,0.08234482912049777,0.08689465361907162,0.0,0.0,0.0,0.0,0.020209367853754386,0.020233777375071323,0.020233777375071323,0.021065030149572055,0.02140270127692412,0.021730462606616312,0.021927956605738597,0.0,0.0,0.0,0.0,0.04600482929325649,0.04591043700494579,0.04591043700494579,0.04939413069434169,0.050260916027176535,0.05269208581368086,0.05541176795128489,0.0,0.0,0.0,0.0,0.030807420558661286,0.03090545747376966,0.03090545747376966,0.03211751314625025,0.03258590927342094,0.03312355457724353,0.033316543334510076,0.0,0.0,0.0,0.0,0.018151825426023005,0.0182100193861836,0.0182100193861836,0.01883162896207677,0.019167227129382736,0.019567452814952636,0.020134923611755094,0.0,0.0,0.0,0.0,0.07237714353988789,0.07222956937174449,0.07222956937174449,0.07772923620533985,0.07891537971941162,0.08274747502942088,0.08721477787392055,0.0,0.0,0.0,0.0,-0.05163168531501364,1.0,0.26389589775962063,0.6398955025648894,0.40225421475795153,0.23762819139886693,1.004889753409214
Qwen3-8B,metamath,26,7,0.07229551145776023,0.07273376163216747,0.07273376163216747,0.07839942633752245,0.07970166095971984,0.08092081015697915,0.08486726101526883,0.0,0.0,0.0,0.0,0.020348036315565244,0.02040529286801753,0.02040529286801753,0.02140889710686045,0.02168605616901295,0.022186165347683955,0.02228581275493348,0.0,0.0,0.0,0.0,0.04512049905469713,0.04532191107553702,0.04532191107553702,0.04881462395023605,0.049609273493109174,0.05042283818807907,0.05297469779283365,0.0,0.0,0.0,0.0,0.03148218322290946,0.03154626500647888,0.03154626500647888,0.033279726411251966,0.03359106402535732,0.034484594052386144,0.03462537940351839,0.0,0.0,0.0,0.0,0.018338615593676007,0.018419023207382118,0.018419023207382118,0.019428152129288476,0.019650348002332046,0.020237067303493117,0.020296324338990434,0.0,0.0,0.0,0.0,0.07283026451942534,0.07326466727566908,0.07326466727566908,0.0788957702026424,0.08019750100203359,0.08142677022751099,0.08533868704643555,0.0,0.0,0.0,0.0,-0.051947475142194985,1.0,0.2741713201418124,0.6231133634260861,0.42615235791002476,0.25008483311320057,1.0062525334280554
Qwen3-8B,metamath,27,7,0.07148101019840092,0.07226126522634656,0.07226126522634656,0.07765111827197257,0.07875602411524874,0.08081728717442466,0.08245570433190008,0.0,0.0,0.0,0.0,0.018833723479446045,0.01895866401377768,0.01895866401377768,0.019883687882001254,0.020109260651866554,0.020393560955489554,0.020729853917045793,0.0,0.0,0.0,0.0,0.04290712302503355,0.04334562086107169,0.04334562086107169,0.04650336270560018,0.047152108318955235,0.0484087560419489,0.04930846550608441,0.0,0.0,0.0,0.0,0.030630138639812628,0.030770661430483674,0.030770661430483674,0.032421964893318334,0.032808386169807253,0.0333293245276479,0.03385619597994428,0.0,0.0,0.0,0.0,0.016788727500567674,0.01693455808694489,0.01693455808694489,0.017813603183698193,0.01799504446857683,0.01829069360010261,0.01868667374835422,0.0,0.0,0.0,0.0,0.07198851493886758,0.07278024361648844,0.07278024361648844,0.07812888671990798,0.07922135367958817,0.08129741548400295,0.08294299935898909,0.0,0.0,0.0,0.0,-0.05264728671895488,1.0,0.25234156785632955,0.5989901138041204,0.41240340641123696,0.2263215487625383,1.0059409109902693
Qwen3-8B,metamath,28,7,0.06990785844151594,0.06998547812162051,0.06998547812162051,0.07504298394332432,0.07621199358672817,0.07872456541533548,0.07991885018894633,0.0,0.0,0.0,0.0,0.019375633305294772,0.019344278478489407,0.019344278478489407,0.020498336456548964,0.020763557096270653,0.021276956419460674,0.02153048770608046,0.0,0.0,0.0,0.0,0.04400006792566738,0.0440229430577001,0.0440229430577001,0.04714058105484699,0.04796695402823147,0.049317389022438256,0.04995962474035786,0.0,0.0,0.0,0.0,0.029905791828947516,0.02984416471204045,0.02984416471204045,0.0318025354530037,0.032165602332976787,0.032963377508669844,0.033514255783878164,0.0,0.0,0.0,0.0,0.017175317367292352,0.0171550634664792,0.0171550634664792,0.01817367811073381,0.018410384882533545,0.018915933771176455,0.019104868445692154,0.0,0.0,0.0,0.0,0.07048633195850235,0.07049952474837531,0.07049952474837531,0.07564259658196432,0.07678826666549379,0.0793200818468508,0.08049935151075992,0.0,0.0,0.0,0.0,-0.05053222513622116,1.0,0.27027086535451283,0.6264548906970691,0.41871780853614726,0.24027993894129068,1.0075645566078832
Qwen3-8B,metamath,29,7,0.06423134170608563,0.06466505262124092,0.06466505262124092,0.0687836181887082,0.07005796938618777,0.07240483245477307,0.07409282328044063,0.0,0.0,0.0,0.0,0.019808618461783868,0.019882133840531536,0.019882133840531536,0.020806177274563326,0.0211204820893229,0.021424431639130513,0.021702434275378598,0.0,0.0,0.0,0.0,0.0420473209525523,0.04221631194450714,0.04221631194450714,0.04486292052012229,0.045491405679398,0.04718022028341104,0.04780403416209969,0.0,0.0,0.0,0.0,0.028703620010120535,0.028800701763428735,0.028800701763428735,0.03014661414478972,0.030579472314102664,0.030986902715630902,0.031528060485217425,0.0,0.0,0.0,0.0,0.017808273742616704,0.01785043816608602,0.01785043816608602,0.01871139201368163,0.018993581400716206,0.019286166285174267,0.019648152510314237,0.0,0.0,0.0,0.0,0.06482702109862928,0.06527970416546447,0.06527970416546447,0.06935073622982885,0.07061284388437691,0.07296719539519997,0.07460279951875766,0.0,0.0,0.0,0.0,-0.04442272324430176,1.0,0.2958978138995496,0.6516170079239072,0.4279673284927018,0.2663657332156824,1.0077669255125778
Qwen3-8B,metamath,30,7,0.07649421457047637,0.07598645493065513,0.07598645493065513,0.08391497776825538,0.08613555674959811,0.08801844213146043,0.09243850203908932,0.0,0.0,0.0,0.0,0.01712336017914761,0.01717934121195655,0.01717934121195655,0.0178819069443103,0.018056703651868136,0.018438365028678207,0.018954659532106455,0.0,0.0,0.0,0.0,0.04265199612712834,0.04238185147641445,0.04238185147641445,0.04677551743678868,0.04799852511041133,0.04913954273591879,0.05153065812119746,0.0,0.0,0.0,0.0,0.03048815745045936,0.03059213059490178,0.03059213059490178,0.031830676527688166,0.03216608137473985,0.032850176706412666,0.033755705330756676,0.0,0.0,0.0,0.0,0.01505317207531839,0.015119305262655394,0.015119305262655394,0.015842348518272674,0.015971635434892308,0.016392661792860655,0.0170363063233756,0.0,0.0,0.0,0.0,0.0769210937780124,0.076445832062924,0.076445832062924,0.0843056261270548,0.08651117074979545,0.08838102710865549,0.09279569249104336,0.0,0.0,0.0,0.0,-0.059370854391328755,1.0,0.20948297404695582,0.5582868947228827,0.37321924713628885,0.1862412171346694,1.0041194205261383
Qwen3-8B,metamath,31,7,0.059237539562943656,0.0583793091302255,0.0583793091302255,0.06738029252686686,0.06855722698127295,0.07159853854915767,0.07269920878367143,0.0,0.0,0.0,0.0,0.017928320916150587,0.0179040555524404,0.0179040555524404,0.01873851342041507,0.01899945756191868,0.019269118265552183,0.019716401298660598,0.0,0.0,0.0,0.0,0.03754752132429169,0.037089972490044185,0.037089972490044185,0.042500913792052605,0.04320895281580556,0.04508861801597088,0.04558981097283586,0.0,0.0,0.0,0.0,0.027064343066613112,0.02702927227835788,0.02702927227835788,0.028445727287031587,0.028937883123635162,0.029502490687210656,0.029857353221492338,0.0,0.0,0.0,0.0,0.016081768875275272,0.01607146140694226,0.01607146140694226,0.016932375153466458,0.017098077793366827,0.017420588457729095,0.01780974611243526,0.0,0.0,0.0,0.0,0.05976367945914077,0.058907555008439826,0.058907555008439826,0.06789313747442585,0.0690119347180325,0.07206085751875937,0.07315326122681175,0.0,0.0,0.0,0.0,-0.04130921864679307,1.0,0.26912725672916515,0.629742155770599,0.41205436989408695,0.24330927433342203,1.0064571006471632
Qwen3-8B,metamath,32,7,0.06979441696596743,0.07048806056153115,0.07048806056153115,0.07460533600511511,0.07562680771083558,0.07669812127448476,0.07749026990830978,0.0,0.0,0.0,0.0,0.017039545225327916,0.017090406814812314,0.017090406814812314,0.017755574303394757,0.01794575201668578,0.018108860429807805,0.018308946354273794,0.0,0.0,0.0,0.0,0.04207331278532064,0.04247337184503973,0.04247337184503973,0.0451136716172344,0.045745668090951326,0.04626429877249051,0.047064019247648615,0.0,0.0,0.0,0.0,0.027631077168539353,0.02773959189062009,0.02773959189062009,0.028868830568422012,0.029083377264259365,0.029421556054371845,0.02963371373186368,0.0,0.0,0.0,0.0,0.015397447791218107,0.015430997557666077,0.015430997557666077,0.016132829894587482,0.016369016050447115,0.016499877464466038,0.016721115846819446,0.0,0.0,0.0,0.0,0.07017798024223248,0.07086341649787806,0.07086341649787806,0.07495857636636283,0.07599926170247095,0.07702329911142321,0.07783276198883153,0.0,0.0,0.0,0.0,-0.0527548717406395,1.0,0.2361056585075976,0.6031998959520968,0.38360204351132576,0.21512753103060775,1.0042397105891905
Qwen3-8B,metamath,33,7,0.06199655939485584,0.06222589401267884,0.06222589401267884,0.06550507503810693,0.06611067938294485,0.06830523780234733,0.06883684492920901,0.0,0.0,0.0,0.0,0.015515236928361757,0.015587816208336255,0.015587816208336255,0.016144759802630908,0.016233853122272067,0.01648865828076194,0.016774913457592924,0.0,0.0,0.0,0.0,0.03423701484808285,0.03435227840744212,0.03435227840744212,0.03606870383076414,0.036485432120176964,0.03736538028216655,0.03809505609637856,0.0,0.0,0.0,0.0,0.025806086556127844,0.025964945674480315,0.025964945674480315,0.026783879066470957,0.026973250499009234,0.027524699719287636,0.0278227989228778,0.0,0.0,0.0,0.0,0.013450862099081716,0.01354610522832415,0.01354610522832415,0.014043116440204133,0.014118743443602089,0.01441018384547194,0.014579771158188213,0.0,0.0,0.0,0.0,0.06247915628617283,0.06273645803207262,0.06273645803207262,0.06595608374552281,0.06657693263507844,0.06873933793398934,0.06927112112992216,0.0,0.0,0.0,0.0,-0.046481322466494085,1.0,0.24139668949656015,0.54703535899091,0.40296616489258075,0.2109674793486588,1.0063552978601458
Qwen3-8B,metamath,34,7,0.05782036161313025,0.05863208201329445,0.05863208201329445,0.06137245212276803,0.06174128468826365,0.0629082072975846,0.0638257157371627,0.0,0.0,0.0,0.0,0.01047208203572058,0.010609757277276132,0.010609757277276132,0.010951156615888408,0.011006564068619678,0.011080985612843165,0.011288855394465015,0.0,0.0,0.0,0.0,0.02799655387513425,0.028379953707297394,0.028379953707297394,0.029685110265396355,0.02986372488485599,0.03017706364679751,0.03109591686440581,0.0,0.0,0.0,0.0,0.020895872588942932,0.021162752459938833,0.021162752459938833,0.021932395035046372,0.022035996253577977,0.022209559742450584,0.022504168379277472,0.0,0.0,0.0,0.0,0.009255519214214325,0.009374713427407871,0.009374713427407871,0.009729855798545739,0.009773540167973145,0.009866497935672857,0.01012289939975332,0.0,0.0,0.0,0.0,0.058021265959218984,0.058836345983781665,0.058836345983781665,0.06156696566049177,0.06194418546212023,0.06309593965490325,0.06401445183293945,0.0,0.0,0.0,0.0,-0.04734827957740967,1.0,0.17614530899640857,0.47969994605069877,0.3530470934800161,0.1568395978763122,1.0029842267866669
Qwen3-8B,metamath,35,7,0.0399268227586152,0.039940684660914966,0.039940684660914966,0.04308556648777545,0.04348352070774944,0.044642761178469076,0.045304886967652405,0.0,0.0,0.0,0.0,0.008004008312325592,0.00799615214520265,0.00799615214520265,0.008404790954061953,0.008516753731000038,0.008742432252236516,0.00881529031550785,0.0,0.0,0.0,0.0,0.0196187833972538,0.019632793985185998,0.019632793985185998,0.02100373933084659,0.02120913425226401,0.021728429596563324,0.022134725594736875,0.0,0.0,0.0,0.0,0.015678758783510393,0.015685578499481146,0.015685578499481146,0.016512851049268494,0.016772005473141827,0.017282057293713786,0.017378800989188967,0.0,0.0,0.0,0.0,0.006996490288500242,0.006993894167803818,0.006993894167803818,0.007343401117627586,0.007492258226734008,0.007696333436352254,0.007757077336176764,0.0,0.0,0.0,0.0,0.040116662603830455,0.04012923730873737,0.04012923730873737,0.04326423295295492,0.043668910467282475,0.04482984470180467,0.045480698003673325,0.0,0.0,0.0,0.0,-0.03192281444628961,1.0,0.19583090340865691,0.48671786921286603,0.38711891553089717,0.17239823956194153,1.0041906799310125
Qwen3-8B,tulu,0,7,0.048132313408877095,0.04783674171777563,0.04783674171777563,0.05639674770970922,0.05988964523133515,0.063498914681977,0.06582116888841782,0.0,0.0,0.0,0.0,0.020486981256961346,0.020364019424861244,0.020364019424861244,0.022796410639695355,0.023875188576682832,0.02532192429537199,0.02583655006878356,0.0,0.0,0.0,0.0,0.0380935950824828,0.037853525236271585,0.037853525236271585,0.0446677524456508,0.04741310239280173,0.050239831049799344,0.052105305033576715,0.0,0.0,0.0,0.0,0.025888528991996528,0.02571572226890109,0.02571572226890109,0.02885153180652697,0.03021340986710133,0.0321129611354808,0.0327328318107097,0.0,0.0,0.0,0.0,0.01869928514932766,0.018614175594900244,0.018614175594900244,0.021155118806213277,0.022126672335657266,0.023631176089868314,0.024218843177569532,0.0,0.0,0.0,0.0,0.048860349238299454,0.04854638064629854,0.04854638064629854,0.0569939796401539,0.060525418353972155,0.06412202502045487,0.066367179867464,0.0,0.0,0.0,0.0,-0.02764533215191575,1.0,0.3987772770950863,0.7911919644834338,0.5057245670467415,0.37215086601433817,1.0098129289547484
Qwen3-8B,tulu,1,7,0.015781600899930574,0.01574965522660559,0.01574965522660559,0.01622424146345089,0.0165158640208591,0.016931026846602203,0.01729271891810113,0.0,0.0,0.0,0.0,0.003431124797336103,0.003423022366596305,0.003423022366596305,0.003513437179463702,0.0035443279353678655,0.0035937721327954724,0.0036280115730506685,0.0,0.0,0.0,0.0,0.008051859001881656,0.008032194046751425,0.008032194046751425,0.00828052731424667,0.008443679180311543,0.008681758149804897,0.008886201707295026,0.0,0.0,0.0,0.0,0.006568524147650907,0.006551897445938433,0.006551897445938433,0.006727466208801296,0.006788912507983998,0.006868906730719871,0.006936935139750924,0.0,0.0,0.0,0.0,0.003283609401433991,0.0032761586854881796,0.0032761586854881796,0.003367026811459251,0.0033992151386110577,0.003446604569918298,0.0034881387664779675,0.0,0.0,0.0,0.0,0.015828250378486532,0.01579827008359996,0.01579827008359996,0.016264483082769916,0.016562548337987773,0.01697835760583072,0.017347364285810962,0.0,0.0,0.0,0.0,-0.01235047610259447,1.0,0.2122595496041451,0.5127720975498419,0.4056993585181371,0.203567367835695,1.0027955043517052
Qwen3-8B,tulu,2,7,0.011572484663177908,0.011417906767880827,0.011417906767880827,0.01295265177082075,0.013263931657773401,0.013638959216961444,0.01406040400891397,0.0,0.0,0.0,0.0,0.0021738067307182046,0.0021676165643308063,0.0021676165643308063,0.0022454951848581805,0.0022719136329982384,0.0023116596883523636,0.002325300291773805,0.0,0.0,0.0,0.0,0.0051913507112574635,0.005125713339702813,0.005125713339702813,0.005804639006119567,0.005929475391847139,0.006121956067360744,0.006312568363947865,0.0,0.0,0.0,0.0,0.00463430857537618,0.004623363226138173,0.004623363226138173,0.004783937753830511,0.004856477362422864,0.004931098928737519,0.004974152215549612,0.0,0.0,0.0,0.0,0.0018456903893724608,0.0018273453642949258,0.0018273453642949258,0.0019453984953595894,0.0019868171899176264,0.002035735713512073,0.002056756272739387,0.0,0.0,0.0,0.0,0.011635083077385108,0.011479388358402176,0.011479388358402176,0.013005714561138795,0.013312200087335056,0.013690555896669563,0.01411462397694382,0.0,0.0,0.0,0.0,-0.0093986779324597,1.0,0.16948944942056707,0.44885800814973215,0.3615451040138893,0.1492588753385542,1.0037830364390234
Qwen3-8B,tulu,3,7,0.019574016686897216,0.019483256109137696,0.019483256109137696,0.02062528303749664,0.02107762419537398,0.02158767157625833,0.021855326953774564,0.0,0.0,0.0,0.0,0.003389160627021097,0.0033833286928522856,0.0033833286928522856,0.003519772892185463,0.003567900192202325,0.0036482174479663754,0.003688412125927777,0.0,0.0,0.0,0.0,0.009008494414119435,0.008960843742926335,0.008960843742926335,0.009481471793615536,0.009697303563476747,0.009957698033202534,0.010092281773745273,0.0,0.0,0.0,0.0,0.007150420022312049,0.007139772282203563,0.007139772282203563,0.007427923508013384,0.007559105609261827,0.007618960313318209,0.007795294992708063,0.0,0.0,0.0,0.0,0.0031365833733457372,0.003130873436264187,0.003130873436264187,0.003251753009124619,0.003293271322318272,0.0033482646953100948,0.0033931803682356056,0.0,0.0,0.0,0.0,0.01963314638384993,0.01954542382458843,0.01954542382458843,0.020692791268507163,0.02113394658419089,0.0216345637353467,0.021907605231771515,0.0,0.0,0.0,0.0,-0.01618485605987612,1.0,0.1689954118061815,0.46126781195586664,0.35293108320664757,0.15510077978916664,1.0021721730814148
Qwen3-8B,tulu,4,7,0.02633571010051016,0.02586713431436219,0.02586713431436219,0.029292928420402195,0.03072437979572817,0.03190343496108989,0.033005842307051565,0.0,0.0,0.0,0.0,0.005198381404129853,0.00513560499865423,0.00513560499865423,0.005589763010544738,0.005708588908714629,0.005947684346657453,0.006049788871713546,0.0,0.0,0.0,0.0,0.013651865632862543,0.01339934053931403,0.01339934053931403,0.015186091014797624,0.01602092181541692,0.01657625293256712,0.017181833704356345,0.0,0.0,0.0,0.0,0.009816707611338748,0.009701586641719644,0.009701586641719644,0.010568677845837815,0.010796087787731444,0.011263152702235987,0.01142047090952467,0.0,0.0,0.0,0.0,0.004668899831911001,0.004600152772833354,0.004600152772833354,0.005071734898409566,0.005255576081239322,0.005480779529291564,0.005608518427809265,0.0,0.0,0.0,0.0,0.026421094876079014,0.02595777879102127,0.02595777879102127,0.02937086688364006,0.030799808582250687,0.031973288757993774,0.03306877483101821,0.0,0.0,0.0,0.0,-0.021137328696380308,1.0,0.18642771080641868,0.5195758059526779,0.3530388723337399,0.17179277203147686,1.0021895384302373
Qwen3-8B,tulu,5,7,0.02281773526755644,0.022395674992745772,0.022395674992745772,0.025489787659670245,0.02689524277289336,0.02853491037984232,0.029504698122059497,0.0,0.0,0.0,0.0,0.007350682987229795,0.00732897692933245,0.00732897692933245,0.007924071286287289,0.00816997088841018,0.008681655689497397,0.008931572324218427,0.0,0.0,0.0,0.0,0.015752194773572162,0.015451442661880107,0.015451442661880107,0.017599514135505263,0.018581287905290254,0.019771504389005153,0.02041623479282767,0.0,0.0,0.0,0.0,0.01057120082081275,0.010551868358398126,0.010551868358398126,0.011409283716773591,0.011720655269345957,0.012454644377032703,0.012844666595318114,0.0,0.0,0.0,0.0,0.00701032224037881,0.006990679158302799,0.006990679158302799,0.007558322808764933,0.007741022157349656,0.00820231688269242,0.008491578169588886,0.0,0.0,0.0,0.0,0.022940631586245243,0.02251046910453243,0.02251046910453243,0.02560553125571772,0.02702815287291061,0.028678260589275084,0.02963636666941189,0.0,0.0,0.0,0.0,-0.015467052280326644,1.0,0.30424681815823423,0.6928882595325119,0.43647042206345715,0.2874484893594309,1.0050236782777502
Qwen3-8B,tulu,6,7,0.004936547931325639,0.005038357151194076,0.005038357151194076,0.005767981717940152,0.005876838994875634,0.006140839176843407,0.0063741059440192375,0.0,0.0,0.0,0.0,0.0017483786300981168,0.0017827694360700438,0.0017827694360700438,0.0020185484375570446,0.0020346234615962904,0.0020684346781031583,0.0020930325163035957,0.0,0.0,0.0,0.0,0.003038774139947538,0.003127744361532749,0.003127744361532749,0.0036786890412754993,0.003754313914373027,0.003944875923062625,0.004115318293221354,0.0,0.0,0.0,0.0,0.0038788322434555544,0.0038955642742032094,0.0038955642742032094,0.0041236840412423115,0.004139695382573223,0.004183829935156212,0.004197441661336253,0.0,0.0,0.0,0.0,0.0013749025307268424,0.0014144493306208852,0.0014144493306208852,0.0016578589699569846,0.0016747016402636284,0.0017208072851033044,0.0017494935375380943,0.0,0.0,0.0,0.0,0.00506022799978747,0.005159061317498559,0.005159061317498559,0.005888575320289883,0.005990607982227189,0.006245747368302364,0.006482826982691823,0.0,0.0,0.0,0.0,-0.0031881693012275228,1.0,0.33683257589663856,0.6424001361146899,0.6813124093744527,0.28022347362430944,1.017083689775586
Qwen3-8B,tulu,7,7,0.01684516497334855,0.016160795575550703,0.016160795575550703,0.021069231335372904,0.021800686171189996,0.024196821488461816,0.026968936467124397,0.0,0.0,0.0,0.0,0.005840369836477514,0.005745621724939046,0.005745621724939046,0.006430157042392663,0.006649266657087174,0.0071193511477242585,0.007836975889091075,0.0,0.0,0.0,0.0,0.012260347789025723,0.01180544006507208,0.01180544006507208,0.015176599959226648,0.01565834102027837,0.017341518916014185,0.019228883279734522,0.0,0.0,0.0,0.0,0.008049268970518584,0.007899260909245816,0.007899260909245816,0.008906488440154011,0.009267806817050224,0.009955976927303998,0.010994484393561854,0.0,0.0,0.0,0.0,0.0053418165185314895,0.005248397278333414,0.005248397278333414,0.005946131074099987,0.006168273070627519,0.006625536391958365,0.007312429103207887,0.0,0.0,0.0,0.0,0.017031039350072434,0.016337604866131387,0.016337604866131387,0.02123862216579951,0.02196271071275649,0.024355389353933613,0.02714380469039611,0.0,0.0,0.0,0.0,-0.011004795136871037,1.0,0.2942267087071374,0.7166858227343388,0.41145804758081456,0.27381845979719827,1.0065532518619196
