cohort	kind	feature	outcome	n_checkpoints	n_defined	n_arms	mean_rho	ci_low	ci_high	pr_definition	model	r2	loco_r2	rank	coefficients	delta_r2	delta_loco_r2	delta_r2_ci_low	delta_r2_ci_high	delta_loco_r2_ci_low	delta_loco_r2_ci_high
C_energy_matched	paired_linear_regression		gain_boolq	18		54				raw_fpr	Energy+FPR	0.0013247381387262447	-0.1234691682464133	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": -0.003867623453274624}"						
C_energy_matched	incremental_fpr_over_energy		gain_boolq	18		54				raw_fpr						0.0013247381387264667	-0.12346916824641307	5.836936383349885e-05	0.2570636376576176	-0.22517155080794093	-0.03628953972918462
C_energy_matched	paired_linear_regression		gain_boolq	18		54				full_moment_pr	Energy	-2.220446049250313e-16	-2.220446049250313e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_boolq	18		54				full_moment_pr	FPR	0.00016795960597559834	-0.14109469778631345	1	"{""full_moment_pr"": -0.0013771510857967574}"						
C_energy_matched	paired_linear_regression		gain_boolq	18		54				full_moment_pr	Energy+FPR	0.00016795960597559834	-0.14109469778631345	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": -0.0013771510857967548}"						
C_energy_matched	incremental_fpr_over_energy		gain_boolq	18		54				full_moment_pr						0.00016795960597582038	-0.14109469778631323	6.947205403601049e-05	0.2676498856711091	-0.25513224044709776	-0.036265755918138395
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_hellaswag	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_hellaswag	18	18	54	0.2703347446546911	-0.09077636645642007	0.5964111206930138												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_hellaswag	18	18	54	0.2425569668769133	-0.09077636645642007	0.5758903002102467												
C_energy_matched	paired_linear_regression		gain_hellaswag	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_hellaswag	18		54				raw_fpr	FPR	0.24241977229757827	0.09939907743634224	1	"{""raw_fpr"": 0.3571834906070663}"						
C_energy_matched	paired_linear_regression		gain_hellaswag	18		54				raw_fpr	Energy+FPR	0.24241977229757827	0.09939907743634224	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.35718349060706617}"						
C_energy_matched	incremental_fpr_over_energy		gain_hellaswag	18		54				raw_fpr						0.24241977229757827	0.09939907743634224	0.021127618512100644	0.5153269425192639	-0.998485882013847	0.298202291109773
C_energy_matched	paired_linear_regression		gain_hellaswag	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_hellaswag	18		54				full_moment_pr	FPR	0.26733977516932594	0.11924937026106897	1	"{""full_moment_pr"": 0.3750931619294684}"						
C_energy_matched	paired_linear_regression		gain_hellaswag	18		54				full_moment_pr	Energy+FPR	0.26733977516932594	0.11924937026106874	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.3750931619294685}"						
C_energy_matched	incremental_fpr_over_energy		gain_hellaswag	18		54				full_moment_pr						0.26733977516932594	0.11924937026106874	0.01952652779078682	0.5452518983466643	-1.0467076220305043	0.30987404377840116
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_openbookqa	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_openbookqa	18	17	54	-0.16858972963437877	-0.5194192364071879	0.2116515418443127												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_openbookqa	18	17	54	-0.11764705882352941	-0.49000747170130543	0.26053533469982715												
C_energy_matched	paired_linear_regression		gain_openbookqa	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_openbookqa	18		54				raw_fpr	FPR	0.07075182786686984	-0.09040305797967774	1	"{""raw_fpr"": -0.09622308027515933}"						
C_energy_matched	paired_linear_regression		gain_openbookqa	18		54				raw_fpr	Energy+FPR	0.07075182786686984	-0.09040305797967774	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": -0.09622308027515933}"						
C_energy_matched	incremental_fpr_over_energy		gain_openbookqa	18		54				raw_fpr						0.07075182786686984	-0.09040305797967774	0.0001360557783560418	0.5303272368004853	-0.4302072978539766	0.22677693883048702
C_energy_matched	paired_linear_regression		gain_openbookqa	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_openbookqa	18		54				full_moment_pr	FPR	0.062262567529696056	-0.12055731016825533	1	"{""full_moment_pr"": -0.09026594560511132}"						
C_energy_matched	paired_linear_regression		gain_openbookqa	18		54				full_moment_pr	Energy+FPR	0.06226256752969617	-0.12055731016825555	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": -0.09026594560511132}"						
C_energy_matched	incremental_fpr_over_energy		gain_openbookqa	18		54				full_moment_pr						0.06226256752969617	-0.12055731016825555	0.00015603230705629054	0.5279125254391469	-0.48763245561697344	0.19444862935658475
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_piqa	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_piqa	18	18	54	0.17955837819827097	-0.048298598260545986	0.41467231195209747												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_piqa	18	18	54	0.12400282264271542	-0.1388888888888889	0.36655978951962864												
C_energy_matched	paired_linear_regression		gain_piqa	18		54				raw_fpr	Energy	-2.220446049250313e-16	-2.220446049250313e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_piqa	18		54				raw_fpr	FPR	1.3649398073578567e-05	-0.10289841153222823	1	"{""raw_fpr"": 0.0006781631601910043}"						
C_energy_matched	paired_linear_regression		gain_piqa	18		54				raw_fpr	Energy+FPR	1.3649398073578567e-05	-0.102898411532228	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.0006781631601909932}"						
C_energy_matched	incremental_fpr_over_energy		gain_piqa	18		54				raw_fpr						1.3649398073800612e-05	-0.10289841153222778	2.7711817659072228e-05	0.19335719706559917	-0.19212871655830205	-0.03506484462042154
C_energy_matched	paired_linear_regression		gain_piqa	18		54				full_moment_pr	Energy	-2.220446049250313e-16	-2.220446049250313e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_piqa	18		54				full_moment_pr	FPR	7.293110625494759e-05	-0.12137423495207833	1	"{""full_moment_pr"": -0.0015675949099689624}"						
C_energy_matched	paired_linear_regression		gain_piqa	18		54				full_moment_pr	Energy+FPR	7.293110625494759e-05	-0.12137423495207833	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": -0.0015675949099689655}"						
C_energy_matched	incremental_fpr_over_energy		gain_piqa	18		54				full_moment_pr						7.293110625516963e-05	-0.12137423495207811	7.364171481050497e-05	0.21335638916338318	-0.22274711778394685	-0.04290322017153749
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_siqa	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_siqa	18	18	54	-0.25	-0.6240028226427154	0.1165597895196287												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_siqa	18	18	54	-0.2222222222222222	-0.5610042339640731	0.15183045928835717												
C_energy_matched	paired_linear_regression		gain_siqa	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_siqa	18		54				raw_fpr	FPR	0.05025240023507027	-0.07946391784969897	1	"{""raw_fpr"": -0.0479162053132467}"						
C_energy_matched	paired_linear_regression		gain_siqa	18		54				raw_fpr	Energy+FPR	0.05025240023507027	-0.07946391784969897	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": -0.047916205313246724}"						
C_energy_matched	incremental_fpr_over_energy		gain_siqa	18		54				raw_fpr						0.05025240023507027	-0.07946391784969897	0.0002041746599571263	0.43703203352521613	-0.3414991170050273	0.16569110654062952
C_energy_matched	paired_linear_regression		gain_siqa	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_siqa	18		54				full_moment_pr	FPR	0.07081422733753873	-0.07507155854835124	1	"{""full_moment_pr"": -0.05688061357872964}"						
C_energy_matched	paired_linear_regression		gain_siqa	18		54				full_moment_pr	Energy+FPR	0.07081422733753884	-0.07507155854835146	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": -0.056880613578729665}"						
C_energy_matched	incremental_fpr_over_energy		gain_siqa	18		54				full_moment_pr						0.07081422733753884	-0.07507155854835146	0.00014437618508028109	0.504492326191444	-0.41032395434853497	0.23812299086880437
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_winogrande	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_winogrande	18	18	54	-0.17211534507518425	-0.5034543236939484	0.1538613132274106												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_winogrande	18	18	54	-0.14433756729740646	-0.45534180126147955	0.18168894987305234												
C_energy_matched	paired_linear_regression		gain_winogrande	18		54				raw_fpr	Energy	-2.220446049250313e-16	-2.220446049250313e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_winogrande	18		54				raw_fpr	FPR	0.01776609166763432	-0.042237642196658376	1	"{""raw_fpr"": 0.05107163825247329}"						
C_energy_matched	paired_linear_regression		gain_winogrande	18		54				raw_fpr	Energy+FPR	0.01776609166763443	-0.042237642196658376	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.05107163825247328}"						
C_energy_matched	incremental_fpr_over_energy		gain_winogrande	18		54				raw_fpr						0.017766091667634654	-0.042237642196658154	5.768642436930678e-05	0.16792868267521996	-0.24437798204030411	0.02586753435159849
C_energy_matched	paired_linear_regression		gain_winogrande	18		54				full_moment_pr	Energy	-2.220446049250313e-16	-2.220446049250313e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_winogrande	18		54				full_moment_pr	FPR	0.01031967112015264	-0.04219821084138653	1	"{""full_moment_pr"": 0.038923937659240175}"						
C_energy_matched	paired_linear_regression		gain_winogrande	18		54				full_moment_pr	Energy+FPR	0.01031967112015264	-0.04219821084138653	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.0389239376592402}"						
C_energy_matched	incremental_fpr_over_energy		gain_winogrande	18		54				full_moment_pr						0.010319671120152862	-0.04219821084138631	4.444748260989438e-05	0.14522860556604006	-0.19806335501378558	0.010478887023164038
