cohort	kind	feature	outcome	n_checkpoints	n_defined	n_arms	mean_rho	ci_low	ci_high	pr_definition	model	r2	loco_r2	rank	coefficients	delta_r2	delta_loco_r2	delta_r2_ci_low	delta_r2_ci_high	delta_loco_r2_ci_low	delta_loco_r2_ci_high
B_edited_only	paired_linear_regression		gain_boolq	18		108				full_moment_pr	FPR	0.005689892605093783	-0.08588178575884964	1	"{""full_moment_pr"": -0.01631510195257083}"						
B_edited_only	paired_linear_regression		gain_boolq	18		108				full_moment_pr	Energy+FPR	0.02785218947710777	-0.14447010002779503	2	"{""log_energy_ratio"": -0.07191658201324216, ""full_moment_pr"": -0.08062066938137386}"						
B_edited_only	incremental_fpr_over_energy		gain_boolq	18		108				full_moment_pr						0.02785155775982351	-0.0486159836346276	9.988035969450268e-05	0.2121333163958357	-0.2834065971805476	0.09306788410673487
B_edited_only	mean_within_checkpoint_spearman	log_energy_ratio	gain_hellaswag	18	18	108	-0.20872006022109543	-0.5431597277619118	0.15558598421025438												
B_edited_only	mean_within_checkpoint_spearman	raw_fpr	gain_hellaswag	18	18	108	0.20761207877224605	-0.15111807995791268	0.5523809523809524												
B_edited_only	mean_within_checkpoint_spearman	full_moment_pr	gain_hellaswag	18	18	108	0.2234850946452619	-0.1340137634724331	0.568285540064544												
B_edited_only	paired_linear_regression		gain_hellaswag	18		108				raw_fpr	Energy	0.14728670937159138	0.06817372943864874	1	"{""log_energy_ratio"": -0.3899320412564029}"						
B_edited_only	paired_linear_regression		gain_hellaswag	18		108				raw_fpr	FPR	0.2071048385711396	0.12773053143464097	1	"{""raw_fpr"": 0.46238343418526184}"						
B_edited_only	paired_linear_regression		gain_hellaswag	18		108				raw_fpr	Energy+FPR	0.20926960056350397	0.08029314475844374	2	"{""log_energy_ratio"": 0.10364990213822155, ""raw_fpr"": 0.5546253736317813}"						
B_edited_only	incremental_fpr_over_energy		gain_hellaswag	18		108				raw_fpr						0.06198289119191258	0.01211941531979499	0.00029117967880384747	0.22675515156731654	-0.20561865932893827	0.0998552261299224
B_edited_only	paired_linear_regression		gain_hellaswag	18		108				full_moment_pr	Energy	0.14728670937159138	0.06817372943864874	1	"{""log_energy_ratio"": -0.3899320412564029}"						
B_edited_only	paired_linear_regression		gain_hellaswag	18		108				full_moment_pr	FPR	0.19772438882897603	0.12200543038668865	1	"{""full_moment_pr"": 0.4517906766883143}"						
B_edited_only	paired_linear_regression		gain_hellaswag	18		108				full_moment_pr	Energy+FPR	0.1986776320059115	0.05350975407458747	2	"{""log_energy_ratio"": 0.07006367176178015, ""full_moment_pr"": 0.5144394294885664}"						
B_edited_only	incremental_fpr_over_energy		gain_hellaswag	18		108				full_moment_pr						0.0513909226343201	-0.014663975364061277	0.00018337465651449333	0.2560850231705284	-0.19043421895247767	0.07671498394940039
B_edited_only	mean_within_checkpoint_spearman	log_energy_ratio	gain_openbookqa	18	18	108	0.5397154727806746	0.24919636251511174	0.7719638539460798												
B_edited_only	mean_within_checkpoint_spearman	raw_fpr	gain_openbookqa	18	18	108	-0.5099917847993054	-0.7421038390859779	-0.24312842485494732												
B_edited_only	mean_within_checkpoint_spearman	full_moment_pr	gain_openbookqa	18	18	108	-0.49044675795618975	-0.7177713963828086	-0.2279847364864208												
B_edited_only	paired_linear_regression		gain_openbookqa	18		108				raw_fpr	Energy	0.1796693969371732	0.1253538484637745	1	"{""log_energy_ratio"": 0.32890533908983816}"						
B_edited_only	paired_linear_regression		gain_openbookqa	18		108				raw_fpr	FPR	0.2611863832644298	0.20782087108748726	1	"{""raw_fpr"": -0.3965602084314407}"						
B_edited_only	paired_linear_regression		gain_openbookqa	18		108				raw_fpr	Energy+FPR	0.2657886831930085	0.17804493089760332	2	"{""log_energy_ratio"": -0.11541918492778518, ""raw_fpr"": -0.4992760745099041}"						
B_edited_only	incremental_fpr_over_energy		gain_openbookqa	18		108				raw_fpr						0.08611928625583531	0.052691082433828806	0.0037187518830839148	0.21927990497867073	-0.14914701810728578	0.15511936889002143
B_edited_only	paired_linear_regression		gain_openbookqa	18		108				full_moment_pr	Energy	0.1796693969371732	0.1253538484637745	1	"{""log_energy_ratio"": 0.32890533908983816}"						
B_edited_only	paired_linear_regression		gain_openbookqa	18		108				full_moment_pr	FPR	0.2640277651262194	0.20152668244530536	1	"{""full_moment_pr"": -0.39871141370958074}"						
B_edited_only	paired_linear_regression		gain_openbookqa	18		108				full_moment_pr	Energy+FPR	0.27034362471710416	0.16774750574219421	2	"{""log_energy_ratio"": -0.13773172877015485, ""full_moment_pr"": -0.5218668352211864}"						
B_edited_only	incremental_fpr_over_energy		gain_openbookqa	18		108				full_moment_pr						0.09067422777993095	0.042393657278419705	0.0019097836475543027	0.23043415862253636	-0.17364532032661945	0.14562761922066247
B_edited_only	mean_within_checkpoint_spearman	log_energy_ratio	gain_piqa	18	18	108	0.28896580260085886	-0.04729355369725138	0.6035000633309472												
B_edited_only	mean_within_checkpoint_spearman	raw_fpr	gain_piqa	18	18	108	-0.25067870308768603	-0.5503123766484084	0.07520974586470527												
B_edited_only	mean_within_checkpoint_spearman	full_moment_pr	gain_piqa	18	18	108	-0.23716717786713407	-0.528474389899175	0.09228652063859967												
B_edited_only	paired_linear_regression		gain_piqa	18		108				raw_fpr	Energy	0.04075087692049639	-0.08141480496267173	1	"{""log_energy_ratio"": 0.08689293016764174}"						
B_edited_only	paired_linear_regression		gain_piqa	18		108				raw_fpr	FPR	0.027077251547481307	-0.06907824664063833	1	"{""raw_fpr"": -0.0708301649132101}"						
B_edited_only	paired_linear_regression		gain_piqa	18		108				raw_fpr	Energy+FPR	0.041846825068696525	-0.0990402479432666	2	"{""log_energy_ratio"": 0.11469820370371028, ""raw_fpr"": 0.031244072904721833}"						
B_edited_only	incremental_fpr_over_energy		gain_piqa	18		108				raw_fpr						0.001095948148200132	-0.017625442980594874	1.0359227469867241e-05	0.05005505151933355	-0.0559209556618091	0.006382418270230797
B_edited_only	paired_linear_regression		gain_piqa	18		108				full_moment_pr	Energy	0.04075087692049639	-0.08141480496267173	1	"{""log_energy_ratio"": 0.08689293016764174}"						
B_edited_only	paired_linear_regression		gain_piqa	18		108				full_moment_pr	FPR	0.05475688404761414	-0.03600874605359694	1	"{""full_moment_pr"": -0.10072454783173387}"						
B_edited_only	paired_linear_regression		gain_piqa	18		108				full_moment_pr	Energy+FPR	0.055027749574209195	-0.08768755870851286	2	"{""log_energy_ratio"": -0.01582255914939445, ""full_moment_pr"": -0.11487258734910494}"						
B_edited_only	incremental_fpr_over_energy		gain_piqa	18		108				full_moment_pr						0.014276872653712802	-0.006272753745841131	4.0025417423349355e-05	0.07487278594481171	-0.0646701321378974	0.021077669526553832
B_edited_only	mean_within_checkpoint_spearman	log_energy_ratio	gain_siqa	18	18	108	0.2142114604029406	-0.09615913041451854	0.5148995569160347												
B_edited_only	mean_within_checkpoint_spearman	raw_fpr	gain_siqa	18	18	108	-0.2652376931828239	-0.5495269817972877	0.038365379550923354												
B_edited_only	mean_within_checkpoint_spearman	full_moment_pr	gain_siqa	18	18	108	-0.2520493845564754	-0.5567074275215634	0.06563373784922726												
B_edited_only	paired_linear_regression		gain_siqa	18		108				raw_fpr	Energy	0.06258379145876514	-0.0007942927374493536	1	"{""log_energy_ratio"": 0.07036352218171253}"						
B_edited_only	paired_linear_regression		gain_siqa	18		108				raw_fpr	FPR	0.08471501025552453	0.013436105425728817	1	"{""raw_fpr"": -0.08186472732407835}"						
B_edited_only	paired_linear_regression		gain_siqa	18		108				raw_fpr	Energy+FPR	0.08509207668378804	-0.0480517335680668	2	"{""log_energy_ratio"": -0.011975185376964433, ""raw_fpr"": -0.09252189439915912}"						
B_edited_only	incremental_fpr_over_energy		gain_siqa	18		108				raw_fpr						0.022508285225022906	-0.04725744083061745	6.62984086571097e-05	0.17697555941826645	-0.1539426284343937	0.0185572607313848
B_edited_only	paired_linear_regression		gain_siqa	18		108				full_moment_pr	Energy	0.06258379145876514	-0.0007942927374493536	1	"{""log_energy_ratio"": 0.07036352218171253}"						
B_edited_only	paired_linear_regression		gain_siqa	18		108				full_moment_pr	FPR	0.11567040921747318	0.04575011179829047	1	"{""full_moment_pr"": -0.09565942625701016}"						
B_edited_only	paired_linear_regression		gain_siqa	18		108				full_moment_pr	Energy+FPR	0.1301858148783268	-0.002702051713176834	2	"{""log_energy_ratio"": -0.07568592473407987, ""full_moment_pr"": -0.1633354225314508}"						
B_edited_only	incremental_fpr_over_energy		gain_siqa	18		108				full_moment_pr						0.06760202341956167	-0.0019077589757274804	0.00026924234564852206	0.26646120730553763	-0.20294726019351467	0.08953862188629393
B_edited_only	mean_within_checkpoint_spearman	log_energy_ratio	gain_winogrande	18	18	108	0.18870392483929654	-0.13077729414315753	0.5106593646637064												
B_edited_only	mean_within_checkpoint_spearman	raw_fpr	gain_winogrande	18	18	108	-0.20114816669447116	-0.5060138950849005	0.11792051371604859												
B_edited_only	mean_within_checkpoint_spearman	full_moment_pr	gain_winogrande	18	18	108	-0.1915579731892975	-0.49454031496115536	0.13480981383160207												
B_edited_only	paired_linear_regression		gain_winogrande	18		108				raw_fpr	Energy	0.03277668141386059	-0.037246992711772675	1	"{""log_energy_ratio"": 0.08966184014069156}"						
B_edited_only	paired_linear_regression		gain_winogrande	18		108				raw_fpr	FPR	0.03086318121145204	-0.03404088993869503	1	"{""raw_fpr"": -0.08700525859750045}"						
B_edited_only	paired_linear_regression		gain_winogrande	18		108				raw_fpr	Energy+FPR	0.03379610077593198	-0.06700375202370545	2	"{""log_energy_ratio"": 0.05880739066700763, ""raw_fpr"": -0.034670353720502846}"						
B_edited_only	incremental_fpr_over_energy		gain_winogrande	18		108				raw_fpr						0.0010194193620713943	-0.02975675931193278	2.106002414373237e-05	0.06980145078981127	-0.06974837856553619	-0.006008099003736077
B_edited_only	paired_linear_regression		gain_winogrande	18		108				full_moment_pr	Energy	0.03277668141386059	-0.037246992711772675	1	"{""log_energy_ratio"": 0.08966184014069156}"						
B_edited_only	paired_linear_regression		gain_winogrande	18		108				full_moment_pr	FPR	0.02698928251827959	-0.03827425692240416	1	"{""full_moment_pr"": -0.08136185234482729}"						
B_edited_only	paired_linear_regression		gain_winogrande	18		108				full_moment_pr	Energy+FPR	0.03280543563068361	-0.06994321307385554	2	"{""log_energy_ratio"": 0.08435813510671764, ""full_moment_pr"": -0.005931435695239463}"						
B_edited_only	incremental_fpr_over_energy		gain_winogrande	18		108				full_moment_pr						2.8754216823023704e-05	-0.03269622036208286	1.8028517341720977e-05	0.06744249097053179	-0.07623628453802146	-0.007435328796118036
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	target_gain	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	target_gain	18	18	54	-0.15922363354357993	-0.4925569668769133	0.15935985050379214												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	target_gain	18	18	54	-0.13144585576580214	-0.4573361559760488	0.1741096997897534												
C_energy_matched	paired_linear_regression		target_gain	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		target_gain	18		54				raw_fpr	FPR	0.00035577444719847584	-0.07672053445834592	1	"{""raw_fpr"": -0.019574465620603353}"						
C_energy_matched	paired_linear_regression		target_gain	18		54				raw_fpr	Energy+FPR	0.00035577444719858686	-0.07672053445834592	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": -0.019574465620603342}"						
C_energy_matched	incremental_fpr_over_energy		target_gain	18		54				raw_fpr						0.00035577444719858686	-0.07672053445834592	3.336101216092922e-05	0.18426230514708458	-0.16485293445668636	-0.036323297786317627
C_energy_matched	paired_linear_regression		target_gain	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		target_gain	18		54				full_moment_pr	FPR	0.001928383177934978	-0.08263843738977372	1	"{""full_moment_pr"": -0.04557211720172499}"						
C_energy_matched	paired_linear_regression		target_gain	18		54				full_moment_pr	Energy+FPR	0.001928383177934978	-0.08263843738977372	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": -0.04557211720172495}"						
C_energy_matched	incremental_fpr_over_energy		target_gain	18		54				full_moment_pr						0.001928383177934978	-0.08263843738977372	3.321680276964556e-05	0.19004508380016125	-0.19814408119884958	-0.030009859080741177
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	off_gain	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	off_gain	18	18	54	0.027777777777777776	-0.3333333333333333	0.3888888888888889												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	off_gain	18	18	54	0.05555555555555555	-0.3055555555555556	0.4166666666666667												
C_energy_matched	paired_linear_regression		off_gain	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		off_gain	18		54				raw_fpr	FPR	0.10629905391360328	-0.031866565568518856	1	"{""raw_fpr"": 0.16675673187089077}"						
C_energy_matched	paired_linear_regression		off_gain	18		54				raw_fpr	Energy+FPR	0.10629905391360339	-0.031866565568518856	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.16675673187089082}"						
C_energy_matched	incremental_fpr_over_energy		off_gain	18		54				raw_fpr						0.10629905391360339	-0.031866565568518856	0.0002721337138710172	0.4637612143171967	-0.547033542496754	0.199206626509776
C_energy_matched	paired_linear_regression		off_gain	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		off_gain	18		54				full_moment_pr	FPR	0.09632423897344466	-0.04262215736128372	1	"{""full_moment_pr"": 0.15874003392510372}"						
C_energy_matched	paired_linear_regression		off_gain	18		54				full_moment_pr	Energy+FPR	0.09632423897344466	-0.04262215736128372	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.15874003392510375}"						
C_energy_matched	incremental_fpr_over_energy		off_gain	18		54				full_moment_pr						0.09632423897344466	-0.04262215736128372	0.0004058546229204813	0.42111103360805324	-0.5516689548746824	0.17328779746345482
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	fg_reduction	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	fg_reduction	18	9	54	0.37400282264271545	-0.1111111111111111	0.7886751345948129												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	fg_reduction	18	9	54	0.37400282264271545	-0.1368945341743197	0.8184472670871599												
C_energy_matched	paired_linear_regression		fg_reduction	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		fg_reduction	18		54				raw_fpr	FPR	0.2132800824586707	0.12067128301508945	1	"{""raw_fpr"": 0.08048799687681865}"						
C_energy_matched	paired_linear_regression		fg_reduction	18		54				raw_fpr	Energy+FPR	0.2132800824586707	0.12067128301508934	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.08048799687681864}"						
C_energy_matched	incremental_fpr_over_energy		fg_reduction	18		54				raw_fpr						0.2132800824586707	0.12067128301508934	0.029985575525546853	0.4225598850248783	-0.6019184027408144	0.2670883014140978
C_energy_matched	paired_linear_regression		fg_reduction	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		fg_reduction	18		54				full_moment_pr	FPR	0.1956241370791829	0.10887170611068664	1	"{""full_moment_pr"": 0.07708452289483894}"						
C_energy_matched	paired_linear_regression		fg_reduction	18		54				full_moment_pr	Energy+FPR	0.1956241370791829	0.10887170611068664	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.07708452289483896}"						
C_energy_matched	incremental_fpr_over_energy		fg_reduction	18		54				full_moment_pr						0.1956241370791829	0.10887170611068664	0.02690666666326044	0.4147288099291988	-0.5220488980491754	0.26535548241977835
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_magicoder	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_magicoder	18	18	54	-0.06844726708715984	-0.44249994859773956	0.32589030021024656												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_magicoder	18	18	54	-0.040669489309382065	-0.41272781610539255	0.3333333333333333												
C_energy_matched	paired_linear_regression		gain_magicoder	18		54				raw_fpr	Energy	1.1102230246251565e-16	1.1102230246251565e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_magicoder	18		54				raw_fpr	FPR	0.045859288366412176	-0.04490801665466271	1	"{""raw_fpr"": 0.32344876143806495}"						
C_energy_matched	paired_linear_regression		gain_magicoder	18		54				raw_fpr	Energy+FPR	0.045859288366412176	-0.04490801665466271	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.32344876143806484}"						
C_energy_matched	incremental_fpr_over_energy		gain_magicoder	18		54				raw_fpr						0.045859288366412065	-0.04490801665466282	0.0001578595377545473	0.34633540573372334	-0.23593904723142667	0.10607551128143014
C_energy_matched	paired_linear_regression		gain_magicoder	18		54				full_moment_pr	Energy	1.1102230246251565e-16	1.1102230246251565e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_magicoder	18		54				full_moment_pr	FPR	0.04024326642718801	-0.04634709068564469	1	"{""full_moment_pr"": 0.30299708391935753}"						
C_energy_matched	paired_linear_regression		gain_magicoder	18		54				full_moment_pr	Energy+FPR	0.04024326642718812	-0.04634709068564469	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.3029970839193577}"						
C_energy_matched	incremental_fpr_over_energy		gain_magicoder	18		54				full_moment_pr						0.04024326642718801	-0.0463470906856448	0.00011988297325371136	0.28919818316416374	-0.21456572204209787	0.08004961632207507
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_metamath	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_metamath	18	18	54	0.05555555555555555	-0.2777777777777778	0.3611111111111111												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_metamath	18	18	54	0.027777777777777776	-0.2777777777777778	0.3611111111111111												
C_energy_matched	paired_linear_regression		gain_metamath	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_metamath	18		54				raw_fpr	FPR	7.285240776755408e-06	-0.1634888458416075	1	"{""raw_fpr"": 0.001708007113197339}"						
C_energy_matched	paired_linear_regression		gain_metamath	18		54				raw_fpr	Energy+FPR	7.285240776755408e-06	-0.1634888458416075	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.001708007113197385}"						
C_energy_matched	incremental_fpr_over_energy		gain_metamath	18		54				raw_fpr						7.285240776755408e-06	-0.1634888458416075	6.423316986768885e-05	0.33421749873843937	-0.20861102754465186	-0.0852927439948444
C_energy_matched	paired_linear_regression		gain_metamath	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_metamath	18		54				full_moment_pr	FPR	0.0006225495178692197	-0.17645854701862618	1	"{""full_moment_pr"": -0.015789001671360273}"						
C_energy_matched	paired_linear_regression		gain_metamath	18		54				full_moment_pr	Energy+FPR	0.0006225495178692197	-0.17645854701862618	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": -0.015789001671360266}"						
C_energy_matched	incremental_fpr_over_energy		gain_metamath	18		54				full_moment_pr						0.0006225495178692197	-0.17645854701862618	7.602514498452298e-05	0.31881719359878097	-0.2642275089956739	-0.07583992978265247
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_tulu	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_tulu	18	18	54	0.16666666666666666	-0.1593598505037929	0.4851139337538266												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_tulu	18	18	54	0.19444444444444445	-0.12418889847079258	0.5												
C_energy_matched	paired_linear_regression		gain_tulu	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_tulu	18		54				raw_fpr	FPR	0.007073374555778722	-0.10542877776314707	1	"{""raw_fpr"": 0.05349126357596985}"						
C_energy_matched	paired_linear_regression		gain_tulu	18		54				raw_fpr	Energy+FPR	0.007073374555778722	-0.10542877776314685	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.05349126357596985}"						
C_energy_matched	incremental_fpr_over_energy		gain_tulu	18		54				raw_fpr						0.007073374555778722	-0.10542877776314685	7.226352687106938e-05	0.25673486731304584	-0.22483020457909067	0.029453803237879342
C_energy_matched	paired_linear_regression		gain_tulu	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_tulu	18		54				full_moment_pr	FPR	0.003447988648259126	-0.10696359081392859	1	"{""full_moment_pr"": 0.03734671802876155}"						
C_energy_matched	paired_linear_regression		gain_tulu	18		54				full_moment_pr	Energy+FPR	0.003447988648259126	-0.10696359081392881	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.03734671802876152}"						
C_energy_matched	incremental_fpr_over_energy		gain_tulu	18		54				full_moment_pr						0.003447988648259126	-0.10696359081392881	9.929746316476463e-05	0.25762559603311636	-0.2092552295013639	0.008595313442474245
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_commonsense	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_commonsense	18	18	54	-0.1111111111111111	-0.4444444444444444	0.19444444444444445												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_commonsense	18	18	54	-0.08333333333333333	-0.3888888888888889	0.2222222222222222												
C_energy_matched	paired_linear_regression		gain_commonsense	18		54				raw_fpr	Energy	1.1102230246251565e-16	1.1102230246251565e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_commonsense	18		54				raw_fpr	FPR	0.14912288407274432	-0.013645482146899424	1	"{""raw_fpr"": 0.10204769786483316}"						
C_energy_matched	paired_linear_regression		gain_commonsense	18		54				raw_fpr	Energy+FPR	0.1491228840727442	-0.013645482146899646	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.10204769786483311}"						
C_energy_matched	incremental_fpr_over_energy		gain_commonsense	18		54				raw_fpr						0.1491228840727441	-0.013645482146899757	0.001549429480860834	0.48203910002880307	-0.9765770105977252	0.18346395558464967
C_energy_matched	paired_linear_regression		gain_commonsense	18		54				full_moment_pr	Energy	1.1102230246251565e-16	1.1102230246251565e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_commonsense	18		54				full_moment_pr	FPR	0.1611806267336937	-0.02289078920433507	1	"{""full_moment_pr"": 0.10609318429682393}"						
C_energy_matched	paired_linear_regression		gain_commonsense	18		54				full_moment_pr	Energy+FPR	0.1611806267336936	-0.02289078920433507	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.10609318429682396}"						
C_energy_matched	incremental_fpr_over_energy		gain_commonsense	18		54				full_moment_pr						0.1611806267336935	-0.022890789204335182	0.0008658208752372887	0.4832499187029221	-1.200357742971096	0.18471771337287604
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_arc_challenge	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_arc_challenge	18	17	54	0.1607088710334634	-0.1980542860827056	0.5057691889031363												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_arc_challenge	18	17	54	0.19012063573934573	-0.14157809407143232	0.5036575192053572												
C_energy_matched	paired_linear_regression		gain_arc_challenge	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_arc_challenge	18		54				raw_fpr	FPR	0.18447175475904698	-0.017125411399282475	1	"{""raw_fpr"": 0.3555615103802659}"						
C_energy_matched	paired_linear_regression		gain_arc_challenge	18		54				raw_fpr	Energy+FPR	0.18447175475904698	-0.017125411399282253	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.35556151038026584}"						
C_energy_matched	incremental_fpr_over_energy		gain_arc_challenge	18		54				raw_fpr						0.18447175475904698	-0.017125411399282253	0.004672318618536834	0.4449797089521827	-2.133804854860352	0.15150479564983646
C_energy_matched	paired_linear_regression		gain_arc_challenge	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_arc_challenge	18		54				full_moment_pr	FPR	0.19782957899459164	-0.049154583964159615	1	"{""full_moment_pr"": 0.3682098619659366}"						
C_energy_matched	paired_linear_regression		gain_arc_challenge	18		54				full_moment_pr	Energy+FPR	0.19782957899459153	-0.04915458396415939	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.36820986196593664}"						
C_energy_matched	incremental_fpr_over_energy		gain_arc_challenge	18		54				full_moment_pr						0.19782957899459153	-0.04915458396415939	0.0018413854010380507	0.48109664031811045	-2.594739904339879	0.10553653472233407
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_arc_easy	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_arc_easy	18	18	54	0.2981125224324688	-0.040855565137459256	0.6016737232734553												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_arc_easy	18	18	54	0.32589030021024656	-0.027913994737990715	0.629501359919097												
C_energy_matched	paired_linear_regression		gain_arc_easy	18		54				raw_fpr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_arc_easy	18		54				raw_fpr	FPR	0.1437122710883867	-0.0804446687945477	1	"{""raw_fpr"": 0.19989368956034465}"						
C_energy_matched	paired_linear_regression		gain_arc_easy	18		54				raw_fpr	Energy+FPR	0.1437122710883867	-0.0804446687945477	1	"{""log_energy_ratio"": 0.0, ""raw_fpr"": 0.19989368956034465}"						
C_energy_matched	incremental_fpr_over_energy		gain_arc_easy	18		54				raw_fpr						0.1437122710883867	-0.0804446687945477	0.00150426709678539	0.39507696611373716	-4.979887974009372	0.02023808461869603
C_energy_matched	paired_linear_regression		gain_arc_easy	18		54				full_moment_pr	Energy	0.0	0.0	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_arc_easy	18		54				full_moment_pr	FPR	0.16875317760787456	-0.10670286725539557	1	"{""full_moment_pr"": 0.21660981799954862}"						
C_energy_matched	paired_linear_regression		gain_arc_easy	18		54				full_moment_pr	Energy+FPR	0.16875317760787445	-0.10670286725539557	1	"{""log_energy_ratio"": 0.0, ""full_moment_pr"": 0.21660981799954873}"						
C_energy_matched	incremental_fpr_over_energy		gain_arc_easy	18		54				full_moment_pr						0.16875317760787445	-0.10670286725539557	0.0007523613330629173	0.4299694486015217	-6.754094798010209	0.00885366889577586
C_energy_matched	mean_within_checkpoint_spearman	log_energy_ratio	gain_boolq	18	0	54															
C_energy_matched	mean_within_checkpoint_spearman	raw_fpr	gain_boolq	18	18	54	-0.03522081090086451	-0.3943874261652707	0.31645291237259066												
C_energy_matched	mean_within_checkpoint_spearman	full_moment_pr	gain_boolq	18	18	54	-0.007443033123086739	-0.32602651717045955	0.3165027712404546												
C_energy_matched	paired_linear_regression		gain_boolq	18		54				raw_fpr	Energy	-2.220446049250313e-16	-2.220446049250313e-16	0	"{""log_energy_ratio"": 0.0}"						
C_energy_matched	paired_linear_regression		gain_boolq	18		54				raw_fpr	FPR	0.0013247381387262447	-0.1234691682464133	1	"{""raw_fpr"": -0.0038676234532746263}"						
