base	task	seed	checkpoint	method	benchmark	role	recovery_rate	recovery_rate_defined	retention_rate	retention_rate_defined	new_success_rate	new_success_rate_defined	new_damage_rate	new_damage_rate_defined	new_success_conditional_rate	new_success_conditional_rate_defined	new_damage_conditional_rate	new_damage_conditional_rate_defined	n_units	samples	recovery_set_size	retention_set_size	new_success_set_size	new_damage_set_size	recovered	retained	new_success	new_damage
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	hns_f4_s1	metamath	off_task	0.717948717948718	1	0.4051724137931034	1	0.04169825625473844	1	0.02350265352539803	1	0.14473684210526316	1	0.04936305732484077	1	1	1319	195	116	380	628	140	47	55	31
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	scalar_e	metamath	off_task	0.7384615384615385	1	0.4482758620689655	1	0.04169825625473844	1	0.019711902956785442	1	0.14473684210526316	1	0.041401273885350316	1	1	1319	195	116	380	628	144	52	55	26
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	flat_e	metamath	off_task	0.7076923076923077	1	0.3706896551724138	1	0.03790750568612585	1	0.02350265352539803	1	0.13157894736842105	1	0.04936305732484077	1	1	1319	195	116	380	628	138	43	50	31
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	hns_f4_s1	metamath	off_task	0.722972972972973	1	0.4879518072289157	1	0.0576194086429113	1	0.02577710386656558	1	0.23030303030303031	1	0.05037037037037037	1	1	1319	148	166	330	675	107	81	76	34
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	scalar_e	metamath	off_task	0.7635135135135135	1	0.5120481927710844	1	0.060652009097801364	1	0.03335860500379075	1	0.24242424242424243	1	0.06518518518518518	1	1	1319	148	166	330	675	113	85	80	44
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	flat_e	metamath	off_task	0.7162162162162162	1	0.4819277108433735	1	0.05079605761940864	1	0.026535253980288095	1	0.20303030303030303	1	0.05185185185185185	1	1	1319	148	166	330	675	106	80	67	35
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	hns_f4_s1	metamath	off_task	0.7911392405063291	1	0.4824120603015075	1	0.05155420773313116	1	0.02577710386656558	1	0.22895622895622897	1	0.05112781954887218	1	1	1319	158	199	297	665	125	96	68	34
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	scalar_e	metamath	off_task	0.810126582278481	1	0.542713567839196	1	0.05458680818802123	1	0.029567854435178165	1	0.24242424242424243	1	0.058646616541353384	1	1	1319	158	199	297	665	128	108	72	39
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	flat_e	metamath	off_task	0.7784810126582279	1	0.49246231155778897	1	0.04700530705079606	1	0.025018953752843062	1	0.20875420875420875	1	0.04962406015037594	1	1	1319	158	199	297	665	123	98	62	33
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	hns_f4_s1	metamath	target	0.4368932038834951	1	0.9057239057239057	1	0.03866565579984837	1	0.01592115238817286	1	0.2562814070351759	1	0.029166666666666667	1	1	1319	103	297	199	720	45	269	51	21
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	scalar_e	metamath	target	0.42718446601941745	1	0.898989898989899	1	0.02880970432145565	1	0.024260803639120546	1	0.19095477386934673	1	0.044444444444444446	1	1	1319	103	297	199	720	44	267	38	32
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	flat_e	metamath	target	0.4174757281553398	1	0.9292929292929293	1	0.03639120545868082	1	0.014404852160727824	1	0.24120603015075376	1	0.02638888888888889	1	1	1319	103	297	199	720	43	276	48	19
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	hns_f4_s1	metamath	target	0.5691056910569106	1	0.8517241379310345	1	0.0401819560272934	1	0.027293404094010616	1	0.25728155339805825	1	0.05142857142857143	1	1	1319	123	290	206	700	70	247	53	36
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	scalar_e	metamath	target	0.6260162601626016	1	0.8310344827586207	1	0.0401819560272934	1	0.024260803639120546	1	0.25728155339805825	1	0.045714285714285714	1	1	1319	123	290	206	700	77	241	53	32
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	flat_e	metamath	target	0.5365853658536586	1	0.8448275862068966	1	0.04245640636846096	1	0.02880970432145565	1	0.27184466019417475	1	0.054285714285714284	1	1	1319	123	290	206	700	66	245	56	38
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	hns_f4_s1	metamath	target	0.6507936507936508	1	0.8526315789473684	1	0.043214556482183475	1	0.028051554207733132	1	0.27014218009478674	1	0.05308464849354376	1	1	1319	126	285	211	697	82	243	57	37
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	scalar_e	metamath	target	0.6428571428571429	1	0.8350877192982457	1	0.04397270659590599	1	0.02577710386656558	1	0.27488151658767773	1	0.04878048780487805	1	1	1319	126	285	211	697	81	238	58	34
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	flat_e	metamath	target	0.6349206349206349	1	0.8456140350877193	1	0.04245640636846096	1	0.025018953752843062	1	0.26540284360189575	1	0.047345767575322814	1	1	1319	126	285	211	697	80	241	56	33
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	hns_f4_s1	metamath	off_task	0.7230769230769231	1	0.6198347107438017	1	0.04927975739196361	1	0.02880970432145565	1	0.17333333333333334	1	0.06050955414012739	1	1	1319	195	121	375	628	141	75	65	38
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	scalar_e	metamath	off_task	0.7384615384615385	1	0.7024793388429752	1	0.058377558756633814	1	0.029567854435178165	1	0.20533333333333334	1	0.06210191082802548	1	1	1319	195	121	375	628	144	85	77	39
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	flat_e	metamath	off_task	0.7282051282051282	1	0.6528925619834711	1	0.047763457164518575	1	0.02577710386656558	1	0.168	1	0.054140127388535034	1	1	1319	195	121	375	628	142	79	63	34
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	hns_f4_s1	metamath	off_task	0.5510204081632653	1	0.6641221374045801	1	0.05155420773313116	1	0.0356330553449583	1	0.1863013698630137	1	0.06482758620689655	1	1	1319	98	131	365	725	54	87	68	47
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	scalar_e	metamath	off_task	0.5612244897959183	1	0.648854961832061	1	0.0401819560272934	1	0.0310841546626232	1	0.14520547945205478	1	0.05655172413793103	1	1	1319	98	131	365	725	55	85	53	41
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	flat_e	metamath	off_task	0.5408163265306123	1	0.6412213740458015	1	0.05155420773313116	1	0.03411675511751327	1	0.1863013698630137	1	0.06206896551724138	1	1	1319	98	131	365	725	53	84	68	45
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	hns_f4_s1	metamath	off_task	0.6369426751592356	1	0.6068376068376068	1	0.03184230477634572	1	0.02577710386656558	1	0.11081794195250659	1	0.05105105105105105	1	1	1319	157	117	379	666	100	71	42	34
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	scalar_e	metamath	off_task	0.6369426751592356	1	0.6752136752136753	1	0.05155420773313116	1	0.024260803639120546	1	0.17941952506596306	1	0.04804804804804805	1	1	1319	157	117	379	666	100	79	68	32
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	flat_e	metamath	off_task	0.6114649681528662	1	0.6324786324786325	1	0.029567854435178165	1	0.028051554207733132	1	0.10290237467018469	1	0.05555555555555555	1	1	1319	157	117	379	666	96	74	39	37
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	hns_f4_s1	tulu	off_task	0.6956521739130435	1	0.42424242424242425	1	0.018484288354898338	1	0.022181146025878003	1	0.05813953488372093	1	0.0449438202247191	1	1	541	69	33	172	267	48	14	10	12
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	scalar_e	tulu	off_task	0.6521739130434783	1	0.42424242424242425	1	0.02033271719038817	1	0.02033271719038817	1	0.06395348837209303	1	0.04119850187265917	1	1	541	69	33	172	267	45	14	11	11
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	flat_e	tulu	off_task	0.6811594202898551	1	0.42424242424242425	1	0.014787430683918669	1	0.022181146025878003	1	0.046511627906976744	1	0.0449438202247191	1	1	541	69	33	172	267	47	14	8	12
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	hns_f4_s1	tulu	off_task	0.7657657657657657	1	0.2571428571428571	1	0.022181146025878003	1	0.038817005545286505	1	0.07058823529411765	1	0.09333333333333334	1	1	541	111	35	170	225	85	9	12	21
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	scalar_e	tulu	off_task	0.7387387387387387	1	0.37142857142857144	1	0.022181146025878003	1	0.036968576709796676	1	0.07058823529411765	1	0.08888888888888889	1	1	541	111	35	170	225	82	13	12	20
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	flat_e	tulu	off_task	0.7927927927927928	1	0.3142857142857143	1	0.027726432532347505	1	0.04251386321626617	1	0.08823529411764706	1	0.10222222222222223	1	1	541	111	35	170	225	88	11	15	23
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	hns_f4_s1	tulu	off_task	0.7777777777777778	1	0.37142857142857144	1	0.024029574861367836	1	0.04805914972273567	1	0.07647058823529412	1	0.10970464135021098	1	1	541	99	35	170	237	77	13	13	26
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	scalar_e	tulu	off_task	0.7777777777777778	1	0.4	1	0.024029574861367836	1	0.04436229205175601	1	0.07647058823529412	1	0.10126582278481013	1	1	541	99	35	170	237	77	14	13	24
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	flat_e	tulu	off_task	0.7171717171717171	1	0.37142857142857144	1	0.025878003696857672	1	0.038817005545286505	1	0.08235294117647059	1	0.08860759493670886	1	1	541	99	35	170	237	71	13	14	21
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	hns_f4_s1	tulu	off_task	0.5974025974025974	1	0.5428571428571428	1	0.018484288354898338	1	0.029574861367837338	1	0.058823529411764705	1	0.06177606177606178	1	1	541	77	35	170	259	46	19	10	16
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	scalar_e	tulu	off_task	0.5194805194805194	1	0.6571428571428571	1	0.0166358595194085	1	0.036968576709796676	1	0.052941176470588235	1	0.07722007722007722	1	1	541	77	35	170	259	40	23	9	20
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	flat_e	tulu	off_task	0.5324675324675324	1	0.6	1	0.018484288354898338	1	0.04066543438077634	1	0.058823529411764705	1	0.08494208494208494	1	1	541	77	35	170	259	41	21	10	22
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	hns_f4_s1	tulu	off_task	0.640625	1	0.34210526315789475	1	0.029574861367837338	1	0.018484288354898338	1	0.09580838323353294	1	0.03676470588235294	1	1	541	64	38	167	272	41	13	16	10
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	scalar_e	tulu	off_task	0.6875	1	0.39473684210526316	1	0.025878003696857672	1	0.029574861367837338	1	0.08383233532934131	1	0.058823529411764705	1	1	541	64	38	167	272	44	15	14	16
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	flat_e	tulu	off_task	0.640625	1	0.34210526315789475	1	0.02033271719038817	1	0.0166358595194085	1	0.0658682634730539	1	0.03308823529411765	1	1	541	64	38	167	272	41	13	11	9
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	hns_f4_s1	tulu	off_task	0.6551724137931034	1	0.3953488372093023	1	0.02033271719038817	1	0.0166358595194085	1	0.06790123456790123	1	0.03237410071942446	1	1	541	58	43	162	278	38	17	11	9
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	scalar_e	tulu	off_task	0.6379310344827587	1	0.37209302325581395	1	0.018484288354898338	1	0.024029574861367836	1	0.06172839506172839	1	0.046762589928057555	1	1	541	58	43	162	278	37	16	10	13
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	flat_e	tulu	off_task	0.6206896551724138	1	0.37209302325581395	1	0.022181146025878003	1	0.024029574861367836	1	0.07407407407407407	1	0.046762589928057555	1	1	541	58	43	162	278	36	16	12	13
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	hns_f4_s1	tulu	target	0.5	1	0.6833333333333333	1	0.029574861367837338	1	0.027726432532347505	1	0.1103448275862069	1	0.05319148936170213	1	1	541	54	60	145	282	27	41	16	15
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	scalar_e	tulu	target	0.6296296296296297	1	0.7166666666666667	1	0.025878003696857672	1	0.025878003696857672	1	0.09655172413793103	1	0.04964539007092199	1	1	541	54	60	145	282	34	43	14	14
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	flat_e	tulu	target	0.5	1	0.6666666666666666	1	0.025878003696857672	1	0.024029574861367836	1	0.09655172413793103	1	0.04609929078014184	1	1	541	54	60	145	282	27	40	14	13
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	hns_f4_s1	tulu	target	0.43859649122807015	1	0.7377049180327869	1	0.025878003696857672	1	0.018484288354898338	1	0.09722222222222222	1	0.035842293906810034	1	1	541	57	61	144	279	25	45	14	10
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	scalar_e	tulu	target	0.38596491228070173	1	0.6721311475409836	1	0.025878003696857672	1	0.022181146025878003	1	0.09722222222222222	1	0.043010752688172046	1	1	541	57	61	144	279	22	41	14	12
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	flat_e	tulu	target	0.40350877192982454	1	0.7377049180327869	1	0.024029574861367836	1	0.029574861367837338	1	0.09027777777777778	1	0.05734767025089606	1	1	541	57	61	144	279	23	45	13	16
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	hns_f4_s1	tulu	target	0.4	1	0.7166666666666667	1	0.033271719038817	1	0.018484288354898338	1	0.12413793103448276	1	0.036231884057971016	1	1	541	60	60	145	276	24	43	18	10
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	scalar_e	tulu	target	0.43333333333333335	1	0.6666666666666666	1	0.027726432532347505	1	0.02033271719038817	1	0.10344827586206896	1	0.03985507246376811	1	1	541	60	60	145	276	26	40	15	11
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	flat_e	tulu	target	0.48333333333333334	1	0.7166666666666667	1	0.031423290203327174	1	0.024029574861367836	1	0.11724137931034483	1	0.04710144927536232	1	1	541	60	60	145	276	29	43	17	13
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	hns_f4_s1	commonsense	off_task	0.5924728975181595	8	0.42562866778248937	8	0.0018674031878485777	8	0.0027167202015955932	8	0.008127600815271993	8	0.004323025132402749	8	8	22419	1715	674	6664	13366	888	330	40	60
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	scalar_e	commonsense	off_task	0.598996565087788	8	0.4725280903709566	8	0.0017132093474084601	8	0.002433023607223162	8	0.006869076429150855	8	0.0036628388638446645	8	8	22419	1715	674	6664	13366	924	352	43	38
Llama-3.1-8B-Instruct	magicoder	42	Llama-3.1-8B-Instruct/magicoder/seed42	flat_e	commonsense	off_task	0.6036398239766527	8	0.4407914138414618	8	0.0016522213546362912	8	0.002673837214906965	8	0.007645810075365222	8	0.004191470530590411	8	8	22419	1715	674	6664	13366	903	330	44	63
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	hns_f4_s1	commonsense	off_task	0.8101822211225032	8	0.2747532554715095	8	0.011084093074055865	8	0.010075732755901547	8	0.049438746455674684	8	0.02148918414864736	8	8	22419	1730	1791	5547	13351	1437	461	444	218
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	scalar_e	commonsense	off_task	0.7860842239086183	8	0.27625572521771213	8	0.01070052026568565	8	0.012085349314743997	8	0.053934969963301244	8	0.02892900957463431	8	8	22419	1730	1791	5547	13351	1442	443	316	222
Llama-3.1-8B-Instruct	magicoder	43	Llama-3.1-8B-Instruct/magicoder/seed43	flat_e	commonsense	off_task	0.8015375651258823	8	0.28649472386008723	8	0.01120391167521392	8	0.010051099083958646	8	0.04962648725795479	8	0.021684072071396845	8	8	22419	1730	1791	5547	13351	1440	475	441	212
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	hns_f4_s1	commonsense	off_task	0.7745966445743326	8	0.3087902961263638	8	0.010492825158295017	8	0.009681643502430937	8	0.041488822757818414	8	0.018069639699917255	8	8	22419	1555	1407	5931	13526	1227	397	474	235
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	scalar_e	commonsense	off_task	0.7507719625649115	8	0.3181460241452977	8	0.009946746407149425	8	0.010320823070839504	8	0.0416525555729199	8	0.021355993024616375	8	8	22419	1555	1407	5931	13526	1223	388	340	197
Llama-3.1-8B-Instruct	magicoder	44	Llama-3.1-8B-Instruct/magicoder/seed44	flat_e	commonsense	off_task	0.7670357651397519	8	0.31626475943038856	8	0.010222340028612574	8	0.009131653401023485	8	0.04104799581525645	8	0.017077610585391978	8	8	22419	1555	1407	5931	13526	1224	403	463	220
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	hns_f4_s1	commonsense	off_task	0.5217379835487711	8	0.7332458263971066	8	0.012272671637984315	8	0.010946354411255839	8	0.06180028975700095	8	0.018251107880331054	8	8	22419	2688	995	6343	12393	1336	660	271	237
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	scalar_e	commonsense	off_task	0.3690111992841949	8	0.8049567375799598	8	0.011075784982763284	8	0.01048872515328584	8	0.05397553763032459	8	0.017981677800865334	8	8	22419	2688	995	6343	12393	916	726	202	235
Llama-3.1-8B-Instruct	metamath	42	Llama-3.1-8B-Instruct/metamath/seed42	flat_e	commonsense	off_task	0.5187794436108015	8	0.735567322192096	8	0.012484402219744152	8	0.0110811354712021	8	0.06252283203856562	8	0.01833063485212533	8	8	22419	2688	995	6343	12393	1343	663	264	234
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	hns_f4_s1	commonsense	off_task	0.6989138123559258	8	0.6289833483439842	8	0.0196510612889369	8	0.0067413212523359635	8	0.0793704088672475	8	0.011793082890502044	8	8	22419	2944	826	6512	12137	2168	518	661	154
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	scalar_e	commonsense	off_task	0.6555653227283302	8	0.6152903028327898	8	0.018347243788668307	8	0.00936771415819226	8	0.07678590662334218	8	0.016815666255549845	8	8	22419	2944	826	6512	12137	2015	510	525	181
Llama-3.1-8B-Instruct	metamath	43	Llama-3.1-8B-Instruct/metamath/seed43	flat_e	commonsense	off_task	0.6975560332369264	8	0.6286934172681675	8	0.019651823672337594	8	0.006661882024409267	8	0.079401654520474	8	0.011551314356798218	8	8	22419	2944	826	6512	12137	2157	519	656	149
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	hns_f4_s1	commonsense	off_task	0.6986506418159677	8	0.6109353828521761	8	0.018946060179616128	8	0.0072506173992330876	8	0.0811508251613658	8	0.012730817002781876	8	8	22419	2938	907	6431	12143	2156	554	641	152
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	scalar_e	commonsense	off_task	0.6782275391879775	8	0.5891919750886316	8	0.016457271925844688	8	0.009003273349566474	8	0.07254948386539775	8	0.015992900990649435	8	8	22419	2938	907	6431	12143	2065	539	525	180
Llama-3.1-8B-Instruct	metamath	44	Llama-3.1-8B-Instruct/metamath/seed44	flat_e	commonsense	off_task	0.7014150454649751	8	0.6162899092781311	8	0.018865719228247188	8	0.007376506448536967	8	0.07992615189551172	8	0.013011118860545165	8	8	22419	2938	907	6431	12143	2161	560	639	157
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	hns_f4_s1	commonsense	off_task	0.2601167057617829	8	0.6878329323165657	8	0.0021252227592368925	8	0.007773853588722606	8	0.011137820859091213	8	0.012699568123797845	8	8	22419	1781	1384	5954	13300	398	938	45	198
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	scalar_e	commonsense	off_task	0.3081209480327139	8	0.5668598862972082	8	0.0024463084835931338	8	0.013768263058438687	8	0.013364944291933665	8	0.023758171937784	8	8	22419	1781	1384	5954	13300	327	767	51	505
Llama-3.1-8B-Instruct	tulu	42	Llama-3.1-8B-Instruct/tulu/seed42	flat_e	commonsense	off_task	0.25888737194025224	8	0.6849764047111089	8	0.0020580971950835076	8	0.007433952935136252	8	0.010819633925134244	8	0.012220962137704194	8	8	22419	1781	1384	5954	13300	396	929	42	207
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	hns_f4_s1	commonsense	off_task	0.406070451636409	8	0.5973269430820489	8	0.003263391755016152	8	0.008083981579486905	8	0.02317852262358089	8	0.013063431265438286	8	8	22419	1402	1963	5375	13679	484	1138	74	229
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	scalar_e	commonsense	off_task	0.41021307504747084	8	0.6132047651283485	8	0.0027381032949893728	8	0.007875594295944359	8	0.01870662276866552	8	0.013260478988601287	8	8	22419	1402	1963	5375	13679	470	1131	57	265
Llama-3.1-8B-Instruct	tulu	43	Llama-3.1-8B-Instruct/tulu/seed43	flat_e	commonsense	off_task	0.41350875543411203	8	0.58622547668904	8	0.0028265094422445063	8	0.008138656673348342	8	0.020860997701818963	8	0.013169587451214174	8	8	22419	1402	1963	5375	13679	489	1137	64	233
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	hns_f4_s1	commonsense	off_task	0.41697666926711474	8	0.5543592054018975	8	0.0046331409584132125	8	0.013777794829163467	8	0.03004330583645893	8	0.02329766454205922	8	8	22419	1422	1891	5447	13659	493	984	87	470
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	scalar_e	commonsense	off_task	0.3934918587137183	8	0.6013748126514461	8	0.003842319276048746	8	0.01113976913332144	8	0.02566248044921653	8	0.018762745636518568	8	8	22419	1422	1891	5447	13659	451	1054	74	397
Llama-3.1-8B-Instruct	tulu	44	Llama-3.1-8B-Instruct/tulu/seed44	flat_e	commonsense	off_task	0.4174714962785813	8	0.560227104280899	8	0.004393951154653173	8	0.01411919913595399	8	0.028920405241685855	8	0.023879962479050342	8	8	22419	1422	1891	5447	13659	486	989	85	476
