cohort	pr_definition	model	checkpoint	method	outcome	log_energy_ratio	raw_fpr	full_moment_pr
A_all_versions	raw_fpr	FPR	Qwen3-8B/metamath/seed43	flat_e	gain_siqa		-0.24496392026252972	
A_all_versions	raw_fpr	FPR	Qwen3-8B/tulu/seed43	flat_e	gain_siqa		0.053815056030175855	
A_all_versions	raw_fpr	FPR	Qwen3-8B/magicoder/seed44	flat_e	gain_siqa		-0.7630688791487938	
A_all_versions	raw_fpr	FPR	Qwen3-8B/metamath/seed44	flat_e	gain_siqa		-0.28434907453883984	
A_all_versions	raw_fpr	FPR	Qwen3-8B/tulu/seed44	flat_e	gain_siqa		0.019398865287393426	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	scalar_e	gain_siqa		-1.186712229007253	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	scalar_e	gain_siqa		-1.3447256257259599	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	scalar_e	gain_siqa		-1.2953138192088265	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	scalar_e	gain_siqa		-1.1357718234312673	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	scalar_e	gain_siqa		-1.134673924155199	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	scalar_e	gain_siqa		-1.3149635782290894	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	scalar_e	gain_siqa		-1.1514816463132174	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	scalar_e	gain_siqa		-1.1262976590172846	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	scalar_e	gain_siqa		-1.3002540429862997	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	flat_e	gain_siqa		-0.607285989601263	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	flat_e	gain_siqa		0.13989186825893227	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	flat_e	gain_siqa		0.12572135574932747	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	flat_e	gain_siqa		-0.650222166769218	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	flat_e	gain_siqa		-0.5521636881108881	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	flat_e	gain_siqa		0.09760543205900839	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	flat_e	gain_siqa		-0.6158002480592484	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	flat_e	gain_siqa		-0.595696430686946	
A_all_versions	raw_fpr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	flat_e	gain_siqa		0.04988441818104218	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	original_lora	gain_siqa	3.2471266975611752	-1.0131594973414682	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	hns_f4_s1	gain_siqa	0.06487879923274589	-0.7696525855930961	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_hns_a05	gain_siqa	-0.9489824619617977	0.36443490618890984	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_hns_a10	gain_siqa	-1.2102312781423787	1.599135526590829	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_flat	gain_siqa	-1.2825493551552383	1.6044000979296884	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	original_lora	gain_siqa	3.044822787363928	-1.0340946545868768	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	hns_f4_s1	gain_siqa	0.0652684811595651	-0.7542769536741128	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_hns_a05	gain_siqa	-0.8891767567356395	0.42719778770716854	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_hns_a10	gain_siqa	-1.149763196695976	1.572712198247219	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_flat	gain_siqa	-1.201688277411004	1.5778443966504871	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	original_lora	gain_siqa	3.0723202593046848	-1.0306802667839479	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	hns_f4_s1	gain_siqa	0.07474734036048038	-0.7538575100900056	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_hns_a05	gain_siqa	-0.9039947870152062	0.416092459707945	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_hns_a10	gain_siqa	-1.1704015256798639	1.5783410381711818	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_flat	gain_siqa	-1.222165967691057	1.5838534249275684	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	original_lora	gain_siqa	2.372087840811948	-1.289050329946985	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	hns_f4_s1	gain_siqa	-0.1309491772026757	-0.33156184634178937	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_hns_a05	gain_siqa	-0.5415073209624518	0.7130041559992584	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_hns_a10	gain_siqa	-0.7102103449692564	1.2775984932858322	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_flat	gain_siqa	-0.7275226432722104	1.2812628884730222	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	original_lora	gain_siqa	2.172766587723298	-1.316481656278546	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	hns_f4_s1	gain_siqa	-0.1170838829592385	-0.21860653238830907	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_hns_a05	gain_siqa	-0.49463842670544017	0.7171133997955971	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_hns_a10	gain_siqa	-0.6585761357767824	1.1881518766366703	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_flat	gain_siqa	-0.6683003763633595	1.1912684887756655	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	original_lora	gain_siqa	2.1779695200035554	-1.3048428126906766	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	hns_f4_s1	gain_siqa	-0.11284119477608245	-0.24979599510239672	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_hns_a05	gain_siqa	-0.4974280567083097	0.7286012723111969	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_hns_a10	gain_siqa	-0.6651487702031013	1.2060356080142018	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_flat	gain_siqa	-0.6768691087638952	1.2091938146971908	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	original_lora	gain_siqa	1.3367065711005555	-1.3769183771838687	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	hns_f4_s1	gain_siqa	-0.06131173274268429	-0.007573690941357668	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_hns_a05	gain_siqa	-0.2979082348249722	0.7164045046123848	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_hns_a10	gain_siqa	-0.42719657880742795	1.035546713158691	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_flat	gain_siqa	-0.4276665592401025	1.038216735343269	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	original_lora	gain_siqa	1.1885563890612745	-1.3801474471064719	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	hns_f4_s1	gain_siqa	-0.052266181383016794	0.07373478566189953	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_hns_a05	gain_siqa	-0.26816463911834404	0.7086715546696571	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_hns_a10	gain_siqa	-0.38113559352368026	0.9607843658887393	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_flat	gain_siqa	-0.3824576122701999	0.9632891319624726	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	original_lora	gain_siqa	1.216391298955714	-1.392249607855673	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	hns_f4_s1	gain_siqa	-0.0524744570713284	0.05937103692793188	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_hns_a05	gain_siqa	-0.2748175771908216	0.7306751265366017	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_hns_a10	gain_siqa	-0.39194202697198754	0.9862668949104944	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_flat	gain_siqa	-0.39220832357891927	0.9887872920489257	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	original_lora	gain_siqa	2.994858950936377	-1.186712229007253	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	hns_f4_s1	gain_siqa	0.014802435426660033	-0.5711910968416322	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_hns_a05	gain_siqa	-0.8334814638623531	0.7664544830141262	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_hns_a10	gain_siqa	-1.094348180747327	1.391304234159485	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_flat	gain_siqa	-1.1114366126066717	1.39414282728379	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	original_lora	gain_siqa	2.8441872992449944	-1.1357718234312673	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	hns_f4_s1	gain_siqa	0.07175312687996667	-0.627850193339378	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_hns_a05	gain_siqa	-0.8304706509913872	0.6572716200187999	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_hns_a10	gain_siqa	-1.1119311036987147	1.4447139308798491	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_flat	gain_siqa	-1.1170449251947905	1.4476304560724802	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	original_lora	gain_siqa	2.883867144733876	-1.1514816463132174	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	hns_f4_s1	gain_siqa	0.06639512435587856	-0.5999816270732581	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a05	gain_siqa	-0.83838203214395	0.6514273129801516	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a10	gain_siqa	-1.1194099901815058	1.4322221429174602	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_flat	gain_siqa	-1.1252604954760528	1.43509571186133	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	original_lora	gain_siqa	0.9396603029102224	-1.3447256257259599	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	hns_f4_s1	gain_siqa	-0.050120203573434614	0.15997689514559957	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a05	gain_siqa	-0.20908234051981908	0.68366766770111	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a10	gain_siqa	-0.2899778447764233	0.8517889725067795	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_flat	gain_siqa	-0.2902395068936762	0.854125847839497	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	original_lora	gain_siqa	2.1581562962326806	-1.134673924155199	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	hns_f4_s1	gain_siqa	0.1175784433186418	-0.5418353551875817	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a05	gain_siqa	-0.6452705348817867	0.623138533959019	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a10	gain_siqa	-0.9334764463485107	1.368672708446562	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_flat	gain_siqa	-0.9321446449583091	1.3715356492032877	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	original_lora	gain_siqa	2.1281432950540977	-1.1262976590172844	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	hns_f4_s1	gain_siqa	0.11929576207622603	-0.5622956457645589	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a05	gain_siqa	-0.6353557948889783	0.6509144006705881	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a10	gain_siqa	-0.9257645355282151	1.3784130698123889	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_flat	gain_siqa	-0.9249102508655793	1.3812599240030954	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	original_lora	gain_siqa	1.6844709710365022	-1.2953138192088267	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	hns_f4_s1	gain_siqa	-0.036229729285539886	0.15066600776506775	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a05	gain_siqa	-0.4183853341269243	0.6624566895889055	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a10	gain_siqa	-0.5789421134652529	0.8247812349751509	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_flat	gain_siqa	-0.5784543355877068	0.8270023503391987	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	original_lora	gain_siqa	1.6905793171512857	-1.3149635782290896	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	hns_f4_s1	gain_siqa	-0.03245949233812014	0.12013553836116868	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a05	gain_siqa	-0.4205880381949851	0.6838614790613214	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a10	gain_siqa	-0.586794338934951	0.8630528869656835	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_flat	gain_siqa	-0.5858184630069888	0.8652718200109956	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	original_lora	gain_siqa	1.6985463714149998	-1.3002540429862994	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	hns_f4_s1	gain_siqa	-0.03896285783160903	0.0656512526715294	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_hns_a05	gain_siqa	-0.4197723763329686	0.698777019603426	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_hns_a10	gain_siqa	-0.5814290113227136	0.892030923535638	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_flat	gain_siqa	-0.5804564102644928	0.8941644719809662	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	scalar_e	gain_siqa	0.06487879923274589	-1.0131594973414682	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	scalar_e	gain_siqa	-0.1309491772026757	-1.289050329946985	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	scalar_e	gain_siqa	-0.06131173274268429	-1.3769183771838684	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	scalar_e	gain_siqa	0.0652684811595651	-1.034094654586877	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	scalar_e	gain_siqa	-0.1170838829592385	-1.316481656278546	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	scalar_e	gain_siqa	-0.052266181383016794	-1.380147447106472	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	scalar_e	gain_siqa	0.07474734036048038	-1.0306802667839479	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	scalar_e	gain_siqa	-0.11284119477608245	-1.3048428126906766	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	scalar_e	gain_siqa	-0.0524744570713284	-1.392249607855673	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed42	flat_e	gain_siqa	0.06487879923274589	-0.7719989504333945	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed42	flat_e	gain_siqa	-0.1309491772026757	-0.3622030315223541	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed42	flat_e	gain_siqa	-0.06131173274268429	-0.02875750780525096	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed43	flat_e	gain_siqa	0.0652684811595651	-0.7552881197570077	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed43	flat_e	gain_siqa	-0.1170838829592385	-0.24496392026252972	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed43	flat_e	gain_siqa	-0.052266181383016794	0.053815056030175855	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/magicoder/seed44	flat_e	gain_siqa	0.07474734036048038	-0.7630688791487938	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/metamath/seed44	flat_e	gain_siqa	-0.11284119477608245	-0.28434907453883984	
A_all_versions	raw_fpr	Energy+FPR	Qwen3-8B/tulu/seed44	flat_e	gain_siqa	-0.0524744570713284	0.019398865287393426	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	scalar_e	gain_siqa	0.014802435426660033	-1.186712229007253	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	scalar_e	gain_siqa	-0.050120203573434614	-1.3447256257259599	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	scalar_e	gain_siqa	-0.036229729285539886	-1.2953138192088265	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	scalar_e	gain_siqa	0.07175312687996667	-1.1357718234312673	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	scalar_e	gain_siqa	0.1175784433186418	-1.134673924155199	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	scalar_e	gain_siqa	-0.03245949233812014	-1.3149635782290894	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	scalar_e	gain_siqa	0.06639512435587856	-1.1514816463132174	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	scalar_e	gain_siqa	0.11929576207622603	-1.1262976590172846	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	scalar_e	gain_siqa	-0.03896285783160903	-1.3002540429862997	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	flat_e	gain_siqa	0.014802435426660033	-0.607285989601263	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	flat_e	gain_siqa	-0.050120203573434614	0.13989186825893227	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	flat_e	gain_siqa	-0.036229729285539886	0.12572135574932747	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	flat_e	gain_siqa	0.07175312687996667	-0.650222166769218	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	flat_e	gain_siqa	0.1175784433186418	-0.5521636881108881	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	flat_e	gain_siqa	-0.03245949233812014	0.09760543205900839	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	flat_e	gain_siqa	0.06639512435587856	-0.6158002480592484	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	flat_e	gain_siqa	0.11929576207622603	-0.595696430686946	
A_all_versions	raw_fpr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed44	flat_e	gain_siqa	-0.03896285783160903	0.04988441818104218	
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	original_lora	gain_siqa	3.247126697561175		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	hns_f4_s1	gain_siqa	0.06487879923274588		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	functional_hns_a05	gain_siqa	-0.9489824619617976		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	functional_hns_a10	gain_siqa	-1.2102312781423785		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed42	functional_flat	gain_siqa	-1.282549355155238		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	original_lora	gain_siqa	3.0448227873639278		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	hns_f4_s1	gain_siqa	0.0652684811595651		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	functional_hns_a05	gain_siqa	-0.8891767567356392		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	functional_hns_a10	gain_siqa	-1.1497631966959758		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed43	functional_flat	gain_siqa	-1.2016882774110038		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	original_lora	gain_siqa	3.0723202593046843		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	hns_f4_s1	gain_siqa	0.07474734036048036		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	functional_hns_a05	gain_siqa	-0.9039947870152061		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	functional_hns_a10	gain_siqa	-1.1704015256798637		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/magicoder/seed44	functional_flat	gain_siqa	-1.2221659676910568		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	original_lora	gain_siqa	2.3720878408119477		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	hns_f4_s1	gain_siqa	-0.13094917720267568		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	functional_hns_a05	gain_siqa	-0.5415073209624517		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	functional_hns_a10	gain_siqa	-0.7102103449692562		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed42	functional_flat	gain_siqa	-0.7275226432722102		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	original_lora	gain_siqa	2.1727665877232973		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	hns_f4_s1	gain_siqa	-0.11708388295923847		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	functional_hns_a05	gain_siqa	-0.4946384267054401		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	functional_hns_a10	gain_siqa	-0.6585761357767823		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed43	functional_flat	gain_siqa	-0.6683003763633594		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed44	original_lora	gain_siqa	2.177969520003555		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed44	hns_f4_s1	gain_siqa	-0.11284119477608244		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed44	functional_hns_a05	gain_siqa	-0.4974280567083096		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed44	functional_hns_a10	gain_siqa	-0.6651487702031011		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/metamath/seed44	functional_flat	gain_siqa	-0.676869108763895		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed42	original_lora	gain_siqa	1.3367065711005552		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed42	hns_f4_s1	gain_siqa	-0.06131173274268428		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed42	functional_hns_a05	gain_siqa	-0.29790823482497214		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed42	functional_hns_a10	gain_siqa	-0.4271965788074279		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed42	functional_flat	gain_siqa	-0.42766655924010244		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed43	original_lora	gain_siqa	1.1885563890612743		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed43	hns_f4_s1	gain_siqa	-0.05226618138301679		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed43	functional_hns_a05	gain_siqa	-0.268164639118344		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed43	functional_hns_a10	gain_siqa	-0.3811355935236802		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed43	functional_flat	gain_siqa	-0.38245761227019986		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed44	original_lora	gain_siqa	1.2163912989557137		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed44	hns_f4_s1	gain_siqa	-0.05247445707132838		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed44	functional_hns_a05	gain_siqa	-0.27481757719082156		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed44	functional_hns_a10	gain_siqa	-0.3919420269719875		
A_all_versions	full_moment_pr	Energy	Qwen3-8B/tulu/seed44	functional_flat	gain_siqa	-0.3922083235789192		
