cohort	pr_definition	model	checkpoint	method	outcome	log_energy_ratio	raw_fpr	full_moment_pr
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed42	functional_hns_a10	target_gain			1.638376150721724
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed42	functional_flat	target_gain			1.6723105905213846
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed43	original_lora	target_gain			-0.9999051548395954
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed43	hns_f4_s1	target_gain			-0.7391266744564394
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed43	functional_hns_a05	target_gain			0.1732942656903027
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed43	functional_hns_a10	target_gain			1.6535934260105225
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed43	functional_flat	target_gain			1.6592248508682026
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed44	original_lora	target_gain			-1.0194672474453572
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed44	hns_f4_s1	target_gain			-0.7511523523144704
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed44	functional_hns_a05	target_gain			0.20703946539164408
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed44	functional_hns_a10	target_gain			1.662698680281621
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed44	functional_flat	target_gain			1.6695516880188521
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed42	original_lora	target_gain			-1.04757890306164
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed42	hns_f4_s1	target_gain			-0.32272060751959053
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed42	functional_hns_a05	target_gain			0.4071037525901591
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed42	functional_hns_a10	target_gain			1.1705298101445176
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed42	functional_flat	target_gain			1.183522311046786
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed43	original_lora	target_gain			-1.088527332610582
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed43	hns_f4_s1	target_gain			-0.24367091776478028
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed43	functional_hns_a05	target_gain			0.45614082796185895
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed43	functional_hns_a10	target_gain			1.107674671801933
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed43	functional_flat	target_gain			1.1021231268150682
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed44	original_lora	target_gain			-1.0736305902657997
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed44	hns_f4_s1	target_gain			-0.24450351618629404
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed44	functional_hns_a05	target_gain			0.46856905063142157
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed44	functional_hns_a10	target_gain			1.0942977388284052
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed44	functional_flat	target_gain			1.089120955177911
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed42	original_lora	target_gain			-1.303886945733605
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed42	hns_f4_s1	target_gain			-0.048447054678678
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed42	functional_hns_a05	target_gain			0.585548712011326
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed42	functional_hns_a10	target_gain			1.0688488634428837
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed42	functional_flat	target_gain			1.075876289434946
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed43	original_lora	target_gain			-1.2751967665649366
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed43	hns_f4_s1	target_gain			-0.03431083777512739
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed43	functional_hns_a05	target_gain			0.5953395685114631
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed43	functional_hns_a10	target_gain			1.0188357855797023
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed43	functional_flat	target_gain			1.0180399260083397
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed44	original_lora	target_gain			-1.3128318603797453
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed44	hns_f4_s1	target_gain			-0.013364011700974747
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed44	functional_hns_a05	target_gain			0.5795055588400216
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed44	functional_hns_a10	target_gain			1.0389107783384661
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed44	functional_flat	target_gain			1.0399741644500446
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	original_lora	target_gain			-1.276137725224447
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	hns_f4_s1	target_gain			-0.6142265142979665
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_hns_a05	target_gain			0.6649600890437187
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_hns_a10	target_gain			1.558628144375658
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_flat	target_gain			1.570628606946271
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	original_lora	target_gain			-1.2321599220180541
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	hns_f4_s1	target_gain			-0.6929789989414237
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_hns_a05	target_gain			0.5448960176877051
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_hns_a10	target_gain			1.6560629379337495
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_flat	target_gain			1.6634389229591007
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	original_lora	target_gain			-1.2498173178282184
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	hns_f4_s1	target_gain			-0.6814151602662702
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a05	target_gain			0.5956498762647747
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a10	target_gain			1.644061651846606
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_flat	target_gain			1.653562961400559
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	original_lora	target_gain			-1.4402613619633238
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	hns_f4_s1	target_gain			0.13133402707940892
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a05	target_gain			0.6921678414489518
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a10	target_gain			0.9811100793116126
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_flat	target_gain			0.9829493392104893
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	original_lora	target_gain			-0.9528664169433383
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	hns_f4_s1	target_gain			-0.5441220351314998
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a05	target_gain			0.3549322987742046
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a10	target_gain			1.3260008246456823
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_flat	target_gain			1.3214963775292947
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	original_lora	target_gain			-0.9515339892146
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	hns_f4_s1	target_gain			-0.5037830794714382
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a05	target_gain			0.3555272342026922
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a10	target_gain			1.2914589091089397
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_flat	target_gain			1.2867644882577964
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	original_lora	target_gain			-1.3747805738152554
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	hns_f4_s1	target_gain			0.054642638384165595
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a05	target_gain			0.6426501303047997
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a10	target_gain			1.0039484832564487
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_flat	target_gain			1.0111718813362562
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	original_lora	target_gain			-1.4149213563884007
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	hns_f4_s1	target_gain			0.03876386639078527
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a05	target_gain			0.6819943880666903
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a10	target_gain			1.0437921277276878
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_flat	target_gain			1.03831833685295
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	original_lora	target_gain			-1.3498302263060327
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	hns_f4_s1	target_gain			-0.055340214603258164
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_hns_a05	target_gain			0.690004505563923
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_hns_a10	target_gain			1.0763889514541443
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	functional_flat	target_gain			1.0727634319189099
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed42	scalar_e	target_gain			-0.98340363171409
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed42	scalar_e	target_gain			-1.0475789030616398
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed42	scalar_e	target_gain			-1.303886945733605
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed43	scalar_e	target_gain			-0.9999051548395954
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed43	scalar_e	target_gain			-1.0885273326105818
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed43	scalar_e	target_gain			-1.2751967665649364
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed44	scalar_e	target_gain			-1.019467247445357
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed44	scalar_e	target_gain			-1.0736305902657997
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed44	scalar_e	target_gain			-1.3128318603797453
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed42	flat_e	target_gain			-0.7525323703864987
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed42	flat_e	target_gain			-0.34327746013859156
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed42	flat_e	target_gain			-0.07405291874326778
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed43	flat_e	target_gain			-0.7471755584333994
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed43	flat_e	target_gain			-0.2452130435929151
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed43	flat_e	target_gain			-0.04751090919450315
A_all_versions	full_moment_pr	FPR	Qwen3-8B/magicoder/seed44	flat_e	target_gain			-0.7492029864869311
A_all_versions	full_moment_pr	FPR	Qwen3-8B/metamath/seed44	flat_e	target_gain			-0.2602230479198431
A_all_versions	full_moment_pr	FPR	Qwen3-8B/tulu/seed44	flat_e	target_gain			-0.019362769168067725
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	scalar_e	target_gain			-1.276137725224447
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	scalar_e	target_gain			-1.440261361963324
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	scalar_e	target_gain			-1.3747805738152559
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	scalar_e	target_gain			-1.2321599220180541
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	scalar_e	target_gain			-0.9528664169433385
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	scalar_e	target_gain			-1.4149213563884007
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	scalar_e	target_gain			-1.2498173178282181
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	scalar_e	target_gain			-0.9515339892145999
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	scalar_e	target_gain			-1.349830226306033
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed42	flat_e	target_gain			-0.6277148756187856
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed42	flat_e	target_gain			0.09296143687618423
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed42	flat_e	target_gain			0.03714801434883954
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed43	flat_e	target_gain			-0.7070990356030229
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed43	flat_e	target_gain			-0.5525746319310044
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed43	flat_e	target_gain			0.026973993738686797
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/magicoder/seed44	flat_e	target_gain			-0.7122246935892332
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/metamath/seed44	flat_e	target_gain			-0.5268995736687926
A_all_versions	full_moment_pr	FPR	Llama-3.1-8B-Instruct/tulu/seed44	flat_e	target_gain			-0.08415622172165217
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed42	original_lora	target_gain	3.2471266975611752		-0.9834036317140897
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed42	hns_f4_s1	target_gain	0.06487879923274589		-0.7474421075284619
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_hns_a05	target_gain	-0.9489824619617977		0.1560950001000307
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_hns_a10	target_gain	-1.2102312781423787		1.6383761507217238
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed42	functional_flat	target_gain	-1.2825493551552383		1.6723105905213842
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed43	original_lora	target_gain	3.044822787363928		-0.9999051548395952
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed43	hns_f4_s1	target_gain	0.0652684811595651		-0.7391266744564393
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_hns_a05	target_gain	-0.8891767567356395		0.17329426569030268
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_hns_a10	target_gain	-1.149763196695976		1.653593426010522
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed43	functional_flat	target_gain	-1.201688277411004		1.6592248508682022
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed44	original_lora	target_gain	3.0723202593046848		-1.019467247445357
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed44	hns_f4_s1	target_gain	0.07474734036048038		-0.7511523523144703
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_hns_a05	target_gain	-0.9039947870152062		0.20703946539164406
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_hns_a10	target_gain	-1.1704015256798639		1.6626986802816208
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/magicoder/seed44	functional_flat	target_gain	-1.222165967691057		1.6695516880188517
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed42	original_lora	target_gain	2.372087840811948		-1.0475789030616398
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed42	hns_f4_s1	target_gain	-0.1309491772026757		-0.3227206075195904
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_hns_a05	target_gain	-0.5415073209624518		0.40710375259015896
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_hns_a10	target_gain	-0.7102103449692564		1.1705298101445174
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed42	functional_flat	target_gain	-0.7275226432722104		1.1835223110467858
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed43	original_lora	target_gain	2.172766587723298		-1.0885273326105818
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed43	hns_f4_s1	target_gain	-0.1170838829592385		-0.24367091776478023
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_hns_a05	target_gain	-0.49463842670544017		0.4561408279618589
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_hns_a10	target_gain	-0.6585761357767824		1.1076746718019328
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed43	functional_flat	target_gain	-0.6683003763633595		1.102123126815068
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed44	original_lora	target_gain	2.1779695200035554		-1.0736305902657994
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed44	hns_f4_s1	target_gain	-0.11284119477608245		-0.244503516186294
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_hns_a05	target_gain	-0.4974280567083097		0.46856905063142146
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_hns_a10	target_gain	-0.6651487702031013		1.094297738828405
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/metamath/seed44	functional_flat	target_gain	-0.6768691087638952		1.0891209551779109
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed42	original_lora	target_gain	1.3367065711005555		-1.3038869457336049
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed42	hns_f4_s1	target_gain	-0.06131173274268429		-0.04844705467867799
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_hns_a05	target_gain	-0.2979082348249722		0.5855487120113259
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_hns_a10	target_gain	-0.42719657880742795		1.0688488634428834
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed42	functional_flat	target_gain	-0.4276665592401025		1.0758762894349458
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed43	original_lora	target_gain	1.1885563890612745		-1.2751967665649364
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed43	hns_f4_s1	target_gain	-0.052266181383016794		-0.03431083777512738
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_hns_a05	target_gain	-0.26816463911834404		0.595339568511463
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_hns_a10	target_gain	-0.38113559352368026		1.0188357855797021
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed43	functional_flat	target_gain	-0.3824576122701999		1.0180399260083395
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed44	original_lora	target_gain	1.216391298955714		-1.312831860379745
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed44	hns_f4_s1	target_gain	-0.0524744570713284		-0.013364011700974746
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_hns_a05	target_gain	-0.2748175771908216		0.5795055588400214
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_hns_a10	target_gain	-0.39194202697198754		1.038910778338466
A_all_versions	full_moment_pr	Energy+FPR	Qwen3-8B/tulu/seed44	functional_flat	target_gain	-0.39220832357891927		1.0399741644500444
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	original_lora	target_gain	2.994858950936377		-1.2761377252244468
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	hns_f4_s1	target_gain	0.014802435426660033		-0.6142265142979664
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_hns_a05	target_gain	-0.8334814638623531		0.6649600890437186
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_hns_a10	target_gain	-1.094348180747327		1.5586281443756578
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed42	functional_flat	target_gain	-1.1114366126066717		1.5706286069462707
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	original_lora	target_gain	2.8441872992449944		-1.232159922018054
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	hns_f4_s1	target_gain	0.07175312687996667		-0.6929789989414236
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_hns_a05	target_gain	-0.8304706509913872		0.544896017687705
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_hns_a10	target_gain	-1.1119311036987147		1.656062937933749
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed43	functional_flat	target_gain	-1.1170449251947905		1.6634389229591002
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	original_lora	target_gain	2.883867144733876		-1.2498173178282181
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	hns_f4_s1	target_gain	0.06639512435587856		-0.6814151602662701
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a05	target_gain	-0.83838203214395		0.5956498762647746
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_hns_a10	target_gain	-1.1194099901815058		1.6440616518466056
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/magicoder/seed44	functional_flat	target_gain	-1.1252604954760528		1.6535629614005587
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	original_lora	target_gain	0.9396603029102224		-1.4402613619633233
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	hns_f4_s1	target_gain	-0.050120203573434614		0.1313340270794089
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a05	target_gain	-0.20908234051981908		0.6921678414489517
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_hns_a10	target_gain	-0.2899778447764233		0.9811100793116124
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed42	functional_flat	target_gain	-0.2902395068936762		0.9829493392104891
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	original_lora	target_gain	2.1581562962326806		-0.9528664169433382
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	hns_f4_s1	target_gain	0.1175784433186418		-0.5441220351314997
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a05	target_gain	-0.6452705348817867		0.35493229877420457
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_hns_a10	target_gain	-0.9334764463485107		1.326000824645682
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed43	functional_flat	target_gain	-0.9321446449583091		1.3214963775292945
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	original_lora	target_gain	2.1281432950540977		-0.9515339892145998
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	hns_f4_s1	target_gain	0.11929576207622603		-0.5037830794714381
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a05	target_gain	-0.6353557948889783		0.3555272342026921
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_hns_a10	target_gain	-0.9257645355282151		1.2914589091089395
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/metamath/seed44	functional_flat	target_gain	-0.9249102508655793		1.2867644882577962
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	original_lora	target_gain	1.6844709710365022		-1.374780573815255
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	hns_f4_s1	target_gain	-0.036229729285539886		0.05464263838416558
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a05	target_gain	-0.4183853341269243		0.6426501303047996
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_hns_a10	target_gain	-0.5789421134652529		1.0039484832564485
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed42	functional_flat	target_gain	-0.5784543355877068		1.011171881336256
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	original_lora	target_gain	1.6905793171512857		-1.4149213563884004
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	hns_f4_s1	target_gain	-0.03245949233812014		0.038763866390785266
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a05	target_gain	-0.4205880381949851		0.6819943880666902
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_hns_a10	target_gain	-0.586794338934951		1.0437921277276876
A_all_versions	full_moment_pr	Energy+FPR	Llama-3.1-8B-Instruct/tulu/seed43	functional_flat	target_gain	-0.5858184630069888		1.0383183368529498
