base	task	seed	method	module	analytic_energy_relative_error	saved_energy_relative_error	shape_spread	source_basis_sha256	nuclear_ratio
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.22.self_attn.o_proj	4.440892098500626e-16	1.698907845848474e-06	5.551115123125783e-17	69efb58d94c882ed1610a099d11c44633c9e734be94d5fee1666a29de7f75457	0.24420079651761123
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.22.self_attn.q_proj	1.1102230246251565e-16	1.4905993344083157e-06	5.551115123125783e-17	5a8b291c78cfd13330c7dfb0e59cfeab6e2bbb9bee49d4668cdb9d7236153764	0.23122937633773363
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.22.self_attn.v_proj	4.440892098500626e-16	9.717160529554292e-07	2.7755575615628914e-17	32f6ad8283f768b354f93db78ea3e10baee1e3264d069ad61703cb955f6780ef	0.24917946096015542
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.23.mlp.down_proj	2.220446049250313e-16	5.036516563139415e-06	5.551115123125783e-17	d4b7d2dd43e93d1350d2e1f7eb159ab90eec3b44d454fa680dfb0ae6aa726f4c	0.218390803258543
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.23.mlp.gate_proj	2.220446049250313e-16	4.487061283864335e-06	2.7755575615628914e-17	425ce40f13932a6b5ae0d52874b6954686ed0034e0b3973025a55628fcde82ed	0.15061261275935148
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.23.mlp.up_proj	6.661338147750939e-16	4.0471739277681e-06	0.0	e277380b44cd3b77ff86b713117dab6b4b64581e1cbbdc6c0903c7e60d5586b3	0.14732217103661455
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.23.self_attn.k_proj	0.0	1.6696158047224685e-06	1.1102230246251565e-16	48cd4ac7693863121c93e37c23212ab395013a6ddfd6ae38ba603893b1c89d81	0.4602917265413343
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.23.self_attn.o_proj	1.1102230246251565e-16	5.3699002983131905e-06	0.0	05869ac1c73604bfbb6a09d8e1450b246cba59c0d21d7f8cd892b8fb34bf2711	0.27065939359787067
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.23.self_attn.q_proj	0.0	2.3556143933234353e-06	5.551115123125783e-17	41a6ba2ba7c16fb44e3ede6aff6140d932d75b99ed4f40a9642e4e16a6e909b0	0.24894146744097573
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.23.self_attn.v_proj	0.0	1.7980310069720673e-06	2.7755575615628914e-17	84cfbd111a4bfa3a24ce66772c3c1966753a003827eb579171dae3c14258a213	0.24617836127123519
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.24.mlp.down_proj	0.0	1.0348888295208525e-06	5.551115123125783e-17	43db3fb97e579931af06bc38e87ad77367863edb38698a16b5dc6fa747896312	0.2089589900166758
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.24.mlp.gate_proj	1.1102230246251565e-16	2.160649593796471e-06	0.0	761d8b3a7f1eae46385b1fe2e4805a0242150d79a7e04a09190f38358b4570a0	0.13088011931616994
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.24.mlp.up_proj	0.0	1.5327948504895161e-06	0.0	5d2b64169ac72392a99feabdc9ad858b4b96ee968cbb6722fdbb6e0155a5b70e	0.13165357945890058
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.24.self_attn.k_proj	0.0	2.5556650629088296e-06	1.1102230246251565e-16	28d2f7fcf23e005c9014615ebae614296bcab85da6bd7dd2906e710618734838	0.4570065732726355
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.24.self_attn.o_proj	0.0	5.597959890080162e-07	2.7755575615628914e-17	a8f735bb4161f767be56c0d73e488115ff82aa6d0acddeeb41d6b20d5b2f531a	0.16906177344074336
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.24.self_attn.q_proj	2.220446049250313e-16	1.8733992623864992e-07	2.7755575615628914e-17	6ecc47ea953d47cdd382352d332ee464699c4504d08cca5f749299429310aad3	0.2271017304659962
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.24.self_attn.v_proj	2.220446049250313e-16	7.330930841931149e-06	5.551115123125783e-17	312b3cacd2e891a2ef7a256264e34c8b901b8982d621515f44655907bfa64723	0.23302648203368997
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.25.mlp.down_proj	2.220446049250313e-16	6.382840767038545e-07	2.7755575615628914e-17	fec50fa1301519c4f38a682bfeea57607351ed6782f221f2c3d3dc18ad8b9e29	0.23568428141317083
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.25.mlp.gate_proj	1.1102230246251565e-16	7.162952859740557e-07	0.0	a879f313a59582b82d4353ede1592a2442f0bc37a88131a48de485805283793c	0.15309683067029758
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.25.mlp.up_proj	0.0	7.133067694287121e-07	0.0	9d83a31678fb6ebc98acd8045d70c71a0e310da0db76027aa73c82b055a2d61b	0.1285566345628731
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.25.self_attn.k_proj	2.220446049250313e-16	8.93687969516499e-07	5.551115123125783e-17	5aab9713f302ead7cea82c7deca311898002752edca5584f9a83dbac56cc46c8	0.24620880895958508
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.25.self_attn.o_proj	2.220446049250313e-16	6.271048633710308e-07	0.0	e923e1a3137e7d4fb08a9cc8a7d6f2c3311c6f755e43d0c1df045883c90b367b	0.2541471444520843
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.25.self_attn.q_proj	2.220446049250313e-16	3.9945278018649333e-07	5.551115123125783e-17	da097ba6c112cf77c1b6d1adf186a303c4d5a39ed0233d9c37396df2d0131dd7	0.17811639150703795
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.25.self_attn.v_proj	2.220446049250313e-16	2.7360220757888243e-06	5.551115123125783e-17	a7f039ee2249cbb34723f9c261b0d444282272ebe35a5f875a578555074bf04b	0.2216930383051608
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.26.mlp.down_proj	4.440892098500626e-16	5.056143396409141e-06	2.7755575615628914e-17	2d79819aeec2a259e5cd059e91a225198e4120f279d651582e00db926862a607	0.20790685790224553
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.26.mlp.gate_proj	2.220446049250313e-16	1.9387800822556756e-06	2.7755575615628914e-17	e553f8429ffc1b029ec119e306a5d4ae1a4046e01bbc50139f62b1655d86e492	0.16552991084472232
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.26.mlp.up_proj	1.1102230246251565e-16	1.1550776841673382e-06	5.551115123125783e-17	97c83b670907389f7caaf4d850e95c7d884d514cafda5bfcecbddc4f131d7379	0.16882696936703395
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.26.self_attn.k_proj	0.0	3.449160860147238e-06	0.0	1ef0d0acc41324ab67a73a2d4318960d3a44cf0de892d5dc7a255f19546a1e1c	0.35547741656445203
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.26.self_attn.o_proj	2.220446049250313e-16	7.072944491204325e-07	0.0	1150e4a296f2704227447f1f5650ab7080e704c53464ee43d5ba950413dc68ed	0.2603152402352381
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.26.self_attn.q_proj	2.220446049250313e-16	1.6824787902880445e-06	5.551115123125783e-17	bf0cb3f47dce366c41fc00554d9f0eeb5d1eb556af6b264eda0822ed1857e81e	0.19846557971422957
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.26.self_attn.v_proj	2.220446049250313e-16	3.818670825328496e-06	2.7755575615628914e-17	4ab15d208ca15b6dd0ec5e9ec218fa470deb3d79460f0fd58cdb52090f8c5f26	0.18898946575316003
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.27.mlp.down_proj	2.220446049250313e-16	9.033384900103414e-07	5.551115123125783e-17	98aeeccd5bd462b16353d6ef5048ce0df07c6300e34372d4b376f65a64d6ea8c	0.24796541226642888
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.27.mlp.gate_proj	2.220446049250313e-16	4.256741947594733e-06	0.0	44a186642f0eeb269590ff8f477c24f58730da7bd5a90911b35ab161005b5639	0.16642652634573019
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.27.mlp.up_proj	4.440892098500626e-16	1.1023529867815185e-06	2.7755575615628914e-17	b99e7b24f1a7f1ad0e9764e64425c3f1bb24b16653c9665a86c2277aa7dab1c4	0.20155960563560663
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.27.self_attn.k_proj	0.0	1.5190617492777392e-06	1.1102230246251565e-16	83245ee48868a0a5d1c0eb6abfaabe1e143ac5f47f106d73877f82947a7c0c11	0.3987811258923485
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.27.self_attn.o_proj	6.661338147750939e-16	1.9712688483775054e-06	5.551115123125783e-17	f5d1f1db4ade06efe115fdc0e318c158638cd3ecbf042b9218f727fa73d96817	0.23259505552888318
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.27.self_attn.q_proj	4.440892098500626e-16	8.243850739830805e-07	5.551115123125783e-17	f40ce0f92de024b7c0d306462a3317ebda69caefcf4bfc16872e47f4e385ad76	0.21332445897414182
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.27.self_attn.v_proj	5.551115123125783e-16	4.04750863713943e-06	2.7755575615628914e-17	141d7902cfe83922baea9feb85b98e7c6467ac30d31de199b932143f808cbb46	0.17732595882327473
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.28.mlp.down_proj	0.0	1.928804803097428e-06	2.7755575615628914e-17	93b274f7ccce2f4b1f2191677957d3f27eaeeb4d90e2a0ca16516f753b9fbfff	0.20570471064346277
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.28.mlp.gate_proj	2.220446049250313e-16	3.657046265814756e-07	0.0	b5783913754835f027a4d0581168b2fc37aa8c53b39d44ff77339dd9f5e9d998	0.1667489723012332
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.28.mlp.up_proj	3.3306690738754696e-16	3.2483910960001694e-06	0.0	3978cbda47e8da1ff786444d57a8d77a2ce84abbf425f3ce407df1b3ded268c1	0.17141419839593344
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.28.self_attn.k_proj	0.0	3.966198510729768e-07	5.551115123125783e-17	41bade7e58745c1286809bbcdd4319d143a9e9c0667f7f14975e4f3a8c582a63	0.3820561786330771
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.28.self_attn.o_proj	0.0	1.5066838302546515e-06	5.551115123125783e-17	75ba57e6b2d72769ab0400063b74f2c5b19d7fea27f12b849226d08050873c98	0.3760673658308503
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.28.self_attn.q_proj	2.220446049250313e-16	5.269178703359856e-07	0.0	00fa2225e14d4f0cd498fb6623428ffcdc410b01c0c0b0934368e7cf0da7d5e7	0.18407073704981328
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.28.self_attn.v_proj	2.220446049250313e-16	2.398481094734173e-06	2.7755575615628914e-17	6f1de58d8faaf7297bc4702365337b04ae6c8d2b433383359371994931ea8f3f	0.21916744678205446
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.29.mlp.down_proj	2.220446049250313e-16	4.23957060080582e-06	2.7755575615628914e-17	d29396744afe0f31882e8f9c588fcc1188992489e4e2ee17edd855cd3b19573b	0.19442935933870287
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.29.mlp.gate_proj	4.440892098500626e-16	6.190758110591332e-07	5.551115123125783e-17	b055418fa14eec34939da378a6f07679ccb5e9c49458f562d8a4c081380ea3d8	0.20704099030464534
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.29.mlp.up_proj	4.440892098500626e-16	3.819469876820136e-06	2.7755575615628914e-17	cb937ba9988c39806a497d4d7366c0cc0421a20b9e14f15413fc26d5e74c4545	0.1651251006870639
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.29.self_attn.k_proj	2.220446049250313e-16	4.808199098871313e-07	1.1102230246251565e-16	5b37cfb3b5debbfa51b2f25d7683cc3659d005aa4f5fe7c4d4dec49b3a0cdce4	0.45614863696231156
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.29.self_attn.o_proj	2.220446049250313e-16	4.930346002574026e-07	5.551115123125783e-17	56178b0db19337031ca6138e4a92f0b7bc302689102bc2bc202d0045d46aeb7f	0.2451876568561597
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.29.self_attn.q_proj	0.0	5.70703583946397e-07	0.0	2b58a965afa76705856b922cd32c0ae2c6a1c95343fbc1468ef37fa7c0c0dcf3	0.2856181478325761
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.29.self_attn.v_proj	3.3306690738754696e-16	3.3033372668356265e-06	0.0	8768e76ba8f9d295b21b0880e1dd61fa8765c147e83f02581b32d76d5f0c2e83	0.25774169174893546
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.3.mlp.down_proj	2.220446049250313e-16	1.140887383677125e-06	0.0	02b358254fbde50abd7fbbbbc13dfd83b1ef60ea7e4bc4057b8fb141d22c43f7	0.26218254333814767
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.3.mlp.gate_proj	2.220446049250313e-16	5.319630465794312e-06	2.7755575615628914e-17	e51d4edd214b69c19a3fa0e79a20a838e98611bac37be0d121a174209d7bc41f	0.12367211016969729
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.3.mlp.up_proj	0.0	6.088043972285462e-07	0.0	3f71d32d04fdf3b3c1afc8fdc8107914649f6b2d3554ea34e4bfa4da792414ca	0.1590524093918946
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.3.self_attn.k_proj	0.0	2.3948394032302645e-06	0.0	8a7c410624338c60133b06ee7cdb09a66a10350ae7e70dca15254172e0c6fe14	0.5336552923806714
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.3.self_attn.o_proj	2.220446049250313e-16	9.894234265228619e-07	5.551115123125783e-17	6a8c504b357d55629e2122e5d71efea9abaab0c17e26738a0bedd432c8962681	0.20903979567313757
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.3.self_attn.q_proj	0.0	2.1907316027913737e-06	5.551115123125783e-17	ca52bb7b20782f8e59b39e7fc349c157b694d1d1d86e3ee15f78dfe6ebce0791	0.23257299146119986
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.3.self_attn.v_proj	0.0	5.998292756936863e-06	0.0	fb24edeaa174ba874a669b8190b82aa972e5834289e00808ef5d9bb70bf07f3c	0.1516491483834717
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.30.mlp.down_proj	0.0	1.8503632877031606e-06	0.0	7099fd3d70444eeb62810ab25e912b543fcd167e564fe2b7a858e57b2247bdd5	0.14228379924224976
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.30.mlp.gate_proj	2.220446049250313e-16	9.168606384113431e-07	2.7755575615628914e-17	dfb032380421c8898c31b088fe1bd4a5864074303600dc2de39390ee29c7d228	0.16131646212300368
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.30.mlp.up_proj	0.0	7.519320270099605e-06	2.7755575615628914e-17	184d046597f8428f5003217d82dfdc28a29f307ac3fcac0da49a953449b3b3b4	0.13789210177702535
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.30.self_attn.k_proj	0.0	1.1624812847887966e-06	0.0	671fe6b2119616155b6e45aa9fb4e02b915bd961426adc32a32260e7b6d4c0d1	0.28885862496838094
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.30.self_attn.o_proj	2.220446049250313e-16	2.4421819071474005e-06	2.7755575615628914e-17	ebb3ab35e92d6704b0e7cf6a80cf76fbcbedd18c425c4e7cf291cf7fe2667a7d	0.16908229189367519
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.30.self_attn.q_proj	2.220446049250313e-16	1.4334486960754234e-06	2.7755575615628914e-17	3a222ae47ede90c9585cb635e3f5ac7ba0b12302f989a30f69f119c8a7fca629	0.19666408395578655
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.30.self_attn.v_proj	2.220446049250313e-16	3.788098319468247e-07	2.7755575615628914e-17	751595e6258f86756a71d05f26eec4728591f9673c75a60a51e9e6743368e0ca	0.2273946859694597
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.31.mlp.down_proj	4.440892098500626e-16	8.574301134656181e-07	0.0	331822cf56c1ce826dc0bb9132a16007e1de3c908faa8b35786cdb24a296f343	0.14821020317028036
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.31.mlp.gate_proj	1.1102230246251565e-16	6.153690015331392e-07	2.7755575615628914e-17	780c4433f56dc0c476ec8506abf59359b14c2d2946272244efdc7c33873ecb75	0.19147660041790243
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.31.mlp.up_proj	4.440892098500626e-16	1.1499328065323056e-06	0.0	e22ca45daf3efd6823ab57adbe6458caef3cbcdfc81e8533a503bc39d574dfad	0.1379933806205667
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.31.self_attn.k_proj	2.220446049250313e-16	2.5402646408601015e-06	5.551115123125783e-17	89cd89dbdabcc576a201bcb8b4c7c0bc1eb9b5a449d3f730bd1d9a805cb02351	0.3461175703057114
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.31.self_attn.o_proj	2.220446049250313e-16	2.1263257786729994e-06	0.0	50ea4aa37070c04f4790d37ecb67490fa4c2a18551fdfd16c2c53d8aff032e0d	0.29478039494913894
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.31.self_attn.q_proj	0.0	1.5973676834590833e-06	5.551115123125783e-17	ba003bb7529fa4b612e8a1fe6e1fa75f39c9abd124fa1fd25667d09cfc1e3c44	0.21471251554908408
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.31.self_attn.v_proj	1.1102230246251565e-16	3.555538803379221e-07	5.551115123125783e-17	6290477e461671d848104caa9cc82322bc5243a9781ddbfff1f83babb7138628	0.20665060956965872
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.32.mlp.down_proj	2.220446049250313e-16	9.537941363380043e-07	5.551115123125783e-17	59f9a9b5dfdaf55240db3c977c59f81d2d2172fc861031320d32cd4271332854	0.170970100657873
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.32.mlp.gate_proj	2.220446049250313e-16	2.6166368509716875e-06	0.0	9db6c490e6cb5252caa84e9a4ed0749ebf2f73ae0e0f08bf99a77dda3e39871d	0.16212253063917909
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.32.mlp.up_proj	4.440892098500626e-16	5.849200892527051e-07	0.0	e3ceb62649a9c276cc31f14a5682c34ead6e8dd98bd4198462011c8ee95d28c1	0.1348003535793603
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.32.self_attn.k_proj	0.0	3.3495336004829568e-06	0.0	bb98c971290a4e38e1cfd89450ad582eb335736e06b5e0131c58d3b997cfd3ff	0.27722411646916423
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.32.self_attn.o_proj	0.0	2.8542898078409706e-06	2.7755575615628914e-17	c11d8d4e4cb2aa391b331121259a5e47e62d04175513392b4777de71c6a5e56d	0.18878222604570988
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.32.self_attn.q_proj	2.220446049250313e-16	1.7885326195621332e-06	2.7755575615628914e-17	2a6d6824a824b78fca3979980cc6f7806aa4306b5bb8e407bdcc9449c9173da0	0.21403657541985743
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.32.self_attn.v_proj	3.3306690738754696e-16	8.985972481667659e-07	5.551115123125783e-17	4e2ecc47e2e5fba6109f8cf864fa3b677291c499e99b7c4d15f43edb4522d16d	0.2056599676702377
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.33.mlp.down_proj	2.220446049250313e-16	2.978117277674386e-06	2.7755575615628914e-17	2da10b251b69cc537f152b12c23e674bcb4c1195e3872a042b528934de9a19c7	0.12111975654708529
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.33.mlp.gate_proj	1.1102230246251565e-16	5.299298249772377e-06	0.0	035c223d44a3d72016b3e07592616e8f369a8872f8a19ce1f4ae6f6f4fa13183	0.13400659523128558
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.33.mlp.up_proj	0.0	4.71566246562638e-06	0.0	854a08c1eb2cde8e44f5185e5e07a97d832d91f56ca84b81b4dfc590ea465454	0.12596443908737384
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.33.self_attn.k_proj	2.220446049250313e-16	1.073849588362208e-06	1.1102230246251565e-16	8df245ea33f4fb0b304a99563ff3077522951894e2aaf41377e7cdd0ed716dbb	0.43683826209532406
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.33.self_attn.o_proj	4.440892098500626e-16	6.8222143918550415e-06	0.0	2431b146355852f53edaded207bdcdee5bde4101b597d4c447c8a813d8e0e5a3	0.25388063330074356
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.33.self_attn.q_proj	3.3306690738754696e-16	2.2479462574720444e-06	0.0	1230cc7116e4b678415c5576bc97637de2ae052268b36797f5d1bd480ee8c491	0.2944484072632347
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.33.self_attn.v_proj	2.220446049250313e-16	6.344641669264739e-06	5.551115123125783e-17	60f357315393d439aafdd259a20076f1c68b8aa4f95c0b75717895ba05ccb7d5	0.17789875282201742
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.34.mlp.down_proj	2.220446049250313e-16	1.731422709649877e-07	2.7755575615628914e-17	06577135fba9a17f8dc058083e63177b4867b3f12dfc582f514058c587f99ac4	0.10135589102855845
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.34.mlp.gate_proj	0.0	1.7790694576413912e-06	1.3877787807814457e-17	fbefa60a71b15c9ea8093c0f4375f51521e3f1d38e89b160d623634de17dae19	0.11518009573421621
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.34.mlp.up_proj	2.220446049250313e-16	7.725838890859649e-07	2.7755575615628914e-17	38118ec43a8140765d365a495e6d78412c1efb00d86ed14fb216081c861d1170	0.12108867862181799
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.34.self_attn.k_proj	2.220446049250313e-16	3.0931616289420205e-06	5.551115123125783e-17	33feae06058f752c5e9fcc069feaa577ae8ebeb1a5a5a4f12e9ed0217e9bc702	0.2104466559070599
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.34.self_attn.o_proj	4.440892098500626e-16	3.009053153757435e-06	5.551115123125783e-17	b8287d52e465a55d991faec750d6426a7addc8fe483ff86523a78ee032180cfb	0.18739649967742203
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.34.self_attn.q_proj	0.0	3.2441414566930504e-06	5.551115123125783e-17	043a7d07c6a310f38435404b9c9f1b9c161f7d731265bab00b7714b462fa9974	0.16845486493714548
Qwen3-8B	magicoder	42	scalar_e	base_model.model.model.layers.34.self_attn.v_proj	2.220446049250313e-16	8.687673986873534e-07	2.7755575615628914e-17	c8f6867d89204f6167ca08140853ddaa1dbf90facd2f27fa61e892393ac447fc	0.17083018809947473
