checkpoint	base	task	seed	method	benchmark	recovery_rate	recovery_rate_defined	retention_rate	retention_rate_defined	new_success_rate	new_success_rate_defined	new_damage_rate	new_damage_rate_defined	new_success_conditional_rate	new_success_conditional_rate_defined	new_damage_conditional_rate	new_damage_conditional_rate_defined	n_units	samples	recovery_set_size	retention_set_size	new_success_set_size	new_damage_set_size	recovered	retained	new_success	new_damage	n_000	n_001	n_010	n_011	n_100	n_101	n_110	n_111
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	flat_e	tulu	0.5	1	0.6666666666666666	1	0.025878003696857672	1	0.024029574861367836	1	0.09655172413793103	1	0.04609929078014184	1	1	541	54	60	145	282	27	40	14	13	131	14	20	40	27	27	13	269
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	commonsense	0.2601167057617829	8	0.6878329323165657	8	0.0021252227592368925	8	0.007773853588722606	8	0.011137820859091213	8	0.012699568123797845	8	8	22419	1781	1384	5954	13300	398	938	45	198	5909	45	446	938	1383	398	198	13102
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	scalar_e	commonsense	0.3081209480327139	8	0.5668598862972082	8	0.0024463084835931338	8	0.013768263058438687	8	0.013364944291933665	8	0.023758171937784	8	8	22419	1781	1384	5954	13300	327	767	51	505	5903	51	617	767	1454	327	505	12795
Llama-3.1-8B-Instruct/tulu/seed42	Llama-3.1-8B-Instruct	tulu	42	flat_e	commonsense	0.25888737194025224	8	0.6849764047111089	8	0.0020580971950835076	8	0.007433952935136252	8	0.010819633925134244	8	0.012220962137704194	8	8	22419	1781	1384	5954	13300	396	929	42	207	5912	42	455	929	1385	396	207	13093
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	magicoder	0.4444444444444444	1	0.8571428571428571	1	0.006097560975609756	1	0.012195121951219513	1	0.02	1	0.025974025974025976	1	1	164	9	28	50	77	4	24	1	2	49	1	4	24	5	4	2	75
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	scalar_e	magicoder	0.5555555555555556	1	0.7857142857142857	1	0.012195121951219513	1	0.018292682926829267	1	0.04	1	0.03896103896103896	1	1	164	9	28	50	77	5	22	2	3	48	2	6	22	4	5	3	74
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	flat_e	magicoder	0.5555555555555556	1	0.8214285714285714	1	0.012195121951219513	1	0.012195121951219513	1	0.04	1	0.025974025974025976	1	1	164	9	28	50	77	5	23	2	2	48	2	5	23	4	5	2	75
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	metamath	0.5510204081632653	1	0.6641221374045801	1	0.05155420773313116	1	0.0356330553449583	1	0.1863013698630137	1	0.06482758620689655	1	1	1319	98	131	365	725	54	87	68	47	297	68	44	87	44	54	47	678
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	scalar_e	metamath	0.5612244897959183	1	0.648854961832061	1	0.0401819560272934	1	0.0310841546626232	1	0.14520547945205478	1	0.05655172413793103	1	1	1319	98	131	365	725	55	85	53	41	312	53	46	85	43	55	41	684
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	flat_e	metamath	0.5408163265306123	1	0.6412213740458015	1	0.05155420773313116	1	0.03411675511751327	1	0.1863013698630137	1	0.06206896551724138	1	1	1319	98	131	365	725	53	84	68	45	297	68	47	84	45	53	45	680
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	tulu	0.43859649122807015	1	0.7377049180327869	1	0.025878003696857672	1	0.018484288354898338	1	0.09722222222222222	1	0.035842293906810034	1	1	541	57	61	144	279	25	45	14	10	130	14	16	45	32	25	10	269
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	scalar_e	tulu	0.38596491228070173	1	0.6721311475409836	1	0.025878003696857672	1	0.022181146025878003	1	0.09722222222222222	1	0.043010752688172046	1	1	541	57	61	144	279	22	41	14	12	130	14	20	41	35	22	12	267
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	flat_e	tulu	0.40350877192982454	1	0.7377049180327869	1	0.024029574861367836	1	0.029574861367837338	1	0.09027777777777778	1	0.05734767025089606	1	1	541	57	61	144	279	23	45	13	16	131	13	16	45	34	23	16	263
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	commonsense	0.406070451636409	8	0.5973269430820489	8	0.003263391755016152	8	0.008083981579486905	8	0.02317852262358089	8	0.013063431265438286	8	8	22419	1402	1963	5375	13679	484	1138	74	229	5301	74	825	1138	918	484	229	13450
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	scalar_e	commonsense	0.41021307504747084	8	0.6132047651283485	8	0.0027381032949893728	8	0.007875594295944359	8	0.01870662276866552	8	0.013260478988601287	8	8	22419	1402	1963	5375	13679	470	1131	57	265	5318	57	832	1131	932	470	265	13414
Llama-3.1-8B-Instruct/tulu/seed43	Llama-3.1-8B-Instruct	tulu	43	flat_e	commonsense	0.41350875543411203	8	0.58622547668904	8	0.0028265094422445063	8	0.008138656673348342	8	0.020860997701818963	8	0.013169587451214174	8	8	22419	1402	1963	5375	13679	489	1137	64	233	5311	64	826	1137	913	489	233	13446
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	magicoder	0.42857142857142855	1	0.7692307692307693	1	0.024390243902439025	1	0.018292682926829267	1	0.07692307692307693	1	0.0379746835443038	1	1	164	7	26	52	79	3	20	4	3	48	4	6	20	4	3	3	76
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	scalar_e	magicoder	0.2857142857142857	1	0.8846153846153846	1	0.018292682926829267	1	0.018292682926829267	1	0.057692307692307696	1	0.0379746835443038	1	1	164	7	26	52	79	2	23	3	3	49	3	3	23	5	2	3	76
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	flat_e	magicoder	0.42857142857142855	1	0.7692307692307693	1	0.024390243902439025	1	0.018292682926829267	1	0.07692307692307693	1	0.0379746835443038	1	1	164	7	26	52	79	3	20	4	3	48	4	6	20	4	3	3	76
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	metamath	0.6369426751592356	1	0.6068376068376068	1	0.03184230477634572	1	0.02577710386656558	1	0.11081794195250659	1	0.05105105105105105	1	1	1319	157	117	379	666	100	71	42	34	337	42	46	71	57	100	34	632
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	scalar_e	metamath	0.6369426751592356	1	0.6752136752136753	1	0.05155420773313116	1	0.024260803639120546	1	0.17941952506596306	1	0.04804804804804805	1	1	1319	157	117	379	666	100	79	68	32	311	68	38	79	57	100	32	634
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	flat_e	metamath	0.6114649681528662	1	0.6324786324786325	1	0.029567854435178165	1	0.028051554207733132	1	0.10290237467018469	1	0.05555555555555555	1	1	1319	157	117	379	666	96	74	39	37	340	39	43	74	61	96	37	629
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	tulu	0.4	1	0.7166666666666667	1	0.033271719038817	1	0.018484288354898338	1	0.12413793103448276	1	0.036231884057971016	1	1	541	60	60	145	276	24	43	18	10	127	18	17	43	36	24	10	266
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	scalar_e	tulu	0.43333333333333335	1	0.6666666666666666	1	0.027726432532347505	1	0.02033271719038817	1	0.10344827586206896	1	0.03985507246376811	1	1	541	60	60	145	276	26	40	15	11	130	15	20	40	34	26	11	265
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	flat_e	tulu	0.48333333333333334	1	0.7166666666666667	1	0.031423290203327174	1	0.024029574861367836	1	0.11724137931034483	1	0.04710144927536232	1	1	541	60	60	145	276	29	43	17	13	128	17	17	43	31	29	13	263
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	commonsense	0.41697666926711474	8	0.5543592054018975	8	0.0046331409584132125	8	0.013777794829163467	8	0.03004330583645893	8	0.02329766454205922	8	8	22419	1422	1891	5447	13659	493	984	87	470	5360	87	907	984	929	493	470	13189
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	scalar_e	commonsense	0.3934918587137183	8	0.6013748126514461	8	0.003842319276048746	8	0.01113976913332144	8	0.02566248044921653	8	0.018762745636518568	8	8	22419	1422	1891	5447	13659	451	1054	74	397	5373	74	837	1054	971	451	397	13262
Llama-3.1-8B-Instruct/tulu/seed44	Llama-3.1-8B-Instruct	tulu	44	flat_e	commonsense	0.4174714962785813	8	0.560227104280899	8	0.004393951154653173	8	0.01411919913595399	8	0.028920405241685855	8	0.023879962479050342	8	8	22419	1422	1891	5447	13659	486	989	85	476	5362	85	902	989	936	486	476	13183
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	hns_f4_s1	magicoder	0.8666666666666667	1	0.5714285714285714	1	0.012195121951219513	1	0.0	1	0.07407407407407407	1	0.0	1	1	164	30	28	27	79	26	16	2	0	25	2	12	16	4	26	0	79
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	scalar_e	magicoder	0.8666666666666667	1	0.5714285714285714	1	0.024390243902439025	1	0.006097560975609756	1	0.14814814814814814	1	0.012658227848101266	1	1	164	30	28	27	79	26	16	4	1	23	4	12	16	4	26	1	78
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	flat_e	magicoder	0.8666666666666667	1	0.5714285714285714	1	0.018292682926829267	1	0.0	1	0.1111111111111111	1	0.0	1	1	164	30	28	27	79	26	16	3	0	24	3	12	16	4	26	0	79
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	hns_f4_s1	metamath	0.7961165048543689	1	0.6962025316455697	1	0.01819560272934041	1	0.015163002274450341	1	0.22018348623853212	1	0.019455252918287938	1	1	1319	103	79	109	1028	82	55	24	20	85	24	24	55	21	82	20	1008
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	scalar_e	metamath	0.8640776699029126	1	0.7088607594936709	1	0.021986353297952996	1	0.01592115238817286	1	0.26605504587155965	1	0.020428015564202335	1	1	1319	103	79	109	1028	89	56	29	21	80	29	23	56	14	89	21	1007
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	flat_e	metamath	0.8155339805825242	1	0.7088607594936709	1	0.016679302501895376	1	0.011372251705837756	1	0.2018348623853211	1	0.014591439688715954	1	1	1319	103	79	109	1028	84	56	22	15	87	22	23	56	19	84	15	1013
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	hns_f4_s1	tulu	0.8490566037735849	1	0.5	1	0.018484288354898338	1	0.012939001848428836	1	0.07575757575757576	1	0.021604938271604937	1	1	541	53	32	132	324	45	16	10	7	122	10	16	16	8	45	7	317
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	scalar_e	tulu	0.8490566037735849	1	0.5	1	0.024029574861367836	1	0.018484288354898338	1	0.09848484848484848	1	0.030864197530864196	1	1	541	53	32	132	324	45	16	13	10	119	13	16	16	8	45	10	314
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	flat_e	tulu	0.8490566037735849	1	0.5	1	0.02033271719038817	1	0.0166358595194085	1	0.08333333333333333	1	0.027777777777777776	1	1	541	53	32	132	324	45	16	11	9	121	11	16	16	8	45	9	315
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	hns_f4_s1	commonsense	0.775234205524315	8	0.35040094460587234	8	0.0033478812143048105	8	0.0009094722747836962	8	0.02336959935818491	8	0.0012398393032811515	8	8	22419	494	587	2981	18357	411	185	72	27	2909	72	402	185	83	411	27	18330
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	scalar_e	commonsense	0.7456930798635244	8	0.3871233009983011	8	0.004026477375089786	8	0.0018436075638385398	8	0.02500067205952974	8	0.002618769503377337	8	8	22419	494	587	2981	18357	402	210	86	44	2895	86	377	210	92	402	44	18313
Qwen3-8B/magicoder/seed42	Qwen3-8B	magicoder	42	flat_e	commonsense	0.7822112068511615	8	0.35461324643361064	8	0.002871246745825382	8	0.001208075126375299	8	0.020380793032167374	8	0.001615687970160641	8	8	22419	494	587	2981	18357	412	187	68	31	2913	68	400	187	82	412	31	18326
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	hns_f4_s1	magicoder	0.7741935483870968	1	0.52	1	0.042682926829268296	1	0.0	1	0.23333333333333334	1	0.0	1	1	164	31	25	30	78	24	13	7	0	23	7	12	13	7	24	0	78
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	scalar_e	magicoder	0.7741935483870968	1	0.6	1	0.054878048780487805	1	0.0	1	0.3	1	0.0	1	1	164	31	25	30	78	24	15	9	0	21	9	10	15	7	24	0	78
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	flat_e	magicoder	0.8064516129032258	1	0.56	1	0.036585365853658534	1	0.0	1	0.2	1	0.0	1	1	164	31	25	30	78	25	14	6	0	24	6	11	14	6	25	0	78
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	hns_f4_s1	metamath	0.8389830508474576	1	0.6842105263157895	1	0.018953752843062926	1	0.013646702047005308	1	0.22321428571428573	1	0.017769002961500493	1	1	1319	118	76	112	1013	99	52	25	18	87	25	24	52	19	99	18	995
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	scalar_e	metamath	0.8389830508474576	1	0.6973684210526315	1	0.02047005307050796	1	0.01592115238817286	1	0.24107142857142858	1	0.02073050345508391	1	1	1319	118	76	112	1013	99	53	27	21	85	27	23	53	19	99	21	992
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	flat_e	metamath	0.8050847457627118	1	0.6973684210526315	1	0.018953752843062926	1	0.016679302501895376	1	0.22321428571428573	1	0.02171767028627838	1	1	1319	118	76	112	1013	95	53	25	22	87	25	23	53	23	95	22	991
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	hns_f4_s1	tulu	0.8297872340425532	1	0.4375	1	0.022181146025878003	1	0.0166358595194085	1	0.09090909090909091	1	0.02727272727272727	1	1	541	47	32	132	330	39	14	12	9	120	12	18	14	8	39	9	321
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	scalar_e	tulu	0.7872340425531915	1	0.40625	1	0.018484288354898338	1	0.02033271719038817	1	0.07575757575757576	1	0.03333333333333333	1	1	541	47	32	132	330	37	13	10	11	122	10	19	13	10	37	11	319
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	flat_e	tulu	0.8085106382978723	1	0.4375	1	0.02033271719038817	1	0.018484288354898338	1	0.08333333333333333	1	0.030303030303030304	1	1	541	47	32	132	330	38	14	11	10	121	11	18	14	9	38	10	320
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	hns_f4_s1	commonsense	0.7575174921165155	8	0.3467440836012762	8	0.002272001023461838	8	0.0010555561461342152	8	0.017847242684150732	8	0.0013326275216466654	8	8	22419	456	606	2962	18395	361	199	53	31	2909	53	407	199	95	361	31	18364
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	scalar_e	commonsense	0.7098129039735671	8	0.42812572080647837	8	0.00345245320670889	8	0.001483876369089448	8	0.02599366006007852	8	0.0018996323166998678	8	8	22419	456	606	2962	18395	342	242	83	50	2879	83	364	242	114	342	50	18345
Qwen3-8B/magicoder/seed43	Qwen3-8B	magicoder	43	flat_e	commonsense	0.7572084616582413	8	0.35989388629064445	8	0.002034448743039611	8	0.0010005819934917	8	0.016179685256249993	8	0.0012684498846644275	8	8	22419	456	606	2962	18395	362	204	53	32	2909	53	402	204	94	362	32	18363
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	hns_f4_s1	magicoder	0.7857142857142857	1	0.6	1	0.024390243902439025	1	0.0	1	0.13333333333333333	1	0.0	1	1	164	28	25	30	81	22	15	4	0	26	4	10	15	6	22	0	81
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	scalar_e	magicoder	0.8214285714285714	1	0.68	1	0.042682926829268296	1	0.006097560975609756	1	0.23333333333333334	1	0.012345679012345678	1	1	164	28	25	30	81	23	17	7	1	23	7	8	17	5	23	1	80
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	flat_e	magicoder	0.7857142857142857	1	0.56	1	0.036585365853658534	1	0.0	1	0.2	1	0.0	1	1	164	28	25	30	81	22	14	6	0	24	6	11	14	6	22	0	81
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	hns_f4_s1	metamath	0.822429906542056	1	0.6941176470588235	1	0.018953752843062926	1	0.013646702047005308	1	0.24271844660194175	1	0.017578125	1	1	1319	107	85	103	1024	88	59	25	18	78	25	26	59	19	88	18	1006
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	scalar_e	metamath	0.8504672897196262	1	0.7176470588235294	1	0.012130401819560273	1	0.016679302501895376	1	0.1553398058252427	1	0.021484375	1	1	1319	107	85	103	1024	91	61	16	22	87	16	24	61	16	91	22	1002
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	flat_e	metamath	0.8130841121495327	1	0.7176470588235294	1	0.015163002274450341	1	0.01592115238817286	1	0.1941747572815534	1	0.0205078125	1	1	1319	107	85	103	1024	87	61	20	21	83	20	24	61	20	87	21	1003
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	hns_f4_s1	tulu	0.8367346938775511	1	0.375	1	0.022181146025878003	1	0.022181146025878003	1	0.0967741935483871	1	0.036585365853658534	1	1	541	49	40	124	328	41	15	12	12	112	12	25	15	8	41	12	316
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	scalar_e	tulu	0.9387755102040817	1	0.375	1	0.029574861367837338	1	0.024029574861367836	1	0.12903225806451613	1	0.039634146341463415	1	1	541	49	40	124	328	46	15	16	13	108	16	25	15	3	46	13	315
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	flat_e	tulu	0.8775510204081632	1	0.375	1	0.018484288354898338	1	0.0166358595194085	1	0.08064516129032258	1	0.027439024390243903	1	1	541	49	40	124	328	43	15	10	9	114	10	25	15	6	43	9	319
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	hns_f4_s1	commonsense	0.7868638553906411	8	0.37678316586857746	8	0.002591044415354268	8	0.0013743297681720753	8	0.020740087386535398	8	0.0017606083214840753	8	8	22419	476	599	2969	18375	385	203	58	33	2911	58	396	203	91	385	33	18342
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	scalar_e	commonsense	0.7560504453158674	8	0.4647932173823177	8	0.003279336824361287	8	0.002131956282243011	8	0.021552451835861623	8	0.002765353851291791	8	8	22419	476	599	2969	18375	360	248	76	52	2893	76	351	248	116	360	52	18323
Qwen3-8B/magicoder/seed44	Qwen3-8B	magicoder	44	flat_e	commonsense	0.7991834216468957	8	0.39132140472303006	8	0.0027507813779932212	8	0.0014547861928641032	8	0.020678907690994418	8	0.001856706040223229	8	8	22419	476	599	2969	18375	382	206	65	35	2904	65	393	206	94	382	35	18340
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	hns_f4_s1	magicoder	0.5185185185185185	1	0.6521739130434783	1	0.018292682926829267	1	0.018292682926829267	1	0.09375	1	0.036585365853658534	1	1	164	27	23	32	82	14	15	3	3	29	3	8	15	13	14	3	79
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	scalar_e	magicoder	0.48148148148148145	1	0.43478260869565216	1	0.024390243902439025	1	0.012195121951219513	1	0.125	1	0.024390243902439025	1	1	164	27	23	32	82	13	10	4	2	28	4	13	10	14	13	2	80
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	flat_e	magicoder	0.5185185185185185	1	0.6086956521739131	1	0.018292682926829267	1	0.018292682926829267	1	0.09375	1	0.036585365853658534	1	1	164	27	23	32	82	14	14	3	3	29	3	9	14	13	14	3	79
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	hns_f4_s1	metamath	0.6538461538461539	1	0.7431192660550459	1	0.01061410159211524	1	0.013646702047005308	1	0.17721518987341772	1	0.017982017982017984	1	1	1319	130	109	79	1001	85	81	14	18	65	14	28	81	45	85	18	983
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	scalar_e	metamath	0.676923076923077	1	0.6422018348623854	1	0.009855951478392721	1	0.018953752843062926	1	0.16455696202531644	1	0.024975024975024976	1	1	1319	130	109	79	1001	88	70	13	25	66	13	39	70	42	88	25	976
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	flat_e	metamath	0.6538461538461539	1	0.7339449541284404	1	0.011372251705837756	1	0.01288855193328279	1	0.189873417721519	1	0.016983016983016984	1	1	1319	130	109	79	1001	85	80	15	17	64	15	29	80	45	85	17	984
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	hns_f4_s1	tulu	0.8461538461538461	1	0.5277777777777778	1	0.018484288354898338	1	0.011090573012939002	1	0.078125	1	0.018461538461538463	1	1	541	52	36	128	325	44	19	10	6	118	10	17	19	8	44	6	319
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	scalar_e	tulu	0.8653846153846154	1	0.5	1	0.012939001848428836	1	0.025878003696857672	1	0.0546875	1	0.043076923076923075	1	1	541	52	36	128	325	45	18	7	14	121	7	18	18	7	45	14	311
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	flat_e	tulu	0.8269230769230769	1	0.5	1	0.0166358595194085	1	0.022181146025878003	1	0.0703125	1	0.036923076923076927	1	1	541	52	36	128	325	43	18	9	12	119	9	18	18	9	43	12	313
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	hns_f4_s1	commonsense	0.7134879785813188	8	0.5872709924298727	8	0.008280232068567973	8	0.0030166319551382303	8	0.07234327090553687	8	0.004553490405803644	8	8	22419	918	890	2678	17933	621	489	145	69	2533	145	401	489	297	621	69	17864
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	scalar_e	commonsense	0.7121135919620846	8	0.5973147281396476	8	0.007099318476787359	8	0.003435819459668357	8	0.06255635469640686	8	0.005378168787316295	8	8	22419	918	890	2678	17933	632	496	120	61	2558	120	394	496	286	632	61	17872
Qwen3-8B/metamath/seed42	Qwen3-8B	metamath	42	flat_e	commonsense	0.7017576671145094	8	0.5918246136775014	8	0.008888443804517669	8	0.003163028667978329	8	0.08004948341089978	8	0.00472202224376405	8	8	22419	918	890	2678	17933	622	490	146	71	2532	146	400	490	296	622	71	17862
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	hns_f4_s1	magicoder	0.6388888888888888	1	0.8636363636363636	1	0.042682926829268296	1	0.012195121951219513	1	0.21212121212121213	1	0.0273972602739726	1	1	164	36	22	33	73	23	19	7	2	26	7	3	19	13	23	2	71
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	scalar_e	magicoder	0.5277777777777778	1	0.6363636363636364	1	0.036585365853658534	1	0.006097560975609756	1	0.18181818181818182	1	0.0136986301369863	1	1	164	36	22	33	73	19	14	6	1	27	6	8	14	17	19	1	72
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	flat_e	magicoder	0.6666666666666666	1	0.8636363636363636	1	0.036585365853658534	1	0.012195121951219513	1	0.18181818181818182	1	0.0273972602739726	1	1	164	36	22	33	73	24	19	6	2	27	6	3	19	12	24	2	71
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	hns_f4_s1	metamath	0.6076923076923076	1	0.719626168224299	1	0.01061410159211524	1	0.019711902956785442	1	0.1728395061728395	1	0.025974025974025976	1	1	1319	130	107	81	1001	79	77	14	26	67	14	30	77	51	79	26	975
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	scalar_e	metamath	0.6153846153846154	1	0.6915887850467289	1	0.009855951478392721	1	0.024260803639120546	1	0.16049382716049382	1	0.03196803196803197	1	1	1319	130	107	81	1001	80	74	13	32	68	13	33	74	50	80	32	969
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	flat_e	metamath	0.5846153846153846	1	0.7663551401869159	1	0.01061410159211524	1	0.01592115238817286	1	0.1728395061728395	1	0.02097902097902098	1	1	1319	130	107	81	1001	76	82	14	21	67	14	25	82	54	76	21	980
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	hns_f4_s1	tulu	0.7446808510638298	1	0.6111111111111112	1	0.024029574861367836	1	0.018484288354898338	1	0.1015625	1	0.030303030303030304	1	1	541	47	36	128	330	35	22	13	10	115	13	14	22	12	35	10	320
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	scalar_e	tulu	0.7021276595744681	1	0.5555555555555556	1	0.024029574861367836	1	0.024029574861367836	1	0.1015625	1	0.03939393939393939	1	1	541	47	36	128	330	33	20	13	13	115	13	16	20	14	33	13	317
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	flat_e	tulu	0.7659574468085106	1	0.6666666666666666	1	0.02033271719038817	1	0.024029574861367836	1	0.0859375	1	0.03939393939393939	1	1	541	47	36	128	330	36	24	11	13	117	11	12	24	11	36	13	317
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	hns_f4_s1	commonsense	0.7103426563763235	8	0.5974353782987704	8	0.008098001388810911	8	0.0034103090340255058	8	0.08426338516662363	8	0.004881424990021112	8	8	22419	928	870	2698	17923	620	494	151	82	2547	151	376	494	308	620	82	17841
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	scalar_e	commonsense	0.6990632818766684	8	0.6117296670501244	8	0.0072719345174787325	8	0.0027337423559041676	8	0.07560384640826102	8	0.003841964462743608	8	8	22419	928	870	2698	17923	598	514	132	71	2566	132	356	514	330	598	71	17852
Qwen3-8B/metamath/seed43	Qwen3-8B	metamath	43	flat_e	commonsense	0.7115670468649393	8	0.5943607435621372	8	0.008237524652772093	8	0.0033423163325769214	8	0.08566861291503478	8	0.004742718379946201	8	8	22419	928	870	2698	17923	617	489	154	79	2544	154	381	489	311	617	79	17844
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	hns_f4_s1	magicoder	0.7678571428571429	1	0.5	1	0.06707317073170732	1	0.018292682926829267	1	0.2682926829268293	1	0.05660377358490566	1	1	164	56	14	41	53	43	7	11	3	30	11	7	7	13	43	3	50
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	scalar_e	magicoder	0.6428571428571429	1	0.6428571428571429	1	0.054878048780487805	1	0.018292682926829267	1	0.21951219512195122	1	0.05660377358490566	1	1	164	56	14	41	53	36	9	9	3	32	9	5	9	20	36	3	50
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	flat_e	magicoder	0.7678571428571429	1	0.42857142857142855	1	0.06707317073170732	1	0.018292682926829267	1	0.2682926829268293	1	0.05660377358490566	1	1	164	56	14	41	53	43	6	11	3	30	11	8	6	13	43	3	50
