checkpoint	base	task	seed	method	benchmark	recovery_rate	recovery_rate_defined	retention_rate	retention_rate_defined	new_success_rate	new_success_rate_defined	new_damage_rate	new_damage_rate_defined	new_success_conditional_rate	new_success_conditional_rate_defined	new_damage_conditional_rate	new_damage_conditional_rate_defined	n_units	samples	recovery_set_size	retention_set_size	new_success_set_size	new_damage_set_size	recovered	retained	new_success	new_damage	n_000	n_001	n_010	n_011	n_100	n_101	n_110	n_111
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	hns_f4_s1	metamath	0.5859375	1	0.7904761904761904	1	0.012130401819560273	1	0.01819560272934041	1	0.1927710843373494	1	0.023928215353938187	1	1	1319	128	105	83	1003	75	83	16	24	67	16	22	83	53	75	24	979
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	scalar_e	metamath	0.625	1	0.6952380952380952	1	0.009855951478392721	1	0.03184230477634572	1	0.1566265060240964	1	0.04187437686939183	1	1	1319	128	105	83	1003	80	73	13	42	70	13	32	73	48	80	42	961
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	flat_e	metamath	0.578125	1	0.8095238095238095	1	0.011372251705837756	1	0.01592115238817286	1	0.18072289156626506	1	0.020937188434695914	1	1	1319	128	105	83	1003	74	85	15	21	68	15	20	85	54	74	21	982
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	hns_f4_s1	tulu	0.7391304347826086	1	0.7	1	0.027726432532347505	1	0.03512014787430684	1	0.11194029850746269	1	0.05740181268882175	1	1	541	46	30	134	331	34	21	15	19	119	15	9	21	12	34	19	312
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	scalar_e	tulu	0.782608695652174	1	0.6333333333333333	1	0.024029574861367836	1	0.031423290203327174	1	0.09701492537313433	1	0.0513595166163142	1	1	541	46	30	134	331	36	19	13	17	121	13	11	19	10	36	17	314
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	flat_e	tulu	0.7608695652173914	1	0.6666666666666666	1	0.03512014787430684	1	0.029574861367837338	1	0.1417910447761194	1	0.04833836858006042	1	1	541	46	30	134	331	35	20	19	16	115	19	10	20	11	35	16	315
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	hns_f4_s1	commonsense	0.7116333438258587	8	0.5934389702488145	8	0.008076339095178436	8	0.0026980341128461194	8	0.07766409801903729	8	0.0035821016307048753	8	8	22419	964	842	2726	17887	638	468	129	69	2597	129	374	468	326	638	69	17818
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	scalar_e	commonsense	0.707664174828446	8	0.6067297439784531	8	0.007409505956847575	8	0.001879705453600263	8	0.07731995237991188	8	0.002450226402517906	8	8	22419	964	842	2726	17887	643	490	121	53	2605	121	352	490	321	643	53	17834
Qwen3-8B/metamath/seed44	Qwen3-8B	metamath	44	flat_e	commonsense	0.6982294234775914	8	0.5943713327544905	8	0.00825941619641208	8	0.002906003902521133	8	0.08059812761442256	8	0.003847469850317498	8	8	22419	964	842	2726	17887	632	471	130	74	2596	130	371	471	332	632	74	17813
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	hns_f4_s1	magicoder	0.7272727272727273	1	0.7560975609756098	1	0.018292682926829267	1	0.024390243902439025	1	0.21428571428571427	1	0.04081632653061224	1	1	164	11	41	14	98	8	31	3	4	11	3	10	31	3	8	4	94
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	scalar_e	magicoder	0.5454545454545454	1	0.6829268292682927	1	0.018292682926829267	1	0.03048780487804878	1	0.21428571428571427	1	0.05102040816326531	1	1	164	11	41	14	98	6	28	3	5	11	3	13	28	5	6	5	93
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	flat_e	magicoder	0.6363636363636364	1	0.7073170731707317	1	0.018292682926829267	1	0.006097560975609756	1	0.21428571428571427	1	0.01020408163265306	1	1	164	11	41	14	98	7	29	3	1	11	3	12	29	4	7	1	97
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	hns_f4_s1	metamath	0.4358974358974359	1	0.8292682926829268	1	0.01061410159211524	1	0.01592115238817286	1	0.1320754716981132	1	0.019230769230769232	1	1	1319	39	82	106	1092	17	68	14	21	92	14	14	68	22	17	21	1071
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	scalar_e	metamath	0.48717948717948717	1	0.8536585365853658	1	0.006823351023502654	1	0.01592115238817286	1	0.08490566037735849	1	0.019230769230769232	1	1	1319	39	82	106	1092	19	70	9	21	97	9	12	70	20	19	21	1071
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	flat_e	metamath	0.4358974358974359	1	0.8536585365853658	1	0.009097801364670205	1	0.017437452615617893	1	0.11320754716981132	1	0.021062271062271064	1	1	1319	39	82	106	1092	17	70	12	23	94	12	12	70	22	17	23	1069
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	hns_f4_s1	tulu	0.5333333333333333	1	0.7142857142857143	1	0.018484288354898338	1	0.014787430683918669	1	0.07751937984496124	1	0.024096385542168676	1	1	541	45	35	129	332	24	25	10	8	119	10	10	25	21	24	8	324
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	scalar_e	tulu	0.6888888888888889	1	0.8285714285714286	1	0.018484288354898338	1	0.012939001848428836	1	0.07751937984496124	1	0.02108433734939759	1	1	541	45	35	129	332	31	29	10	7	119	10	6	29	14	31	7	325
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	flat_e	tulu	0.5555555555555556	1	0.7714285714285715	1	0.0166358595194085	1	0.027726432532347505	1	0.06976744186046512	1	0.045180722891566265	1	1	541	45	35	129	332	25	27	9	15	120	9	8	27	20	25	15	317
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	hns_f4_s1	commonsense	0.523097500466875	8	0.6810134872071728	8	0.0036440154373393267	8	0.002650207541920366	8	0.03783967536421359	8	0.003351429201593845	8	8	22419	676	815	2753	18175	325	534	89	53	2664	89	281	534	351	325	53	18122
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	scalar_e	commonsense	0.5280612621621393	8	0.7082005770685691	8	0.0024576054194312483	8	0.0017825104283672156	8	0.02602954051540461	8	0.002337221213927861	8	8	22419	676	815	2753	18175	314	548	66	32	2687	66	267	548	362	314	32	18143
Qwen3-8B/tulu/seed42	Qwen3-8B	tulu	42	flat_e	commonsense	0.5125153568851128	8	0.6872138840325697	8	0.0033964787466735733	8	0.0024533890178323045	8	0.03693105230592379	8	0.00303470458870632	8	8	22419	676	815	2753	18175	323	537	84	50	2669	84	278	537	353	323	50	18125
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	hns_f4_s1	magicoder	0.6666666666666666	1	0.7567567567567568	1	0.006097560975609756	1	0.012195121951219513	1	0.05555555555555555	1	0.020618556701030927	1	1	164	12	37	18	97	8	28	1	2	17	1	9	28	4	8	2	95
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	scalar_e	magicoder	0.6666666666666666	1	0.8378378378378378	1	0.006097560975609756	1	0.006097560975609756	1	0.05555555555555555	1	0.010309278350515464	1	1	164	12	37	18	97	8	31	1	1	17	1	6	31	4	8	1	96
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	flat_e	magicoder	0.6666666666666666	1	0.7567567567567568	1	0.006097560975609756	1	0.012195121951219513	1	0.05555555555555555	1	0.020618556701030927	1	1	164	12	37	18	97	8	28	1	2	17	1	9	28	4	8	2	95
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	hns_f4_s1	metamath	0.43902439024390244	1	0.872093023255814	1	0.009097801364670205	1	0.008339651250947688	1	0.11764705882352941	1	0.010091743119266056	1	1	1319	41	86	102	1090	18	75	12	11	90	12	11	75	23	18	11	1079
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	scalar_e	metamath	0.3170731707317073	1	0.8604651162790697	1	0.00530705079605762	1	0.008339651250947688	1	0.06862745098039216	1	0.010091743119266056	1	1	1319	41	86	102	1090	13	74	7	11	95	7	12	74	28	13	11	1079
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	flat_e	metamath	0.4146341463414634	1	0.872093023255814	1	0.006065200909780136	1	0.008339651250947688	1	0.0784313725490196	1	0.010091743119266056	1	1	1319	41	86	102	1090	17	75	8	11	94	8	11	75	24	17	11	1079
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	hns_f4_s1	tulu	0.64	1	0.8709677419354839	1	0.022181146025878003	1	0.011090573012939002	1	0.09022556390977443	1	0.01834862385321101	1	1	541	50	31	133	327	32	27	12	6	121	12	4	27	18	32	6	321
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	scalar_e	tulu	0.7	1	0.7419354838709677	1	0.02033271719038817	1	0.014787430683918669	1	0.08270676691729323	1	0.024464831804281346	1	1	541	50	31	133	327	35	23	11	8	122	11	8	23	15	35	8	319
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	flat_e	tulu	0.72	1	0.8387096774193549	1	0.029574861367837338	1	0.011090573012939002	1	0.12030075187969924	1	0.01834862385321101	1	1	541	50	31	133	327	36	26	16	6	117	16	5	26	14	36	6	321
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	hns_f4_s1	commonsense	0.40340670042026383	8	0.7744228618456919	8	0.0033445951137551066	8	0.002708115634936988	8	0.03533735778139371	8	0.003659891412800017	8	8	22419	585	769	2799	18266	237	573	68	54	2731	68	196	573	348	237	54	18212
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	scalar_e	commonsense	0.38120791391677294	8	0.7884258586753661	8	0.0026440909434918055	8	0.002240376410308298	8	0.024256465624610375	8	0.0030775422049979725	8	8	22419	585	769	2799	18266	220	583	56	39	2743	56	186	583	365	220	39	18227
Qwen3-8B/tulu/seed43	Qwen3-8B	tulu	43	flat_e	commonsense	0.39633233890398634	8	0.7802439758118904	8	0.0033011284685465856	8	0.0028485060361933693	8	0.037946678919527195	8	0.003852934465625627	8	8	22419	585	769	2799	18266	230	573	73	57	2726	73	196	573	355	230	57	18209
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	hns_f4_s1	magicoder	0.5454545454545454	1	0.725	1	0.018292682926829267	1	0.024390243902439025	1	0.2	1	0.04081632653061224	1	1	164	11	40	15	98	6	29	3	4	12	3	11	29	5	6	4	94
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	scalar_e	magicoder	0.45454545454545453	1	0.75	1	0.006097560975609756	1	0.036585365853658534	1	0.06666666666666667	1	0.061224489795918366	1	1	164	11	40	15	98	5	30	1	6	14	1	10	30	6	5	6	92
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	flat_e	magicoder	0.45454545454545453	1	0.725	1	0.012195121951219513	1	0.024390243902439025	1	0.13333333333333333	1	0.04081632653061224	1	1	164	11	40	15	98	5	29	2	4	13	2	11	29	6	5	4	94
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	hns_f4_s1	metamath	0.35714285714285715	1	0.8271604938271605	1	0.01061410159211524	1	0.014404852160727824	1	0.1308411214953271	1	0.017447199265381085	1	1	1319	42	81	107	1089	15	67	14	19	93	14	14	67	27	15	19	1070
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	scalar_e	metamath	0.47619047619047616	1	0.8765432098765432	1	0.0075815011372251705	1	0.011372251705837756	1	0.09345794392523364	1	0.013774104683195593	1	1	1319	42	81	107	1089	20	71	10	15	97	10	10	71	22	20	15	1074
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	flat_e	metamath	0.42857142857142855	1	0.8641975308641975	1	0.009855951478392721	1	0.016679302501895376	1	0.12149532710280374	1	0.020202020202020204	1	1	1319	42	81	107	1089	18	70	13	22	94	13	11	70	24	18	22	1067
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	hns_f4_s1	tulu	0.6078431372549019	1	0.75	1	0.022181146025878003	1	0.022181146025878003	1	0.09375	1	0.03680981595092025	1	1	541	51	36	128	326	31	27	12	12	116	12	9	27	20	31	12	314
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	scalar_e	tulu	0.6666666666666666	1	0.7222222222222222	1	0.02033271719038817	1	0.018484288354898338	1	0.0859375	1	0.03067484662576687	1	1	541	51	36	128	326	34	26	11	10	117	11	10	26	17	34	10	316
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	flat_e	tulu	0.6666666666666666	1	0.7222222222222222	1	0.025878003696857672	1	0.025878003696857672	1	0.109375	1	0.04294478527607362	1	1	541	51	36	128	326	34	26	14	14	114	14	10	26	17	34	14	312
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	hns_f4_s1	commonsense	0.46623772673478336	8	0.7391526506125845	8	0.0024048071123165577	8	0.0019323459454923596	8	0.030809802041189955	8	0.00252919265250046	8	8	22419	692	821	2747	18159	312	584	62	43	2685	62	237	584	380	312	43	18116
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	scalar_e	commonsense	0.47584752418944937	8	0.7580900676295033	8	0.0019449707391078672	8	0.001156580867828042	8	0.024817488050106577	8	0.001581363956010913	8	8	22419	692	821	2747	18159	298	606	46	27	2701	46	215	606	394	298	27	18132
Qwen3-8B/tulu/seed44	Qwen3-8B	tulu	44	flat_e	commonsense	0.4811567601342379	8	0.7357942401124824	8	0.0030988230907719556	8	0.002257807788217032	8	0.0347470546369517	8	0.0030474749850491786	8	8	22419	692	821	2747	18159	310	583	68	50	2679	68	238	583	382	310	50	18109
