cohort	group	feature	outcome	n_checkpoints	n_defined	mean_rho	ci_low	ci_high	positive	zero	negative
A_all_versions	task/metamath	full_moment_pr	gain_arc_easy	6	6	0.333666173907857	-0.0846650629112405	0.750482259211803	3	0	3
A_all_versions	task/tulu	full_moment_pr	gain_arc_easy	6	6	-0.40649154074256527	-0.7683904053945031	-0.055198736696687796	1	0	5
A_all_versions	base/Qwen3-8B	full_moment_pr	gain_boolq	9	9	-0.7733147707252795	-0.9403191543389834	-0.4887785387406923	1	0	8
A_all_versions	base/Llama-3.1-8B-Instruct	full_moment_pr	gain_boolq	9	9	0.5130372940517288	0.06679034019882815	0.8556981424495969	7	0	2
A_all_versions	task/magicoder	full_moment_pr	gain_boolq	6	6	-0.01001521732821827	-0.6264968371438068	0.6243203293469752	3	0	3
A_all_versions	task/metamath	full_moment_pr	gain_boolq	6	6	-0.0075961105850949435	-0.6306562238868912	0.6152058714608174	3	0	3
A_all_versions	task/tulu	full_moment_pr	gain_boolq	6	6	-0.37280488709701304	-0.8321381843428917	0.14842283201822143	2	0	4
A_all_versions	base/Qwen3-8B	full_moment_pr	gain_hellaswag	9	9	0.29336861188285135	-0.018092241983447846	0.6197816744332235	6	0	3
A_all_versions	base/Llama-3.1-8B-Instruct	full_moment_pr	gain_hellaswag	9	9	0.4304478988434337	-0.05230442491760328	0.8529375167663897	7	0	2
A_all_versions	task/magicoder	full_moment_pr	gain_hellaswag	6	6	0.20721561641997854	-0.20120936666867487	0.6521285667477997	3	0	3
A_all_versions	task/metamath	full_moment_pr	gain_hellaswag	6	6	0.7657968432912252	0.4865062298556018	0.9579968353329443	6	0	0
A_all_versions	task/tulu	full_moment_pr	gain_hellaswag	6	6	0.11271230637822395	-0.43385642099041527	0.6368527207207532	4	0	2
A_all_versions	base/Qwen3-8B	full_moment_pr	gain_openbookqa	9	9	-0.358918963489473	-0.569827281162309	-0.14429512880218825	1	1	7
A_all_versions	base/Llama-3.1-8B-Instruct	full_moment_pr	gain_openbookqa	9	9	-0.24050129771008402	-0.6056917219415053	0.1774523022708198	2	0	7
A_all_versions	task/magicoder	full_moment_pr	gain_openbookqa	6	6	-0.04735310704502823	-0.5294344559088334	0.4429619842886299	2	0	4
A_all_versions	task/metamath	full_moment_pr	gain_openbookqa	6	6	-0.2605629371735215	-0.3823752727752287	-0.0816154158964028	1	0	5
A_all_versions	task/tulu	full_moment_pr	gain_openbookqa	6	6	-0.5912143475807857	-0.8493500767405315	-0.2848956102642957	0	1	5
A_all_versions	base/Qwen3-8B	full_moment_pr	gain_piqa	9	9	0.10797660560428916	-0.22142686972730136	0.4329203193739272	3	0	6
A_all_versions	base/Llama-3.1-8B-Instruct	full_moment_pr	gain_piqa	9	9	-0.16424727117412746	-0.6331179072498415	0.34778582773293415	4	0	5
A_all_versions	task/magicoder	full_moment_pr	gain_piqa	6	6	-0.3961441509116415	-0.7427230796988011	-0.022747698335510616	1	0	5
A_all_versions	task/metamath	full_moment_pr	gain_piqa	6	6	0.7044633387903437	0.4270071895803722	0.8942470367872204	6	0	0
A_all_versions	task/tulu	full_moment_pr	gain_piqa	6	6	-0.3927251862334596	-0.6989495524208491	-0.09032354893544176	0	0	6
A_all_versions	base/Qwen3-8B	full_moment_pr	gain_siqa	9	9	-0.18310305677882857	-0.552071828949251	0.22114836986330305	2	0	7
A_all_versions	base/Llama-3.1-8B-Instruct	full_moment_pr	gain_siqa	9	9	-0.26432429302331417	-0.6791250318591916	0.19848006005632435	3	0	6
A_all_versions	task/magicoder	full_moment_pr	gain_siqa	6	6	-0.7701301098908307	-0.9519482917090124	-0.5257226957244111	0	0	6
A_all_versions	task/metamath	full_moment_pr	gain_siqa	6	6	0.37208695833225885	-0.15857596546269903	0.8419832580602757	4	0	2
A_all_versions	task/tulu	full_moment_pr	gain_siqa	6	6	-0.27309787314464223	-0.5243756866898435	-0.002765471866352398	1	0	5
A_all_versions	base/Qwen3-8B	full_moment_pr	gain_winogrande	9	9	-0.38197082677559596	-0.6292999117055802	-0.1428699097582938	1	0	8
A_all_versions	base/Llama-3.1-8B-Instruct	full_moment_pr	gain_winogrande	9	9	0.5393974728983232	0.2912072162531607	0.7608326508192745	7	0	2
A_all_versions	task/magicoder	full_moment_pr	gain_winogrande	6	6	0.03968156497407425	-0.36705289426169485	0.4552587892850946	2	0	4
A_all_versions	task/metamath	full_moment_pr	gain_winogrande	6	6	0.22601436623306834	-0.19284318718329532	0.6212168486984385	3	0	3
A_all_versions	task/tulu	full_moment_pr	gain_winogrande	6	6	-0.0295559620230517	-0.5698331302298519	0.4973631293509881	3	0	3
B_edited_only	base/Qwen3-8B	log_energy_ratio	target_gain	9	9	0.09230767262377929	-0.3614858102754781	0.5330901558965674	5	0	4
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	target_gain	9	9	-0.21128599864902997	-0.5634958768249017	0.158099479524499	3	0	6
B_edited_only	task/magicoder	log_energy_ratio	target_gain	6	6	0.6207971543373542	0.3039842379636674	0.9063834498844149	5	0	1
B_edited_only	task/metamath	log_energy_ratio	target_gain	6	6	-0.5274756267026547	-0.8532977034085691	-0.14189618190728331	1	0	5
B_edited_only	task/tulu	log_energy_ratio	target_gain	6	6	-0.27178901667257555	-0.5789597993855611	-4.5102810375403295e-18	2	0	4
B_edited_only	base/Qwen3-8B	log_energy_ratio	off_gain	9	9	0.20576545102141053	-0.28014460175947786	0.671267618905913	6	0	3
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	off_gain	9	9	0.4418897390787669	0.15854059340993926	0.7319852929778047	6	0	3
B_edited_only	task/magicoder	log_energy_ratio	off_gain	6	6	0.6172963530642317	0.2529903086328818	0.8804062740424287	5	0	1
B_edited_only	task/metamath	log_energy_ratio	off_gain	6	6	-0.3440668197407193	-0.6982532518267538	0.02023922469063053	1	0	5
B_edited_only	task/tulu	log_energy_ratio	off_gain	6	6	0.6982532518267538	0.44526294319387194	0.9006454987330592	6	0	0
B_edited_only	base/Qwen3-8B	log_energy_ratio	fg_reduction	9	2	-0.41736500618415145	-0.41736500618415145	-0.41736500618415145	0	0	2
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	fg_reduction	9	9	-0.0658671645572228	-0.45869314885555484	0.35942483011356036	4	0	5
B_edited_only	task/magicoder	log_energy_ratio	fg_reduction	6	3	-0.5203846716865564	-0.8932596002688613	0.21251185925162072	1	0	2
B_edited_only	task/metamath	log_energy_ratio	fg_reduction	6	5	-0.3559685847588549	-0.4325720259261657	-0.26642381611483545	0	0	5
B_edited_only	task/tulu	log_energy_ratio	fg_reduction	6	3	0.6378208151568786	0.15179418517972906	0.9354838709677421	3	0	0
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_magicoder	9	9	0.22567269214898364	-0.2395961464909643	0.6442269441942666	6	0	3
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_magicoder	9	9	0.4889172177105172	0.28405764988476184	0.6776592713924998	8	0	1
B_edited_only	task/magicoder	log_energy_ratio	gain_magicoder	6	6	0.6207971543373542	0.30416613538620124	0.9075660849646091	5	0	1
B_edited_only	task/metamath	log_energy_ratio	gain_magicoder	6	6	-0.14409227598936647	-0.6155778888413462	0.33334242590135355	3	0	3
B_edited_only	task/tulu	log_energy_ratio	gain_magicoder	6	6	0.5951799864412636	0.4086995874333059	0.7608127730151063	6	0	0
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_metamath	9	9	0.2428706962875665	-0.15223511051908298	0.6647337600148138	5	0	4
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_metamath	9	9	-0.005269014411079952	-0.5248637130856197	0.5373984316439948	4	0	5
B_edited_only	task/magicoder	log_energy_ratio	gain_metamath	6	6	0.7105150852098078	0.31370798270477346	0.9230269444614286	5	0	1
B_edited_only	task/metamath	log_energy_ratio	gain_metamath	6	6	-0.5274756267026547	-0.8536365605414925	-0.17225501894322912	1	0	5
B_edited_only	task/tulu	log_energy_ratio	gain_metamath	6	6	0.17336306430757675	-0.37309600233944784	0.692565820938829	3	0	3
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_tulu	9	9	-0.1344753507246865	-0.45489863576494005	0.20475972790380823	5	0	4
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_tulu	9	9	-0.2891352094650799	-0.5752581620293243	0.008741145227658034	2	0	7
B_edited_only	task/magicoder	log_energy_ratio	gain_tulu	6	6	-0.04895186937599536	-0.5623194557374098	0.42121015574432746	4	0	2
B_edited_only	task/metamath	log_energy_ratio	gain_tulu	6	6	-0.3146749542360787	-0.5167650568296874	-0.011053854646183107	1	0	5
B_edited_only	task/tulu	log_energy_ratio	gain_tulu	6	6	-0.27178901667257555	-0.5817012186729387	0.018836025897605052	2	0	4
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_commonsense	9	9	0.8736598658122186	0.8264350082007472	0.9141383151934797	9	0	0
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_commonsense	9	9	-0.11131573579846801	-0.5903107201433909	0.38117206500687534	4	0	5
B_edited_only	task/magicoder	log_energy_ratio	gain_commonsense	6	6	0.4047844938126109	-0.1922726345609902	0.890525886387744	4	0	2
B_edited_only	task/metamath	log_energy_ratio	gain_commonsense	6	6	-1.850371707708594e-17	-0.6074297310275493	0.6172963530642316	3	0	3
B_edited_only	task/tulu	log_energy_ratio	gain_commonsense	6	6	0.7387317012080149	0.4958610049204484	0.9006454987330592	6	0	0
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_arc_challenge	9	9	0.47796003368793666	0.06940357483977327	0.7705669955079161	7	1	1
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_arc_challenge	9	9	0.0035701899576557894	-0.4316133276177801	0.4445084107012458	5	0	4
B_edited_only	task/magicoder	log_energy_ratio	gain_arc_challenge	6	6	0.4810881373605995	0.08926697133726624	0.8222373719663998	5	0	1
B_edited_only	task/metamath	log_energy_ratio	gain_arc_challenge	6	6	-0.041758118870773776	-0.5987561312656007	0.5008858240509648	3	0	3
B_edited_only	task/tulu	log_energy_ratio	gain_arc_challenge	6	6	0.28296531697856303	-0.21794830388912825	0.7269570006456272	4	1	1
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_arc_easy	9	9	0.7868325128491995	0.6733870038295915	0.8814656082618652	9	0	0
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_arc_easy	9	9	0.0018614708287576374	-0.5278496475092094	0.5039614601205169	4	0	5
B_edited_only	task/magicoder	log_energy_ratio	gain_arc_easy	6	6	0.7196377243850735	0.38853423243363183	0.9070721618462755	5	0	1
B_edited_only	task/metamath	log_energy_ratio	gain_arc_easy	6	6	0.016398536076618526	-0.5748234220271448	0.6076204941803819	3	0	3
B_edited_only	task/tulu	log_energy_ratio	gain_arc_easy	6	6	0.4470047150552437	-0.11868961995116874	0.8092740441771222	5	0	1
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_boolq	9	9	0.7270550090324717	0.35035396555096177	0.9262328817260537	8	0	1
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_boolq	9	9	-0.46418315119094394	-0.7801636808571212	-0.04339418361907744	1	0	8
B_edited_only	task/magicoder	log_energy_ratio	gain_boolq	6	6	0.09054886962563134	-0.5443485007182002	0.7062622982432445	3	0	3
B_edited_only	task/metamath	log_energy_ratio	gain_boolq	6	6	0.0333502918618212	-0.5856822665977516	0.6338426285227632	3	0	3
B_edited_only	task/tulu	log_energy_ratio	gain_boolq	6	6	0.27040862527483894	-0.2864785046787767	0.7596236220475897	3	0	3
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_hellaswag	9	9	0.017703210406365837	-0.5009539632347487	0.5169374194419194	5	0	4
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_hellaswag	9	9	-0.4351433308485567	-0.8198572601762922	0.05059806172657634	3	0	6
B_edited_only	task/magicoder	log_energy_ratio	gain_hellaswag	6	6	0.1922726345609901	-0.4149041061579262	0.7994493752799064	4	0	2
B_edited_only	task/metamath	log_energy_ratio	gain_hellaswag	6	6	-0.7387317012080148	-0.9411239481143202	-0.39466488146729556	1	0	5
B_edited_only	task/tulu	log_energy_ratio	gain_hellaswag	6	6	-0.07970111401626155	-0.6375355777548621	0.47709916066605357	3	0	3
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_openbookqa	9	9	0.6569586395561778	0.4156974907475964	0.843240716864794	8	0	1
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_openbookqa	9	9	0.42247230600517116	-0.04040941245592939	0.8295414114726554	7	0	2
B_edited_only	task/magicoder	log_energy_ratio	gain_openbookqa	6	6	0.19926357897122648	-0.3859605064580583	0.7756099570503366	4	0	2
B_edited_only	task/metamath	log_energy_ratio	gain_openbookqa	6	6	0.8121362732485827	0.597355920935713	0.9340013321616903	6	0	0
B_edited_only	task/tulu	log_energy_ratio	gain_openbookqa	6	6	0.6077465661222143	0.32102780105429823	0.8298900651653877	5	0	1
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_piqa	9	9	0.28766680620569884	-0.22089847347686387	0.7101425071241442	6	0	3
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_piqa	9	9	0.29026479899601887	-0.19799541838158805	0.7034904048848672	6	0	3
B_edited_only	task/magicoder	log_energy_ratio	gain_piqa	6	6	0.7324322536429003	0.42407410476314994	0.9049299408085368	5	0	1
B_edited_only	task/metamath	log_energy_ratio	gain_piqa	6	6	-0.6089687257939819	-0.8861158618851834	-0.2171475597706487	1	0	5
B_edited_only	task/tulu	log_energy_ratio	gain_piqa	6	6	0.7434338799536581	0.6287339755687231	0.8539094120252319	6	0	0
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_siqa	9	9	0.20124336580220958	-0.23591867821747062	0.5920137984142656	6	0	3
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_siqa	9	9	0.22717955500367149	-0.21941233856541542	0.6584369929230646	6	0	3
B_edited_only	task/magicoder	log_energy_ratio	gain_siqa	6	6	0.720993051674677	0.5234892116549772	0.8824530774084719	6	0	0
B_edited_only	task/metamath	log_energy_ratio	gain_siqa	6	6	-0.13355944046823032	-0.7067110637834108	0.4897259191367663	3	0	3
B_edited_only	task/tulu	log_energy_ratio	gain_siqa	6	6	0.055200770002375055	-0.3324752969597997	0.4989590951906034	3	0	3
B_edited_only	base/Qwen3-8B	log_energy_ratio	gain_winogrande	9	9	0.7353456152702076	0.4994609901523393	0.8898372516413767	8	0	1
B_edited_only	base/Llama-3.1-8B-Instruct	log_energy_ratio	gain_winogrande	9	9	-0.3579377655916146	-0.6527760400427124	-0.01499042441278642	2	0	7
B_edited_only	task/magicoder	log_energy_ratio	gain_winogrande	6	6	0.3507750818666416	-0.22319910637236653	0.8246491681177222	4	0	2
B_edited_only	task/metamath	log_energy_ratio	gain_winogrande	6	6	0.15590077827088894	-0.35225784584079234	0.6673778622698389	3	0	3
B_edited_only	task/tulu	log_energy_ratio	gain_winogrande	6	6	0.059435914380359	-0.4977602324006316	0.5845680254892229	3	0	3
B_edited_only	base/Qwen3-8B	raw_fpr	target_gain	9	9	-0.09294408550934578	-0.5319730565912476	0.32583331445610325	4	0	5
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	target_gain	9	9	0.14480993112746857	-0.2532299210577481	0.5323204073006338	4	0	5
B_edited_only	task/magicoder	raw_fpr	target_gain	6	6	-0.725284472201669	-0.9542135661744204	-0.43423199199323054	0	0	6
B_edited_only	task/metamath	raw_fpr	target_gain	6	6	0.5640598984959302	0.2812261243572075	0.8159542071304897	5	0	1
B_edited_only	task/tulu	raw_fpr	target_gain	6	6	0.239023342132923	-0.019349424948732125	0.5121655898613707	3	0	3
B_edited_only	base/Qwen3-8B	raw_fpr	off_gain	9	9	-0.13650793650793652	-0.5936507936507938	0.3588888888888881	4	0	5
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	off_gain	9	9	-0.43492063492063493	-0.6888888888888888	-0.14920634920634923	3	0	6
B_edited_only	task/magicoder	raw_fpr	off_gain	6	6	-0.6476190476190476	-0.8857142857142857	-0.3047619047619048	1	0	5
B_edited_only	task/metamath	raw_fpr	off_gain	6	6	0.380952380952381	0.028571428571428564	0.7333333333333334	5	0	1
B_edited_only	task/tulu	raw_fpr	off_gain	6	6	-0.5904761904761905	-0.8380952380952382	-0.29523809523809524	1	0	5
B_edited_only	base/Qwen3-8B	raw_fpr	fg_reduction	9	2	0.6546536707079772	0.6546536707079772	0.6546536707079772	2	0	0
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	fg_reduction	9	9	0.12410613974906567	-0.3111789460271015	0.5110881055321949	6	0	3
B_edited_only	task/magicoder	raw_fpr	fg_reduction	6	3	0.42266268687796577	-0.2571428571428572	0.7714285714285715	2	0	1
B_edited_only	task/metamath	raw_fpr	fg_reduction	6	5	0.5831962625590112	0.5177922598261991	0.6437229365663818	5	0	0
B_edited_only	task/tulu	raw_fpr	fg_reduction	6	3	-0.5859022580904694	-0.9411239481143202	0.02857142857142857	1	0	2
B_edited_only	base/Qwen3-8B	raw_fpr	gain_magicoder	9	9	-0.17438123708383224	-0.683741294766857	0.3431112202796108	4	0	5
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_magicoder	9	9	-0.49443678611619746	-0.6647803751749121	-0.3078519733368664	0	0	9
B_edited_only	task/magicoder	raw_fpr	gain_magicoder	6	6	-0.725284472201669	-0.9613391691330904	-0.42653571139845226	0	0	6
B_edited_only	task/metamath	raw_fpr	gain_magicoder	6	6	0.20673095197515323	-0.355824574624694	0.7102890392094484	3	0	3
B_edited_only	task/tulu	raw_fpr	gain_magicoder	6	6	-0.484673514573529	-0.6692134951247738	-0.2495326473250222	1	0	5
B_edited_only	base/Qwen3-8B	raw_fpr	gain_metamath	9	9	-0.19029080238232654	-0.5879191613892715	0.19377956617708675	4	0	5
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_metamath	9	9	0.0018305394940896472	-0.5251535874900374	0.5306349206349181	5	0	4
B_edited_only	task/magicoder	raw_fpr	gain_metamath	6	6	-0.7067780002826751	-0.9238095238095237	-0.34487323837791317	1	0	5
B_edited_only	task/metamath	raw_fpr	gain_metamath	6	6	0.5640598984959302	0.2783456127816444	0.8159542071304897	5	0	1
B_edited_only	task/tulu	raw_fpr	gain_metamath	6	6	-0.13997229254561042	-0.6678140073966748	0.431456278882961	3	0	3
B_edited_only	base/Qwen3-8B	raw_fpr	gain_tulu	9	9	0.17342436938174105	-0.13373991678110267	0.4710677760545462	5	0	4
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_tulu	9	9	0.3311482423715813	0.04005074829306704	0.5935667804221958	6	0	3
B_edited_only	task/magicoder	raw_fpr	gain_tulu	6	6	0.048492626400650156	-0.40861572237383254	0.5199907369079991	3	0	3
B_edited_only	task/metamath	raw_fpr	gain_tulu	6	6	0.46934294909641044	0.21134702620815682	0.6667442370492275	5	0	1
B_edited_only	task/tulu	raw_fpr	gain_tulu	6	6	0.239023342132923	-0.01451799965162839	0.4992702862796359	3	0	3
B_edited_only	base/Qwen3-8B	raw_fpr	gain_commonsense	9	9	-0.8476190476190477	-0.911111111111111	-0.7841269841269842	0	0	9
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_commonsense	9	9	0.09841269841269841	-0.39682539682539686	0.5620634920634913	6	0	3
B_edited_only	task/magicoder	raw_fpr	gain_commonsense	6	6	-0.4190476190476191	-0.9047619047619048	0.14285714285714282	2	0	4
B_edited_only	task/metamath	raw_fpr	gain_commonsense	6	6	0.019047619047618997	-0.5714285714285715	0.5904761904761905	3	0	3
B_edited_only	task/tulu	raw_fpr	gain_commonsense	6	6	-0.7238095238095239	-0.9333333333333332	-0.4000000000000001	1	0	5
B_edited_only	base/Qwen3-8B	raw_fpr	gain_arc_challenge	9	9	-0.41708411710194626	-0.712957415057928	-0.03517527612427593	1	0	8
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_arc_challenge	9	9	0.03510602301449885	-0.4096466291359944	0.5077690835125575	5	0	4
B_edited_only	task/magicoder	raw_fpr	gain_arc_challenge	6	6	-0.49127592853020374	-0.8650681981555403	-0.10222465712636719	2	0	4
B_edited_only	task/metamath	raw_fpr	gain_arc_challenge	6	6	0.1789399383362792	-0.3194542873432575	0.6608672534722091	3	0	3
B_edited_only	task/tulu	raw_fpr	gain_arc_challenge	6	6	-0.2606311509372466	-0.6976478025048432	0.23009787457310252	1	0	5
B_edited_only	base/Qwen3-8B	raw_fpr	gain_arc_easy	9	9	-0.7111874356873801	-0.8396947142032646	-0.5644864157865612	0	0	9
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_arc_easy	9	9	0.04642984148806536	-0.5165145821144901	0.5730641590590723	4	0	5
B_edited_only	task/magicoder	raw_fpr	gain_arc_easy	6	6	-0.6772682963852854	-0.8637864069903288	-0.4017380133799744	0	0	6
B_edited_only	task/metamath	raw_fpr	gain_arc_easy	6	6	0.060618380104355905	-0.5868966386111182	0.6791448470372078	3	0	3
B_edited_only	task/tulu	raw_fpr	gain_arc_easy	6	6	-0.38048647501804256	-0.8102195186742494	0.19497777815716502	1	0	5
B_edited_only	base/Qwen3-8B	raw_fpr	gain_boolq	9	9	-0.7315177581502295	-0.9536776237839489	-0.32967800447571577	1	0	8
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_boolq	9	9	0.4660405972442095	0.04835884245717099	0.8010924644835496	7	0	2
B_edited_only	task/magicoder	raw_fpr	gain_boolq	6	6	-0.07050546252095051	-0.6989368047679302	0.5954061473139648	3	0	3
B_edited_only	task/metamath	raw_fpr	gain_boolq	6	6	-0.012200098229745068	-0.6382342791656361	0.6234969333003534	3	0	3
B_edited_only	task/tulu	raw_fpr	gain_boolq	6	6	-0.3155101806083343	-0.8116444377466032	0.23473585197709582	2	0	4
B_edited_only	base/Qwen3-8B	raw_fpr	gain_hellaswag	9	9	-0.026045683725349163	-0.5176190476190476	0.47942822298623095	4	0	5
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_hellaswag	9	9	0.4412698412698413	-0.022380952380952356	0.8349206349206351	7	0	2
B_edited_only	task/magicoder	raw_fpr	gain_hellaswag	6	6	-0.1619047619047619	-0.7714285714285714	0.5049999999999988	3	0	3
B_edited_only	task/metamath	raw_fpr	gain_hellaswag	6	6	0.6666666666666669	0.26666666666666666	0.9333333333333335	5	0	1
B_edited_only	task/tulu	raw_fpr	gain_hellaswag	6	6	0.11807433155483342	-0.49144947796897615	0.6799790934595954	3	0	3
B_edited_only	base/Qwen3-8B	raw_fpr	gain_openbookqa	9	9	-0.6333441939251597	-0.8243752919451124	-0.41911387616659934	0	0	9
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_openbookqa	9	9	-0.386639375673451	-0.7978466692776887	0.09230817009545568	2	0	7
B_edited_only	task/magicoder	raw_fpr	gain_openbookqa	6	6	-0.1347628522553729	-0.6548580703142198	0.4225948270483671	2	0	4
B_edited_only	task/metamath	raw_fpr	gain_openbookqa	6	6	-0.841424548696124	-0.9760514162915029	-0.6079033798293146	0	0	6
B_edited_only	task/tulu	raw_fpr	gain_openbookqa	6	6	-0.5537879534464193	-0.8333013800540577	-0.2536202333123181	0	0	6
B_edited_only	base/Qwen3-8B	raw_fpr	gain_piqa	9	9	-0.24827616305819225	-0.6322734476177522	0.1883442773773382	3	0	6
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_piqa	9	9	-0.25308124311717983	-0.7089428994013863	0.22183630848189453	3	0	6
B_edited_only	task/magicoder	raw_fpr	gain_piqa	6	6	-0.6397640371207126	-0.8421274291367787	-0.29072017899225927	1	0	5
B_edited_only	task/metamath	raw_fpr	gain_piqa	6	6	0.5473978265036971	0.1310487738482094	0.841293182714391	5	0	1
B_edited_only	task/tulu	raw_fpr	gain_piqa	6	6	-0.6596698986460424	-0.7889804443231477	-0.533752746694878	0	0	6
B_edited_only	base/Qwen3-8B	raw_fpr	gain_siqa	9	9	-0.26443458500097217	-0.643273195705637	0.1578534196036628	3	0	6
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_siqa	9	9	-0.26604080136467556	-0.7074968322755001	0.18674542301999553	5	0	4
B_edited_only	task/magicoder	raw_fpr	gain_siqa	6	6	-0.8347376933828082	-0.955523325810402	-0.692228675828686	0	0	6
B_edited_only	task/metamath	raw_fpr	gain_siqa	6	6	0.18879514513988407	-0.4143181232560632	0.7534734163670761	4	0	2
B_edited_only	task/tulu	raw_fpr	gain_siqa	6	6	-0.14977053130554738	-0.5055517755814104	0.13010088034580605	4	0	2
B_edited_only	base/Qwen3-8B	raw_fpr	gain_winogrande	9	9	-0.7072025222439855	-0.8954241550632259	-0.4287706967918921	1	0	8
B_edited_only	base/Llama-3.1-8B-Instruct	raw_fpr	gain_winogrande	9	9	0.30490618885504317	-0.02385918412141319	0.6052375215767668	7	0	2
B_edited_only	task/magicoder	raw_fpr	gain_winogrande	6	6	-0.3736845878170947	-0.8981548086102338	0.18589514096239512	2	0	4
B_edited_only	task/metamath	raw_fpr	gain_winogrande	6	6	-0.13682031488218022	-0.5885259437573752	0.3438738657756372	3	0	3
B_edited_only	task/tulu	raw_fpr	gain_winogrande	6	6	-0.09293959738413872	-0.5922098836637746	0.415319932407712	3	0	3
B_edited_only	base/Qwen3-8B	full_moment_pr	target_gain	9	9	-0.08981582935820855	-0.5185496404445848	0.3188740696088466	5	0	4
B_edited_only	base/Llama-3.1-8B-Instruct	full_moment_pr	target_gain	9	9	0.17975048737829352	-0.20025575285422328	0.5897381141274947	5	0	4
B_edited_only	task/magicoder	full_moment_pr	target_gain	6	6	-0.7157606626778595	-0.9513187835743581	-0.41758257951075106	0	0	6
B_edited_only	task/metamath	full_moment_pr	target_gain	6	6	0.5444561151667193	0.2219570660406574	0.8380952380952381	5	0	1
B_edited_only	task/tulu	full_moment_pr	target_gain	6	6	0.3062065345412675	0.0773028047536598	0.5155913029946791	5	0	1
B_edited_only	base/Qwen3-8B	full_moment_pr	off_gain	9	9	-0.12380952380952381	-0.5811111111111111	0.3714285714285715	4	0	5
B_edited_only	base/Llama-3.1-8B-Instruct	full_moment_pr	off_gain	9	9	-0.4476190476190477	-0.7015873015873016	-0.18095238095238095	2	0	7
B_edited_only	task/magicoder	full_moment_pr	off_gain	6	6	-0.6380952380952382	-0.8761904761904762	-0.3047619047619048	1	0	5
B_edited_only	task/metamath	full_moment_pr	off_gain	6	6	0.37142857142857144	0.01880952380952381	0.7428571428571429	4	0	2
B_edited_only	task/tulu	full_moment_pr	off_gain	6	6	-0.5904761904761905	-0.8380952380952382	-0.2761904761904762	1	0	5
B_edited_only	base/Qwen3-8B	full_moment_pr	fg_reduction	9	2	0.6546536707079772	0.6546536707079772	0.6546536707079772	2	0	0
B_edited_only	base/Llama-3.1-8B-Instruct	full_moment_pr	fg_reduction	9	9	0.12575931159204853	-0.28344543711765613	0.4770247226128639	6	0	3
B_edited_only	task/magicoder	full_moment_pr	fg_reduction	6	3	0.42266268687796577	-0.2571428571428572	0.7714285714285715	2	0	1
B_edited_only	task/metamath	full_moment_pr	fg_reduction	6	5	0.560505968986346	0.4616477878237507	0.6437229365663818	5	0	0
B_edited_only	task/tulu	full_moment_pr	fg_reduction	6	3	-0.5431255866070784	-0.8804062740424289	0.02857142857142857	1	0	2
B_edited_only	base/Qwen3-8B	full_moment_pr	gain_magicoder	9	9	-0.16055006466637875	-0.6373570613605777	0.3300182827422649	4	0	5
