cohort	checkpoint	feature	outcome	spearman	n_arms
A_all_versions	Qwen3-8B/metamath/seed43	raw_fpr	gain_boolq	-0.9549937104572925	7
A_all_versions	Qwen3-8B/metamath/seed44	raw_fpr	gain_boolq	-0.9272727272727274	7
A_all_versions	Qwen3-8B/tulu/seed42	raw_fpr	gain_boolq	-0.9363636363636364	7
A_all_versions	Qwen3-8B/tulu/seed43	raw_fpr	gain_boolq	0.4099889133756047	7
A_all_versions	Qwen3-8B/tulu/seed44	raw_fpr	gain_boolq	-0.9910312089651149	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	full_moment_pr	gain_boolq	0.6306562238868914	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	full_moment_pr	gain_boolq	0.9189562119494703	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	full_moment_pr	gain_boolq	0.9725179925282852	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	full_moment_pr	gain_boolq	0.8909090909090909	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	full_moment_pr	gain_boolq	0.9454545454545454	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	full_moment_pr	gain_boolq	0.8829187134416479	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	full_moment_pr	gain_boolq	-0.18349396085439346	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	full_moment_pr	gain_boolq	0.5048713746045669	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	full_moment_pr	gain_boolq	-0.9454545454545454	7
A_all_versions	Qwen3-8B/magicoder/seed42	full_moment_pr	gain_boolq	-0.8348975218874902	7
A_all_versions	Qwen3-8B/magicoder/seed43	full_moment_pr	gain_boolq	-0.9725179925282852	7
A_all_versions	Qwen3-8B/magicoder/seed44	full_moment_pr	gain_boolq	-0.7748062179181807	7
A_all_versions	Qwen3-8B/metamath/seed42	full_moment_pr	gain_boolq	-0.9549937104572925	7
A_all_versions	Qwen3-8B/metamath/seed43	full_moment_pr	gain_boolq	-0.9189562119494703	7
A_all_versions	Qwen3-8B/metamath/seed44	full_moment_pr	gain_boolq	-0.8909090909090909	7
A_all_versions	Qwen3-8B/tulu/seed42	full_moment_pr	gain_boolq	-0.9363636363636364	7
A_all_versions	Qwen3-8B/tulu/seed43	full_moment_pr	gain_boolq	0.3146426544510455	7
A_all_versions	Qwen3-8B/tulu/seed44	full_moment_pr	gain_boolq	-0.9910312089651149	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	log_energy_ratio	gain_hellaswag	-0.9265616458263766	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	log_energy_ratio	gain_hellaswag	-0.3335621924974956	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	log_energy_ratio	gain_hellaswag	-0.9265616458263766	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	log_energy_ratio	gain_hellaswag	-0.9636241116594316	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	log_energy_ratio	gain_hellaswag	-0.9636241116594316	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	log_energy_ratio	gain_hellaswag	-0.9636241116594316	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	log_energy_ratio	gain_hellaswag	-0.18531232916527532	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	log_energy_ratio	gain_hellaswag	0.8524367141602663	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	log_energy_ratio	gain_hellaswag	0.8524367141602663	7
A_all_versions	Qwen3-8B/magicoder/seed42	log_energy_ratio	gain_hellaswag	0.18531232916527532	7
A_all_versions	Qwen3-8B/magicoder/seed43	log_energy_ratio	gain_hellaswag	0.18531232916527532	7
A_all_versions	Qwen3-8B/magicoder/seed44	log_energy_ratio	gain_hellaswag	0.18531232916527532	7
A_all_versions	Qwen3-8B/metamath/seed42	log_energy_ratio	gain_hellaswag	-0.3335621924974956	7
A_all_versions	Qwen3-8B/metamath/seed43	log_energy_ratio	gain_hellaswag	-0.9636241116594316	7
A_all_versions	Qwen3-8B/metamath/seed44	log_energy_ratio	gain_hellaswag	-0.8524367141602663	7
A_all_versions	Qwen3-8B/tulu/seed42	log_energy_ratio	gain_hellaswag	-0.07479575920067658	7
A_all_versions	Qwen3-8B/tulu/seed43	log_energy_ratio	gain_hellaswag	-0.8153742483272114	7
A_all_versions	Qwen3-8B/tulu/seed44	log_energy_ratio	gain_hellaswag	-0.9265616458263766	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	raw_fpr	gain_hellaswag	0.7748062179181807	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	raw_fpr	gain_hellaswag	0.41443123283995714	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	raw_fpr	gain_hellaswag	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	raw_fpr	gain_hellaswag	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	raw_fpr	gain_hellaswag	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	raw_fpr	gain_hellaswag	0.9189562119494703	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	raw_fpr	gain_hellaswag	0.3243374865704013	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	raw_fpr	gain_hellaswag	-0.6847124716486249	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	raw_fpr	gain_hellaswag	-0.9189562119494703	7
A_all_versions	Qwen3-8B/magicoder/seed42	raw_fpr	gain_hellaswag	-0.36037498507822363	7
A_all_versions	Qwen3-8B/magicoder/seed43	raw_fpr	gain_hellaswag	-0.3243374865704013	7
A_all_versions	Qwen3-8B/magicoder/seed44	raw_fpr	gain_hellaswag	-0.18018749253911182	7
A_all_versions	Qwen3-8B/metamath/seed42	raw_fpr	gain_hellaswag	0.10811249552346709	7
A_all_versions	Qwen3-8B/metamath/seed43	raw_fpr	gain_hellaswag	0.9369749612033814	7
A_all_versions	Qwen3-8B/metamath/seed44	raw_fpr	gain_hellaswag	0.6486749731408026	7
A_all_versions	Qwen3-8B/tulu/seed42	raw_fpr	gain_hellaswag	0.06363636363636363	7
A_all_versions	Qwen3-8B/tulu/seed43	raw_fpr	gain_hellaswag	0.792824967172092	7
A_all_versions	Qwen3-8B/tulu/seed44	raw_fpr	gain_hellaswag	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	full_moment_pr	gain_hellaswag	0.7748062179181807	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	full_moment_pr	gain_hellaswag	0.41443123283995714	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	full_moment_pr	gain_hellaswag	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	full_moment_pr	gain_hellaswag	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	full_moment_pr	gain_hellaswag	0.9910312089651149	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	full_moment_pr	gain_hellaswag	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	full_moment_pr	gain_hellaswag	0.3243374865704013	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	full_moment_pr	gain_hellaswag	-0.6486749731408026	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	full_moment_pr	gain_hellaswag	-0.8468812149338255	7
A_all_versions	Qwen3-8B/magicoder/seed42	full_moment_pr	gain_hellaswag	-0.36037498507822363	7
A_all_versions	Qwen3-8B/magicoder/seed43	full_moment_pr	gain_hellaswag	-0.3243374865704013	7
A_all_versions	Qwen3-8B/magicoder/seed44	full_moment_pr	gain_hellaswag	-0.21622499104693418	7
A_all_versions	Qwen3-8B/metamath/seed42	full_moment_pr	gain_hellaswag	0.10811249552346709	7
A_all_versions	Qwen3-8B/metamath/seed43	full_moment_pr	gain_hellaswag	0.900937462695559	7
A_all_versions	Qwen3-8B/metamath/seed44	full_moment_pr	gain_hellaswag	0.6847124716486249	7
A_all_versions	Qwen3-8B/tulu/seed42	full_moment_pr	gain_hellaswag	0.06363636363636363	7
A_all_versions	Qwen3-8B/tulu/seed43	full_moment_pr	gain_hellaswag	0.8288624656799143	7
A_all_versions	Qwen3-8B/tulu/seed44	full_moment_pr	gain_hellaswag	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	log_energy_ratio	gain_openbookqa	-0.9333756642553378	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	log_energy_ratio	gain_openbookqa	0.7666565318069349	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	log_energy_ratio	gain_openbookqa	-0.7171087882915774	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	log_energy_ratio	gain_openbookqa	0.3335621924974956	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	log_energy_ratio	gain_openbookqa	0.14824986333222026	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	log_energy_ratio	gain_openbookqa	0.16984155512168939	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	log_energy_ratio	gain_openbookqa	0.7047938689275	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	log_energy_ratio	gain_openbookqa	0.9636241116594316	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	log_energy_ratio	gain_openbookqa	0.8524367141602663	7
A_all_versions	Qwen3-8B/magicoder/seed42	log_energy_ratio	gain_openbookqa	0.9058216273156767	7
A_all_versions	Qwen3-8B/magicoder/seed43	log_energy_ratio	gain_openbookqa	0.4000181418237162	7
A_all_versions	Qwen3-8B/magicoder/seed44	log_energy_ratio	gain_openbookqa	0.14959151840135315	7
A_all_versions	Qwen3-8B/metamath/seed42	log_energy_ratio	gain_openbookqa	-0.23302069121418523	7
A_all_versions	Qwen3-8B/metamath/seed43	log_energy_ratio	gain_openbookqa	0.18698939800169145	7
A_all_versions	Qwen3-8B/metamath/seed44	log_energy_ratio	gain_openbookqa	0.1682904582015223	7
A_all_versions	Qwen3-8B/tulu/seed42	log_energy_ratio	gain_openbookqa	0.8762302154233783	7
A_all_versions	Qwen3-8B/tulu/seed43	log_energy_ratio	gain_openbookqa	0.6821910402406465	7
A_all_versions	Qwen3-8B/tulu/seed44	log_energy_ratio	gain_openbookqa	-0.07692307692307693	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	raw_fpr	gain_openbookqa	0.76865032857326	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	raw_fpr	gain_openbookqa	-0.509090909090909	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	raw_fpr	gain_openbookqa	0.8348975218874902	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	raw_fpr	gain_openbookqa	-0.4504687313477795	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	raw_fpr	gain_openbookqa	-0.3243374865704013	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	raw_fpr	gain_openbookqa	-0.32111443149518853	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	raw_fpr	gain_openbookqa	-0.36117304595611016	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	raw_fpr	gain_openbookqa	-0.9189562119494703	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	raw_fpr	gain_openbookqa	-0.9549937104572925	7
A_all_versions	Qwen3-8B/magicoder/seed42	raw_fpr	gain_openbookqa	-0.7798493336311721	7
A_all_versions	Qwen3-8B/magicoder/seed43	raw_fpr	gain_openbookqa	-0.42599897728156577	7
A_all_versions	Qwen3-8B/magicoder/seed44	raw_fpr	gain_openbookqa	-0.22727272727272727	7
A_all_versions	Qwen3-8B/metamath/seed42	raw_fpr	gain_openbookqa	0.1510509824098722	7
A_all_versions	Qwen3-8B/metamath/seed43	raw_fpr	gain_openbookqa	-0.34545454545454546	7
A_all_versions	Qwen3-8B/metamath/seed44	raw_fpr	gain_openbookqa	-0.34545454545454546	7
A_all_versions	Qwen3-8B/tulu/seed42	raw_fpr	gain_openbookqa	-0.9260847332207952	7
A_all_versions	Qwen3-8B/tulu/seed43	raw_fpr	gain_openbookqa	-0.4824181513244218	7
A_all_versions	Qwen3-8B/tulu/seed44	raw_fpr	gain_openbookqa	0.0	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	full_moment_pr	gain_openbookqa	0.76865032857326	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	full_moment_pr	gain_openbookqa	-0.509090909090909	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	full_moment_pr	gain_openbookqa	0.8348975218874902	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	full_moment_pr	gain_openbookqa	-0.4504687313477795	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	full_moment_pr	gain_openbookqa	-0.2882999880625789	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	full_moment_pr	gain_openbookqa	-0.32111443149518853	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	full_moment_pr	gain_openbookqa	-0.36117304595611016	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	full_moment_pr	gain_openbookqa	-0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	full_moment_pr	gain_openbookqa	-0.8829187134416479	7
A_all_versions	Qwen3-8B/magicoder/seed42	full_moment_pr	gain_openbookqa	-0.7798493336311721	7
A_all_versions	Qwen3-8B/magicoder/seed43	full_moment_pr	gain_openbookqa	-0.42599897728156577	7
A_all_versions	Qwen3-8B/magicoder/seed44	full_moment_pr	gain_openbookqa	-0.17272727272727273	7
A_all_versions	Qwen3-8B/metamath/seed42	full_moment_pr	gain_openbookqa	0.1510509824098722	7
A_all_versions	Qwen3-8B/metamath/seed43	full_moment_pr	gain_openbookqa	-0.3090909090909091	7
A_all_versions	Qwen3-8B/metamath/seed44	full_moment_pr	gain_openbookqa	-0.34545454545454546	7
A_all_versions	Qwen3-8B/tulu/seed42	full_moment_pr	gain_openbookqa	-0.9260847332207952	7
A_all_versions	Qwen3-8B/tulu/seed43	full_moment_pr	gain_openbookqa	-0.42211588240886905	7
A_all_versions	Qwen3-8B/tulu/seed44	full_moment_pr	gain_openbookqa	0.0	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	log_energy_ratio	gain_piqa	-0.42307692307692313	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	log_energy_ratio	gain_piqa	0.9265616458263766	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	log_energy_ratio	gain_piqa	0.9265616458263766	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	log_energy_ratio	gain_piqa	-0.22237479499833038	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	log_energy_ratio	gain_piqa	-0.9636241116594316	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	log_energy_ratio	gain_piqa	-0.9265616458263766	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	log_energy_ratio	gain_piqa	0.9058216273156767	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	log_energy_ratio	gain_piqa	0.4113766756037212	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	log_energy_ratio	gain_piqa	0.9636241116594316	7
A_all_versions	Qwen3-8B/magicoder/seed42	log_energy_ratio	gain_piqa	0.14959151840135315	7
A_all_versions	Qwen3-8B/magicoder/seed43	log_energy_ratio	gain_piqa	0.6731618328060892	7
A_all_versions	Qwen3-8B/magicoder/seed44	log_energy_ratio	gain_piqa	0.18531232916527532	7
A_all_versions	Qwen3-8B/metamath/seed42	log_energy_ratio	gain_piqa	-0.9536459298086264	7
A_all_versions	Qwen3-8B/metamath/seed43	log_energy_ratio	gain_piqa	-0.6918607726062583	7
A_all_versions	Qwen3-8B/metamath/seed44	log_energy_ratio	gain_piqa	-0.8155724192496483	7
A_all_versions	Qwen3-8B/tulu/seed42	log_energy_ratio	gain_piqa	0.07767356373806174	7
A_all_versions	Qwen3-8B/tulu/seed43	log_energy_ratio	gain_piqa	0.1320989873168695	7
A_all_versions	Qwen3-8B/tulu/seed44	log_energy_ratio	gain_piqa	0.03739787960033829	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	raw_fpr	gain_piqa	0.5048713746045669	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	raw_fpr	gain_piqa	-0.8108437164260032	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	raw_fpr	gain_piqa	-0.900937462695559	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	raw_fpr	gain_piqa	0.03603749850782236	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	raw_fpr	gain_piqa	0.9189562119494703	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	raw_fpr	gain_piqa	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	raw_fpr	gain_piqa	-0.8899457101438082	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	raw_fpr	gain_piqa	-0.37272727272727274	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	raw_fpr	gain_piqa	-0.9189562119494703	7
A_all_versions	Qwen3-8B/magicoder/seed42	raw_fpr	gain_piqa	-0.22727272727272727	7
A_all_versions	Qwen3-8B/magicoder/seed43	raw_fpr	gain_piqa	-0.6363636363636364	7
A_all_versions	Qwen3-8B/magicoder/seed44	raw_fpr	gain_piqa	-0.23424374030084535	7
A_all_versions	Qwen3-8B/metamath/seed42	raw_fpr	gain_piqa	0.8363636363636363	7
A_all_versions	Qwen3-8B/metamath/seed43	raw_fpr	gain_piqa	0.6909090909090909	7
A_all_versions	Qwen3-8B/metamath/seed44	raw_fpr	gain_piqa	0.6230853024407228	7
A_all_versions	Qwen3-8B/tulu/seed42	raw_fpr	gain_piqa	-0.03776274560246805	7
A_all_versions	Qwen3-8B/tulu/seed43	raw_fpr	gain_piqa	-0.19266865889711313	7
A_all_versions	Qwen3-8B/tulu/seed44	raw_fpr	gain_piqa	-0.03636363636363636	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	full_moment_pr	gain_piqa	0.5048713746045669	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	full_moment_pr	gain_piqa	-0.8108437164260032	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	full_moment_pr	gain_piqa	-0.900937462695559	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	full_moment_pr	gain_piqa	0.03603749850782236	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	full_moment_pr	gain_piqa	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	full_moment_pr	gain_piqa	0.9189562119494703	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	full_moment_pr	gain_piqa	-0.8899457101438082	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	full_moment_pr	gain_piqa	-0.33636363636363636	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	full_moment_pr	gain_piqa	-0.9549937104572925	7
A_all_versions	Qwen3-8B/magicoder/seed42	full_moment_pr	gain_piqa	-0.22727272727272727	7
A_all_versions	Qwen3-8B/magicoder/seed43	full_moment_pr	gain_piqa	-0.6363636363636364	7
A_all_versions	Qwen3-8B/magicoder/seed44	full_moment_pr	gain_piqa	-0.30631873731649006	7
A_all_versions	Qwen3-8B/metamath/seed42	full_moment_pr	gain_piqa	0.8363636363636363	7
A_all_versions	Qwen3-8B/metamath/seed43	full_moment_pr	gain_piqa	0.7818181818181817	7
A_all_versions	Qwen3-8B/metamath/seed44	full_moment_pr	gain_piqa	0.6986107936456589	7
A_all_versions	Qwen3-8B/tulu/seed42	full_moment_pr	gain_piqa	-0.03776274560246805	7
A_all_versions	Qwen3-8B/tulu/seed43	full_moment_pr	gain_piqa	-0.1009216784699164	7
A_all_versions	Qwen3-8B/tulu/seed44	full_moment_pr	gain_piqa	-0.03636363636363636	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	log_energy_ratio	gain_siqa	0.9536459298086264	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	log_energy_ratio	gain_siqa	0.9624354790229065	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	log_energy_ratio	gain_siqa	0.9349469900084572	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	log_energy_ratio	gain_siqa	0.7041868508280462	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	log_energy_ratio	gain_siqa	-0.9636241116594316	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	log_energy_ratio	gain_siqa	-0.3178819766028754	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	log_energy_ratio	gain_siqa	0.5188745216627708	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	log_energy_ratio	gain_siqa	0.07479575920067658	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	log_energy_ratio	gain_siqa	-0.5661385170722979	7
A_all_versions	Qwen3-8B/magicoder/seed42	log_energy_ratio	gain_siqa	-0.018698939800169144	7
A_all_versions	Qwen3-8B/magicoder/seed43	log_energy_ratio	gain_siqa	0.5609681940050744	7
A_all_versions	Qwen3-8B/magicoder/seed44	log_energy_ratio	gain_siqa	0.7767356373806173	7
A_all_versions	Qwen3-8B/metamath/seed42	log_energy_ratio	gain_siqa	0.11322770341445959	7
A_all_versions	Qwen3-8B/metamath/seed43	log_energy_ratio	gain_siqa	-0.8601512308077806	7
A_all_versions	Qwen3-8B/metamath/seed44	log_energy_ratio	gain_siqa	-0.9624354790229065	7
A_all_versions	Qwen3-8B/tulu/seed42	log_energy_ratio	gain_siqa	0.18698939800169145	7
A_all_versions	Qwen3-8B/tulu/seed43	log_energy_ratio	gain_siqa	0.4487745552040595	7
A_all_versions	Qwen3-8B/tulu/seed44	log_energy_ratio	gain_siqa	0.6604949365843475	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	raw_fpr	gain_siqa	-0.9818181818181818	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	raw_fpr	gain_siqa	-0.9725179925282852	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	raw_fpr	gain_siqa	-0.9818181818181818	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	raw_fpr	gain_siqa	-0.7748062179181807	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	raw_fpr	gain_siqa	0.9549937104572925	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	raw_fpr	gain_siqa	0.4	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	raw_fpr	gain_siqa	-0.18018749253911182	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	raw_fpr	gain_siqa	-0.2636363636363636	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	raw_fpr	gain_siqa	0.27524094128159016	7
A_all_versions	Qwen3-8B/magicoder/seed42	raw_fpr	gain_siqa	-0.16363636363636364	7
A_all_versions	Qwen3-8B/magicoder/seed43	raw_fpr	gain_siqa	-0.7090909090909091	7
A_all_versions	Qwen3-8B/magicoder/seed44	raw_fpr	gain_siqa	-0.8874245216579992	7
A_all_versions	Qwen3-8B/metamath/seed42	raw_fpr	gain_siqa	-0.1009216784699164	7
A_all_versions	Qwen3-8B/metamath/seed43	raw_fpr	gain_siqa	0.8636363636363636	7
A_all_versions	Qwen3-8B/metamath/seed44	raw_fpr	gain_siqa	0.8899457101438082	7
A_all_versions	Qwen3-8B/tulu/seed42	raw_fpr	gain_siqa	-0.32727272727272727	7
A_all_versions	Qwen3-8B/tulu/seed43	raw_fpr	gain_siqa	-0.44545454545454544	7
A_all_versions	Qwen3-8B/tulu/seed44	raw_fpr	gain_siqa	-0.7523252395030132	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	full_moment_pr	gain_siqa	-0.9818181818181818	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	full_moment_pr	gain_siqa	-0.9725179925282852	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	full_moment_pr	gain_siqa	-0.9818181818181818	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	full_moment_pr	gain_siqa	-0.7748062179181807	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	full_moment_pr	gain_siqa	0.9910312089651149	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	full_moment_pr	gain_siqa	0.4	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	full_moment_pr	gain_siqa	-0.18018749253911182	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	full_moment_pr	gain_siqa	-0.20909090909090908	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	full_moment_pr	gain_siqa	0.33028912953790823	7
A_all_versions	Qwen3-8B/magicoder/seed42	full_moment_pr	gain_siqa	-0.16363636363636364	7
A_all_versions	Qwen3-8B/magicoder/seed43	full_moment_pr	gain_siqa	-0.7090909090909091	7
A_all_versions	Qwen3-8B/magicoder/seed44	full_moment_pr	gain_siqa	-0.811899030453063	7
A_all_versions	Qwen3-8B/metamath/seed42	full_moment_pr	gain_siqa	-0.1009216784699164	7
A_all_versions	Qwen3-8B/metamath/seed43	full_moment_pr	gain_siqa	0.8272727272727274	7
A_all_versions	Qwen3-8B/metamath/seed44	full_moment_pr	gain_siqa	0.8899457101438082	7
A_all_versions	Qwen3-8B/tulu/seed42	full_moment_pr	gain_siqa	-0.32727272727272727	7
A_all_versions	Qwen3-8B/tulu/seed43	full_moment_pr	gain_siqa	-0.5	7
A_all_versions	Qwen3-8B/tulu/seed44	full_moment_pr	gain_siqa	-0.7523252395030132	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed42	log_energy_ratio	gain_winogrande	-0.9265616458263766	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed43	log_energy_ratio	gain_winogrande	-0.056613851707229795	7
A_all_versions	Llama-3.1-8B-Instruct/magicoder/seed44	log_energy_ratio	gain_winogrande	-0.523570314404736	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed42	log_energy_ratio	gain_winogrande	-0.8076923076923077	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed43	log_energy_ratio	gain_winogrande	-0.6918607726062583	7
A_all_versions	Llama-3.1-8B-Instruct/metamath/seed44	log_energy_ratio	gain_winogrande	-0.5983660736054126	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed42	log_energy_ratio	gain_winogrande	-0.9265616458263766	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed43	log_energy_ratio	gain_winogrande	-0.7783117824941563	7
A_all_versions	Llama-3.1-8B-Instruct/tulu/seed44	log_energy_ratio	gain_winogrande	-0.18698939800169145	7
A_all_versions	Qwen3-8B/magicoder/seed42	log_energy_ratio	gain_winogrande	0.1682904582015223	7
A_all_versions	Qwen3-8B/magicoder/seed43	log_energy_ratio	gain_winogrande	0.4113766756037212	7
A_all_versions	Qwen3-8B/magicoder/seed44	log_energy_ratio	gain_winogrande	0.07412493166611013	7
A_all_versions	Qwen3-8B/metamath/seed42	log_energy_ratio	gain_winogrande	0.05609681940050744	7
A_all_versions	Qwen3-8B/metamath/seed43	log_energy_ratio	gain_winogrande	0.5983660736054126	7
