group	comparison	metric	n_checkpoints	n_defined	mean_difference	ci_low	ci_high	uncertainty
family/magicoder	scalar_e minus flat_e	new_success_rate	18	18	-0.001355013550135501	-0.005758807588075881	0.003048780487804879	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/magicoder	scalar_e minus flat_e	new_damage_rate	18	18	-0.002032520325203252	-0.006775067750677506	0.002718495934959304	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	hns_f4_s1 minus scalar_e	recovery_rate	18	18	-0.01995019183115037	-0.03952468468560664	0.003368458114676672	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	hns_f4_s1 minus scalar_e	retention_rate	18	18	-0.005865834356627763	-0.026685741651143593	0.018475319590231902	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	hns_f4_s1 minus scalar_e	new_success_rate	18	18	8.423890152472422e-05	-0.003202131244208574	0.00307471990565243	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	hns_f4_s1 minus scalar_e	new_damage_rate	18	18	-0.0017690169320192066	-0.00408558672394912	0.00033800859236795053	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	hns_f4_s1 minus flat_e	recovery_rate	18	18	0.007539639693134068	-0.004772428461884569	0.016817130180992873	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	hns_f4_s1 minus flat_e	retention_rate	18	18	-0.01013175178499768	-0.01895328079152433	0.00013968077178137637	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	hns_f4_s1 minus flat_e	new_success_rate	18	18	0.0016847780304944822	0.000758150113722517	0.0026956448487911715	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	hns_f4_s1 minus flat_e	new_damage_rate	18	18	0.0003790750568612585	-0.0006317917614354308	0.001389941875157948	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	scalar_e minus flat_e	recovery_rate	18	18	0.02748983152428444	0.008499781532156312	0.0415013286569761	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	scalar_e minus flat_e	retention_rate	18	18	-0.004265917428369915	-0.027813019328072976	0.01705815826588902	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	scalar_e minus flat_e	new_success_rate	18	18	0.001600539128969758	-0.0016426585797321201	0.004970095189958722	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/metamath	scalar_e minus flat_e	new_damage_rate	18	18	0.0021480919888804653	-0.00029588914160559376	0.004843736837671637	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	hns_f4_s1 minus scalar_e	recovery_rate	18	18	-0.019197788183446765	-0.04916536238030551	0.00950517623492813	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	hns_f4_s1 minus scalar_e	retention_rate	18	18	0.001083118698795133	-0.029803574716673734	0.03119803513911102	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	hns_f4_s1 minus scalar_e	new_success_rate	18	18	0.001026904908605463	-0.0006161429451632778	0.002464571780653111	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	hns_f4_s1 minus scalar_e	new_damage_rate	18	18	-0.0026699527623742047	-0.0051345245430273155	-0.0004107619634421862	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	hns_f4_s1 minus flat_e	recovery_rate	18	18	-0.00584035792476243	-0.024944982837809992	0.012696635299869037	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	hns_f4_s1 minus flat_e	retention_rate	18	18	-0.003661927386608554	-0.01843110413846847	0.00953846431184514	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	hns_f4_s1 minus flat_e	new_success_rate	18	18	0.00020538098172109235	-0.0018484288354898336	0.002156500308071472	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	hns_f4_s1 minus flat_e	new_damage_rate	18	18	-0.002875333744095297	-0.005750667488190594	0.0002053809817210928	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	scalar_e minus flat_e	recovery_rate	18	18	0.013357430258684336	-0.012400585712045796	0.03894390761429924	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	scalar_e minus flat_e	retention_rate	18	18	-0.004745046085403687	-0.02827216211322713	0.017786345577578955	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	scalar_e minus flat_e	new_success_rate	18	18	-0.0008215239268843707	-0.003286095707537482	0.0016430478537687407	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/tulu	scalar_e minus flat_e	new_damage_rate	18	18	-0.00020538098172109148	-0.002978024234955841	0.0025672622715136586	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	hns_f4_s1 minus scalar_e	recovery_rate	18	18	0.02008570079964546	0.004484840459593177	0.040079275587313376	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	hns_f4_s1 minus scalar_e	retention_rate	18	18	-0.01887904491935205	-0.03827204077911915	0.003059325209013059	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	hns_f4_s1 minus scalar_e	new_success_rate	18	18	0.0005300880909464817	0.00016905379628491524	0.000897411382022192	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	hns_f4_s1 minus scalar_e	new_damage_rate	18	18	-0.0004648715777126425	-0.0013630589100728588	0.00025680961747978935	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	hns_f4_s1 minus flat_e	recovery_rate	18	18	0.0004192501829583374	-0.0034831272599825597	0.004185380053370475	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	hns_f4_s1 minus flat_e	retention_rate	18	18	-0.004258303692053465	-0.00723288935495325	-0.001153412059362038	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	hns_f4_s1 minus flat_e	new_success_rate	18	18	1.0973281731511733e-05	-0.00013928631306065392	0.00014587630154697673	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	hns_f4_s1 minus flat_e	new_damage_rate	18	18	-2.7744195163928106e-05	-0.00012573814898681176	8.184679340919722e-05	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	scalar_e minus flat_e	recovery_rate	18	18	-0.019666450616687123	-0.039884018565457514	-0.0032686617396703297	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	scalar_e minus flat_e	retention_rate	18	18	0.014620741227298586	-0.0064000365212293535	0.03324717266751578	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	scalar_e minus flat_e	new_success_rate	18	18	-0.00051911480921497	-0.000961592198416975	-6.579301755615369e-05	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
family/commonsense	scalar_e minus flat_e	new_damage_rate	18	18	0.00043712738254871427	-0.0003562033464974807	0.001416755828417135	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	hns_f4_s1 minus scalar_e	recovery_rate	18	18	-0.005244320507161806	-0.025872668945813523	0.017698063255687173	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	hns_f4_s1 minus scalar_e	retention_rate	18	18	-0.009316939997280647	-0.02657052550884654	0.009693343306654134	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	hns_f4_s1 minus scalar_e	new_success_rate	18	18	0.0006643730159195732	-0.0008353753222254603	0.0022943473949785264	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	hns_f4_s1 minus scalar_e	new_damage_rate	18	18	-0.0008872069304926383	-0.0018205109463320804	4.5640822919690456e-05	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	hns_f4_s1 minus flat_e	recovery_rate	18	18	-0.0007882048891451332	-0.00626681951343846	0.005080392670732715	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	hns_f4_s1 minus flat_e	retention_rate	18	18	-0.0017561552310786902	-0.00820784833569922	0.004791282949400677	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	hns_f4_s1 minus flat_e	new_success_rate	18	18	0.0003905947266033025	-0.00042251118133729575	0.0012167831614995899	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	hns_f4_s1 minus flat_e	new_damage_rate	18	18	-0.0008003774143664289	-0.0016093542868119396	1.5237605575413442e-05	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	scalar_e minus flat_e	recovery_rate	18	18	0.004456115618016673	-0.018099576016924468	0.023323806274367705	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	scalar_e minus flat_e	retention_rate	18	18	0.007560784766201956	-0.010625361064982661	0.02291836817035939	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	scalar_e minus flat_e	new_success_rate	18	18	-0.00027377828931627067	-0.002085417680705419	0.0012496235616566678	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/all	scalar_e minus flat_e	new_damage_rate	18	18	8.682951612620946e-05	-0.000943886143124312	0.0011345861098699583	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	hns_f4_s1 minus scalar_e	recovery_rate	18	18	-0.07355368073422118	-0.12235225973714699	-0.030377497432496042	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	hns_f4_s1 minus scalar_e	retention_rate	18	18	0.015563183949502216	-0.014142337047855572	0.04480046971363348	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	hns_f4_s1 minus scalar_e	new_success_rate	18	18	7.98505488484776e-05	-0.0034747391755717474	0.003452355752312503	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	hns_f4_s1 minus scalar_e	new_damage_rate	18	18	-0.0005606111049415923	-0.0035437131467386026	0.0024576583924438354	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	hns_f4_s1 minus flat_e	recovery_rate	18	18	-0.013800263658856275	-0.03076634086096531	0.0023587878003740433	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	hns_f4_s1 minus flat_e	retention_rate	18	18	-0.004656598187353496	-0.018833930159649903	0.009679587960367686	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	hns_f4_s1 minus flat_e	new_success_rate	18	18	-0.0007380778151659349	-0.0033455250116335017	0.0017848637439850437	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	hns_f4_s1 minus flat_e	new_damage_rate	18	18	-0.0010954949938580339	-0.0033362342034542313	0.0007634967926155021	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	scalar_e minus flat_e	recovery_rate	18	18	0.059753417075364905	0.018992540129110273	0.10282869822484121	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	scalar_e minus flat_e	retention_rate	18	18	-0.020219782136855713	-0.04786136853969625	0.008628914002026308	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	scalar_e minus flat_e	new_success_rate	18	18	-0.0008179283640144127	-0.0042210276821464405	0.00257264755737131	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/target	scalar_e minus flat_e	new_damage_rate	18	18	-0.0005348838889164415	-0.004325022893775761	0.0032765647837390372	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	hns_f4_s1 minus scalar_e	recovery_rate	18	18	0.017525466235191314	-0.0019811600705727946	0.04116401124449562	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	hns_f4_s1 minus scalar_e	retention_rate	18	18	-0.017610314646208262	-0.03820656938265465	0.003698644809519746	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	hns_f4_s1 minus scalar_e	new_success_rate	18	18	0.0008592138382766056	-0.0005065667026689743	0.002349753734602687	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	hns_f4_s1 minus scalar_e	new_damage_rate	18	18	-0.0009960722056763206	-0.0018999836444388515	-3.138062577537193e-05	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	hns_f4_s1 minus flat_e	recovery_rate	18	18	0.003549148034091895	-0.004528128555658613	0.011062255773733784	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	hns_f4_s1 minus flat_e	retention_rate	18	18	-0.0007893409123203946	-0.007137738471569044	0.006348087761028773	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	hns_f4_s1 minus flat_e	new_success_rate	18	18	0.0007668189071930484	4.113168708952987e-05	0.0014115706129756165	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	hns_f4_s1 minus flat_e	new_damage_rate	18	18	-0.0007020048878692274	-0.001894484141352368	0.0005530661445554185	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	scalar_e minus flat_e	recovery_rate	18	18	-0.013976318201099418	-0.03492862008676148	0.0037838260849051546	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	scalar_e minus flat_e	retention_rate	18	18	0.01682097373388787	-0.00458190990587442	0.03512462720472998	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	scalar_e minus flat_e	new_success_rate	18	18	-9.239493108355727e-05	-0.0019276662308558795	0.0015497724723568295	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/off_task	scalar_e minus flat_e	new_damage_rate	18	18	0.00029406731780709316	-0.0008747577520388347	0.0016440829888200237	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	hns_f4_s1 minus scalar_e	recovery_rate	9	9	0.002062142730034158	-0.012008594026173484	0.016272732925042742	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	hns_f4_s1 minus scalar_e	retention_rate	9	9	0.0039306343394360415	-0.02294593942257634	0.03503994796317318	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	hns_f4_s1 minus scalar_e	new_success_rate	9	9	0.00010551529283633146	-0.0021405465030016656	0.0022772091519797266	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	hns_f4_s1 minus scalar_e	new_damage_rate	9	9	-0.0017650431223823074	-0.0025993225288117676	-0.000908672603709083	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	hns_f4_s1 minus flat_e	recovery_rate	9	9	-0.0018680723512281006	-0.00835048407004946	0.005458936399686392	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	hns_f4_s1 minus flat_e	retention_rate	9	9	-0.001061500728968317	-0.010336054754398527	0.00807802394714166	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	hns_f4_s1 minus flat_e	new_success_rate	9	9	6.780586924147149e-05	-0.0008291175639164216	0.0010258370624464084	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	hns_f4_s1 minus flat_e	new_damage_rate	9	9	-0.0002443595006298286	-0.0011244931775276812	0.0005692002301669551	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	scalar_e minus flat_e	recovery_rate	9	9	-0.003930215081262258	-0.02001467189535522	0.01057799325267061	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	scalar_e minus flat_e	retention_rate	9	9	-0.0049921350684043585	-0.03753201757688851	0.020298919608624937	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	scalar_e minus flat_e	new_success_rate	9	9	-3.770942359485997e-05	-0.002410245412451897	0.002337050080392474	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Qwen3-8B	scalar_e minus flat_e	new_damage_rate	9	9	0.0015206836217524786	0.00044963543541119585	0.00270715579101256	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	hns_f4_s1 minus scalar_e	recovery_rate	9	9	-0.012550783744357771	-0.04789773491568959	0.02948125193419287	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	hns_f4_s1 minus scalar_e	retention_rate	9	9	-0.022564514333997334	-0.03909623618698948	-0.003918327667709228	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	hns_f4_s1 minus scalar_e	new_success_rate	9	9	0.001223230739002815	-0.0004876765610308563	0.00357717327237073	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	hns_f4_s1 minus scalar_e	new_damage_rate	9	9	-9.370738602969352e-06	-0.0015613009142805435	0.0015047352965684604	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	hns_f4_s1 minus flat_e	recovery_rate	9	9	0.00029166257293783415	-0.008330535497300545	0.009040291808863747	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	hns_f4_s1 minus flat_e	retention_rate	9	9	-0.0024508097331890633	-0.011689475067223438	0.00646513153010958	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	hns_f4_s1 minus flat_e	new_success_rate	9	9	0.0007133835839651335	-0.000615235749294368	0.002042160809278649	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	hns_f4_s1 minus flat_e	new_damage_rate	9	9	-0.0013563953281030292	-0.002453835702260606	-8.545349716572753e-05	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	scalar_e minus flat_e	recovery_rate	9	9	0.012842446317295605	-0.028013382256484854	0.04694966187335423	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	scalar_e minus flat_e	retention_rate	9	9	0.02011370460080827	0.0063235535183879515	0.0335423250153204	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	scalar_e minus flat_e	new_success_rate	9	9	-0.0005098471550376814	-0.0030384186457437733	0.0014914419251365434	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/base/Llama-3.1-8B-Instruct	scalar_e minus flat_e	new_damage_rate	9	9	-0.0013470245895000597	-0.002425097260167527	-0.00021739769787131247	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	hns_f4_s1 minus scalar_e	recovery_rate	6	6	-0.035238424275780944	-0.06190063957388858	-0.007711037018657459	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	hns_f4_s1 minus scalar_e	retention_rate	6	6	-0.02775473178397353	-0.03958349006582576	-0.017120081124988258	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	hns_f4_s1 minus scalar_e	new_success_rate	6	6	-0.0017288838729498455	-0.0041609226504262155	0.000721136288910335	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	hns_f4_s1 minus scalar_e	new_damage_rate	6	6	-0.00014733576458813893	-0.0021704122697622998	0.001925863251034765	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	hns_f4_s1 minus flat_e	recovery_rate	6	6	-0.0029055197165470856	-0.010506266559180577	0.004372227459883267	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	hns_f4_s1 minus flat_e	retention_rate	6	6	-0.007476334207787603	-0.017753336279563964	0.003366777830156104	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	hns_f4_s1 minus flat_e	new_success_rate	6	6	0.0003831345528036584	-0.0014948398332824003	0.00274920768607731	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	hns_f4_s1 minus flat_e	new_damage_rate	6	6	0.00018010032980926398	-0.0007781118945109751	0.001269458252209557	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	scalar_e minus flat_e	recovery_rate	6	6	0.032332904559233856	0.005234701849414232	0.06165059026669417	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	scalar_e minus flat_e	retention_rate	6	6	0.020278397576185925	0.008518132288390315	0.03330125877018467	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	scalar_e minus flat_e	new_success_rate	6	6	0.002112018425753504	-0.00029408168171219	0.004012845219396813	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/magicoder	scalar_e minus flat_e	new_damage_rate	6	6	0.0003274360943974029	-0.0016154866603466421	0.0023955218019338954	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	hns_f4_s1 minus scalar_e	recovery_rate	6	6	0.02680717692593677	-0.005101423224047404	0.07157313424465131	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	hns_f4_s1 minus scalar_e	retention_rate	6	6	0.00613924910367486	-0.03760336012792013	0.04988185833526985	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	hns_f4_s1 minus scalar_e	new_success_rate	6	6	0.0028198134308935335	0.00043412681685401955	0.0056612949865382884	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	hns_f4_s1 minus scalar_e	new_damage_rate	6	6	-0.001725292670162004	-0.0031411303064821793	5.1744225839126606e-05	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	hns_f4_s1 minus flat_e	recovery_rate	6	6	0.007167378560210556	0.0003912534574374941	0.01470848175700786	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	hns_f4_s1 minus flat_e	retention_rate	6	6	0.00028053411024074143	-0.012558068233557151	0.012832003075102091	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	hns_f4_s1 minus flat_e	new_success_rate	6	6	0.000472418061702736	-0.0005500425613286	0.0015033294468406691	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	hns_f4_s1 minus flat_e	new_damage_rate	6	6	-0.001526282027632249	-0.0029966997648617926	0.00011636415256020224	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	scalar_e minus flat_e	recovery_rate	6	6	-0.019639798365726213	-0.05950514978443569	0.013158811596754213	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	scalar_e minus flat_e	retention_rate	6	6	-0.005858714993434118	-0.05587250735541869	0.0374319332554513	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	scalar_e minus flat_e	new_success_rate	6	6	-0.0023473953691907972	-0.005428197697353555	0.0003534408910966771	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/metamath	scalar_e minus flat_e	new_damage_rate	6	6	0.00019901064252975513	-0.0016932594326064278	0.0021193797595625294	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	hns_f4_s1 minus scalar_e	recovery_rate	6	6	-0.007301714171641244	-0.028416254520934037	0.014865467234036391	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	hns_f4_s1 minus scalar_e	retention_rate	6	6	-0.006335337311543269	-0.02531185355860845	0.015293914238121098	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	hns_f4_s1 minus scalar_e	new_success_rate	6	6	0.0009021894898150317	-0.0006685918853223191	0.002425115732802663	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	hns_f4_s1 minus scalar_e	new_damage_rate	6	6	-0.000788992356727772	-0.0016844253129698148	0.000127300183739857	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	hns_f4_s1 minus flat_e	recovery_rate	6	6	-0.00662647351109887	-0.01525056552269479	0.005224336618242426	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	hns_f4_s1 minus flat_e	retention_rate	6	6	0.0019273344043107914	-0.005296562122046988	0.009604771790752234	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	hns_f4_s1 minus flat_e	new_success_rate	6	6	0.0003162315653035131	-0.00047208838577598365	0.0010499002960636897	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	hns_f4_s1 minus flat_e	new_damage_rate	6	6	-0.0010549505452763016	-0.0019584462955917208	-8.257168054323465e-05	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	scalar_e minus flat_e	recovery_rate	6	6	0.0006752406605423736	-0.025258771380058786	0.02608417337014481	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	scalar_e minus flat_e	retention_rate	6	6	0.008262671715854061	-0.005080609752773391	0.021893496399929293	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	scalar_e minus flat_e	new_success_rate	6	6	-0.0005859579245115187	-0.0026014203263665745	0.001717349750520081	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
macro/source/tulu	scalar_e minus flat_e	new_damage_rate	6	6	-0.00026595818854852966	-0.0014486068453464322	0.0009737243205182392	source-checkpoint bootstrap on fixed test set; descriptive run heterogeneity
