group	comparison	outcome	n_checkpoints	mean_difference	ci_low	ci_high	uncertainty
base/Llama-3.1-8B-Instruct	hns_f4_s1 minus scalar_f	off_score	9	1.1957679418982512	0.3872905788607161	2.11392666868116	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	hns_f4_s1 minus scalar_f	forgetting_gap	9	-1.0887304540388067	-1.8434292665815042	-0.3631863629810847	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	scalar_e minus flat_e	target	9	0.7570475187500113	-0.530714244160973	2.106612941380785	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	scalar_e minus flat_e	off_score	9	0.3315096688686449	-0.35444338751655896	0.8791935813018643	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	scalar_e minus flat_e	forgetting_gap	9	0.09986552616806442	-0.021152075807092073	0.22508687475811476	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	scalar_e minus scalar_f	target	9	0.9744364651622072	0.3378515535248857	1.5567975471869528	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	scalar_e minus scalar_f	off_score	9	1.2351948139758637	0.7283092565102497	1.7324683489039447	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	scalar_e minus scalar_f	forgetting_gap	9	-0.8856366631649121	-1.5477230607983132	-0.24017728719345838	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	flat_e minus scalar_f	target	9	0.21738894641219592	-1.136797742944321	1.499786142813487	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	flat_e minus scalar_f	off_score	9	0.9036851451072189	0.1817687669819813	1.6653559422824262	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base/Llama-3.1-8B-Instruct	flat_e minus scalar_f	forgetting_gap	9	-0.9855021893329767	-1.6323184154025598	-0.3779500481952551	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	hns_f4_s1 minus scalar_e	target	6	-2.642276422764224	-4.16666666666666	-1.4227642276422745	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	hns_f4_s1 minus scalar_e	off_score	6	-0.20832958976902916	-0.3886160333255546	0.031196803574099857	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
