base	task	seed	module	fro_matching_gain	energy_matching_gain	old_fro_scalar_energy_over_hns
Qwen3-8B	metamath	42	base_model.model.model.layers.8.self_attn.k_proj	0.5754890688337718	0.286267750099582	4.041376466578175
Qwen3-8B	metamath	42	base_model.model.model.layers.8.self_attn.o_proj	0.6624707927878264	0.3871323157264473	2.928293615728772
Qwen3-8B	metamath	42	base_model.model.model.layers.8.self_attn.q_proj	0.5865692725448236	0.22546785215893236	6.768140443293525
Qwen3-8B	metamath	42	base_model.model.model.layers.8.self_attn.v_proj	0.5696620317964595	0.36019938602530627	2.501201109270303
Qwen3-8B	metamath	42	base_model.model.model.layers.9.mlp.down_proj	0.5460230668809781	0.2978097775174402	3.361584833339502
Qwen3-8B	metamath	42	base_model.model.model.layers.9.mlp.gate_proj	0.5872292063372133	0.18850486682847328	9.704432871746715
Qwen3-8B	metamath	42	base_model.model.model.layers.9.mlp.up_proj	0.7634104054932658	0.3470650353092324	4.838318162744275
Qwen3-8B	metamath	42	base_model.model.model.layers.9.self_attn.k_proj	0.505481398634156	0.2659270548081627	3.6131443250148325
Qwen3-8B	metamath	42	base_model.model.model.layers.9.self_attn.o_proj	0.7726159186192424	0.5654131093919728	1.8672202841201473
Qwen3-8B	metamath	42	base_model.model.model.layers.9.self_attn.q_proj	0.5303214037088485	0.1855258078797111	8.170895350276119
Qwen3-8B	metamath	42	base_model.model.model.layers.9.self_attn.v_proj	0.6175869263328467	0.3485265305268249	3.1399627909305465
Qwen3-8B	tulu	42	base_model.model.model.layers.0.mlp.down_proj	0.6947880711687263	0.556092199509397	1.561029464988613
Qwen3-8B	tulu	42	base_model.model.model.layers.0.mlp.gate_proj	0.8118797527286098	0.5204097880530028	2.4338427149793134
Qwen3-8B	tulu	42	base_model.model.model.layers.0.mlp.up_proj	0.7860829184666378	0.38219874505110274	4.230173740285281
Qwen3-8B	tulu	42	base_model.model.model.layers.0.self_attn.k_proj	0.8291370590091512	0.6761477498348955	1.5037285291307916
Qwen3-8B	tulu	42	base_model.model.model.layers.0.self_attn.o_proj	0.7678819502102983	0.5240268507912601	2.1472461730066907
Qwen3-8B	tulu	42	base_model.model.model.layers.0.self_attn.q_proj	0.8489048084100316	0.5778112593157353	2.1584698487042173
Qwen3-8B	tulu	42	base_model.model.model.layers.0.self_attn.v_proj	0.6273297173123772	0.3851368790141827	2.6531481941375983
Qwen3-8B	tulu	42	base_model.model.model.layers.1.mlp.down_proj	0.7196063539358869	0.5946433082040836	1.464457953158051
Qwen3-8B	tulu	42	base_model.model.model.layers.1.mlp.gate_proj	0.5020796747254538	0.19862469565056326	6.389675331346736
Qwen3-8B	tulu	42	base_model.model.model.layers.1.mlp.up_proj	0.6238466298467777	0.4301989231699237	2.1028922894464155
Qwen3-8B	tulu	42	base_model.model.model.layers.1.self_attn.k_proj	0.6863658041024562	0.37105109688663995	3.421715023727303
Qwen3-8B	tulu	42	base_model.model.model.layers.1.self_attn.o_proj	0.6490782119558338	0.36381840958680867	3.182912649401091
Qwen3-8B	tulu	42	base_model.model.model.layers.1.self_attn.q_proj	0.6385015717859154	0.3740697781750484	2.913524652285748
Qwen3-8B	tulu	42	base_model.model.model.layers.1.self_attn.v_proj	0.6119307453659769	0.42227453976704127	2.09997804209943
Qwen3-8B	tulu	42	base_model.model.model.layers.10.mlp.down_proj	0.6099749873927626	0.3361407982188816	3.2929231807896024
Qwen3-8B	tulu	42	base_model.model.model.layers.10.mlp.gate_proj	0.713240325097806	0.3288014901334763	4.7054831694328945
Qwen3-8B	tulu	42	base_model.model.model.layers.10.mlp.up_proj	0.7821969244637901	0.46226516039063215	2.8631881091161304
Qwen3-8B	tulu	42	base_model.model.model.layers.10.self_attn.k_proj	0.6416907797432478	0.4570982799768365	1.9707540331922373
Qwen3-8B	tulu	42	base_model.model.model.layers.10.self_attn.o_proj	0.720345921811354	0.47136795234335177	2.335404428248882
Qwen3-8B	tulu	42	base_model.model.model.layers.10.self_attn.q_proj	0.726138538647083	0.5545683485143191	1.7144657584351337
Qwen3-8B	tulu	42	base_model.model.model.layers.10.self_attn.v_proj	0.6113482618732572	0.4453514159386919	1.8843938957274604
Qwen3-8B	tulu	42	base_model.model.model.layers.11.mlp.down_proj	0.6442964970255753	0.402653730712997	2.560401574751617
Qwen3-8B	tulu	42	base_model.model.model.layers.11.mlp.gate_proj	0.7549524930003476	0.3641238348874468	4.29873854121677
Qwen3-8B	tulu	42	base_model.model.model.layers.11.mlp.up_proj	0.8335993265756808	0.5487231755807926	2.307852793064897
Qwen3-8B	tulu	42	base_model.model.model.layers.11.self_attn.k_proj	0.6201110090937184	0.3843770480430409	2.6026992622908076
Qwen3-8B	tulu	42	base_model.model.model.layers.11.self_attn.o_proj	0.7594775353571388	0.5054584480758562	2.2576621160563315
Qwen3-8B	tulu	42	base_model.model.model.layers.11.self_attn.q_proj	0.7255379060319724	0.46741670470987756	2.4094158108824937
Qwen3-8B	tulu	42	base_model.model.model.layers.11.self_attn.v_proj	0.6953476303534059	0.4408511480390859	2.4878260200165836
Qwen3-8B	tulu	42	base_model.model.model.layers.12.mlp.down_proj	0.6969227346485238	0.49212670438572226	2.005466447312409
Qwen3-8B	tulu	42	base_model.model.model.layers.12.mlp.gate_proj	0.7330966078388383	0.43558085638501554	2.8325973927226067
Qwen3-8B	tulu	42	base_model.model.model.layers.12.mlp.up_proj	0.8305438959891824	0.565875643322683	2.1541859006516297
Qwen3-8B	tulu	42	base_model.model.model.layers.12.self_attn.k_proj	0.6010868166952578	0.4560311378644999	1.7373423694628758
Qwen3-8B	tulu	42	base_model.model.model.layers.12.self_attn.o_proj	0.8386610513206643	0.6829546891202927	1.5079577234178068
Qwen3-8B	tulu	42	base_model.model.model.layers.12.self_attn.q_proj	0.7726614735096727	0.5213515040112244	2.196429431268508
Qwen3-8B	tulu	42	base_model.model.model.layers.12.self_attn.v_proj	0.6266897667992042	0.4083288342396444	2.355510848279076
Qwen3-8B	tulu	42	base_model.model.model.layers.13.mlp.down_proj	0.6222194031230285	0.39303876604812166	2.5062034558454522
Qwen3-8B	tulu	42	base_model.model.model.layers.13.mlp.gate_proj	0.7806941398864455	0.43315885304845725	3.248384643348778
Qwen3-8B	tulu	42	base_model.model.model.layers.13.mlp.up_proj	0.8290265385743153	0.5761390076832289	2.0705337122111858
Qwen3-8B	tulu	42	base_model.model.model.layers.13.self_attn.k_proj	0.6850899281317772	0.4399523748637413	2.4248441613494016
Qwen3-8B	tulu	42	base_model.model.model.layers.13.self_attn.o_proj	0.793224937760424	0.605556989340688	1.7158632643319038
Qwen3-8B	tulu	42	base_model.model.model.layers.13.self_attn.q_proj	0.7779732070325279	0.5870713033140632	1.7560932620344616
Qwen3-8B	tulu	42	base_model.model.model.layers.13.self_attn.v_proj	0.6544677228799721	0.5152329430486321	1.6135009267586573
Qwen3-8B	tulu	42	base_model.model.model.layers.14.mlp.down_proj	0.5682208219831534	0.3338434094716272	2.897001192117547
Qwen3-8B	tulu	42	base_model.model.model.layers.14.mlp.gate_proj	0.7576406381280715	0.4082634199375026	3.443860759078723
Qwen3-8B	tulu	42	base_model.model.model.layers.14.mlp.up_proj	0.7908961804892358	0.4905700007189224	2.599183748281975
Qwen3-8B	tulu	42	base_model.model.model.layers.14.self_attn.k_proj	0.7747742464407629	0.5518411946621399	1.9711610919252263
Qwen3-8B	tulu	42	base_model.model.model.layers.14.self_attn.o_proj	0.8191602125884848	0.6527573137928969	1.5748319131506434
Qwen3-8B	tulu	42	base_model.model.model.layers.14.self_attn.q_proj	0.7446396664832169	0.5130091864242071	2.1068909130791
Qwen3-8B	tulu	42	base_model.model.model.layers.14.self_attn.v_proj	0.6806307250709848	0.4348603226810183	2.449759963814663
Qwen3-8B	tulu	42	base_model.model.model.layers.15.mlp.down_proj	0.6049810966338152	0.3557600431517014	2.8918067784249786
Qwen3-8B	tulu	42	base_model.model.model.layers.15.mlp.gate_proj	0.7702910602991037	0.44848479912148737	2.949947315933089
Qwen3-8B	tulu	42	base_model.model.model.layers.15.mlp.up_proj	0.8363841515979691	0.5534422362876374	2.283846918843136
Qwen3-8B	tulu	42	base_model.model.model.layers.15.self_attn.k_proj	0.6433839334807917	0.3560769968004488	3.264769964294987
Qwen3-8B	tulu	42	base_model.model.model.layers.15.self_attn.o_proj	0.7777253492325957	0.5561539104373737	1.9555211563397379
Qwen3-8B	tulu	42	base_model.model.model.layers.15.self_attn.q_proj	0.7537183181210915	0.5596916532650741	1.8135121941268062
Qwen3-8B	tulu	42	base_model.model.model.layers.15.self_attn.v_proj	0.6555801024586482	0.47201940338174625	1.9289982088200708
Qwen3-8B	tulu	42	base_model.model.model.layers.16.mlp.down_proj	0.6532358855091273	0.6891218093739244	0.8985620652152325
Qwen3-8B	tulu	42	base_model.model.model.layers.16.mlp.gate_proj	0.824491164978701	0.4594274890658101	3.220609418198907
Qwen3-8B	tulu	42	base_model.model.model.layers.16.mlp.up_proj	0.784675204156602	0.5087131631862628	2.379216195329915
Qwen3-8B	tulu	42	base_model.model.model.layers.16.self_attn.k_proj	0.7543604878237163	0.5807965047388911	1.686979779919393
Qwen3-8B	tulu	42	base_model.model.model.layers.16.self_attn.o_proj	0.7361902099927071	0.4573838094947556	2.5907082071144374
Qwen3-8B	tulu	42	base_model.model.model.layers.16.self_attn.q_proj	0.7742383737570536	0.603558176003123	1.6455501040242455
Qwen3-8B	tulu	42	base_model.model.model.layers.16.self_attn.v_proj	0.6671483829582999	0.46859149199354927	2.0270108686416006
Qwen3-8B	tulu	42	base_model.model.model.layers.17.mlp.down_proj	0.6093138381620126	0.40816861736743304	2.228449836933863
Qwen3-8B	tulu	42	base_model.model.model.layers.17.mlp.gate_proj	0.7436335791299122	0.3985047177992768	3.4821786633422036
Qwen3-8B	tulu	42	base_model.model.model.layers.17.mlp.up_proj	0.8123397803761047	0.5163059675007718	2.475489867516518
Qwen3-8B	tulu	42	base_model.model.model.layers.17.self_attn.k_proj	0.7644961510962608	0.5408004115343932	1.99837312139207
Qwen3-8B	tulu	42	base_model.model.model.layers.17.self_attn.o_proj	0.8250397771894995	0.5965167086216158	1.912954098008703
Qwen3-8B	tulu	42	base_model.model.model.layers.17.self_attn.q_proj	0.7351691955147547	0.47829504176521664	2.3625599905203662
Qwen3-8B	tulu	42	base_model.model.model.layers.17.self_attn.v_proj	0.6968405944045862	0.4676423734107062	2.2204406684840863
Qwen3-8B	tulu	42	base_model.model.model.layers.18.mlp.down_proj	0.7009617073110038	0.5205467322724177	1.81329781479312
Qwen3-8B	tulu	42	base_model.model.model.layers.18.mlp.gate_proj	0.8306141800464721	0.4736293304816784	3.075540877984787
Qwen3-8B	tulu	42	base_model.model.model.layers.18.mlp.up_proj	0.8551354569152217	0.6161273641293212	1.9263217718359424
Qwen3-8B	tulu	42	base_model.model.model.layers.18.self_attn.k_proj	0.7984191263406408	0.6344193463054391	1.5838316885367176
Qwen3-8B	tulu	42	base_model.model.model.layers.18.self_attn.o_proj	0.7988903949557772	0.5738954004020601	1.9377998203487643
Qwen3-8B	tulu	42	base_model.model.model.layers.18.self_attn.q_proj	0.7774062827849613	0.6072947458039512	1.6386909109981171
Qwen3-8B	tulu	42	base_model.model.model.layers.18.self_attn.v_proj	0.7287038873320177	0.571118103240512	1.627984701488892
Qwen3-8B	tulu	42	base_model.model.model.layers.19.mlp.down_proj	0.7520335284431919	0.5796903685131506	1.682992720856401
Qwen3-8B	tulu	42	base_model.model.model.layers.19.mlp.gate_proj	0.7850634235420859	0.4275786213304142	3.3711456957561583
Qwen3-8B	tulu	42	base_model.model.model.layers.19.mlp.up_proj	0.878191071068561	0.6547624045436067	1.798914674043127
Qwen3-8B	tulu	42	base_model.model.model.layers.19.self_attn.k_proj	0.7056836385082886	0.5499799451791754	1.6463660043930195
Qwen3-8B	tulu	42	base_model.model.model.layers.19.self_attn.o_proj	0.8595487878319473	0.6601416501684717	1.6953789846124252
Qwen3-8B	tulu	42	base_model.model.model.layers.19.self_attn.q_proj	0.7730432138628179	0.5572116355905535	1.9247183673374448
Qwen3-8B	tulu	42	base_model.model.model.layers.19.self_attn.v_proj	0.6537061555033085	0.45917198609783955	2.026816264764906
Qwen3-8B	tulu	42	base_model.model.model.layers.2.mlp.down_proj	0.7528050143380689	0.5753409840549736	1.7120418744060597
Qwen3-8B	tulu	42	base_model.model.model.layers.2.mlp.gate_proj	0.4381715844858475	0.16879005435156655	6.738988481385875
Qwen3-8B	tulu	42	base_model.model.model.layers.2.mlp.up_proj	0.60456586456263	0.4284569440257604	1.991007392073646
Qwen3-8B	tulu	42	base_model.model.model.layers.2.self_attn.k_proj	0.7955862302376813	0.552906276874071	2.0704820758267832
Qwen3-8B	tulu	42	base_model.model.model.layers.2.self_attn.o_proj	0.6500232693816782	0.3525833107739493	3.3988680465270784
Qwen3-8B	tulu	42	base_model.model.model.layers.2.self_attn.q_proj	0.7380802446199446	0.45814952563683387	2.595330556091669
Qwen3-8B	tulu	42	base_model.model.model.layers.2.self_attn.v_proj	0.5612432289836656	0.4493681579849666	1.5599031627187336
Qwen3-8B	tulu	42	base_model.model.model.layers.20.mlp.down_proj	0.7546052739378539	0.5911515345722181	1.6294537185984532
Qwen3-8B	tulu	42	base_model.model.model.layers.20.mlp.gate_proj	0.7708623551622411	0.41282952224345426	3.4866807269770823
Qwen3-8B	tulu	42	base_model.model.model.layers.20.mlp.up_proj	0.8820321023075427	0.622329575617508	2.00875930750946
Qwen3-8B	tulu	42	base_model.model.model.layers.20.self_attn.k_proj	0.7889394922182845	0.5548355850871932	2.021895835837377
Qwen3-8B	tulu	42	base_model.model.model.layers.20.self_attn.o_proj	0.8310537210691682	0.6154490711546626	1.8233664338212237
Qwen3-8B	tulu	42	base_model.model.model.layers.20.self_attn.q_proj	0.7928896850355466	0.6812290628584854	1.354687740408303
Qwen3-8B	tulu	42	base_model.model.model.layers.20.self_attn.v_proj	0.710471997334676	0.5633677114905167	1.5904133975241135
Qwen3-8B	tulu	42	base_model.model.model.layers.21.mlp.down_proj	0.7701028680734496	0.6312817439016596	1.4881647781177825
Qwen3-8B	tulu	42	base_model.model.model.layers.21.mlp.gate_proj	0.830391974299904	0.4942090613191413	2.8232210165466327
Qwen3-8B	tulu	42	base_model.model.model.layers.21.mlp.up_proj	0.8579033752509019	0.6089772597712405	1.984607378375317
Qwen3-8B	tulu	42	base_model.model.model.layers.21.self_attn.k_proj	0.7748704755954996	0.6701433310352621	1.3369735855206097
Qwen3-8B	tulu	42	base_model.model.model.layers.21.self_attn.o_proj	0.8616525826955894	0.6660689448961249	1.6735011588139952
Qwen3-8B	tulu	42	base_model.model.model.layers.21.self_attn.q_proj	0.8021416331882578	0.591306231683513	1.8402515993852346
Qwen3-8B	tulu	42	base_model.model.model.layers.21.self_attn.v_proj	0.6934431891075219	0.5081426682250475	1.862303444194303
Qwen3-8B	tulu	42	base_model.model.model.layers.22.mlp.down_proj	0.7589079390372947	0.6106739938645113	1.5443983929406484
Qwen3-8B	tulu	42	base_model.model.model.layers.22.mlp.gate_proj	0.7973054926595329	0.45469023845862133	3.0748097582296943
Qwen3-8B	tulu	42	base_model.model.model.layers.22.mlp.up_proj	0.8951938228822882	0.6575533200262046	1.8534129952054814
Qwen3-8B	tulu	42	base_model.model.model.layers.22.self_attn.k_proj	0.7510666753239974	0.5599881201341356	1.7988682566313603
Qwen3-8B	tulu	42	base_model.model.model.layers.22.self_attn.o_proj	0.8436187155904195	0.5320687768587312	2.513951318689974
Qwen3-8B	tulu	42	base_model.model.model.layers.22.self_attn.q_proj	0.7891335366494239	0.6306535418173106	1.5657388319506182
Qwen3-8B	tulu	42	base_model.model.model.layers.22.self_attn.v_proj	0.692653619831597	0.5164008981767142	1.7991121581661367
Qwen3-8B	tulu	42	base_model.model.model.layers.23.mlp.down_proj	0.7400504579099345	0.5960696955011089	1.5414469334736065
Qwen3-8B	tulu	42	base_model.model.model.layers.23.mlp.gate_proj	0.835138576518766	0.5194203207661646	2.5851111315449287
Qwen3-8B	tulu	42	base_model.model.model.layers.23.mlp.up_proj	0.8933096434331671	0.693196294660385	1.6607015054767902
Qwen3-8B	tulu	42	base_model.model.model.layers.23.self_attn.k_proj	0.8426752384209829	0.6432603047101956	1.7161172665163675
Qwen3-8B	tulu	42	base_model.model.model.layers.23.self_attn.o_proj	0.8991591208193563	0.7627702262992742	1.389586680932251
Qwen3-8B	tulu	42	base_model.model.model.layers.23.self_attn.q_proj	0.8328302360442222	0.5642567835365945	2.1785091584319427
Qwen3-8B	tulu	42	base_model.model.model.layers.23.self_attn.v_proj	0.7368722334555291	0.6051832139787824	1.4825543960052432
Qwen3-8B	tulu	42	base_model.model.model.layers.24.mlp.down_proj	0.7464826356561616	0.5940088618185465	1.5792597666261998
Qwen3-8B	tulu	42	base_model.model.model.layers.24.mlp.gate_proj	0.8131850552560054	0.470542378086708	2.986629091268557
Qwen3-8B	tulu	42	base_model.model.model.layers.24.mlp.up_proj	0.8789137614079053	0.6346360559216836	1.9179754514780931
Qwen3-8B	tulu	42	base_model.model.model.layers.24.self_attn.k_proj	0.8319343758195886	0.6145700360462157	1.8324636808771355
Qwen3-8B	tulu	42	base_model.model.model.layers.24.self_attn.o_proj	0.8747200652491949	0.6627447846598592	1.7419895293215006
Qwen3-8B	tulu	42	base_model.model.model.layers.24.self_attn.q_proj	0.839439681429734	0.6608508705817361	1.613511470482456
Qwen3-8B	tulu	42	base_model.model.model.layers.24.self_attn.v_proj	0.7162685557177182	0.591206190963178	1.46782346282897
Qwen3-8B	tulu	42	base_model.model.model.layers.25.mlp.down_proj	0.765066045061554	0.584569754252306	1.7128730371898229
Qwen3-8B	tulu	42	base_model.model.model.layers.25.mlp.gate_proj	0.7893407886360365	0.4392333371133525	3.2295238830125874
Qwen3-8B	tulu	42	base_model.model.model.layers.25.mlp.up_proj	0.8592448912696622	0.530399256566065	2.6243883669832826
Qwen3-8B	tulu	42	base_model.model.model.layers.25.self_attn.k_proj	0.8076371254181745	0.7410243682379924	1.1878663209368234
Qwen3-8B	tulu	42	base_model.model.model.layers.25.self_attn.o_proj	0.8946011280207986	0.7054898866436066	1.607967616399588
Qwen3-8B	tulu	42	base_model.model.model.layers.25.self_attn.q_proj	0.835172618440551	0.6335202406720002	1.7379268975610886
Qwen3-8B	tulu	42	base_model.model.model.layers.25.self_attn.v_proj	0.7045365768277696	0.5466933125065305	1.6608085315219738
Qwen3-8B	tulu	42	base_model.model.model.layers.26.mlp.down_proj	0.7389348753997199	0.5781220465735164	1.6337035994073685
Qwen3-8B	tulu	42	base_model.model.model.layers.26.mlp.gate_proj	0.7798195260040512	0.41174090576400413	3.587072707043082
Qwen3-8B	tulu	42	base_model.model.model.layers.26.mlp.up_proj	0.9016960058190682	0.6757781602266449	1.7803770506664491
Qwen3-8B	tulu	42	base_model.model.model.layers.26.self_attn.k_proj	0.8079603712097176	0.6612434604157217	1.492991517138926
Qwen3-8B	tulu	42	base_model.model.model.layers.26.self_attn.o_proj	0.8987863558253671	0.705145651342967	1.6246330278703736
Qwen3-8B	tulu	42	base_model.model.model.layers.26.self_attn.q_proj	0.8035396821037577	0.5440547909865652	2.1813702186653794
Qwen3-8B	tulu	42	base_model.model.model.layers.26.self_attn.v_proj	0.7377276994147487	0.5907779357116991	1.5593501501603393
Qwen3-8B	tulu	42	base_model.model.model.layers.27.mlp.down_proj	0.7436850236709645	0.6002773706443054	1.5348789442037687
Qwen3-8B	tulu	42	base_model.model.model.layers.27.mlp.gate_proj	0.8047208010541418	0.443058473651787	3.2988939989807426
Qwen3-8B	tulu	42	base_model.model.model.layers.27.mlp.up_proj	0.8883466033101327	0.6273413542294812	2.005197054687449
Qwen3-8B	tulu	42	base_model.model.model.layers.27.self_attn.k_proj	0.7339101007508951	0.556390655598324	1.7399071576306544
Qwen3-8B	tulu	42	base_model.model.model.layers.27.self_attn.o_proj	0.8705306713682813	0.7108997999702269	1.499516919316341
Qwen3-8B	tulu	42	base_model.model.model.layers.27.self_attn.q_proj	0.8279803453632845	0.57723894521372	2.057447709553983
Qwen3-8B	tulu	42	base_model.model.model.layers.27.self_attn.v_proj	0.6226424829847717	0.4793298452279042	1.6873631358053351
Qwen3-8B	tulu	42	base_model.model.model.layers.28.mlp.down_proj	0.7756298379005204	0.65789623871897	1.389934095591021
Qwen3-8B	tulu	42	base_model.model.model.layers.28.mlp.gate_proj	0.8444617665300438	0.5328159059543874	2.511918939682724
Qwen3-8B	tulu	42	base_model.model.model.layers.28.mlp.up_proj	0.8395600954469855	0.5978650988929799	1.971955785524692
Qwen3-8B	tulu	42	base_model.model.model.layers.28.self_attn.k_proj	0.7881778415910529	0.5333831143385392	2.1835840669456434
Qwen3-8B	tulu	42	base_model.model.model.layers.28.self_attn.o_proj	0.8601636832868171	0.644261174270941	1.7825358995052272
Qwen3-8B	tulu	42	base_model.model.model.layers.28.self_attn.q_proj	0.7460959481440347	0.5985564522528994	1.5537428011252723
Qwen3-8B	tulu	42	base_model.model.model.layers.28.self_attn.v_proj	0.6784511781769218	0.5688540344740385	1.4224451106488496
Qwen3-8B	tulu	42	base_model.model.model.layers.29.mlp.down_proj	0.7333651955225007	0.5832149149598087	1.581187404965175
Qwen3-8B	tulu	42	base_model.model.model.layers.29.mlp.gate_proj	0.8016475216665878	0.47008171712218666	2.9081726614922436
Qwen3-8B	tulu	42	base_model.model.model.layers.29.mlp.up_proj	0.896367458796721	0.7005853278952585	1.6370053092169743
Qwen3-8B	tulu	42	base_model.model.model.layers.29.self_attn.k_proj	0.7833729546130695	0.517257961929926	2.2936269290376514
Qwen3-8B	tulu	42	base_model.model.model.layers.29.self_attn.o_proj	0.8096874069094149	0.4298510183004353	3.548124494246134
Qwen3-8B	tulu	42	base_model.model.model.layers.29.self_attn.q_proj	0.8224009308297417	0.5664478290022209	2.107887134512615
Qwen3-8B	tulu	42	base_model.model.model.layers.29.self_attn.v_proj	0.6875693458158892	0.5792579041838711	1.4089288920141434
Qwen3-8B	tulu	42	base_model.model.model.layers.3.mlp.down_proj	0.7567156957515729	0.5779506095548429	1.7142889750836465
Qwen3-8B	tulu	42	base_model.model.model.layers.3.mlp.gate_proj	0.4527882242598178	0.15737203566016017	8.278184888905772
Qwen3-8B	tulu	42	base_model.model.model.layers.3.mlp.up_proj	0.572605280936526	0.3732167324977516	2.353902582967113
Qwen3-8B	tulu	42	base_model.model.model.layers.3.self_attn.k_proj	0.7724904647973393	0.5289492155325829	2.132840113242787
Qwen3-8B	tulu	42	base_model.model.model.layers.3.self_attn.o_proj	0.6642156915610588	0.40819703767009496	2.6477596841721294
Qwen3-8B	tulu	42	base_model.model.model.layers.3.self_attn.q_proj	0.779047572652085	0.5831225421888558	1.784877012619437
Qwen3-8B	tulu	42	base_model.model.model.layers.3.self_attn.v_proj	0.6450581819959195	0.3962919288807727	2.649520730263819
Qwen3-8B	tulu	42	base_model.model.model.layers.30.mlp.down_proj	0.6953641734783472	0.6326225773339771	1.208190031431809
Qwen3-8B	tulu	42	base_model.model.model.layers.30.mlp.gate_proj	0.80471150406332	0.45101700196388755	3.183424779508735
Qwen3-8B	tulu	42	base_model.model.model.layers.30.mlp.up_proj	0.8670521866354365	0.5687844524419101	2.3237801763552297
Qwen3-8B	tulu	42	base_model.model.model.layers.30.self_attn.k_proj	0.7281667065546196	0.5533205746457027	1.731840922705422
Qwen3-8B	tulu	42	base_model.model.model.layers.30.self_attn.o_proj	0.8237557647206862	0.6105623976501465	1.8202742495621727
Qwen3-8B	tulu	42	base_model.model.model.layers.30.self_attn.q_proj	0.7465673395927814	0.4577788952681777	2.659661948676254
Qwen3-8B	tulu	42	base_model.model.model.layers.30.self_attn.v_proj	0.6559618076924694	0.4880048955631666	1.8067944609903697
Qwen3-8B	tulu	42	base_model.model.model.layers.31.mlp.down_proj	0.7026564289546967	0.6456171355548541	1.1845024166546765
Qwen3-8B	tulu	42	base_model.model.model.layers.31.mlp.gate_proj	0.824001502713221	0.478208846918561	2.969072446787514
Qwen3-8B	tulu	42	base_model.model.model.layers.31.mlp.up_proj	0.8247792071834897	0.5388356133486424	2.3429489382261566
Qwen3-8B	tulu	42	base_model.model.model.layers.31.self_attn.k_proj	0.7407876619560201	0.5072559661856256	2.132716619743943
Qwen3-8B	tulu	42	base_model.model.model.layers.31.self_attn.o_proj	0.8395894183574228	0.5790658603782124	2.102219161093689
Qwen3-8B	tulu	42	base_model.model.model.layers.31.self_attn.q_proj	0.8062101096064297	0.5866134837507039	1.8888279335830112
Qwen3-8B	tulu	42	base_model.model.model.layers.31.self_attn.v_proj	0.7251734165231141	0.5508532111918212	1.7330535394330964
Qwen3-8B	tulu	42	base_model.model.model.layers.32.mlp.down_proj	0.7708278647858352	0.6859043980764717	1.2629543006055957
Qwen3-8B	tulu	42	base_model.model.model.layers.32.mlp.gate_proj	0.7914222485204138	0.42650535174470544	3.443241943534886
Qwen3-8B	tulu	42	base_model.model.model.layers.32.mlp.up_proj	0.8721269171362968	0.5710171828021245	2.332711483118036
Qwen3-8B	tulu	42	base_model.model.model.layers.32.self_attn.k_proj	0.771173006451212	0.5268351196709269	2.142664641345569
Qwen3-8B	tulu	42	base_model.model.model.layers.32.self_attn.o_proj	0.8276622467138637	0.5288417654701882	2.449372279059443
Qwen3-8B	tulu	42	base_model.model.model.layers.32.self_attn.q_proj	0.7461799496582654	0.43735154913653224	2.9108901185589446
Qwen3-8B	tulu	42	base_model.model.model.layers.32.self_attn.v_proj	0.6504426936064012	0.4848138501353455	1.7999815054420738
Qwen3-8B	tulu	42	base_model.model.model.layers.33.mlp.down_proj	0.656727303451024	0.4702061667803348	1.9507135635527846
Qwen3-8B	tulu	42	base_model.model.model.layers.33.mlp.gate_proj	0.7564536505709327	0.39882746625606724	3.5974480182376087
Qwen3-8B	tulu	42	base_model.model.model.layers.33.mlp.up_proj	0.8389511441364267	0.5199269017366425	2.603686931686935
Qwen3-8B	tulu	42	base_model.model.model.layers.33.self_attn.k_proj	0.8098443167450977	0.6869380615229536	1.389849954303591
Qwen3-8B	tulu	42	base_model.model.model.layers.33.self_attn.o_proj	0.8120350609180443	0.46476983166521296	3.0526267230368966
Qwen3-8B	tulu	42	base_model.model.model.layers.33.self_attn.q_proj	0.7737304452388363	0.49300466987172903	2.4630731277705564
Qwen3-8B	tulu	42	base_model.model.model.layers.33.self_attn.v_proj	0.6177691174547505	0.41250874001279797	2.2427769226391616
Qwen3-8B	tulu	42	base_model.model.model.layers.34.mlp.down_proj	0.5651577880108283	0.3578976562185262	2.493570920764251
Qwen3-8B	tulu	42	base_model.model.model.layers.34.mlp.gate_proj	0.7052716236002265	0.3696666231350982	3.639924205543664
Qwen3-8B	tulu	42	base_model.model.model.layers.34.mlp.up_proj	0.7030017964307994	0.37799007668147966	3.4590120311035246
Qwen3-8B	tulu	42	base_model.model.model.layers.34.self_attn.k_proj	0.7556846468734647	0.44220217783739324	2.920380523177069
Qwen3-8B	tulu	42	base_model.model.model.layers.34.self_attn.o_proj	0.7861117959448718	0.4135509013496673	3.6133554252634044
Qwen3-8B	tulu	42	base_model.model.model.layers.34.self_attn.q_proj	0.5772977324484642	0.3414755790379244	2.858119631895892
Qwen3-8B	tulu	42	base_model.model.model.layers.34.self_attn.v_proj	0.6288763333770282	0.41828778028769387	2.2603731893467947
Qwen3-8B	tulu	42	base_model.model.model.layers.35.mlp.down_proj	0.6536854446017014	0.46354978479262027	1.9885882180599666
Qwen3-8B	tulu	42	base_model.model.model.layers.35.mlp.gate_proj	0.6735093270952979	0.39591885177073016	2.8938423383589074
Qwen3-8B	tulu	42	base_model.model.model.layers.35.mlp.up_proj	0.6991833990033164	0.3490516518379828	4.012387059343084
