base	task	seed	module	fro_matching_gain	energy_matching_gain	old_fro_scalar_energy_over_hns
Qwen3-8B	metamath	44	base_model.model.model.layers.19.self_attn.k_proj	0.7680888410232513	0.5192658892794345	2.187979869894705
Qwen3-8B	metamath	44	base_model.model.model.layers.19.self_attn.o_proj	0.7822718186648461	0.6130061929739987	1.6284920622736734
Qwen3-8B	metamath	44	base_model.model.model.layers.19.self_attn.q_proj	0.7815444130764896	0.46156123767644064	2.8671384652130807
Qwen3-8B	metamath	44	base_model.model.model.layers.19.self_attn.v_proj	0.6987495547329021	0.4223690244067886	2.736900237474386
Qwen3-8B	metamath	44	base_model.model.model.layers.2.mlp.down_proj	0.6734863627728064	0.41425175080334203	2.6431931934424737
Qwen3-8B	metamath	44	base_model.model.model.layers.2.mlp.gate_proj	0.39490622991287694	0.11934234952409876	10.949613831242244
Qwen3-8B	metamath	44	base_model.model.model.layers.2.mlp.up_proj	0.43811925043100797	0.1445491747366048	9.186571063053153
Qwen3-8B	metamath	44	base_model.model.model.layers.2.self_attn.k_proj	0.7242577167895273	0.4926279335957673	2.1614649337260614
Qwen3-8B	metamath	44	base_model.model.model.layers.2.self_attn.o_proj	0.6490179310316576	0.32629299907029163	3.956378926053996
Qwen3-8B	metamath	44	base_model.model.model.layers.2.self_attn.q_proj	0.5986089603631255	0.20921930326886376	8.186210798168268
Qwen3-8B	metamath	44	base_model.model.model.layers.2.self_attn.v_proj	0.4369188184467808	0.219344550396315	3.9677820041330323
Qwen3-8B	metamath	44	base_model.model.model.layers.20.mlp.down_proj	0.8065021947816264	0.6598495677688794	1.4938989915470753
Qwen3-8B	metamath	44	base_model.model.model.layers.20.mlp.gate_proj	0.6305248202882989	0.31028279254906155	4.129419375273864
Qwen3-8B	metamath	44	base_model.model.model.layers.20.mlp.up_proj	0.7969602387506223	0.4584917247689688	3.0214144773184044
Qwen3-8B	metamath	44	base_model.model.model.layers.20.self_attn.k_proj	0.760243183584345	0.6259555559396547	1.475088484731487
Qwen3-8B	metamath	44	base_model.model.model.layers.20.self_attn.o_proj	0.8811180880434458	0.6888702752137977	1.6360378346532083
Qwen3-8B	metamath	44	base_model.model.model.layers.20.self_attn.q_proj	0.8119421980895981	0.4915063988869428	2.7289267193929274
Qwen3-8B	metamath	44	base_model.model.model.layers.20.self_attn.v_proj	0.6753417250001038	0.5406496702967831	1.5603257677233344
Qwen3-8B	metamath	44	base_model.model.model.layers.21.mlp.down_proj	0.7823555634038188	0.6035566375973882	1.6802437536934138
Qwen3-8B	metamath	44	base_model.model.model.layers.21.mlp.gate_proj	0.7348361189687542	0.3684273416303844	3.9781145511956235
Qwen3-8B	metamath	44	base_model.model.model.layers.21.mlp.up_proj	0.8355673573608885	0.5349229443557217	2.4399474774925998
Qwen3-8B	metamath	44	base_model.model.model.layers.21.self_attn.k_proj	0.8102522140407662	0.6405445533722508	1.6000802603092898
Qwen3-8B	metamath	44	base_model.model.model.layers.21.self_attn.o_proj	0.8802046938496503	0.6372510370223966	1.9078589275540625
Qwen3-8B	metamath	44	base_model.model.model.layers.21.self_attn.q_proj	0.808480373390152	0.5296942262222705	2.3296382312608315
Qwen3-8B	metamath	44	base_model.model.model.layers.21.self_attn.v_proj	0.7835298486985877	0.5679601846490362	1.903160028909834
Qwen3-8B	metamath	44	base_model.model.model.layers.22.mlp.down_proj	0.825508129593742	0.6784729639883711	1.4803950225721603
Qwen3-8B	metamath	44	base_model.model.model.layers.22.mlp.gate_proj	0.5808014347562556	0.24482678629349638	5.6277849965664695
Qwen3-8B	metamath	44	base_model.model.model.layers.22.mlp.up_proj	0.8121965002463283	0.47408959589811167	2.9349545366607215
Qwen3-8B	metamath	44	base_model.model.model.layers.22.self_attn.k_proj	0.7646760798430257	0.47825959751526764	2.5563930139360274
Qwen3-8B	metamath	44	base_model.model.model.layers.22.self_attn.o_proj	0.889688666393067	0.6722332365585909	1.7516049114780514
Qwen3-8B	metamath	44	base_model.model.model.layers.22.self_attn.q_proj	0.7760639444165547	0.44620782616809795	3.0249670410145617
Qwen3-8B	metamath	44	base_model.model.model.layers.22.self_attn.v_proj	0.8125999318143863	0.5948403666110544	1.8661764210674476
Qwen3-8B	metamath	44	base_model.model.model.layers.23.mlp.down_proj	0.803537387351295	0.628342993475032	1.6353797800826029
Qwen3-8B	metamath	44	base_model.model.model.layers.23.mlp.gate_proj	0.7039622147783577	0.32238766342344793	4.768061722746286
Qwen3-8B	metamath	44	base_model.model.model.layers.23.mlp.up_proj	0.863664011017922	0.5227017439138084	2.7301200700425734
Qwen3-8B	metamath	44	base_model.model.model.layers.23.self_attn.k_proj	0.8096920133382872	0.730815779576214	1.2275067220657865
Qwen3-8B	metamath	44	base_model.model.model.layers.23.self_attn.o_proj	0.869500265858094	0.6849902533832137	1.6112786559978616
Qwen3-8B	metamath	44	base_model.model.model.layers.23.self_attn.q_proj	0.7699768660412629	0.49795406065217523	2.3909847023011945
Qwen3-8B	metamath	44	base_model.model.model.layers.23.self_attn.v_proj	0.7958219125158411	0.5930478593046977	1.8007453454024338
Qwen3-8B	metamath	44	base_model.model.model.layers.24.mlp.down_proj	0.8218808549515112	0.6392329610037498	1.6531010697188437
Qwen3-8B	metamath	44	base_model.model.model.layers.24.mlp.gate_proj	0.6175355925456254	0.26549787249903617	5.410057700102739
Qwen3-8B	metamath	44	base_model.model.model.layers.24.mlp.up_proj	0.8099480265360522	0.47347497077855355	2.9263094603725475
Qwen3-8B	metamath	44	base_model.model.model.layers.24.self_attn.k_proj	0.7919989760853572	0.6362368694790601	1.5495713393158512
Qwen3-8B	metamath	44	base_model.model.model.layers.24.self_attn.o_proj	0.8878933802207689	0.7350820139768057	1.4589823668206992
Qwen3-8B	metamath	44	base_model.model.model.layers.24.self_attn.q_proj	0.6922686521421554	0.40701094621743533	2.892924857936291
Qwen3-8B	metamath	44	base_model.model.model.layers.24.self_attn.v_proj	0.7020557292163121	0.46171157049169637	2.312073624460717
Qwen3-8B	metamath	44	base_model.model.model.layers.25.mlp.down_proj	0.861777544354223	0.6810850626547604	1.6009863734879044
Qwen3-8B	metamath	44	base_model.model.model.layers.25.mlp.gate_proj	0.6794294458230605	0.2905807409870092	5.467075555405914
Qwen3-8B	metamath	44	base_model.model.model.layers.25.mlp.up_proj	0.818605183786636	0.4577641130617246	3.197904540363849
Qwen3-8B	metamath	44	base_model.model.model.layers.25.self_attn.k_proj	0.7237717675005426	0.45034970218975845	2.582875762901973
Qwen3-8B	metamath	44	base_model.model.model.layers.25.self_attn.o_proj	0.8905181786930946	0.6651809773875036	1.792280323682449
Qwen3-8B	metamath	44	base_model.model.model.layers.25.self_attn.q_proj	0.7823602539897719	0.4340592956528005	3.2487435878320823
Qwen3-8B	metamath	44	base_model.model.model.layers.25.self_attn.v_proj	0.7361129201274431	0.4821804314591063	2.3306106058311347
Qwen3-8B	metamath	44	base_model.model.model.layers.26.mlp.down_proj	0.8319186428251538	0.6684578640588583	1.5488652623120112
Qwen3-8B	metamath	44	base_model.model.model.layers.26.mlp.gate_proj	0.710977258646532	0.31277632463092475	5.167062028415778
Qwen3-8B	metamath	44	base_model.model.model.layers.26.mlp.up_proj	0.7723813931586984	0.3656929093420079	4.460982574072183
Qwen3-8B	metamath	44	base_model.model.model.layers.26.self_attn.k_proj	0.7647029589324618	0.546898458588879	1.9551142567829658
Qwen3-8B	metamath	44	base_model.model.model.layers.26.self_attn.o_proj	0.8850506375020748	0.7288197316781202	1.4746739023745348
Qwen3-8B	metamath	44	base_model.model.model.layers.26.self_attn.q_proj	0.7065977637091139	0.41214568602591	2.9392938126205155
Qwen3-8B	metamath	44	base_model.model.model.layers.26.self_attn.v_proj	0.6984187012575442	0.43717836806789695	2.552198155073505
Qwen3-8B	metamath	44	base_model.model.model.layers.27.mlp.down_proj	0.8451942488157212	0.6082919923964117	1.9305847334282353
Qwen3-8B	metamath	44	base_model.model.model.layers.27.mlp.gate_proj	0.6024822431399393	0.2516084199720081	5.73374219665996
Qwen3-8B	metamath	44	base_model.model.model.layers.27.mlp.up_proj	0.7946167275384346	0.4202390738583666	3.5753827871849544
Qwen3-8B	metamath	44	base_model.model.model.layers.27.self_attn.k_proj	0.7186336204904881	0.5553372430480038	1.6745628911181254
Qwen3-8B	metamath	44	base_model.model.model.layers.27.self_attn.o_proj	0.870414659195421	0.6944730663474942	1.5708748218768938
Qwen3-8B	metamath	44	base_model.model.model.layers.27.self_attn.q_proj	0.6717472758531307	0.3308737791837421	4.121801984487649
Qwen3-8B	metamath	44	base_model.model.model.layers.27.self_attn.v_proj	0.7256327169081528	0.5254804996204495	1.9068674396557626
Qwen3-8B	metamath	44	base_model.model.model.layers.28.mlp.down_proj	0.7784292284928338	0.584505640334146	1.7736211387703007
Qwen3-8B	metamath	44	base_model.model.model.layers.28.mlp.gate_proj	0.6766394910574015	0.2852901275126912	5.625241810195097
Qwen3-8B	metamath	44	base_model.model.model.layers.28.mlp.up_proj	0.7553572092339487	0.3556034657975626	4.512038398605061
Qwen3-8B	metamath	44	base_model.model.model.layers.28.self_attn.k_proj	0.7688241821746138	0.6185371140839349	1.5449788639044757
Qwen3-8B	metamath	44	base_model.model.model.layers.28.self_attn.o_proj	0.900335911917299	0.7177157455002072	1.5736356961944717
Qwen3-8B	metamath	44	base_model.model.model.layers.28.self_attn.q_proj	0.760389583552488	0.45620817092496824	2.7780892818144713
Qwen3-8B	metamath	44	base_model.model.model.layers.28.self_attn.v_proj	0.7448342903261571	0.576664444254879	1.6682954878664435
Qwen3-8B	metamath	44	base_model.model.model.layers.29.mlp.down_proj	0.8062139026494055	0.65822515212703	1.5002084900822825
Qwen3-8B	metamath	44	base_model.model.model.layers.29.mlp.gate_proj	0.6679783571421873	0.2628342913547279	6.458932275075704
Qwen3-8B	metamath	44	base_model.model.model.layers.29.mlp.up_proj	0.8221829160688702	0.49386601609584224	2.7715237965946558
Qwen3-8B	metamath	44	base_model.model.model.layers.29.self_attn.k_proj	0.7820419824440635	0.6209642929348318	1.5860865424740713
Qwen3-8B	metamath	44	base_model.model.model.layers.29.self_attn.o_proj	0.9161969395300522	0.7064138748348376	1.6821287437523238
Qwen3-8B	metamath	44	base_model.model.model.layers.29.self_attn.q_proj	0.8513435079763325	0.5207713182832769	2.6724866394482865
Qwen3-8B	metamath	44	base_model.model.model.layers.29.self_attn.v_proj	0.7751785218862861	0.5427746502084961	2.0396908604049644
Qwen3-8B	metamath	44	base_model.model.model.layers.3.mlp.down_proj	0.8226578954471772	0.5826858128410898	1.9932861642189323
Qwen3-8B	metamath	44	base_model.model.model.layers.3.mlp.gate_proj	0.34321902031745033	0.10098836583234956	11.550479281165892
Qwen3-8B	metamath	44	base_model.model.model.layers.3.mlp.up_proj	0.48834899393131315	0.15759621518214212	9.602161985276542
Qwen3-8B	metamath	44	base_model.model.model.layers.3.self_attn.k_proj	0.8055225954469981	0.5995293531443187	1.8052383544623194
Qwen3-8B	metamath	44	base_model.model.model.layers.3.self_attn.o_proj	0.6569291955924743	0.32586790665284177	4.064002302959586
Qwen3-8B	metamath	44	base_model.model.model.layers.3.self_attn.q_proj	0.7469602041395952	0.40128386346789324	3.464906635653698
Qwen3-8B	metamath	44	base_model.model.model.layers.3.self_attn.v_proj	0.4629723380431945	0.2655964201420362	3.0385448596946656
Qwen3-8B	metamath	44	base_model.model.model.layers.30.mlp.down_proj	0.790200970258389	0.5845117373554505	1.827631540108883
Qwen3-8B	metamath	44	base_model.model.model.layers.30.mlp.gate_proj	0.5597437318563597	0.20712566348530634	7.303157263533004
Qwen3-8B	metamath	44	base_model.model.model.layers.30.mlp.up_proj	0.8006781194945277	0.40380883084137703	3.931554465611103
Qwen3-8B	metamath	44	base_model.model.model.layers.30.self_attn.k_proj	0.5408802213193854	0.26743369535998257	4.090439282556088
Qwen3-8B	metamath	44	base_model.model.model.layers.30.self_attn.o_proj	0.7418561111104107	0.510212782646726	2.1141543306778123
Qwen3-8B	metamath	44	base_model.model.model.layers.30.self_attn.q_proj	0.6024858535411849	0.25474624411034663	5.593428988465432
Qwen3-8B	metamath	44	base_model.model.model.layers.30.self_attn.v_proj	0.668953425602558	0.4314035797207567	2.4044971966789994
Qwen3-8B	metamath	44	base_model.model.model.layers.31.mlp.down_proj	0.7377793399573387	0.5868116233026521	1.5807222408423147
Qwen3-8B	metamath	44	base_model.model.model.layers.31.mlp.gate_proj	0.5427052981601559	0.21713804994509156	6.2467806495857605
Qwen3-8B	metamath	44	base_model.model.model.layers.31.mlp.up_proj	0.7123109678435736	0.3353649749934933	4.511322305068352
Qwen3-8B	metamath	44	base_model.model.model.layers.31.self_attn.k_proj	0.8337202275664537	0.7408808740107913	1.266321293609224
Qwen3-8B	metamath	44	base_model.model.model.layers.31.self_attn.o_proj	0.9368338335403817	0.8068950821383923	1.3480034276623896
Qwen3-8B	metamath	44	base_model.model.model.layers.31.self_attn.q_proj	0.8580464776036193	0.5547050407527626	2.3927504178014423
Qwen3-8B	metamath	44	base_model.model.model.layers.31.self_attn.v_proj	0.7507054999262414	0.5204814877345351	2.080312701508644
Qwen3-8B	metamath	44	base_model.model.model.layers.32.mlp.down_proj	0.7546530412966986	0.558001229335048	1.8290447945160437
Qwen3-8B	metamath	44	base_model.model.model.layers.32.mlp.gate_proj	0.5437354487456283	0.20253899185717825	7.207057840071007
Qwen3-8B	metamath	44	base_model.model.model.layers.32.mlp.up_proj	0.6193338628043535	0.2788235124461882	4.9339059269890555
Qwen3-8B	metamath	44	base_model.model.model.layers.32.self_attn.k_proj	0.7371870448709622	0.450115453194317	2.6823011908911663
Qwen3-8B	metamath	44	base_model.model.model.layers.32.self_attn.o_proj	0.8738239593653163	0.5854119140854488	2.228049233783375
Qwen3-8B	metamath	44	base_model.model.model.layers.32.self_attn.q_proj	0.6711159222982439	0.2922122010137198	5.274707654252467
Qwen3-8B	metamath	44	base_model.model.model.layers.32.self_attn.v_proj	0.6323707051315677	0.41746377266380474	2.294594237285857
Qwen3-8B	metamath	44	base_model.model.model.layers.33.mlp.down_proj	0.6595231393247882	0.4452763648836955	2.1938189704300144
Qwen3-8B	metamath	44	base_model.model.model.layers.33.mlp.gate_proj	0.5310850418252726	0.19004736789207913	7.8091617946375775
Qwen3-8B	metamath	44	base_model.model.model.layers.33.mlp.up_proj	0.6154019248967382	0.24658098420724026	6.228716110598636
Qwen3-8B	metamath	44	base_model.model.model.layers.33.self_attn.k_proj	0.772172850173862	0.57243593923015	1.8195972457423124
Qwen3-8B	metamath	44	base_model.model.model.layers.33.self_attn.o_proj	0.9001758121189758	0.6727004905758358	1.7906519895411686
Qwen3-8B	metamath	44	base_model.model.model.layers.33.self_attn.q_proj	0.8524507727242107	0.6400351594796807	1.7739074330015039
Qwen3-8B	metamath	44	base_model.model.model.layers.33.self_attn.v_proj	0.6119374312042477	0.3574136092382401	2.931378295613442
Qwen3-8B	metamath	44	base_model.model.model.layers.34.mlp.down_proj	0.5000817633802512	0.36048492293250506	1.9244552818692415
Qwen3-8B	metamath	44	base_model.model.model.layers.34.mlp.gate_proj	0.4228190948299328	0.13844269918966517	9.32758183905348
Qwen3-8B	metamath	44	base_model.model.model.layers.34.mlp.up_proj	0.6123036457410417	0.2437445502877401	6.310501318241758
Qwen3-8B	metamath	44	base_model.model.model.layers.34.self_attn.k_proj	0.6695788906234668	0.43271984169618405	2.3943624217101993
Qwen3-8B	metamath	44	base_model.model.model.layers.34.self_attn.o_proj	0.8849152257845538	0.5366449758823195	2.7191251673564474
Qwen3-8B	metamath	44	base_model.model.model.layers.34.self_attn.q_proj	0.5777755358854992	0.24298848619602814	5.653884174283863
Qwen3-8B	metamath	44	base_model.model.model.layers.34.self_attn.v_proj	0.5775745458031605	0.402323950147938	2.06093510637462
Qwen3-8B	metamath	44	base_model.model.model.layers.35.mlp.down_proj	0.7222830990713285	0.3837086700305517	3.543330649748237
Qwen3-8B	metamath	44	base_model.model.model.layers.35.mlp.gate_proj	0.5581554741499126	0.21653506059062275	6.6443717846177375
Qwen3-8B	metamath	44	base_model.model.model.layers.35.mlp.up_proj	0.5768393259589324	0.24509175527071914	5.53926722907201
Qwen3-8B	metamath	44	base_model.model.model.layers.35.self_attn.k_proj	0.6571220212772197	0.3699264105834562	3.1554504565403025
Qwen3-8B	metamath	44	base_model.model.model.layers.35.self_attn.o_proj	0.7736119514191393	0.42304609957172246	3.3440360482157754
Qwen3-8B	metamath	44	base_model.model.model.layers.35.self_attn.q_proj	0.5607651937945226	0.22779793145826707	6.059859385693638
Qwen3-8B	metamath	44	base_model.model.model.layers.35.self_attn.v_proj	0.4759539273496502	0.21984957725984147	4.6868230787121385
Qwen3-8B	metamath	44	base_model.model.model.layers.4.mlp.down_proj	0.6569208885255344	0.5214996712713562	1.5867849226589097
Qwen3-8B	metamath	44	base_model.model.model.layers.4.mlp.gate_proj	0.3695415514350629	0.10439777336375208	12.52979840554331
Qwen3-8B	metamath	44	base_model.model.model.layers.4.mlp.up_proj	0.5410843546117005	0.1937755299873756	7.79708172538527
Qwen3-8B	metamath	44	base_model.model.model.layers.4.self_attn.k_proj	0.7024364268537645	0.35110422479067477	4.0025976819825715
Qwen3-8B	metamath	44	base_model.model.model.layers.4.self_attn.o_proj	0.7612007076501417	0.4874394464386622	2.438692389139698
Qwen3-8B	metamath	44	base_model.model.model.layers.4.self_attn.q_proj	0.7304407016019095	0.3222158249521375	5.13897136519604
Qwen3-8B	metamath	44	base_model.model.model.layers.4.self_attn.v_proj	0.5812259549124846	0.3852299340568871	2.276407179536754
Qwen3-8B	metamath	44	base_model.model.model.layers.5.mlp.down_proj	0.8035734602178041	0.6068281588910552	1.7535563199330735
Qwen3-8B	metamath	44	base_model.model.model.layers.5.mlp.gate_proj	0.4638083250328785	0.15425340338444601	9.040814729713134
Qwen3-8B	metamath	44	base_model.model.model.layers.5.mlp.up_proj	0.6381295340652384	0.2485349585100895	6.5923874117781915
Qwen3-8B	metamath	44	base_model.model.model.layers.5.self_attn.k_proj	0.8027264907148349	0.49318740036892506	2.649178639712364
Qwen3-8B	metamath	44	base_model.model.model.layers.5.self_attn.o_proj	0.8135054072065658	0.5064976100036209	2.579681487628576
Qwen3-8B	metamath	44	base_model.model.model.layers.5.self_attn.q_proj	0.7557908478450232	0.3371962447164462	5.023863124292602
Qwen3-8B	metamath	44	base_model.model.model.layers.5.self_attn.v_proj	0.5029227719439447	0.2606115181502286	3.7240490186408435
Qwen3-8B	metamath	44	base_model.model.model.layers.6.mlp.down_proj	0.35509429064813497	0.26533176400761416	1.791054868174271
Qwen3-8B	metamath	44	base_model.model.model.layers.6.mlp.gate_proj	0.44126226046488026	0.14319233480167606	9.496291337785221
Qwen3-8B	metamath	44	base_model.model.model.layers.6.mlp.up_proj	0.5798912730038783	0.20622680564693552	7.906839373511693
Qwen3-8B	metamath	44	base_model.model.model.layers.6.self_attn.k_proj	0.7504834431034766	0.41489479072405805	3.271947049933115
Qwen3-8B	metamath	44	base_model.model.model.layers.6.self_attn.o_proj	0.8231313816410604	0.5523309258349322	2.2209541722844013
Qwen3-8B	metamath	44	base_model.model.model.layers.6.self_attn.q_proj	0.6339821556913839	0.2563224055455351	6.117597899252822
Qwen3-8B	metamath	44	base_model.model.model.layers.6.self_attn.v_proj	0.7305148417710415	0.4846564348703151	2.2719047580580325
Qwen3-8B	metamath	44	base_model.model.model.layers.7.mlp.down_proj	0.6395361634062195	0.37151074783164467	2.9633807105797914
Qwen3-8B	metamath	44	base_model.model.model.layers.7.mlp.gate_proj	0.4546294210366195	0.13823180442951644	10.816807984889435
Qwen3-8B	metamath	44	base_model.model.model.layers.7.mlp.up_proj	0.6164694312544242	0.2166117456416786	8.099516375750966
Qwen3-8B	metamath	44	base_model.model.model.layers.7.self_attn.k_proj	0.7281245721754555	0.4457654787797802	2.6680779268418573
Qwen3-8B	metamath	44	base_model.model.model.layers.7.self_attn.o_proj	0.8224147105952334	0.5741038845980152	2.052110625150043
Qwen3-8B	metamath	44	base_model.model.model.layers.7.self_attn.q_proj	0.6978478350805205	0.2979972102747527	5.4839953041825025
Qwen3-8B	metamath	44	base_model.model.model.layers.7.self_attn.v_proj	0.6976628526461162	0.45529326311824253	2.348057622048855
Qwen3-8B	metamath	44	base_model.model.model.layers.8.mlp.down_proj	0.6552573129916205	0.38517093004290076	2.8941214275621325
Qwen3-8B	metamath	44	base_model.model.model.layers.8.mlp.gate_proj	0.5610720443416477	0.20328265480671434	7.61792360337541
Qwen3-8B	metamath	44	base_model.model.model.layers.8.mlp.up_proj	0.8290550522548417	0.4734478528023589	3.0663550359390777
Qwen3-8B	metamath	44	base_model.model.model.layers.8.self_attn.k_proj	0.598657902152215	0.38477901745581256	2.420664918963963
Qwen3-8B	metamath	44	base_model.model.model.layers.8.self_attn.o_proj	0.7365742379715889	0.5011201010098468	2.1604757853791727
Qwen3-8B	metamath	44	base_model.model.model.layers.8.self_attn.q_proj	0.7520360959502087	0.35453391184609057	4.499474627641892
Qwen3-8B	metamath	44	base_model.model.model.layers.8.self_attn.v_proj	0.674160042184779	0.5243218150017961	1.6532181378056667
Qwen3-8B	metamath	44	base_model.model.model.layers.9.mlp.down_proj	0.6268739810889512	0.3729487960323068	2.8252837395431176
Qwen3-8B	metamath	44	base_model.model.model.layers.9.mlp.gate_proj	0.6501810746730611	0.23775826081616944	7.478205881235854
Qwen3-8B	metamath	44	base_model.model.model.layers.9.mlp.up_proj	0.7711698658171839	0.3818869755765327	4.077842124728915
Qwen3-8B	metamath	44	base_model.model.model.layers.9.self_attn.k_proj	0.5566375619271633	0.3195418159223053	3.0345173194950905
Qwen3-8B	metamath	44	base_model.model.model.layers.9.self_attn.o_proj	0.800638233628519	0.5622591030203969	2.0276811331060793
Qwen3-8B	metamath	44	base_model.model.model.layers.9.self_attn.q_proj	0.6072574128761561	0.22193118375927431	7.4870199561921496
Qwen3-8B	metamath	44	base_model.model.model.layers.9.self_attn.v_proj	0.6450774734605746	0.36512061684681274	3.12141159791887
Qwen3-8B	tulu	44	base_model.model.model.layers.0.mlp.down_proj	0.7431539471129895	0.6180500149135588	1.4458070400579064
Qwen3-8B	tulu	44	base_model.model.model.layers.0.mlp.gate_proj	0.7122054337367739	0.330906853253252	4.632325219746258
Qwen3-8B	tulu	44	base_model.model.model.layers.0.mlp.up_proj	0.7902065773859558	0.5046957981147536	2.4514435807738306
Qwen3-8B	tulu	44	base_model.model.model.layers.0.self_attn.k_proj	0.8810296336670931	0.6480966580589372	1.8479978794566205
Qwen3-8B	tulu	44	base_model.model.model.layers.0.self_attn.o_proj	0.6869296368128378	0.5069488642890799	1.8360994434700757
Qwen3-8B	tulu	44	base_model.model.model.layers.0.self_attn.q_proj	0.8090599324842472	0.4625801632736915	3.059055649714881
Qwen3-8B	tulu	44	base_model.model.model.layers.0.self_attn.v_proj	0.6653664031235429	0.4141492953333422	2.581118135731317
Qwen3-8B	tulu	44	base_model.model.model.layers.1.mlp.down_proj	0.6760477070616303	0.6042133279721053	1.251912819279957
Qwen3-8B	tulu	44	base_model.model.model.layers.1.mlp.gate_proj	0.48173983463692965	0.24495525282012068	3.8676895285170665
Qwen3-8B	tulu	44	base_model.model.model.layers.1.mlp.up_proj	0.5575724974425856	0.41229005827171905	1.8289294892375292
Qwen3-8B	tulu	44	base_model.model.model.layers.1.self_attn.k_proj	0.6988402555529075	0.4372217275442137	2.5547732249748276
Qwen3-8B	tulu	44	base_model.model.model.layers.1.self_attn.o_proj	0.7000223402070367	0.41003318727524823	2.914645780335
Qwen3-8B	tulu	44	base_model.model.model.layers.1.self_attn.q_proj	0.6625912290079151	0.3700146540963305	3.206664447772253
Qwen3-8B	tulu	44	base_model.model.model.layers.1.self_attn.v_proj	0.6495434734850487	0.5558198399372489	1.3656781378847849
Qwen3-8B	tulu	44	base_model.model.model.layers.10.mlp.down_proj	0.6039062480784254	0.39017320016439344	2.395654444198728
Qwen3-8B	tulu	44	base_model.model.model.layers.10.mlp.gate_proj	0.7919328093946877	0.4182110575426831	3.585796583149149
Qwen3-8B	tulu	44	base_model.model.model.layers.10.mlp.up_proj	0.8777187551127703	0.6412300896349804	1.8736262838542725
Qwen3-8B	tulu	44	base_model.model.model.layers.10.self_attn.k_proj	0.7546191318406229	0.5269920103434299	2.0504423412209603
Qwen3-8B	tulu	44	base_model.model.model.layers.10.self_attn.o_proj	0.8005409573528826	0.6364837005854037	1.5819492229721903
Qwen3-8B	tulu	44	base_model.model.model.layers.10.self_attn.q_proj	0.7779108908767135	0.6178168944869696	1.5854047068754957
Qwen3-8B	tulu	44	base_model.model.model.layers.10.self_attn.v_proj	0.6140021868831436	0.42292539178465915	2.1077170822579605
Qwen3-8B	tulu	44	base_model.model.model.layers.11.mlp.down_proj	0.7185854372549034	0.4824349093188223	2.218601851024617
Qwen3-8B	tulu	44	base_model.model.model.layers.11.mlp.gate_proj	0.8313207299877521	0.4338949291673409	3.6708621103066323
Qwen3-8B	tulu	44	base_model.model.model.layers.11.mlp.up_proj	0.8676510060463664	0.5868531153000695	2.1859051870260213
Qwen3-8B	tulu	44	base_model.model.model.layers.11.self_attn.k_proj	0.6077340757519736	0.35270552191591437	2.968948457091241
Qwen3-8B	tulu	44	base_model.model.model.layers.11.self_attn.o_proj	0.8135967346869613	0.6440687383319466	1.5957099528817051
Qwen3-8B	tulu	44	base_model.model.model.layers.11.self_attn.q_proj	0.7246737236028317	0.520921876392083	1.9352622982828107
Qwen3-8B	tulu	44	base_model.model.model.layers.11.self_attn.v_proj	0.6467807415853071	0.4323332268734952	2.238086827118006
Qwen3-8B	tulu	44	base_model.model.model.layers.12.mlp.down_proj	0.7290980062749723	0.5478980153498361	1.770811634607956
Qwen3-8B	tulu	44	base_model.model.model.layers.12.mlp.gate_proj	0.8383260533392866	0.48912730480772276	2.9375286559233955
Qwen3-8B	tulu	44	base_model.model.model.layers.12.mlp.up_proj	0.8781121264457602	0.6224329723146393	1.990282700478768
Qwen3-8B	tulu	44	base_model.model.model.layers.12.self_attn.k_proj	0.6809112031472884	0.48842178929481395	1.9435284346677302
Qwen3-8B	tulu	44	base_model.model.model.layers.12.self_attn.o_proj	0.7945776186681172	0.6370458494048414	1.55571942635891
Qwen3-8B	tulu	44	base_model.model.model.layers.12.self_attn.q_proj	0.8427016287399207	0.6298731740898912	1.789952234352605
Qwen3-8B	tulu	44	base_model.model.model.layers.12.self_attn.v_proj	0.651075061593015	0.4107648869786531	2.512323132203781
Qwen3-8B	tulu	44	base_model.model.model.layers.13.mlp.down_proj	0.7312953298310383	0.481331723865272	2.3083232571378596
Qwen3-8B	tulu	44	base_model.model.model.layers.13.mlp.gate_proj	0.7691252414924832	0.40597377955886854	3.5892041324223447
Qwen3-8B	tulu	44	base_model.model.model.layers.13.mlp.up_proj	0.9104969023109185	0.7073359029066375	1.656935260598948
Qwen3-8B	tulu	44	base_model.model.model.layers.13.self_attn.k_proj	0.6998593451451117	0.5075501663241624	1.901356629348986
Qwen3-8B	tulu	44	base_model.model.model.layers.13.self_attn.o_proj	0.8372878766291962	0.6454166597663112	1.6829424424018973
Qwen3-8B	tulu	44	base_model.model.model.layers.13.self_attn.q_proj	0.8496584770586612	0.6553377837807696	1.6809638477920676
Qwen3-8B	tulu	44	base_model.model.model.layers.13.self_attn.v_proj	0.7003340037567726	0.536198546516116	1.705921968824696
Qwen3-8B	tulu	44	base_model.model.model.layers.14.mlp.down_proj	0.7248844785222374	0.535833415519576	1.830113455972992
Qwen3-8B	tulu	44	base_model.model.model.layers.14.mlp.gate_proj	0.794474138739358	0.45911002537486756	2.9945114431546918
Qwen3-8B	tulu	44	base_model.model.model.layers.14.mlp.up_proj	0.8525073105310621	0.5817817906791712	2.1472171918542573
