base	task	seed	method	epsilon	module	input_dim	output_dim	source_rank	retained_rank	zero_rank	scaling_before	scaling_after	parameters_before	parameters_after	parameter_ratio	energy_before	energy_after	saved_factor_relative_error	sigma_before	sigma_retained
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.31.self_attn.v_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.035107136563668505	0.032452110947884374	1.0339714922490821e-08	[0.08263463526964188,0.027270538732409477,0.02325645089149475,0.012079370208084583,0.010861092247068882,0.008949078619480133,0.007716422900557518,0.0073548550717532635,0.006355979945510626,0.006307987030595541,0.005548099055886269,0.00531685259193182,0.0047972737811505795,0.004096576478332281,0.003987789619714022,0.003349785692989826]	[0.08263463526964188,0.027270538732409477,0.02325645089149475]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.32.mlp.down_proj	12288	4096	16	12	False	2.0	2.0	262144	196608	0.75	0.263703064582833	0.26091565208909484	0.0	[0.23870030045509338,0.05387112498283386,0.03434114530682564,0.030517032369971275,0.028097469359636307,0.023956282064318657,0.021266909316182137,0.0184332188218832,0.01784323714673519,0.01681280881166458,0.015589381568133831,0.015455137006938457,0.014265844598412514,0.013084921054542065,0.012875886633992195,0.012503406964242458]	[0.23870030045509338,0.05387112498283386,0.03434114530682564,0.030517032369971275,0.028097469359636307,0.023956282064318657,0.021266909316182137,0.0184332188218832,0.01784323714673519,0.01681280881166458,0.015589381568133831,0.015455137006938457]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.32.mlp.gate_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	1.0192186423311522	1.0192186423311522	0.0	[0.47481635212898254,0.08294886350631714,0.05929484963417053,0.05300375819206238,0.04614802077412605,0.04421554505825043,0.042384784668684006,0.04175958037376404,0.041392356157302856,0.03722923621535301,0.034405820071697235,0.03356221690773964,0.030620964244008064,0.028817107900977135,0.02628927119076252,0.02558501623570919]	[0.47481635212898254,0.08294886350631714,0.05929484963417053,0.05300375819206238,0.04614802077412605,0.04421554505825043,0.042384784668684006,0.04175958037376404,0.041392356157302856,0.03722923621535301,0.034405820071697235,0.03356221690773964,0.030620964244008064,0.028817107900977135,0.02628927119076252,0.02558501623570919]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.32.mlp.up_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	1.5837615015871331	1.5837615015871331	0.0	[0.6095754504203796,0.07101275771856308,0.06429463624954224,0.046015575528144836,0.043681394308805466,0.039323966950178146,0.03710155189037323,0.03505045548081398,0.03477427735924721,0.03321075811982155,0.030205650255084038,0.02967657893896103,0.029224103316664696,0.027863383293151855,0.026069628074765205,0.02427498623728752]	[0.6095754504203796,0.07101275771856308,0.06429463624954224,0.046015575528144836,0.043681394308805466,0.039323966950178146,0.03710155189037323,0.03505045548081398,0.03477427735924721,0.03321075811982155,0.030205650255084038,0.02967657893896103,0.029224103316664696,0.027863383293151855,0.026069628074765205,0.02427498623728752]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.32.self_attn.k_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.018877834454883353	0.015226359906521714	0.0	[0.055765796452760696,0.018935300409793854,0.01839076727628708,0.013455281034111977,0.011413582600653172,0.0113829942420125,0.009038545191287994,0.008469403721392155,0.007918412797152996,0.007464003283530474,0.007026090752333403,0.006716144271194935,0.006021849345415831,0.005334434565156698,0.005102040246129036,0.003862731857225299]	[0.055765796452760696,0.018935300409793854,0.01839076727628708]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.32.self_attn.o_proj	4096	4096	16	10	False	2.0	2.0	131072	81920	0.625	0.1944114127980062	0.1899644006813441	1.1752402803882954e-08	[0.19873511791229248,0.06407597661018372,0.03168323263525963,0.02448084019124508,0.023193873465061188,0.021891729906201363,0.020126789808273315,0.017610644921660423,0.017258312553167343,0.016009625047445297,0.014791187830269337,0.014334606006741524,0.01387795154005289,0.01349545270204544,0.012791291810572147,0.012212736532092094]	[0.19873511791229248,0.06407597661018372,0.03168323263525963,0.02448084019124508,0.023193873465061188,0.021891729906201363,0.020126789808273315,0.017610644921660423,0.017258312553167343,0.016009625047445297]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.32.self_attn.q_proj	4096	4096	16	11	False	2.0	2.0	131072	90112	0.6875	0.1185100802524258	0.11528404301577319	0.0	[0.15031281113624573,0.0450790710747242,0.032059311866760254,0.024081097915768623,0.023075999692082405,0.021996941417455673,0.020416658371686935,0.019135084003210068,0.01738298311829567,0.015939198434352875,0.015220494009554386,0.014848201535642147,0.013858294114470482,0.012268871068954468,0.011297699064016342,0.010762188583612442]	[0.15031281113624573,0.0450790710747242,0.032059311866760254,0.024081097915768623,0.023075999692082405,0.021996941417455673,0.020416658371686935,0.019135084003210068,0.01738298311829567,0.015939198434352875,0.015220494009554386]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.32.self_attn.v_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.037983831691198816	0.035020610381587214	0.0	[0.08581870049238205,0.03244292363524437,0.01837824657559395,0.01341813150793314,0.01087216753512621,0.009426542557775974,0.00850075576454401,0.007739074528217316,0.007013426162302494,0.006351884920150042,0.005830559879541397,0.005386017262935638,0.004510147497057915,0.00445542624220252,0.003992257174104452,0.0035874294117093086]	[0.08581870049238205,0.03244292363524437,0.01837824657559395]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.33.mlp.down_proj	12288	4096	16	6	False	2.0	2.0	262144	98304	0.375	0.3902633666883256	0.38484304162185284	4.922236616978977e-09	[0.3051888942718506,0.039575714617967606,0.02517886459827423,0.018282558768987656,0.017297446727752686,0.015389385633170605,0.014566351659595966,0.013643396086990833,0.01313270628452301,0.012452734634280205,0.011178843677043915,0.010638024657964706,0.01039181649684906,0.010326470248401165,0.00987302977591753,0.008887359872460365]	[0.3051888942718506,0.039575714617967606,0.02517886459827423,0.018282558768987656,0.017297446727752686,0.015389385633170605]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.33.mlp.gate_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	1.5130129187938772	1.5130129187938772	0.0	[0.5936828851699829,0.09725027531385422,0.05362243205308914,0.04704292118549347,0.03913119062781334,0.03793931379914284,0.0372580923140049,0.03190533071756363,0.030135778710246086,0.029834959656000137,0.029587116092443466,0.0269315168261528,0.026338627561926842,0.02548382431268692,0.024677293375134468,0.022802965715527534]	[0.5936828851699829,0.09725027531385422,0.05362243205308914,0.04704292118549347,0.03913119062781334,0.03793931379914284,0.0372580923140049,0.03190533071756363,0.030135778710246086,0.029834959656000137,0.029587116092443466,0.0269315168261528,0.026338627561926842,0.02548382431268692,0.024677293375134468,0.022802965715527534]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.33.mlp.up_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	1.9509952992684578	1.9509952992684578	0.0	[0.6792364716529846,0.10084159672260284,0.056079912930727005,0.04757721722126007,0.04087464138865471,0.03817715495824814,0.03326873481273651,0.03180192783474922,0.030924886465072632,0.02905943989753723,0.02848166413605213,0.027508024126291275,0.026326553896069527,0.02399333007633686,0.022284161299467087,0.02070300281047821]	[0.6792364716529846,0.10084159672260284,0.056079912930727005,0.04757721722126007,0.04087464138865471,0.03817715495824814,0.03326873481273651,0.03180192783474922,0.030924886465072632,0.02905943989753723,0.02848166413605213,0.027508024126291275,0.026326553896069527,0.02399333007633686,0.022284161299467087,0.02070300281047821]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.33.self_attn.k_proj	4096	1024	16	4	False	2.0	2.0	81920	20480	0.25	0.019162451364065265	0.01530622895488272	0.0	[0.04943949729204178,0.026228468865156174,0.021153204143047333,0.01571313850581646,0.012688443064689636,0.011819420382380486,0.010768947191536427,0.010157947428524494,0.009535914286971092,0.008610032498836517,0.008438213728368282,0.00768091157078743,0.0074583422392606735,0.006435076240450144,0.005717180669307709,0.0043836962431669235]	[0.04943949729204178,0.026228468865156174,0.021153204143047333,0.01571313850581646]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.33.self_attn.o_proj	4096	4096	16	12	False	2.0	2.0	131072	98304	0.75	0.13526953737206324	0.1326006264448526	0.0	[0.15447752177715302,0.05558639019727707,0.0427798256278038,0.03315955027937889,0.02706236205995083,0.022299496456980705,0.021573036909103394,0.02027430757880211,0.018087003380060196,0.017763840034604073,0.016578173264861107,0.015611657872796059,0.014628992415964603,0.013538077473640442,0.012232690118253231,0.010968229733407497]	[0.15447752177715302,0.05558639019727707,0.0427798256278038,0.03315955027937889,0.02706236205995083,0.022299496456980705,0.021573036909103394,0.02027430757880211,0.018087003380060196,0.017763840034604073,0.016578173264861107,0.015611657872796059]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.33.self_attn.q_proj	4096	4096	16	12	False	2.0	2.0	131072	98304	0.75	0.07574821603698789	0.07352671592253542	0.0	[0.10561387985944748,0.04994085803627968,0.03396355360746384,0.026790162548422813,0.023708734661340714,0.023047953844070435,0.019282856956124306,0.018830865621566772,0.01750447414815426,0.01614895835518837,0.01559777557849884,0.015226091258227825,0.012982289306819439,0.01230648998171091,0.011111200787127018,0.010579542256891727]	[0.10561387985944748,0.04994085803627968,0.03396355360746384,0.026790162548422813,0.023708734661340714,0.023047953844070435,0.019282856956124306,0.018830865621566772,0.01750447414815426,0.01614895835518837,0.01559777557849884,0.015226091258227825]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.33.self_attn.v_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.03733526386475596	0.03561926467686294	0.0	[0.08953844755887985,0.023850716650485992,0.017855696380138397,0.009914877824485302,0.009015246294438839,0.007180258631706238,0.006928650662302971,0.005494561046361923,0.005102845840156078,0.005067829973995686,0.0043546780943870544,0.004150923807173967,0.003051466541364789,0.0029491998720914125,0.0027182167395949364,0.002520824782550335]	[0.08953844755887985,0.023850716650485992,0.017855696380138397]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.34.mlp.down_proj	12288	4096	16	4	False	2.0	2.0	262144	65536	0.25	0.4039595590580117	0.3998796929316869	0.0	[0.314128577709198,0.02497289888560772,0.020050233229994774,0.016355499625205994,0.012902418151497841,0.012052097357809544,0.011097547598183155,0.010231034830212593,0.009233849123120308,0.009026424027979374,0.008025441318750381,0.007760182023048401,0.007558177690953016,0.007010541390627623,0.006733321584761143,0.006118141580373049]	[0.314128577709198,0.02497289888560772,0.020050233229994774,0.016355499625205994]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.34.mlp.gate_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	2.3905443488208196	2.3905443488208196	0.0	[0.7558478713035583,0.10712900757789612,0.06780654937028885,0.04690144583582878,0.03783261775970459,0.034175027161836624,0.027399761602282524,0.026641445234417915,0.02541917748749256,0.024799996986985207,0.0238962285220623,0.022120827808976173,0.02195727452635765,0.02034209854900837,0.020160270854830742,0.019296037033200264]	[0.7558478713035583,0.10712900757789612,0.06780654937028885,0.04690144583582878,0.03783261775970459,0.034175027161836624,0.027399761602282524,0.026641445234417915,0.02541917748749256,0.024799996986985207,0.0238962285220623,0.022120827808976173,0.02195727452635765,0.02034209854900837,0.020160270854830742,0.019296037033200264]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.34.mlp.up_proj	4096	12288	16	15	False	2.0	2.0	262144	245760	0.9375	1.7718848297894785	1.7710821868467288	1.119697147244965e-08	[0.6481451392173767,0.09174823015928268,0.06105569377541542,0.05559971556067467,0.03918332979083061,0.03660013899207115,0.02926046773791313,0.027732813730835915,0.02391071245074272,0.022689150646328926,0.021050477400422096,0.020233605057001114,0.019129158928990364,0.01850034110248089,0.017150670289993286,0.014165476895868778]	[0.6481451392173767,0.09174823015928268,0.06105569377541542,0.05559971556067467,0.03918332979083061,0.03660013899207115,0.02926046773791313,0.027732813730835915,0.02391071245074272,0.022689150646328926,0.021050477400422096,0.020233605057001114,0.019129158928990364,0.01850034110248089,0.017150670289993286]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.34.self_attn.k_proj	4096	1024	16	5	False	2.0	2.0	81920	25600	0.3125	0.04950141111038301	0.04604819672525193	0.0	[0.09748610109090805,0.030519582331180573,0.02113744430243969,0.018685806542634964,0.016766438260674477,0.012845227494835854,0.011599353514611721,0.010555488988757133,0.009427527897059917,0.008720275945961475,0.008210337720811367,0.007912332192063332,0.007059095893055201,0.006317068822681904,0.006238257512450218,0.005362106487154961]	[0.09748610109090805,0.030519582331180573,0.02113744430243969,0.018685806542634964,0.016766438260674477]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.34.self_attn.o_proj	4096	4096	16	8	False	2.0	2.0	131072	65536	0.5	0.15092846937730006	0.146806903397693	0.0	[0.17446568608283997,0.054165106266736984,0.03421692177653313,0.027230313047766685,0.022405069321393967,0.01960941217839718,0.01686960831284523,0.015690887346863747,0.014162914827466011,0.012916750274598598,0.012555066496133804,0.011409587226808071,0.010746912099421024,0.009485558606684208,0.009365824982523918,0.009053281508386135]	[0.17446568608283997,0.054165106266736984,0.03421692177653313,0.027230313047766685,0.022405069321393967,0.01960941217839718,0.01686960831284523,0.015690887346863747]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.34.self_attn.q_proj	4096	4096	16	8	False	2.0	2.0	131072	65536	0.5	0.17909169140772038	0.17476374931389754	0.0	[0.19917933642864227,0.03377094119787216,0.030470682308077812,0.02325780875980854,0.020119566470384598,0.01972273923456669,0.018347108736634254,0.01668127253651619,0.014260604046285152,0.013847650028765202,0.012153971008956432,0.011611665599048138,0.011276978999376297,0.010772058740258217,0.009219505824148655,0.008723915554583073]	[0.19917933642864227,0.03377094119787216,0.030470682308077812,0.02325780875980854,0.020119566470384598,0.01972273923456669,0.018347108736634254,0.01668127253651619]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.34.self_attn.v_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.044684012964105985	0.04238898373837158	1.809395473681071e-08	[0.09757363796234131,0.028757095336914062,0.015800651162862778,0.011748787015676498,0.009956246241927147,0.007915331050753593,0.00732916546985507,0.006975993514060974,0.006494332104921341,0.005433385260403156,0.005253982730209827,0.004689167253673077,0.003873529378324747,0.0037816655822098255,0.0035699878353625536,0.00286743207834661]	[0.09757363796234131,0.028757095336914062,0.015800651162862778]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.35.mlp.down_proj	12288	4096	16	4	False	2.0	2.0	262144	65536	0.25	0.18155604606100728	0.1779827393195204	0.0	[0.19307276606559753,0.06463902443647385,0.042359136044979095,0.03530002757906914,0.014603676274418831,0.013064626604318619,0.011046077124774456,0.009750409051775932,0.008082631044089794,0.007291659712791443,0.006923926994204521,0.006366925314068794,0.005253590643405914,0.004904541652649641,0.004299828317016363,0.0038948124274611473]	[0.19307276606559753,0.06463902443647385,0.042359136044979095,0.03530002757906914]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.35.mlp.gate_proj	4096	12288	16	12	False	2.0	2.0	262144	196608	0.75	2.527404434822744	2.5245828955942646	1.3185151523490552e-09	[0.7857725620269775,0.08644227683544159,0.04613440856337547,0.030340326949954033,0.02719699591398239,0.023794149979948997,0.02060377039015293,0.019489729776978493,0.01796082779765129,0.016578309237957,0.015676459297537804,0.01525228563696146,0.014187457971274853,0.013972080312669277,0.012635020539164543,0.012216303497552872]	[0.7857725620269775,0.08644227683544159,0.04613440856337547,0.030340326949954033,0.02719699591398239,0.023794149979948997,0.02060377039015293,0.019489729776978493,0.01796082779765129,0.016578309237957,0.015676459297537804,0.01525228563696146]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.35.mlp.up_proj	4096	12288	16	14	False	2.0	2.0	262144	229376	0.875	1.609679897655608	1.6081196263521937	1.3219456361429692e-08	[0.623997688293457,0.06461114436388016,0.04336299002170563,0.03662419319152832,0.03269294276833534,0.029448771849274635,0.025209084153175354,0.024688145145773888,0.023793300613760948,0.020332742482423782,0.01790156029164791,0.01708950474858284,0.016003407537937164,0.015207972377538681,0.014577346853911877,0.013325493782758713]	[0.623997688293457,0.06461114436388016,0.04336299002170563,0.03662419319152832,0.03269294276833534,0.029448771849274635,0.025209084153175354,0.024688145145773888,0.023793300613760948,0.020332742482423782,0.01790156029164791,0.01708950474858284,0.016003407537937164,0.015207972377538681]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.35.self_attn.k_proj	4096	1024	16	4	False	2.0	2.0	81920	20480	0.25	0.04902317787759876	0.044884554600315235	0.0	[0.09384272247552872,0.03468283638358116,0.028879819437861443,0.01943550817668438,0.013101642020046711,0.011763791553676128,0.01116163656115532,0.010280865244567394,0.00954904779791832,0.009137829765677452,0.008135396987199783,0.007713752333074808,0.007629082538187504,0.007482139393687248,0.006668614689260721,0.005942309740930796]	[0.09384272247552872,0.03468283638358116,0.028879819437861443,0.01943550817668438]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.35.self_attn.o_proj	4096	4096	16	3	False	2.0	2.0	131072	24576	0.1875	0.32989263021797005	0.3258990107910876	1.3051144067679891e-08	[0.2840566337108612,0.023489784449338913,0.015323562547564507,0.012569558806717396,0.011751798912882805,0.01013602688908577,0.009450885467231274,0.009003964252769947,0.00874811690300703,0.008320657536387444,0.007877755910158157,0.007338002789765596,0.006944882683455944,0.006696498487144709,0.006263457238674164,0.005933213513344526]	[0.2840566337108612,0.023489784449338913,0.015323562547564507]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.35.self_attn.q_proj	4096	4096	16	9	False	2.0	2.0	131072	73728	0.5625	0.27474989719218795	0.2703559875562153	0.0	[0.25167590379714966,0.035775382071733475,0.029544709250330925,0.022183328866958618,0.02086557261645794,0.018173571676015854,0.017297174781560898,0.016678696498274803,0.016135254874825478,0.014549189247190952,0.014351972378790379,0.013034746050834656,0.012611232697963715,0.012107910588383675,0.010590329766273499,0.009649612009525299]	[0.25167590379714966,0.035775382071733475,0.029544709250330925,0.022183328866958618,0.02086557261645794,0.018173571676015854,0.017297174781560898,0.016678696498274803,0.016135254874825478]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.35.self_attn.v_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.06673223481446537	0.06378064129172484	0.0	[0.12402980774641037,0.023701626807451248,0.014954025857150555,0.009795245714485645,0.009450998157262802,0.00898650661110878,0.007115321699529886,0.006761220283806324,0.006142775993794203,0.005455027334392071,0.004458157811313868,0.004216516390442848,0.004109697882086039,0.003656595479696989,0.00318919843994081,0.0025162645615637302]	[0.12402980774641037,0.023701626807451248]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.4.mlp.down_proj	12288	4096	16	5	False	2.0	2.0	262144	81920	0.3125	0.13495471948490326	0.1299127219145667	0.0	[0.17021444439888,0.04441092535853386,0.028615321964025497,0.021515952423214912,0.015846773982048035,0.014168614521622658,0.012409982271492481,0.01178122591227293,0.011563900858163834,0.011086085811257362,0.010421283543109894,0.009539683349430561,0.009269874542951584,0.00893179140985012,0.008861866779625416,0.00815296545624733]	[0.17021444439888,0.04441092535853386,0.028615321964025497,0.021515952423214912,0.015846773982048035]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.4.mlp.gate_proj	4096	12288	16	11	False	2.0	2.0	262144	180224	0.6875	0.28746824894406103	0.2845915763907703	0.0	[0.24950885772705078,0.05116502195596695,0.04392299801111221,0.03181442990899086,0.028003182262182236,0.02437903918325901,0.023562148213386536,0.020457632839679718,0.01994798704981804,0.01749107986688614,0.016670675948262215,0.014565188437700272,0.013511200435459614,0.012123419903218746,0.010624649934470654,0.008038058876991272]	[0.24950885772705078,0.05116502195596695,0.04392299801111221,0.03181442990899086,0.028003182262182236,0.02437903918325901,0.023562148213386536,0.020457632839679718,0.01994798704981804,0.01749107986688614,0.016670675948262215]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.4.mlp.up_proj	4096	12288	16	10	False	2.0	2.0	262144	163840	0.625	0.2211749943330534	0.2185496053274027	0.0	[0.2150488942861557,0.06245825067162514,0.03577582165598869,0.029466494917869568,0.024588588625192642,0.023722780868411064,0.018844876438379288,0.0181393101811409,0.016162706539034843,0.015145677141845226,0.012970485724508762,0.012502774596214294,0.011301914229989052,0.009527094662189484,0.00847718771547079,0.006436836905777454]	[0.2150488942861557,0.06245825067162514,0.03577582165598869,0.029466494917869568,0.024588588625192642,0.023722780868411064,0.018844876438379288,0.0181393101811409,0.016162706539034843,0.015145677141845226]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.4.self_attn.k_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.020334775800510317	0.016031251797379423	0.0	[0.056354593485593796,0.02418133243918419,0.015723736956715584,0.013234974816441536,0.011504015885293484,0.01137335505336523,0.009911584667861462,0.009145541116595268,0.00900242943316698,0.00844532996416092,0.00817484688013792,0.007516462821513414,0.007218849845230579,0.007183142937719822,0.006332005374133587,0.00613548094406724]	[0.056354593485593796,0.02418133243918419,0.015723736956715584]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.4.self_attn.o_proj	4096	4096	16	7	False	2.0	2.0	131072	57344	0.4375	0.0873567701044182	0.0824075866037238	1.2977064916968469e-08	[0.1244046688079834,0.05457201227545738,0.028266917914152145,0.02146766521036625,0.01821364462375641,0.01731875352561474,0.015991095453500748,0.013998742215335369,0.012799082323908806,0.012531641870737076,0.011895204894244671,0.011468132957816124,0.01097913645207882,0.010725567117333412,0.01041329838335514,0.01017067115753889]	[0.1244046688079834,0.05457201227545738,0.028266917914152145,0.02146766521036625,0.01821364462375641,0.01731875352561474,0.015991095453500748]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.4.self_attn.q_proj	4096	4096	16	6	False	2.0	2.0	131072	49152	0.375	0.10240199576438579	0.09689625398880743	1.7826282773799072e-08	[0.14781026542186737,0.03405192866921425,0.02016439288854599,0.01750769093632698,0.016041090711951256,0.01569128781557083,0.013827365823090076,0.013480459339916706,0.013295566663146019,0.01255714986473322,0.01204442698508501,0.011581896804273129,0.010686423629522324,0.010262575931847095,0.009629445150494576,0.008809519000351429]	[0.14781026542186737,0.03405192866921425,0.02016439288854599,0.01750769093632698,0.016041090711951256,0.01569128781557083]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.4.self_attn.v_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.05378729991053601	0.05118200482915859	0.0	[0.11139453202486038,0.019666200503706932,0.01450454629957676,0.01019709650427103,0.009566710330545902,0.0069707781076431274,0.006317921914160252,0.005414710380136967,0.005155615508556366,0.004891586489975452,0.00420276029035449,0.003799684578552842,0.0036598853766918182,0.00335887772962451,0.003288761479780078,0.003083934308961034]	[0.11139453202486038,0.019666200503706932]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.5.mlp.down_proj	12288	4096	16	5	False	2.0	2.0	262144	81920	0.3125	0.07682078472069624	0.07137619511886997	9.859804885431597e-09	[0.12143822759389877,0.03854238986968994,0.0319661870598793,0.01788673736155033,0.01641698367893696,0.014247631654143333,0.012872974388301373,0.012339419685304165,0.011704917065799236,0.011395732872188091,0.010789410211145878,0.010298551991581917,0.01004822552204132,0.009517449885606766,0.009144498966634274,0.008698720484972]	[0.12143822759389877,0.03854238986968994,0.0319661870598793,0.01788673736155033,0.01641698367893696]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.5.mlp.gate_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	0.20543483423325704	0.20543483423325704	0.0	[0.1892082393169403,0.0761319175362587,0.03857072442770004,0.03569253161549568,0.031049223616719246,0.028328239917755127,0.027490636333823204,0.0269748717546463,0.02561325393617153,0.02423585020005703,0.023370206356048584,0.02232973650097847,0.021766701713204384,0.018988635390996933,0.018647294491529465,0.01676376909017563]	[0.1892082393169403,0.0761319175362587,0.03857072442770004,0.03569253161549568,0.031049223616719246,0.028328239917755127,0.027490636333823204,0.0269748717546463,0.02561325393617153,0.02423585020005703,0.023370206356048584,0.02232973650097847,0.021766701713204384,0.018988635390996933,0.018647294491529465,0.01676376909017563]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.5.mlp.up_proj	4096	12288	16	14	False	2.0	2.0	262144	229376	0.875	0.16874017735945473	0.16791069989182558	0.0	[0.16091908514499664,0.09186811000108719,0.03843612223863602,0.03347576782107353,0.029511142522096634,0.02679673582315445,0.024979963898658752,0.023257577791810036,0.022754520177841187,0.020227523520588875,0.019767755642533302,0.019067848101258278,0.017801830545067787,0.01711583137512207,0.011336618103086948,0.00887977797538042]	[0.16091908514499664,0.09186811000108719,0.03843612223863602,0.03347576782107353,0.029511142522096634,0.02679673582315445,0.024979963898658752,0.023257577791810036,0.022754520177841187,0.020227523520588875,0.019767755642533302,0.019067848101258278,0.017801830545067787,0.01711583137512207]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.5.self_attn.k_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.009924002777819383	0.006318594566298769	9.262534756690134e-09	[0.029580961912870407,0.01931964047253132,0.018203483894467354,0.012635312974452972,0.010496350936591625,0.01022389717400074,0.0090620256960392,0.008610529825091362,0.008028926327824593,0.007611068431288004,0.007390358950942755,0.006953723728656769,0.006648540031164885,0.0062160799279809,0.005812021903693676,0.005362079478800297]	[0.029580961912870407,0.01931964047253132,0.018203483894467354]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.5.self_attn.o_proj	4096	4096	16	8	False	2.0	2.0	131072	65536	0.5	0.09014421203760735	0.08545372321658105	2.3736941372212924e-17	[0.10964056104421616,0.0815635547041893,0.028739919885993004,0.022629916667938232,0.020523525774478912,0.019268648698925972,0.01775306649506092,0.015620540827512741,0.014415987767279148,0.01398414745926857,0.01324216928333044,0.012140615843236446,0.011165577918291092,0.010782006196677685,0.010430751368403435,0.009837334975600243]	[0.10964056104421616,0.0815635547041893,0.028739919885993004,0.022629916667938232,0.020523525774478912,0.019268648698925972,0.01775306649506092,0.015620540827512741]
Qwen3-8B	magicoder	42	para_e99	0.99	base_model.model.model.layers.5.self_attn.q_proj	4096	4096	16	7	False	2.0	2.0	131072	57344	0.4375	0.044406853917466786	0.03970153131616007	9.34816685662812e-09	[0.07721372693777084,0.04751675948500633,0.022379886358976364,0.019730083644390106,0.01740046590566635,0.016732128337025642,0.015254668891429901,0.014966790564358234,0.013657931238412857,0.012887764722108841,0.011959095485508442,0.011110544204711914,0.009862137027084827,0.009625563398003578,0.009022293612360954,0.007868488319218159]	[0.07721372693777084,0.04751675948500633,0.022379886358976364,0.019730083644390106,0.01740046590566635,0.016732128337025642,0.015254668891429901]
