base	task	seed	method	epsilon	module	input_dim	output_dim	source_rank	retained_rank	zero_rank	scaling_before	scaling_after	parameters_before	parameters_after	parameter_ratio	energy_before	energy_after	saved_factor_relative_error	sigma_before	sigma_retained
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.7.mlp.down_proj	12288	4096	16	3	False	2.0	2.0	262144	49152	0.1875	3.6979103920520764	3.300416711674707	0.0	[0.8288735151290894,0.2870844900608063,0.23591390252113342,0.13279809057712555,0.11379702389240265,0.09678404778242111,0.09544410556554794,0.08583632111549377,0.08436689525842667,0.08310426771640778,0.07871934771537781,0.07204096019268036,0.06995581090450287,0.06721311807632446,0.06622543185949326,0.06112091988325119]	[0.8288735151290894,0.2870844900608063,0.23591390252113342]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.7.mlp.gate_proj	4096	12288	16	5	False	2.0	2.0	262144	81920	0.3125	27.156387756328513	26.54508900584694	0.0	[2.5284461975097656,0.36628273129463196,0.22521346807479858,0.1755407452583313,0.1659318506717682,0.15646442770957947,0.1407836675643921,0.13135971128940582,0.12711842358112335,0.12067005783319473,0.11207312345504761,0.10908038914203644,0.10352728515863419,0.0970657616853714,0.0947863757610321,0.0834551677107811]	[2.5284461975097656,0.36628273129463196,0.22521346807479858,0.1755407452583313,0.1659318506717682]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.7.mlp.up_proj	4096	12288	16	4	False	2.0	2.0	262144	65536	0.25	6.004815256759963	5.483129176660481	0.0	[1.0717428922653198,0.389200359582901,0.1959981471300125,0.17960309982299805,0.15548650920391083,0.14696481823921204,0.13420581817626953,0.11503441631793976,0.11151839792728424,0.10627829283475876,0.0865597128868103,0.08504319936037064,0.07099923491477966,0.060576386749744415,0.05692121386528015,0.0547349639236927]	[1.0717428922653198,0.389200359582901,0.1959981471300125,0.17960309982299805]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.7.self_attn.k_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.7342599384441982	0.5408711397230697	0.0	[0.3089812695980072,0.1993699073791504,0.12444579601287842,0.08888105303049088,0.06514175236225128,0.06220061331987381,0.05610499903559685,0.05446096882224083,0.047292500734329224,0.04186517372727394,0.038922619074583054,0.037092678248882294,0.03707743063569069,0.03204122558236122,0.027677325531840324,0.02620971016585827]	[0.3089812695980072,0.1993699073791504]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.7.self_attn.o_proj	4096	4096	16	5	False	2.0	2.0	131072	40960	0.3125	2.4491444198213106	1.9400289421044326	0.0	[0.5280916094779968,0.2884272038936615,0.24472962319850922,0.18916775286197662,0.16510362923145294,0.14831463992595673,0.1323348879814148,0.12427070736885071,0.11874467134475708,0.10528109222650528,0.1031302958726883,0.09454423934221268,0.08980029821395874,0.08284487575292587,0.08041601628065109,0.0785679742693901]	[0.5280916094779968,0.2884272038936615,0.24472962319850922,0.18916775286197662,0.16510362923145294]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.7.self_attn.q_proj	4096	4096	16	5	False	2.0	2.0	131072	40960	0.3125	3.1959173326786408	2.836528152675048	0.0	[0.7344814538955688,0.26030251383781433,0.21283641457557678,0.17444631457328796,0.16180475056171417,0.13376007974147797,0.12350109964609146,0.10897557437419891,0.10306107997894287,0.08701547235250473,0.08130553364753723,0.07536573708057404,0.06911950558423996,0.06056208536028862,0.05870005488395691,0.04952279478311539]	[0.7344814538955688,0.26030251383781433,0.21283641457557678,0.17444631457328796,0.16180475056171417]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.7.self_attn.v_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.49040047633509154	0.34632629248952984	0.0	[0.2349875569343567,0.17709438502788544,0.13379569351673126,0.08488928526639938,0.04975172132253647,0.03859798610210419,0.03373836725950241,0.03336261212825775,0.030539996922016144,0.029023250564932823,0.02614254131913185,0.024898191913962364,0.021471766754984856,0.021044377237558365,0.01996908150613308,0.017709553241729736]	[0.2349875569343567,0.17709438502788544]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.8.mlp.down_proj	12288	4096	16	3	False	2.0	2.0	262144	49152	0.1875	4.124887370860194	3.646614266701377	0.0	[0.8548914790153503,0.34257757663726807,0.2519022226333618,0.15414313971996307,0.11300670355558395,0.10923580825328827,0.10661671310663223,0.0944112166762352,0.08928421884775162,0.08696263283491135,0.08392702043056488,0.08371813595294952,0.07958663254976273,0.07488232105970383,0.07208483666181564,0.06403382122516632]	[0.8548914790153503,0.34257757663726807,0.2519022226333618]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.8.mlp.gate_proj	4096	12288	16	10	False	2.0	2.0	262144	163840	0.625	20.422510819740605	20.05492322833498	1.3503297021094924e-08	[2.0980420112609863,0.4340861439704895,0.3045872151851654,0.26964542269706726,0.23985248804092407,0.23363135755062103,0.21329423785209656,0.19751331210136414,0.18592433631420135,0.16386303305625916,0.1534688025712967,0.1466628760099411,0.1262940913438797,0.10663305968046188,0.10602454096078873,0.09095171838998795]	[2.0980420112609863,0.4340861439704895,0.3045872151851654,0.26964542269706726,0.23985248804092407,0.23363135755062103,0.21329423785209656,0.19751331210136414,0.18592433631420135,0.16386303305625916]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.8.mlp.up_proj	4096	12288	16	14	False	2.0	2.0	262144	229376	0.875	6.969416739700421	6.804597485901133	0.0	[0.8587773442268372,0.5931748151779175,0.3372702896595001,0.30361494421958923,0.24797944724559784,0.23303356766700745,0.22638948261737823,0.20243732631206512,0.19413353502750397,0.19085346162319183,0.18986405432224274,0.1772439032793045,0.17011094093322754,0.16527345776557922,0.14840352535247803,0.13849623501300812]	[0.8587773442268372,0.5931748151779175,0.3372702896595001,0.30361494421958923,0.24797944724559784,0.23303356766700745,0.22638948261737823,0.20243732631206512,0.19413353502750397,0.19085346162319183,0.18986405432224274,0.1772439032793045,0.17011094093322754,0.16527345776557922]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.8.self_attn.k_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	1.2870770864526282	1.1203079218545193	0.0	[0.5039181709289551,0.1616893857717514,0.10134773701429367,0.08675359189510345,0.07486433535814285,0.06042657792568207,0.05542396008968353,0.05085281282663345,0.04556502029299736,0.037428662180900574,0.0359688475728035,0.0346105732023716,0.02976670116186142,0.029161008074879646,0.026075363159179688,0.024409150704741478]	[0.5039181709289551,0.1616893857717514]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.8.self_attn.o_proj	4096	4096	16	4	False	2.0	2.0	131072	32768	0.25	2.9117106699163235	2.4404050996543143	0.0	[0.6659315228462219,0.30524587631225586,0.21534943580627441,0.1645784229040146,0.1381155103445053,0.12719868123531342,0.11637382954359055,0.10604307800531387,0.09934443235397339,0.09744635224342346,0.09134331345558167,0.08364596217870712,0.08210153877735138,0.07951842993497849,0.07397341728210449,0.06739232689142227]	[0.6659315228462219,0.30524587631225586,0.21534943580627441,0.1645784229040146]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.8.self_attn.q_proj	4096	4096	16	6	False	2.0	2.0	131072	49152	0.375	3.8435730900108016	3.45075869477912	0.0	[0.6722959280014038,0.4746069610118866,0.26850399374961853,0.23801769316196442,0.17557507753372192,0.160880908370018,0.15196619927883148,0.125448539853096,0.10577172040939331,0.09707560390233994,0.09133628755807877,0.08828973025083542,0.08402621746063232,0.0802728459239006,0.07378542423248291,0.06062499061226845]	[0.6722959280014038,0.4746069610118866,0.26850399374961853,0.23801769316196442,0.17557507753372192,0.160880908370018]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.8.self_attn.v_proj	4096	1024	16	1	False	2.0	2.0	81920	5120	0.0625	0.43973181019642416	0.2663294838521466	0.0	[0.2580356001853943,0.1503196358680725,0.08221190422773361,0.05296684801578522,0.0466754250228405,0.042009707540273666,0.036075856536626816,0.032989419996738434,0.03191940486431122,0.02937380224466324,0.02774120308458805,0.026545679196715355,0.021629847586154938,0.02031591162085533,0.018104618415236473,0.017112700268626213]	[0.2580356001853943]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.9.mlp.down_proj	12288	4096	16	3	False	2.0	2.0	262144	49152	0.1875	4.556993579022265	4.041288902285985	0.0	[0.9428786635398865,0.30686813592910767,0.16472400724887848,0.14095845818519592,0.12627999484539032,0.12365914136171341,0.113104909658432,0.1061500683426857,0.09676781296730042,0.09298592805862427,0.08617641031742096,0.08319979161024094,0.07810496538877487,0.07416793704032898,0.07086194306612015,0.06911186128854752]	[0.9428786635398865,0.30686813592910767,0.16472400724887848]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.9.mlp.gate_proj	4096	12288	16	11	False	2.0	2.0	262144	180224	0.6875	16.32370833258869	15.973298905449898	0.0	[1.659284234046936,0.8617299795150757,0.32186704874038696,0.2797051966190338,0.2516550123691559,0.24040819704532623,0.21940568089485168,0.21431373059749603,0.2046632468700409,0.1821664422750473,0.159440815448761,0.1474958211183548,0.1414363831281662,0.13939975202083588,0.11799930036067963,0.11174508184194565]	[1.659284234046936,0.8617299795150757,0.32186704874038696,0.2797051966190338,0.2516550123691559,0.24040819704532623,0.21940568089485168,0.21431373059749603,0.2046632468700409,0.1821664422750473,0.159440815448761]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.9.mlp.up_proj	4096	12288	16	10	False	2.0	2.0	262144	163840	0.625	7.260120155424024	6.79911330100268	6.851689745918363e-09	[1.005867838859558,0.5086458921432495,0.3124576807022095,0.28304916620254517,0.2506556510925293,0.21840117871761322,0.20874358713626862,0.19774115085601807,0.17491839826107025,0.16655844449996948,0.14991867542266846,0.14947256445884705,0.14536620676517487,0.13723520934581757,0.12990108132362366,0.11659729480743408]	[1.005867838859558,0.5086458921432495,0.3124576807022095,0.28304916620254517,0.2506556510925293,0.21840117871761322,0.20874358713626862,0.19774115085601807,0.17491839826107025,0.16655844449996948]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.9.self_attn.k_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	1.6877868525356252	1.5170412824604762	0.0	[0.5942643284797668,0.16158659756183624,0.10137136280536652,0.09805460274219513,0.07311687618494034,0.059189893305301666,0.05216218903660774,0.04944084212183952,0.04656120017170906,0.0382811576128006,0.03640427440404892,0.034872498363256454,0.030172007158398628,0.026832403615117073,0.024520359933376312,0.019349202513694763]	[0.5942643284797668,0.16158659756183624]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.9.self_attn.o_proj	4096	4096	16	4	False	2.0	2.0	131072	32768	0.25	2.417883544766519	1.901143188691794	0.0	[0.5094438195228577,0.37097352743148804,0.20628565549850464,0.1886204183101654,0.14709456264972687,0.132681205868721,0.12678541243076324,0.1125762015581131,0.09935684502124786,0.09802158176898956,0.09564975649118423,0.0878085121512413,0.08662769943475723,0.08019015938043594,0.07704154402017593,0.07061579823493958]	[0.5094438195228577,0.37097352743148804,0.20628565549850464,0.1886204183101654]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.9.self_attn.q_proj	4096	4096	16	4	False	2.0	2.0	131072	32768	0.25	4.910358291786455	4.494933174128958	0.0	[0.992875874042511,0.2416650801897049,0.20480957627296448,0.19386030733585358,0.15137910842895508,0.1267813891172409,0.11302557587623596,0.10211009532213211,0.09562252461910248,0.08537076413631439,0.07935166358947754,0.0738227441906929,0.067522332072258,0.061990827322006226,0.05116274952888489,0.049676939845085144]	[0.992875874042511,0.2416650801897049,0.20480957627296448,0.19386030733585358]
Qwen3-8B	metamath	44	para_e95	0.95	base_model.model.model.layers.9.self_attn.v_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.5411066625259489	0.46182677440250064	0.0	[0.2725977599620819,0.20284761488437653,0.08167681843042374,0.05135273560881615,0.04502594470977783,0.03907393664121628,0.0362776517868042,0.033717114478349686,0.03118756040930748,0.028770187869668007,0.025064591318368912,0.022863561287522316,0.021843871101737022,0.02055221237242222,0.019005639478564262,0.017106126993894577]	[0.2725977599620819,0.20284761488437653]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.0.mlp.down_proj	12288	4096	16	12	False	2.0	2.0	262144	196608	0.75	7.385858986894886	7.300492558967059	0.0	[1.1887664794921875,0.4170842170715332,0.27893638610839844,0.20721063017845154,0.1786855161190033,0.13276606798171997,0.12121458351612091,0.11753541231155396,0.10959134250879288,0.10344225913286209,0.09381286799907684,0.08764754235744476,0.08144166320562363,0.07760822027921677,0.07111234962940216,0.06024002283811569]	[1.1887664794921875,0.4170842170715332,0.27893638610839844,0.20721063017845154,0.1786855161190033,0.13276606798171997,0.12121458351612091,0.11753541231155396,0.10959134250879288,0.10344225913286209,0.09381286799907684,0.08764754235744476]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.0.mlp.gate_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	16.75443295451227	16.75443295451227	0.0	[1.6778751611709595,0.5507548451423645,0.4675459563732147,0.4057295024394989,0.3366357088088989,0.3175525963306427,0.27832403779029846,0.25920364260673523,0.23246875405311584,0.2233864814043045,0.22007247805595398,0.20836275815963745,0.20189730823040009,0.18303176760673523,0.1763402819633484,0.1638089120388031]	[1.6778751611709595,0.5507548451423645,0.4675459563732147,0.4057295024394989,0.3366357088088989,0.3175525963306427,0.27832403779029846,0.25920364260673523,0.23246875405311584,0.2233864814043045,0.22007247805595398,0.20836275815963745,0.20189730823040009,0.18303176760673523,0.1763402819633484,0.1638089120388031]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.0.mlp.up_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	13.240407583046622	13.240407583046622	0.0	[1.3670566082000732,0.6206774711608887,0.5018437504768372,0.3478563129901886,0.3250456750392914,0.2887226343154907,0.27766215801239014,0.2632647752761841,0.2447292059659958,0.23451995849609375,0.22070689499378204,0.21503734588623047,0.19856150448322296,0.1902969926595688,0.18262404203414917,0.17003124952316284]	[1.3670566082000732,0.6206774711608887,0.5018437504768372,0.3478563129901886,0.3250456750392914,0.2887226343154907,0.27766215801239014,0.2632647752761841,0.2447292059659958,0.23451995849609375,0.22070689499378204,0.21503734588623047,0.19856150448322296,0.1902969926595688,0.18262404203414917,0.17003124952316284]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.0.self_attn.k_proj	4096	1024	16	7	False	2.0	2.0	81920	35840	0.4375	1.1431714377049744	0.992509445163797	0.0	[0.3671122193336487,0.18194478750228882,0.16748057305812836,0.14489471912384033,0.109344981610775,0.10600465536117554,0.08952396363019943,0.08441818505525589,0.07668623328208923,0.0708746388554573,0.06786677986383438,0.06373760849237442,0.057540249079465866,0.05364126339554787,0.05171725153923035,0.04586669057607651]	[0.3671122193336487,0.18194478750228882,0.16748057305812836,0.14489471912384033,0.109344981610775,0.10600465536117554,0.08952396363019943]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.0.self_attn.o_proj	4096	4096	16	6	False	2.0	2.0	131072	49152	0.375	2.052665188228318	1.8633411546000844	0.0	[0.5957056283950806,0.2021932601928711,0.16543084383010864,0.13586744666099548,0.12118006497621536,0.09785725921392441,0.08563781529664993,0.08180762827396393,0.0794404074549675,0.07182541489601135,0.0690409392118454,0.06306598335504532,0.06277666985988617,0.060047365725040436,0.05416756495833397,0.05109134316444397]	[0.5957056283950806,0.2021932601928711,0.16543084383010864,0.13586744666099548,0.12118006497621536,0.09785725921392441]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.0.self_attn.q_proj	4096	4096	16	13	False	2.0	2.0	131072	106496	0.8125	3.800136301844981	3.7322699606213017	1.0908082506811294e-08	[0.682366132736206,0.523129940032959,0.19765453040599823,0.17561446130275726,0.15035387873649597,0.14768065512180328,0.1271502822637558,0.11310704052448273,0.1082209050655365,0.10535096377134323,0.10365363210439682,0.0950390174984932,0.08892650157213211,0.0794752687215805,0.07520902901887894,0.0706673115491867]	[0.682366132736206,0.523129940032959,0.19765453040599823,0.17561446130275726,0.15035387873649597,0.14768065512180328,0.1271502822637558,0.11310704052448273,0.1082209050655365,0.10535096377134323,0.10365363210439682,0.0950390174984932,0.08892650157213211]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.0.self_attn.v_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.42607277993448667	0.3220428829207249	0.0	[0.2363535612821579,0.12572811543941498,0.09402210265398026,0.0663108229637146,0.059727851301431656,0.05623649060726166,0.049207210540771484,0.045158375054597855,0.04367620497941971,0.042794279754161835,0.03964030370116234,0.034348733723163605,0.033802151679992676,0.03216615691781044,0.03049142099916935,0.02868165262043476]	[0.2363535612821579,0.12572811543941498,0.09402210265398026]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.1.mlp.down_proj	12288	4096	16	5	False	2.0	2.0	262144	81920	0.3125	3.4801871920905243	3.3183248501444735	0.0	[0.7955119609832764,0.3922216296195984,0.13751424849033356,0.12126988917589188,0.09637204557657242,0.07892482727766037,0.07649273425340652,0.0724693015217781,0.06561460345983505,0.06238240376114845,0.057244863361120224,0.05265730619430542,0.05144454911351204,0.05003931745886803,0.045851074159145355,0.04042420536279678]	[0.7955119609832764,0.3922216296195984,0.13751424849033356,0.12126988917589188,0.09637204557657242]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.1.mlp.gate_proj	4096	12288	16	3	False	2.0	2.0	262144	49152	0.1875	23.097235322472585	22.989494755877626	1.2431264297536134e-08	[2.3842527866363525,0.22144050896167755,0.11694630980491638,0.08140484988689423,0.07425805181264877,0.05414959043264389,0.04912959039211273,0.042559366673231125,0.04052911698818207,0.038629595190286636,0.03320958837866783,0.03170357644557953,0.026990633457899094,0.02593027800321579,0.023477304726839066,0.021024590358138084]	[2.3842527866363525,0.22144050896167755,0.11694630980491638]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.1.mlp.up_proj	4096	12288	16	4	False	2.0	2.0	262144	65536	0.25	4.790045510516784	4.632060345291021	0.0	[1.0397106409072876,0.2037716656923294,0.16114437580108643,0.09760362654924393,0.08640538901090622,0.08060482889413834,0.07210753113031387,0.06826193630695343,0.0620754137635231,0.05775812268257141,0.04852604120969772,0.04417717829346657,0.04055861383676529,0.03372585400938988,0.028658447787165642,0.02397029660642147]	[1.0397106409072876,0.2037716656923294,0.16114437580108643,0.09760362654924393]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.1.self_attn.k_proj	4096	1024	16	5	False	2.0	2.0	81920	25600	0.3125	0.7856045552321553	0.6688589699259302	0.0	[0.26610976457595825,0.20568256080150604,0.17471764981746674,0.11884956806898117,0.0971778929233551,0.07536070048809052,0.0700148269534111,0.06252094358205795,0.05459141731262207,0.052118346095085144,0.04800289496779442,0.043963219970464706,0.036361049860715866,0.03584891930222511,0.03341257572174072,0.032232873141765594]	[0.26610976457595825,0.20568256080150604,0.17471764981746674,0.11884956806898117,0.0971778929233551]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.1.self_attn.o_proj	4096	4096	16	6	False	2.0	2.0	131072	49152	0.375	3.2177783162948224	3.038161742977036	7.77970278342432e-09	[0.7835561037063599,0.31744661927223206,0.12507203221321106,0.1101282387971878,0.09717357158660889,0.08714336901903152,0.08231388032436371,0.07726205885410309,0.07109683007001877,0.07004561275243759,0.06734557449817657,0.06384850293397903,0.06266779452562332,0.06111757457256317,0.05721670389175415,0.051474034786224365]	[0.7835561037063599,0.31744661927223206,0.12507203221321106,0.1101282387971878,0.09717357158660889,0.08714336901903152]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.1.self_attn.q_proj	4096	4096	16	8	False	2.0	2.0	131072	65536	0.5	4.913839075793908	4.814095488039801	0.0	[0.9881617426872253,0.3399236798286438,0.18687017261981964,0.1589721441268921,0.14312520623207092,0.10878337174654007,0.10137543827295303,0.09340184181928635,0.06923776865005493,0.061951085925102234,0.06036800518631935,0.05824228748679161,0.054543301463127136,0.052956148982048035,0.046261977404356,0.03671696037054062]	[0.9881617426872253,0.3399236798286438,0.18687017261981964,0.1589721441268921,0.14312520623207092,0.10878337174654007,0.10137543827295303,0.09340184181928635]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.1.self_attn.v_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.693856284059688	0.6574600084818556	0.0	[0.38042792677879333,0.1401413381099701,0.05470672622323036,0.04003986343741417,0.029835686087608337,0.026577431708574295,0.024023476988077164,0.021055681630969048,0.018675290048122406,0.018008936196565628,0.017257381230592728,0.016432346776127815,0.01474948599934578,0.013543181121349335,0.01181307714432478,0.010228087194263935]	[0.38042792677879333,0.1401413381099701]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.10.mlp.down_proj	12288	4096	16	7	False	2.0	2.0	262144	114688	0.4375	4.861359932064363	4.68202939274458	1.6868575817503907e-08	[0.9740111231803894,0.3616637587547302,0.19836893677711487,0.13211984932422638,0.11785734444856644,0.10494987666606903,0.09642761945724487,0.08650989085435867,0.08486577123403549,0.08083619177341461,0.07513803243637085,0.07293424010276794,0.06395154446363449,0.05630684643983841,0.05457059293985367,0.04907796531915665]	[0.9740111231803894,0.3616637587547302,0.19836893677711487,0.13211984932422638,0.11785734444856644,0.10494987666606903,0.09642761945724487]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.10.mlp.gate_proj	4096	12288	16	15	False	2.0	2.0	262144	245760	0.9375	25.7410758831565	25.713145879057425	0.0	[2.379146099090576,0.5775308012962341,0.32589995861053467,0.23606634140014648,0.2162782996892929,0.20894552767276764,0.18723557889461517,0.1735219657421112,0.15990246832370758,0.13892285525798798,0.13705796003341675,0.12695595622062683,0.11768924444913864,0.108899787068367,0.10671377927064896,0.08356136083602905]	[2.379146099090576,0.5775308012962341,0.32589995861053467,0.23606634140014648,0.2162782996892929,0.20894552767276764,0.18723557889461517,0.1735219657421112,0.15990246832370758,0.13892285525798798,0.13705796003341675,0.12695595622062683,0.11768924444913864,0.108899787068367,0.10671377927064896]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.10.mlp.up_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	7.77810000757565	7.77810000757565	0.0	[1.0611759424209595,0.517378568649292,0.3319079279899597,0.28385913372039795,0.2414035201072693,0.22609005868434906,0.2204233855009079,0.19773101806640625,0.1803673356771469,0.1774226725101471,0.1621258705854416,0.1393231451511383,0.12556685507297516,0.12381021678447723,0.11956389248371124,0.08852294832468033]	[1.0611759424209595,0.517378568649292,0.3319079279899597,0.28385913372039795,0.2414035201072693,0.22609005868434906,0.2204233855009079,0.19773101806640625,0.1803673356771469,0.1774226725101471,0.1621258705854416,0.1393231451511383,0.12556685507297516,0.12381021678447723,0.11956389248371124,0.08852294832468033]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.10.self_attn.k_proj	4096	1024	16	3	False	2.0	2.0	81920	15360	0.1875	0.79842395065997	0.7020758751077063	8.891981473530522e-09	[0.3553048074245453,0.1927584707736969,0.11009829491376877,0.07342371344566345,0.062226731330156326,0.05340541526675224,0.04667791724205017,0.04332158714532852,0.04276628792285919,0.03735823184251785,0.034513283520936966,0.03228160738945007,0.029135141521692276,0.025966787710785866,0.022020559757947922,0.021217621862888336]	[0.3553048074245453,0.1927584707736969,0.11009829491376877]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.10.self_attn.o_proj	4096	4096	16	9	False	2.0	2.0	131072	73728	0.5625	1.9057329111019758	1.7565983218387544	0.0	[0.4696851670742035,0.26631098985671997,0.23269306123256683,0.19136562943458557,0.1277889758348465,0.11171436309814453,0.1017313078045845,0.09661422669887543,0.09145122766494751,0.08589091897010803,0.08379298448562622,0.07837454974651337,0.06981566548347473,0.06786797195672989,0.06107057258486748,0.05943617969751358]	[0.4696851670742035,0.26631098985671997,0.23269306123256683,0.19136562943458557,0.1277889758348465,0.11171436309814453,0.1017313078045845,0.09661422669887543,0.09145122766494751]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.10.self_attn.q_proj	4096	4096	16	7	False	2.0	2.0	131072	57344	0.4375	4.372025821149733	4.224812724486385	1.4499295128828243e-08	[0.9537215828895569,0.20137827098369598,0.19984790682792664,0.1645555943250656,0.1387706696987152,0.11014930158853531,0.0875055342912674,0.0800318643450737,0.07785849273204803,0.0733916163444519,0.0707872211933136,0.06219584867358208,0.05529250204563141,0.052249372005462646,0.04957938939332962,0.042724382132291794]	[0.9537215828895569,0.20137827098369598,0.19984790682792664,0.1645555943250656,0.1387706696987152,0.11014930158853531,0.0875055342912674]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.10.self_attn.v_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.5569545854655908	0.4947849704334786	0.0	[0.30511733889579773,0.17492756247520447,0.08132430911064148,0.039396390318870544,0.03462284803390503,0.030868910253047943,0.028717515990138054,0.027535151690244675,0.02526344172656536,0.024236947298049927,0.0234084390103817,0.022250689566135406,0.021061165258288383,0.020025266334414482,0.016648024320602417,0.015865478664636612]	[0.30511733889579773,0.17492756247520447]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.11.mlp.down_proj	12288	4096	16	12	False	2.0	2.0	262144	196608	0.75	4.032936974114047	3.9419107396460875	0.0	[0.7280248403549194,0.4922735393047333,0.22891944646835327,0.19578172266483307,0.17593228816986084,0.13573569059371948,0.12696748971939087,0.12035494297742844,0.11426754295825958,0.1115744560956955,0.09405288845300674,0.08975189924240112,0.08392833173274994,0.08139188587665558,0.07594993710517883,0.05761563777923584]	[0.7280248403549194,0.4922735393047333,0.22891944646835327,0.19578172266483307,0.17593228816986084,0.13573569059371948,0.12696748971939087,0.12035494297742844,0.11426754295825958,0.1115744560956955,0.09405288845300674,0.08975189924240112]
Qwen3-8B	metamath	44	para_e99	0.99	base_model.model.model.layers.11.mlp.gate_proj	4096	12288	16	16	False	2.0	2.0	262144	262144	1.0	20.46030189466485	20.46030189466485	0.0	[1.9555118083953857,0.8198972940444946,0.45532312989234924,0.2754209339618683,0.2517531216144562,0.23250746726989746,0.20917296409606934,0.20135809481143951,0.16380296647548676,0.15877042710781097,0.14573977887630463,0.1274019330739975,0.12119867652654648,0.11208154261112213,0.09506712853908539,0.09002172201871872]	[1.9555118083953857,0.8198972940444946,0.45532312989234924,0.2754209339618683,0.2517531216144562,0.23250746726989746,0.20917296409606934,0.20135809481143951,0.16380296647548676,0.15877042710781097,0.14573977887630463,0.1274019330739975,0.12119867652654648,0.11208154261112213,0.09506712853908539,0.09002172201871872]
