case	base_model	task	module	layer	module_type	utility	utility_ci_low	utility_ci_high	functional_concentration	raw_concentration	gradient_compatibility	gradient_importance	p99_contribution	utility_z_within_case
qwen_commonsense	Qwen3-8B	commonsense	layers.23.self_attn.k_proj	23	k_proj	-0.027853645384311676	-0.04881461095064878	-0.008026982285082347	0.7076406404745345	0.6741118055276105	-0.05992170479566678	0.006519976328917178	0.11934560651957292	-0.46489349541932057
qwen_commonsense	Qwen3-8B	commonsense	layers.23.self_attn.o_proj	23	o_proj	-0.008357368409633636	-0.018717455305159093	0.0017786892130970853	0.6236824887506603	0.5010703886057118	-0.0009971128605059695	0.002524501734707101	0.12876866093952247	-0.24424177504155858
qwen_commonsense	Qwen3-8B	commonsense	layers.23.self_attn.q_proj	23	q_proj	0.02771017700433731	0.012716920487582684	0.04268271476030348	0.8915485731778263	0.898099176209697	0.03145505240896285	0.0044782919026021325	0.10469960024531172	0.1639574906814384
qwen_commonsense	Qwen3-8B	commonsense	layers.23.self_attn.v_proj	23	v_proj	-0.00018800050020217896	-0.010264105722308159	0.009637096337974067	0.6750300628335731	0.5694992721141934	-0.007810101058623812	0.0018082878988715002	0.08616906759408732	-0.1517838618740268
qwen_commonsense	Qwen3-8B	commonsense	layers.24.mlp.down_proj	24	down_proj	0.00470300018787384	-0.003706790506839752	0.013166669569909563	0.49779873443200673	0.5599032124573587	0.005802745956552764	0.001962758257060093	0.03659827515906202	-0.09642930789459385
qwen_commonsense	Qwen3-8B	commonsense	layers.24.mlp.gate_proj	24	gate_proj	0.068893663585186	0.047243681736290455	0.09142902363091707	0.9361707230155258	0.8233612718588008	0.08229638459372657	0.007762060676167889	0.09749326335090437	0.6300571043164568
qwen_commonsense	Qwen3-8B	commonsense	layers.24.mlp.up_proj	24	up_proj	0.05913855507969856	0.036474063899368046	0.08399464627727866	0.9493748384196717	0.8674383524413846	0.06396269337641358	0.006525758940274045	0.1066866852103851	0.519652360015624
qwen_commonsense	Qwen3-8B	commonsense	layers.24.self_attn.k_proj	24	k_proj	0.002427194267511368	-0.012512532062828539	0.01803706819191575	0.4917267998968371	0.6306715955756714	0.0002741333598500174	0.004747675381630736	0.10656871324481558	-0.12218604556435955
qwen_commonsense	Qwen3-8B	commonsense	layers.24.self_attn.o_proj	24	o_proj	0.005218237638473511	-0.004520714096724987	0.014380402490496621	0.6242714036393769	0.6321656346150565	0.004662449581493367	0.001558198815388062	0.07518838966647463	-0.09059803918490489
qwen_commonsense	Qwen3-8B	commonsense	layers.24.self_attn.q_proj	24	q_proj	-0.028985656797885895	-0.039154204167425634	-0.019029924087226393	0.19449959429879216	0.48723601140846506	-0.02271837233126972	0.004473583329597006	0.03286818479909484	-0.4777051858880614
qwen_commonsense	Qwen3-8B	commonsense	layers.24.self_attn.v_proj	24	v_proj	-0.22465349733829498	-0.28228713274002076	-0.16497639659792193	0.9952112709133002	0.959280729850926	-0.22589628185194716	0.01760226680429413	0.3470450729727638	-2.6922021226067114
qwen_commonsense	Qwen3-8B	commonsense	layers.25.mlp.down_proj	25	down_proj	0.029855825006961823	0.019566027261316777	0.03977111615240573	0.5283053292758428	0.6408455376966328	0.020309051357775103	0.002866646649735324	0.02882401452457391	0.18824114872133582
qwen_commonsense	Qwen3-8B	commonsense	layers.25.mlp.gate_proj	25	gate_proj	-0.007729768753051758	-0.015945683419704437	0.0007157336920499776	0.3470388935650888	0.2845514534625601	-0.005771067476684708	0.0012381085806820167	0.022721883850158355	-0.23713883204822994
qwen_commonsense	Qwen3-8B	commonsense	layers.25.mlp.up_proj	25	up_proj	0.002221662551164627	-0.0058258575387299056	0.009987669903784987	0.2615465045851231	0.31726289043180955	-0.0003957639720795433	0.0008623543330081094	0.02442741458700923	-0.12451217823384331
qwen_commonsense	Qwen3-8B	commonsense	layers.25.self_attn.k_proj	25	k_proj	0.10348942130804062	0.08326545543968678	0.12345548421144484	0.8377829777686508	0.9193258520975701	0.0826925059578318	0.0086314896843451	0.11111097801416854	1.0215992161378435
qwen_commonsense	Qwen3-8B	commonsense	layers.25.self_attn.o_proj	25	o_proj	-0.0031050145626068115	-0.010860184580087662	0.004613222181797027	0.45365626791177327	0.29748048503076396	9.527489392033783e-05	0.0009966053473991093	0.04435286344375592	-0.18479755839011947
qwen_commonsense	Qwen3-8B	commonsense	layers.25.self_attn.q_proj	25	q_proj	0.003979597240686417	-0.00690882345661521	0.014748698752373439	0.7687968169702505	0.7762359516959331	0.004245114564066232	0.005328702626677168	0.062042608768656325	-0.10461651743365429
qwen_commonsense	Qwen3-8B	commonsense	layers.25.self_attn.v_proj	25	v_proj	-0.013057917356491089	-0.021774562261998653	-0.004608274064958099	0.7325458586360455	0.626916187766726	-0.00858956575244131	0.0011550135917883673	0.05023724758531659	-0.2974408659854901
qwen_commonsense	Qwen3-8B	commonsense	layers.26.mlp.down_proj	26	down_proj	0.003294084221124649	-0.004791799839586019	0.011473506037145847	0.7613200456722201	0.5745529167132158	0.007802012700247485	0.001747746376923983	0.03000639322672698	-0.1123749026527459
qwen_commonsense	Qwen3-8B	commonsense	layers.26.mlp.gate_proj	26	gate_proj	-0.003916509449481964	-0.009847870282828807	0.00176783464848995	0.30453703280296346	0.30824511503225316	-0.0014466024688867642	0.00045392935201869387	0.016314374867267445	-0.19398176023026165
qwen_commonsense	Qwen3-8B	commonsense	layers.26.mlp.up_proj	26	up_proj	-0.009260591119527817	-0.017247002851217986	-0.0015380021184682893	0.3911164412927154	0.36470877056662415	-0.0021578183204783645	0.0009147754288107674	0.02225525507546751	-0.25446411877832764
qwen_commonsense	Qwen3-8B	commonsense	layers.26.self_attn.k_proj	26	k_proj	0.0008447952568531036	-0.007448132243007421	0.009024771861732004	0.8120215703937208	0.8393149861216852	0.007633980987127441	0.0012442441071775282	0.08429792937168808	-0.14009505785831217
qwen_commonsense	Qwen3-8B	commonsense	layers.26.self_attn.o_proj	26	o_proj	-0.00962478294968605	-0.016934234462678433	-0.0027008589357137686	0.4508930405842016	0.44679144072735505	-0.005472512795619988	0.000920837712464675	0.048160227472175396	-0.25858590849111807
qwen_commonsense	Qwen3-8B	commonsense	layers.26.self_attn.q_proj	26	q_proj	0.0036414004862308502	-0.006120040640234947	0.01339258644729851	0.7519096395262876	0.7503174505362256	0.0017750080446499066	0.0009461631424739404	0.051258930368576885	-0.1084441044028853
qwen_commonsense	Qwen3-8B	commonsense	layers.26.self_attn.v_proj	26	v_proj	-0.0010944455862045288	-0.009633977524936199	0.007017657533288	0.9117746450895523	0.8336089592577983	-0.006170264996602333	0.0006704198557986126	0.07608863409677118	-0.16204267528307717
qwen_commonsense	Qwen3-8B	commonsense	layers.27.mlp.down_proj	27	down_proj	0.005156125873327255	-0.003578413836658001	0.013999954331666231	0.5717534453821783	0.7051324119005128	0.005905966989025407	0.0015205257914662734	0.03129880237346943	-0.09130099738831064
qwen_commonsense	Qwen3-8B	commonsense	layers.27.mlp.gate_proj	27	gate_proj	0.005350776016712189	-0.003319929540157318	0.013362860865890978	0.5659143426108645	0.4948093271309275	0.0035489752174339565	0.0008381710104540073	0.023416456980511136	-0.08909801837516637
qwen_commonsense	Qwen3-8B	commonsense	layers.27.mlp.up_proj	27	up_proj	0.0064348019659519196	-0.0008309234865009784	0.014227004628628487	0.38753962523681096	0.37581265324421514	0.003713622576711626	0.0011642125684329986	0.024949106414174454	-0.07682940981238548
qwen_commonsense	Qwen3-8B	commonsense	layers.27.self_attn.k_proj	27	k_proj	0.03457755967974663	0.02450503297150135	0.04506659135222435	0.32807165806623123	0.5067797344288288	0.030730686615201237	0.002938456004578806	0.06568207240426828	0.24168001194996522
qwen_commonsense	Qwen3-8B	commonsense	layers.27.self_attn.o_proj	27	o_proj	0.0012050196528434753	-0.004444200545549392	0.0070421619340777335	0.7166692110005053	0.4740586282692986	0.0033647665639605015	0.0009146985229060778	0.0549245826644824	-0.13601817011197218
qwen_commonsense	Qwen3-8B	commonsense	layers.27.self_attn.q_proj	27	q_proj	-0.003327392041683197	-0.010908125340938568	0.004177050665020941	0.5734691838387735	0.46381832100941084	-0.002292853702318118	0.0015347413876716347	0.04365606724307448	-0.18731434523076623
qwen_commonsense	Qwen3-8B	commonsense	layers.27.self_attn.v_proj	27	v_proj	0.008217908442020416	-0.00087888203561306	0.017596022970974443	0.9955291330415986	0.9806405760205299	0.009149082151893778	0.00126061750478306	0.23623359340845396	-0.056648863953693916
qwen_commonsense	Qwen3-8B	commonsense	layers.28.mlp.down_proj	28	down_proj	-0.001987159252166748	-0.008457956835627556	0.0044953456148505155	0.47323297269629344	0.6079548887227794	0.0019401160202112567	0.0009194458170739925	0.02046025823802655	-0.1721460815105913
qwen_commonsense	Qwen3-8B	commonsense	layers.28.mlp.gate_proj	28	gate_proj	0.009286463260650635	0.002377627417445183	0.016424381919205183	0.7436794978297011	0.5803473689244392	0.010838468333098827	0.00124307471150502	0.02882297807085378	-0.044555351979334065
qwen_commonsense	Qwen3-8B	commonsense	layers.28.mlp.up_proj	28	up_proj	-0.0071975961327552795	-0.014765235409140588	0.00025622826069593413	0.38594916923189804	0.2603721418294695	-0.001639507568510474	0.0006732822790282704	0.0254013782056304	-0.23111589729207768
qwen_commonsense	Qwen3-8B	commonsense	layers.28.self_attn.k_proj	28	k_proj	0.08065405115485191	0.06465420620515942	0.09665897153317927	0.7520463684992438	0.9006847328608413	0.04893403212031609	0.004591870550400675	0.1181545735782991	0.7631568624357313
qwen_commonsense	Qwen3-8B	commonsense	layers.28.self_attn.o_proj	28	o_proj	-0.011637602001428604	-0.01886198138818145	-0.004702485539019114	0.33051839427048674	0.4021278375770138	-0.004913247248530196	0.0009715638366893844	0.046019383937468655	-0.281366257126551
qwen_commonsense	Qwen3-8B	commonsense	layers.28.self_attn.q_proj	28	q_proj	0.023366954177618027	0.014348708558827639	0.03255885727703571	0.6918018327421072	0.6260186231657655	0.011341227316793417	0.0017534639013359696	0.044201821745154614	0.11480248585952918
qwen_commonsense	Qwen3-8B	commonsense	layers.28.self_attn.v_proj	28	v_proj	0.00892297551035881	0.0005918421782553197	0.016647442430257797	0.9392836486085044	0.8494184010568331	0.00017608578449878527	0.000582515470920148	0.12530624208842978	-0.04866917317413467
qwen_commonsense	Qwen3-8B	commonsense	layers.29.mlp.down_proj	29	down_proj	0.002794187515974045	-0.004437384568154811	0.009751059487462044	0.6241732759899652	0.5346912343121017	0.002097650176060885	0.0007924704517386283	0.020879186410043583	-0.1180325504254934
qwen_commonsense	Qwen3-8B	commonsense	layers.29.mlp.gate_proj	29	gate_proj	-0.004711966961622238	-0.012137147597968578	0.0026886192150413985	0.6253941116912227	0.35485864328251543	-0.0029990823893443637	0.0007863055272513959	0.022870282259096788	-0.2029844569384143
qwen_commonsense	Qwen3-8B	commonsense	layers.29.mlp.up_proj	29	up_proj	-0.003276742994785309	-0.010783613659441471	0.004069219529628748	0.42023902241695166	0.3378403902143726	-0.0003863947789935438	0.000788583878632403	0.020631911419793144	-0.18674111787315184
qwen_commonsense	Qwen3-8B	commonsense	layers.29.self_attn.k_proj	29	k_proj	0.020925547927618027	0.013384503684937954	0.028123209439218044	0.5701285026771872	0.6198250045330892	0.01894678193407321	0.0018664053879417946	0.06279848330250497	0.08717154432627183
qwen_commonsense	Qwen3-8B	commonsense	layers.29.self_attn.o_proj	29	o_proj	-0.005390811711549759	-0.012239602021872997	0.0013286865316331359	0.544671140791929	0.4760827708828411	-0.003051780327749188	0.0007158629660027277	0.052127199145483145	-0.2106673731246926
qwen_commonsense	Qwen3-8B	commonsense	layers.29.self_attn.q_proj	29	q_proj	0.0028975047171115875	-0.005911662895232439	0.012022126838564871	0.181066742071404	0.35377554834260316	0.0037425038352666105	0.0025456238109323845	0.03330609379949585	-0.1168632441930664
qwen_commonsense	Qwen3-8B	commonsense	layers.29.self_attn.v_proj	29	v_proj	-0.00228288397192955	-0.009159523993730545	0.004723699390888209	0.8403608793339601	0.7263214311272365	-0.0015365768589045263	0.0002878168336147818	0.037584685267123545	-0.1754929855507136
qwen_commonsense	Qwen3-8B	commonsense	layers.3.mlp.down_proj	3	down_proj	-0.005375724285840988	-0.018347135931253433	0.007189957611262797	0.5767877396204937	0.5164647793889754	-0.003942305924106032	0.0039915595342915715	0.1836029850203367	-0.21049661916776863
qwen_commonsense	Qwen3-8B	commonsense	layers.3.mlp.gate_proj	3	gate_proj	0.008625909686088562	-0.00429099928587675	0.021797740459442137	0.9957104937706511	0.9895771346906266	-0.01193615475132779	0.0031469925581246215	0.03244412829856651	-0.052031255343761344
qwen_commonsense	Qwen3-8B	commonsense	layers.3.mlp.up_proj	3	up_proj	0.03279368206858635	0.020761886890977622	0.045240171439945694	0.8569093660761471	0.8182908672347776	0.010491699259752064	0.0021394758290558106	0.18139289204352002	0.22149073866680866
qwen_commonsense	Qwen3-8B	commonsense	layers.3.self_attn.k_proj	3	k_proj	0.008080601692199707	-0.0030335621908307076	0.019198505394160747	0.6119101530048836	0.601513234831731	-0.006849450629025662	0.0017155331623633608	0.10400926493957988	-0.058202851446114576
qwen_commonsense	Qwen3-8B	commonsense	layers.3.self_attn.o_proj	3	o_proj	0.0006742887198925018	-0.011636262480169534	0.013410933408886192	0.805676317981279	0.7344334055928814	-0.011258073151276209	0.0021817654822658223	0.20766473100717914	-0.14202478837890725
qwen_commonsense	Qwen3-8B	commonsense	layers.3.self_attn.q_proj	3	q_proj	0.020998984575271606	0.010489555075764656	0.03129913080483674	0.6987954873037473	0.6581890191920933	0.01421764587799192	0.0027667608030416194	0.08802317063949439	0.08800267340104768
qwen_commonsense	Qwen3-8B	commonsense	layers.3.self_attn.v_proj	3	v_proj	-0.0036090686917304993	-0.01543879061937332	0.0081214217469096	0.8479114885601974	0.8608107280800301	-0.007006522131368625	0.0020396249473132086	0.19280121772825817	-0.19050225836433046
qwen_commonsense	Qwen3-8B	commonsense	layers.30.mlp.down_proj	30	down_proj	0.021185796707868576	0.011518281046301126	0.031327445339411494	0.4363872244499948	0.43477002286142885	0.01256849729023133	0.001957472470495881	0.02132978834267689	0.09011694467953318
qwen_commonsense	Qwen3-8B	commonsense	layers.30.mlp.gate_proj	30	gate_proj	-0.004941664636135101	-0.010803366266191005	0.0007368633523583408	0.547791790342143	0.30285685766933496	0.0011626786364650047	0.000627354394900676	0.022945490142195827	-0.2055840910692723
qwen_commonsense	Qwen3-8B	commonsense	layers.30.mlp.up_proj	30	up_proj	0.006125461310148239	-0.0016366276890039445	0.013898607064038514	0.4485767951477071	0.401521388950165	0.004430442511989246	0.001111809244036462	0.023250052380870766	-0.08033041402844783
qwen_commonsense	Qwen3-8B	commonsense	layers.30.self_attn.k_proj	30	k_proj	0.0035081319510936737	-0.0038491278886795045	0.010988104622811076	0.6202989945450322	0.5331425816011549	0.0006951601288659916	0.0003091600274956051	0.023961004273167847	-0.10995238886090951
qwen_commonsense	Qwen3-8B	commonsense	layers.30.self_attn.o_proj	30	o_proj	-0.0038747787475585938	-0.010847775079309941	0.0030646663159131942	0.14507350078513961	0.401097405968827	-0.0036339032159351794	0.0009836344485932003	0.05137076140743568	-0.19350946743385122
qwen_commonsense	Qwen3-8B	commonsense	layers.30.self_attn.q_proj	30	q_proj	0.07873041555285454	0.0676098951138556	0.0897202268242836	0.7726630907169704	0.867997020681801	0.07029044021047978	0.007618668247171721	0.05859335009131824	0.7413858594123379
qwen_commonsense	Qwen3-8B	commonsense	layers.30.self_attn.v_proj	30	v_proj	0.001026161015033722	-0.007346785813570023	0.009394597634673112	0.9738207237668374	0.9717093020129662	0.001517465782945703	0.0006171410118004019	0.0705738790450833	-0.1380424266502027
qwen_commonsense	Qwen3-8B	commonsense	layers.31.mlp.down_proj	31	down_proj	0.009477905929088593	0.0016482317820191385	0.01745891794562339	0.7332638090697059	0.48504661700361384	0.009705734117868322	0.0021549921707399392	0.02970246484343051	-0.04238867399258771
qwen_commonsense	Qwen3-8B	commonsense	layers.31.mlp.gate_proj	31	gate_proj	-0.005044329911470413	-0.01090473160147667	0.0005913102068006912	0.599955717227047	0.3606081001765012	-0.0019253322712696787	0.000971687187315593	0.021926094558553783	-0.20674601904430137
qwen_commonsense	Qwen3-8B	commonsense	layers.31.mlp.up_proj	31	up_proj	-0.008369073271751404	-0.013903705775737763	-0.0028189191594719895	0.4870630167276702	0.4014280774201624	-0.005461732560909582	0.0010412100680617835	0.023918141380705502	-0.2443742463829549
qwen_commonsense	Qwen3-8B	commonsense	layers.31.self_attn.k_proj	31	k_proj	-0.0057406798005104065	-0.014608063735067844	0.0027579100802540674	0.707518845834456	0.5949519394531944	-0.0018200229156485003	0.0006418574507525024	0.0469750914799529	-0.21462705198208232
qwen_commonsense	Qwen3-8B	commonsense	layers.31.self_attn.o_proj	31	o_proj	0.06829871982336044	0.056921524554491044	0.07999319769442081	0.8987073951471394	0.7671586114874626	0.055013619210824614	0.005800926981034381	0.07889824354366215	0.6233237487765592
qwen_commonsense	Qwen3-8B	commonsense	layers.31.self_attn.q_proj	31	q_proj	0.12387390807271004	0.10176106309518218	0.14667373029515143	0.9584379267245987	0.892590924535572	0.01683663607917957	0.002948720774600089	0.09444072269106178	1.2523033695248675
qwen_commonsense	Qwen3-8B	commonsense	layers.31.self_attn.v_proj	31	v_proj	-0.009993158280849457	-0.018799255415797234	-0.0011303635314106949	0.8651182854941721	0.7026320401443129	-0.008551483014826106	0.0012358779724849411	0.05396896044141203	-0.26275504553566786
qwen_commonsense	Qwen3-8B	commonsense	layers.32.mlp.down_proj	32	down_proj	0.017271149903535843	0.010353844705969095	0.024334403220564123	0.5329221692481595	0.37464067587716193	0.012456962796696343	0.00204289833994738	0.01918255300309111	0.045812406271035826
qwen_commonsense	Qwen3-8B	commonsense	layers.32.mlp.gate_proj	32	gate_proj	0.007510308176279068	0.0007360490038990979	0.014390526246279471	0.7299086545162841	0.4125385041730289	0.007624963873567218	0.0012571006532052023	0.03984546416311318	-0.06465722453342806
qwen_commonsense	Qwen3-8B	commonsense	layers.32.mlp.up_proj	32	up_proj	0.0052696168422698975	-0.0012339713051915167	0.011658314801752565	0.7267190292161089	0.31440716826071463	0.007705127583520868	0.001244965915177715	0.030405462198172604	-0.0900165481790048
qwen_commonsense	Qwen3-8B	commonsense	layers.32.self_attn.k_proj	32	k_proj	-0.019134800881147385	-0.030602834187448025	-0.008017724286764864	0.8275779628092235	0.7870306397718986	-0.021582648960920894	0.0024849669055188274	0.10442336038282007	-0.3662168074635595
qwen_commonsense	Qwen3-8B	commonsense	layers.32.self_attn.o_proj	32	o_proj	-0.006171334534883499	-0.012963223736733198	0.0007396576926112172	0.7599827743212636	0.49471933101229426	-0.010090189633348451	0.002255750321543022	0.056731911364016396	-0.21950104449622593
qwen_commonsense	Qwen3-8B	commonsense	layers.32.self_attn.q_proj	32	q_proj	-0.013923518359661102	-0.02577476520091295	-0.002410709299147129	0.5731693697296214	0.5760599219476809	-0.02023769026670328	0.0047364525168979675	0.06260093849280444	-0.3072374210281912
qwen_commonsense	Qwen3-8B	commonsense	layers.32.self_attn.v_proj	32	v_proj	-0.0109056755900383	-0.017611698433756828	-0.004529326781630518	0.7238039091481454	0.6239691676699676	-0.010515250259747378	0.0011581429339037096	0.051366845293078084	-0.2730825821421962
qwen_commonsense	Qwen3-8B	commonsense	layers.33.mlp.down_proj	33	down_proj	0.035978853702545166	0.02791181840002537	0.044245266355574124	0.7163433526973992	0.5008400143706653	0.02697803421134823	0.0034338471734065464	0.020060336172634863	0.2575393443387675
qwen_commonsense	Qwen3-8B	commonsense	layers.33.mlp.gate_proj	33	gate_proj	0.0340229831635952	0.024129665549844505	0.04363251766189932	0.9318475024030035	0.6608210011265121	0.0216303465108897	0.002874013668396947	0.060108139221483545	0.23540351810814858
qwen_commonsense	Qwen3-8B	commonsense	layers.33.mlp.up_proj	33	up_proj	0.0313800685107708	0.023260776046663524	0.0395529881119728	0.391126034120454	0.4460277162191119	0.025544395311426247	0.003987740664027079	0.02892802759077681	0.20549197829392052
qwen_commonsense	Qwen3-8B	commonsense	layers.33.self_attn.k_proj	33	k_proj	0.030056562274694443	0.011476293671876192	0.04899536166340112	0.9234273538085034	0.8917055757917907	-0.009856777192021316	0.0034272509498010787	0.12363801372617245	0.19051301957784153
qwen_commonsense	Qwen3-8B	commonsense	layers.33.self_attn.o_proj	33	o_proj	0.003515351563692093	-0.005924762319773435	0.012942592613399022	0.6971689228108666	0.6049582039472888	-0.006104444149047855	0.0052063111413373445	0.07930232463234005	-0.10987067993041108
qwen_commonsense	Qwen3-8B	commonsense	layers.33.self_attn.q_proj	33	q_proj	0.0034317560493946075	-0.00608769729733467	0.013065130729228257	0.6956611336139028	0.5859387159166545	-0.001708531089725917	0.0022667128531755087	0.03328439220318978	-0.1108167833361824
qwen_commonsense	Qwen3-8B	commonsense	layers.33.self_attn.v_proj	33	v_proj	-0.010445207357406616	-0.017809613980352877	-0.0030299570411443733	0.8321378390021569	0.6942222395240114	-0.009729334026525316	0.0014633745123964733	0.04347850311778102	-0.2678711713768767
qwen_commonsense	Qwen3-8B	commonsense	layers.34.mlp.down_proj	34	down_proj	0.013552889227867126	0.006408737599849701	0.020954730175435542	0.40243233563015113	0.4260518397030268	0.020230831299414085	0.004765382933342686	0.008297796562135286	0.003730494121096714
qwen_commonsense	Qwen3-8B	commonsense	layers.34.mlp.gate_proj	34	gate_proj	0.01848777011036873	0.00847315564751625	0.028122476208955048	0.8853897074973214	0.5856909648070759	0.012214390506690657	0.002973341120173956	0.05174352790115153	0.05958166806561792
qwen_commonsense	Qwen3-8B	commonsense	layers.34.mlp.up_proj	34	up_proj	0.038750726729631424	0.03042167956009507	0.047507952433079474	0.8782146443032002	0.5981385601487258	0.028426541389158146	0.0029937417319911125	0.023023804404999133	0.28891038778925165
qwen_commonsense	Qwen3-8B	commonsense	layers.34.self_attn.k_proj	34	k_proj	-0.008507031947374344	-0.01895337626338005	0.0016621823422610508	0.7127647075339665	0.7097179772661579	-0.019400074795185036	0.0034259111288318014	0.12131859421982408	-0.2459356121327735
qwen_commonsense	Qwen3-8B	commonsense	layers.34.self_attn.o_proj	34	o_proj	0.04623345658183098	0.035145935323089364	0.057876629848033184	0.6870225230111958	0.47051715287595514	0.03384557418506116	0.005544442808741027	0.05435946628355174	0.37359718297349653
qwen_commonsense	Qwen3-8B	commonsense	layers.34.self_attn.q_proj	34	q_proj	0.06745340675115585	0.03834428656846285	0.1007665071636438	0.9926647749651946	0.8717033163369559	-0.09145751596580971	0.009768296481686619	0.21103377686730476	0.6137568051040821
qwen_commonsense	Qwen3-8B	commonsense	layers.34.self_attn.v_proj	34	v_proj	0.005244363099336624	-0.0020334143191576004	0.012126111332327126	0.8911109094338764	0.8901307694159282	0.0006655992433933205	0.0007452757490708868	0.0506907611078039	-0.09030236078986592
qwen_commonsense	Qwen3-8B	commonsense	layers.35.mlp.down_proj	35	down_proj	0.01250714436173439	0.008219143841415644	0.016880505159497256	0.6301665548962553	0.49117541302421647	0.009154703670938376	0.001058613808050709	0.0018321387635583672	-0.008104863167276604
qwen_commonsense	Qwen3-8B	commonsense	layers.35.mlp.gate_proj	35	gate_proj	0.4492509327828884	0.4221180002205074	0.47236987873911856	0.9627567591430604	0.7505381295003803	0.29594827276565183	0.025605914834723565	0.07155980070694756	4.934801333979645
qwen_commonsense	Qwen3-8B	commonsense	layers.35.mlp.up_proj	35	up_proj	0.6843466833233833	0.6365053715184331	0.7336831984110177	0.9877991173818766	0.8436086926300995	0.5537944366045775	0.04304805975914581	0.05530237017581639	7.595528911744169
qwen_commonsense	Qwen3-8B	commonsense	layers.35.self_attn.k_proj	35	k_proj	-0.3283282592892647	-0.36281625758856534	-0.29095802139490845	0.5538729558376385	0.6708612643132515	-0.2984657702309975	0.0250684861335685	0.1390597251867687	-3.8655550973283983
qwen_commonsense	Qwen3-8B	commonsense	layers.35.self_attn.o_proj	35	o_proj	-0.0001659207046031952	-0.004212380293756724	0.0038769898004829863	0.715609679259653	0.4320472821665506	0.001203094373292682	0.0014384276148453122	0.029824943750923896	-0.15153397083632597
qwen_commonsense	Qwen3-8B	commonsense	layers.35.self_attn.q_proj	35	q_proj	1.0123389139771461	0.9275281629525125	1.0939130458049475	0.9685794384991486	0.8828739194085026	0.5211205303925388	0.04312130656286794	0.11200603477466524	11.307624818993027
qwen_commonsense	Qwen3-8B	commonsense	layers.35.self_attn.v_proj	35	v_proj	0.012587223201990128	0.005983586888760328	0.01934130126610398	0.8953232607118835	0.7778529784201568	0.011889924182229273	0.0010066838118645057	0.02887159635837963	-0.007198560189983361
qwen_commonsense	Qwen3-8B	commonsense	layers.4.mlp.down_proj	4	down_proj	-0.004624195396900177	-0.01677145268768072	0.007570386305451365	0.6796043193723669	0.707841489691295	-0.01865417750265865	0.005255546171613492	0.1998726126205585	-0.20199109052382525
qwen_commonsense	Qwen3-8B	commonsense	layers.4.mlp.gate_proj	4	gate_proj	-0.007780753076076508	-0.021955403685569762	0.006104655191302296	0.9349501569871829	0.9289023791555019	-0.01481204690334384	0.0029623308591029303	0.04645116166912708	-0.23771585393822042
qwen_commonsense	Qwen3-8B	commonsense	layers.4.mlp.up_proj	4	up_proj	-0.010359369218349457	-0.02824869230389595	0.007611609622836084	0.8988662560481064	0.8407748415822147	-0.03125466913336101	0.004566497185458762	0.3147157892994071	-0.26689968676565645
qwen_commonsense	Qwen3-8B	commonsense	layers.4.self_attn.k_proj	4	k_proj	0.005929335951805115	-0.003889551758766174	0.016239408962428564	0.6373085620167324	0.6048264848774957	-0.0065740997518284015	0.0019052756946297857	0.11333672523100691	-0.0825500889840469
qwen_commonsense	Qwen3-8B	commonsense	layers.4.self_attn.o_proj	4	o_proj	-0.0013667717576026917	-0.013421078026294707	0.010320775583386397	0.7725159778459171	0.7506405375924793	-0.0014413223478527528	0.002692599955984371	0.30699960183784497	-0.16512476312481938
qwen_commonsense	Qwen3-8B	commonsense	layers.4.self_attn.q_proj	4	q_proj	0.018722884356975555	0.006103392876684666	0.03167736586183308	0.4939973947263277	0.5498834232190123	-0.0037209491815972493	0.0025769992886765566	0.11497753323514946	0.06224260497508519
qwen_commonsense	Qwen3-8B	commonsense	layers.4.self_attn.v_proj	4	v_proj	0.00449114665389061	-0.007352174259722233	0.01645569894462823	0.9113515438188536	0.8568378086496914	-0.00221528566055496	0.0012823143986660517	0.2709859684874398	-0.09882698858010229
qwen_commonsense	Qwen3-8B	commonsense	layers.5.mlp.down_proj	5	down_proj	0.004078146070241928	-0.009302270971238613	0.01729092942550778	0.6444827624857813	0.6321367619692584	-0.0005841694806692646	0.004039023817411088	0.1742157646219091	-0.10350117788390942
qwen_commonsense	Qwen3-8B	commonsense	layers.5.mlp.gate_proj	5	gate_proj	0.004056911915540695	-0.009472704492509365	0.0178826430812478	0.8487727384431042	0.8606941948702759	-0.0006716792797129827	0.0032511006399761557	0.041984626818291605	-0.10374149826772834
qwen_commonsense	Qwen3-8B	commonsense	layers.5.mlp.up_proj	5	up_proj	-0.0017654933035373688	-0.015287671238183975	0.011500661075115198	0.5941419353981365	0.6571409352723434	-0.013271243751631065	0.004760111746828374	0.1914896639758673	-0.169637347510876
qwen_commonsense	Qwen3-8B	commonsense	layers.5.self_attn.k_proj	5	k_proj	-0.012786787003278732	-0.026190068293362855	-4.543187096715437e-05	0.6382497038025144	0.47729168959137946	-0.005800983294860336	0.002097349752701848	0.09403114042495687	-0.2943723119758892
qwen_commonsense	Qwen3-8B	commonsense	layers.5.self_attn.o_proj	5	o_proj	0.008395470678806305	-0.0030571294948458665	0.019585934095084655	0.5082280109666882	0.445704788783899	0.003569620502007514	0.003222673428309737	0.20091562241134517	-0.05463927960731761
