case	base_model	task	module	layer	module_type	utility	utility_ci_low	utility_ci_high	functional_concentration	raw_concentration	gradient_compatibility	gradient_importance	p99_contribution	utility_z_within_case
qwen_magicoder	Qwen3-8B	magicoder	layers.31.mlp.down_proj	31	down_proj	-0.00021630464518656496	-0.0007682131603360176	0.0002777059089209212	0.9975194775131052	0.9094355389239245	-0.00010210748379212286	1.9433872953361763e-05	0.025006638110555892	0.1296597967718399
qwen_magicoder	Qwen3-8B	magicoder	layers.31.mlp.gate_proj	31	gate_proj	-0.00027664017970444727	-0.0007558961047745142	0.00021367303294236541	0.9929893083803805	0.8163780349413168	-9.854331686057277e-05	1.8530879417795974e-05	0.03411237824806244	-0.16437099526509105
qwen_magicoder	Qwen3-8B	magicoder	layers.31.mlp.up_proj	31	up_proj	-6.031330491675705e-05	-0.000565702211661417	0.00047650175993559747	0.9986942880642062	0.9346221336847086	-0.00019386617414491746	3.568538028193775e-05	0.0654155742716139	0.8898462722366447
qwen_magicoder	Qwen3-8B	magicoder	layers.31.self_attn.k_proj	31	k_proj	-0.00011259708248200963	-0.0005113840591712077	0.00028989162357127065	0.8588444719960928	0.6214597692457664	-9.563264454440807e-06	7.2264164390240794e-06	0.008667917005737795	0.6350537913042407
qwen_magicoder	Qwen3-8B	magicoder	layers.31.self_attn.o_proj	31	o_proj	-0.00018605333371240584	-0.0005944315435700728	0.00021669332121239323	0.9505462891997751	0.6614906700697648	-2.6032566680981292e-05	7.999927486073557e-06	0.01811937035007975	0.277082325534996
qwen_magicoder	Qwen3-8B	magicoder	layers.31.self_attn.q_proj	31	q_proj	-0.00029112606263551554	-0.000655053552911907	5.806307690065355e-05	0.9851083916893193	0.7174274490993319	-1.565724896193803e-05	1.4632716038240045e-05	0.015852987404461946	-0.23496447994390648
qwen_magicoder	Qwen3-8B	magicoder	layers.31.self_attn.v_proj	31	v_proj	-0.00014524406096974357	-0.0005059513156531287	0.00021786181042428876	0.9780080691874862	0.7780168311415477	-2.3064628916537272e-05	7.681590818473665e-06	0.026083872583667355	0.4759565525200871
qwen_magicoder	Qwen3-8B	magicoder	layers.32.mlp.down_proj	32	down_proj	-0.0001735719012432411	-0.0006373575964912039	0.0002808063306280824	0.9955854397621118	0.8642726906290852	-9.253016186289343e-05	1.843493111272433e-05	0.024648701545945863	0.3379076004577909
qwen_magicoder	Qwen3-8B	magicoder	layers.32.mlp.gate_proj	32	gate_proj	-0.0003719586329381974	-0.0008873920582357	0.00012153340656249247	0.9972897267765561	0.8847973308438227	-0.00015226961762044734	2.4699760030236184e-05	0.044734736207411384	-0.6288826719081175
qwen_magicoder	Qwen3-8B	magicoder	layers.32.mlp.up_proj	32	up_proj	-0.000206906653818537	-0.0007477675671460198	0.0003279126539337829	0.9988118618233961	0.9384803413722671	-0.0001454025592381605	3.306733645258543e-05	0.06749956213607704	0.17545865920967105
qwen_magicoder	Qwen3-8B	magicoder	layers.32.self_attn.k_proj	32	k_proj	-0.00019130770300255446	-0.0006358148804942115	0.00027835405141603736	0.9635984092873672	0.6589379419995077	-1.8968170244403006e-05	5.701708506489966e-06	0.007831876444619919	0.2514764139211852
qwen_magicoder	Qwen3-8B	magicoder	layers.32.self_attn.o_proj	32	o_proj	3.5130098217823466e-05	-0.00045836478716037313	0.0005271436616045526	0.9868703888186174	0.8126195172357423	-5.610744756979894e-05	1.6786470128246142e-05	0.03621855134284522	1.3549668623267743
qwen_magicoder	Qwen3-8B	magicoder	layers.32.self_attn.q_proj	32	q_proj	-8.409873383944152e-05	-0.0004666276398252268	0.0003091202102235104	0.9917679541435128	0.7626003065309077	-0.00010048565744701195	1.8627077103848262e-05	0.011557094528487964	0.7739336751086248
qwen_magicoder	Qwen3-8B	magicoder	layers.32.self_attn.v_proj	32	v_proj	-7.03489926994824e-05	-0.0005352740038613804	0.00038531777739036273	0.9799304039141833	0.7755770233197015	-6.26668696788745e-05	1.4540191927237833e-05	0.025408681439404286	0.8409397488923371
qwen_magicoder	Qwen3-8B	magicoder	layers.33.mlp.down_proj	33	down_proj	-0.0006236002826299823	-0.001176937205381081	-7.534394743012609e-05	0.9989901887419483	0.9546403404993267	-0.0002443288965570706	3.4163629136575076e-05	0.03971732157795595	-1.8551980457518034
qwen_magicoder	Qwen3-8B	magicoder	layers.33.mlp.gate_proj	33	gate_proj	-0.0005526286168176619	-0.001075576502280157	-3.616096543484062e-05	0.9982085317338202	0.9318075238577875	-0.00020595096936528289	3.146546872647876e-05	0.05766597004256308	-1.5093346125739286
qwen_magicoder	Qwen3-8B	magicoder	layers.33.mlp.up_proj	33	up_proj	-0.00013201671545622778	-0.0005694085823707894	0.00029977327365367137	0.998810990111632	0.9459010428716191	-0.00019659809023130976	4.314143165235643e-05	0.07043783509797417	0.5404168562028612
qwen_magicoder	Qwen3-8B	magicoder	layers.33.self_attn.k_proj	33	k_proj	-9.547149548765089e-05	-0.00043311089765830116	0.0002533012115564502	0.714311118007887	0.5102190277499139	-3.951769073639203e-06	7.236350441444737e-06	0.006562732987238833	0.7185112421793339
qwen_magicoder	Qwen3-8B	magicoder	layers.33.self_attn.o_proj	33	o_proj	4.4091680987936555e-05	-0.0003500275771881713	0.00044643497247187804	0.9592712503038617	0.7056532605978998	-3.7184306394540824e-05	1.1348165278492004e-05	0.024444776446755488	1.398638991874577
qwen_magicoder	Qwen3-8B	magicoder	layers.33.self_attn.q_proj	33	q_proj	-8.236470281100664e-05	-0.000463719513328349	0.0003182944276782332	0.9588724695663955	0.5890185332191876	2.6972343952905735e-06	8.524653919870198e-06	0.007136739197437273	0.7823840604541992
qwen_magicoder	Qwen3-8B	magicoder	layers.33.self_attn.v_proj	33	v_proj	9.826802816547332e-05	-0.00033393489410642717	0.000525713913509103	0.9884802603118247	0.8589333370338043	-6.552727387419573e-05	1.1547074998377828e-05	0.022279498506023305	1.6626544580101703
qwen_magicoder	Qwen3-8B	magicoder	layers.34.mlp.down_proj	34	down_proj	-0.0005415711002271684	-0.0011381543562060498	4.747151473506514e-05	0.9998752272925115	0.9770954807683834	-0.0005034565980240281	6.212914230346045e-05	0.02899887815334004	-1.4554484510102033
qwen_magicoder	Qwen3-8B	magicoder	layers.34.mlp.gate_proj	34	gate_proj	-0.00029734143468200183	-0.0009303833678609035	0.00032705689062837665	0.9991177731937841	0.9559429624401932	-1.1278185372907308e-05	5.33968827607927e-05	0.07766495191423271	-0.2652536085682816
qwen_magicoder	Qwen3-8B	magicoder	layers.34.mlp.up_proj	34	up_proj	-0.0006404934359378502	-0.0011635050788277486	-0.00013352868254067475	0.9987471084761567	0.9483508423839554	-0.00020729868348205212	6.933374464081869e-05	0.0518035592179982	-1.9375227866661566
qwen_magicoder	Qwen3-8B	magicoder	layers.34.self_attn.k_proj	34	k_proj	9.860086147902441e-05	-0.00029599132535398985	0.0004945525899529456	0.9862003173098072	0.7679403017189302	-1.3906876887097614e-05	9.90244045607406e-06	0.01906501149030961	1.6642764415325124
qwen_magicoder	Qwen3-8B	magicoder	layers.34.self_attn.o_proj	34	o_proj	5.913672388577071e-05	-0.0004339037463068962	0.0005462791618020802	0.9891721801828747	0.806694747816446	-0.00014021736679812165	2.3965394824058486e-05	0.024571941773669573	1.471957408870927
qwen_magicoder	Qwen3-8B	magicoder	layers.34.self_attn.q_proj	34	q_proj	1.4756302364536973e-05	-0.0005038651897281897	0.0005208029610211731	0.9954745269830682	0.8860801542914739	-0.0001186766729571956	2.4260616345675264e-05	0.015639883295778697	1.255680042720244
qwen_magicoder	Qwen3-8B	magicoder	layers.34.self_attn.v_proj	34	v_proj	-0.00011341334854970213	-0.0006397200076550734	0.00041282078037496457	0.9887975564574936	0.8522615154184563	-0.00011578164152211113	2.8247130133457666e-05	0.031007960657100486	0.6310759139171536
qwen_magicoder	Qwen3-8B	magicoder	layers.35.mlp.down_proj	35	down_proj	-0.001402618577245806	-0.002156552880025301	-0.0007079954213294827	0.9833429614545474	0.8212801375470182	-0.0007062951325599755	0.00015809733484127716	0.022129790088725194	-5.65155732237779
qwen_magicoder	Qwen3-8B	magicoder	layers.35.mlp.gate_proj	35	gate_proj	-0.00063919227142803	-0.0013993760540348585	0.00020023039618476444	0.9992157441615054	0.9771899160458537	-0.00032307750978937224	0.00012876104591051473	0.054963270100082236	-1.931181872734593
qwen_magicoder	Qwen3-8B	magicoder	layers.35.mlp.up_proj	35	up_proj	-0.0014805413904737253	-0.0023947212570270553	-0.0005839175040848923	0.999269053853795	0.9675789590303759	-0.0006940701857468233	0.00014466066462194777	0.042409648029378445	-6.03129550940521
qwen_magicoder	Qwen3-8B	magicoder	layers.35.self_attn.k_proj	35	k_proj	2.1633554677494237e-06	-0.0003832799794732547	0.0003800586354537083	0.9739287259660554	0.7185545341773368	-1.6151916028799433e-05	1.1965141662469876e-05	0.018485799176915695	1.1943113289145506
qwen_magicoder	Qwen3-8B	magicoder	layers.35.self_attn.o_proj	35	o_proj	-0.0003921493399338644	-0.0009279228441539357	0.00014382365663520588	0.9998378235834735	0.978356758494694	-0.0003637407873888935	4.665956864519784e-05	0.05500645404805992	-0.7272772517715322
qwen_magicoder	Qwen3-8B	magicoder	layers.35.self_attn.q_proj	35	q_proj	-0.0002765468642359874	-0.0007161308599055791	0.00015195169043345376	0.9982994278288772	0.922159220787731	-3.3972582700212916e-05	2.8763821545087336e-05	0.02207860514542739	-0.1639162446555243
qwen_magicoder	Qwen3-8B	magicoder	layers.35.self_attn.v_proj	35	v_proj	-0.00027897807418322953	-0.0007821006242369041	0.00020487019028819962	0.9985123950322203	0.9220966791437147	-0.00026602029589965857	4.128565628155879e-05	0.04732743660417092	-0.17576416466000844
qwen_magicoder	Qwen3-8B	magicoder	layers.4.mlp.down_proj	4	down_proj	-0.0002785294515187623	-0.0007499072914485071	0.00017914452635851052	0.9905726932018513	0.8587463270933872	-6.56360902415067e-05	1.0602478517695354e-05	0.017046941207647246	-0.1735779094388845
qwen_magicoder	Qwen3-8B	magicoder	layers.4.mlp.gate_proj	4	gate_proj	-0.000564096281762983	-0.0010653817965114703	-0.00010039570329130733	0.998060998628035	0.86624827867378	-9.568559374465704e-05	1.0712196125624122e-05	0.004884108787579952	-1.5652195340158286
qwen_magicoder	Qwen3-8B	magicoder	layers.4.mlp.up_proj	4	up_proj	-8.313821964576596e-05	-0.0006662905582639038	0.0004984643127097458	0.9973524364699344	0.8363703691693062	-8.01122259929652e-05	1.8179659522508614e-05	0.038328283008392694	0.778614511225945
qwen_magicoder	Qwen3-8B	magicoder	layers.4.self_attn.k_proj	4	k_proj	7.321294702467372e-05	-0.0004505320253675101	0.000604252947769204	0.7784208087226411	0.6247116239336883	9.55296526471808e-06	3.597090875192671e-06	0.004063256790350506	1.5405545145648123
qwen_magicoder	Qwen3-8B	magicoder	layers.4.self_attn.o_proj	4	o_proj	-0.0001249556414416579	-0.0006183145781520937	0.0003590569968839156	0.9210223782595357	0.7086580827846112	-2.3238450796050442e-05	7.203051466046757e-06	0.01623659776164356	0.5748273110322626
qwen_magicoder	Qwen3-8B	magicoder	layers.4.self_attn.q_proj	4	q_proj	-0.00019056594274083122	-0.000718508343227574	0.00031954686722305886	0.9942282087813429	0.8534164614555706	-2.852756852273229e-05	5.86355065218188e-06	0.01000796828870755	0.25509120508859195
qwen_magicoder	Qwen3-8B	magicoder	layers.4.self_attn.v_proj	4	v_proj	-0.00032470888290248934	-0.0008588625728839733	0.0002196047485607568	0.9947254035655241	0.922800825640315	-3.0340904705741055e-05	9.917090485509907e-06	0.02842999311323259	-0.39862231973656836
qwen_magicoder	Qwen3-8B	magicoder	layers.5.mlp.down_proj	5	down_proj	-0.00014222608726532733	-0.0005472498900089107	0.0002761023027486488	0.9293697040406003	0.7678769646350686	-6.782372083090005e-05	1.1221278835934354e-05	0.0065157370775756895	0.49066392531038094
qwen_magicoder	Qwen3-8B	magicoder	layers.5.mlp.gate_proj	5	gate_proj	-0.00011852334757320217	-0.000615322577660201	0.0003729163501106323	0.9899191765885352	0.6970540129975442	-1.3019278482321266e-05	6.789013932718169e-06	0.002377819156112422	0.6061735562568871
qwen_magicoder	Qwen3-8B	magicoder	layers.5.mlp.up_proj	5	up_proj	-0.0002716247175560623	-0.000713034884118643	0.0001804831514104468	0.9792038575770288	0.6138419561076852	-6.415918125017743e-05	1.4102627126358047e-05	0.026202845601411184	-0.13992934044750083
qwen_magicoder	Qwen3-8B	magicoder	layers.5.self_attn.k_proj	5	k_proj	-0.0003839296395661401	-0.0008469208097848735	8.215433994277533e-05	0.5878787711344277	0.3526953472484468	-3.3218462022963495e-06	1.8979312226712887e-06	0.001781989365276404	-0.6872205086144474
qwen_magicoder	Qwen3-8B	magicoder	layers.5.self_attn.o_proj	5	o_proj	-0.00017505139112472534	-0.000650099301558049	0.00027675418580164587	0.8443068175928348	0.5334136827168316	-3.0029401098961072e-05	7.716066498454721e-06	0.012789146188977814	0.3306976604922387
qwen_magicoder	Qwen3-8B	magicoder	layers.5.self_attn.q_proj	5	q_proj	-6.155205554649478e-05	-0.0005328479909994564	0.0004081827267760135	0.9296889745223009	0.5370308125004617	-1.0363269641607259e-05	4.33971003486268e-06	0.004005053949933899	0.8838095174169774
qwen_magicoder	Qwen3-8B	magicoder	layers.5.self_attn.v_proj	5	v_proj	-0.0005603524260833615	-0.0010534817780383297	-4.49723457215264e-05	0.9890832672006912	0.8654423451793972	-1.4632573132143292e-05	1.1854219093800902e-05	0.021805789223698326	-1.5469747490885513
qwen_magicoder	Qwen3-8B	magicoder	layers.6.mlp.down_proj	6	down_proj	-0.0005927669708846045	-0.0011337318137043812	-4.562676319333386e-05	0.9977482466164079	0.9692390339806619	-0.00013078052155010594	5.992525516542174e-05	0.005160001571027431	-1.7049392779119645
qwen_magicoder	Qwen3-8B	magicoder	layers.6.mlp.gate_proj	6	gate_proj	-0.00040897494945369784	-0.0009347115719660383	9.972286700713798e-05	0.9890149791008493	0.7772060342352044	-4.87047287568759e-05	8.157890285954713e-06	0.003034718816630707	-0.8092728341949293
qwen_magicoder	Qwen3-8B	magicoder	layers.6.mlp.up_proj	6	up_proj	-0.00043853824255896394	-0.0010036603776646443	0.00012396710207227752	0.9769588689304619	0.8209453521580725	-7.728316513731887e-05	1.6479155890975946e-05	0.022739402828749436	-0.9533424700474971
qwen_magicoder	Qwen3-8B	magicoder	layers.6.self_attn.k_proj	6	k_proj	-0.0001944250992087067	-0.0006731352936781821	0.0002807540696908209	0.663114704190201	0.2550492063716494	3.405914887270072e-07	1.0339079497626739e-06	0.0013795998128707198	0.23628452935577704
qwen_magicoder	Qwen3-8B	magicoder	layers.6.self_attn.o_proj	6	o_proj	-0.000333744116493913	-0.0007840012642936628	0.0001179775406346944	0.7197162470684424	0.5478470668046782	-3.421668613830454e-05	6.485151078800193e-06	0.006457695641132852	-0.4426533689408745
qwen_magicoder	Qwen3-8B	magicoder	layers.6.self_attn.q_proj	6	q_proj	1.3949318987424257e-05	-0.000493141587396137	0.0005106686354904866	0.9469920694661258	0.5703387741510011	8.1671389318717e-06	3.939550381470912e-06	0.004497907504409567	1.2517474023047892
qwen_magicoder	Qwen3-8B	magicoder	layers.6.self_attn.v_proj	6	v_proj	-0.00025389917561265287	-0.000728853675918501	0.00021959891329046137	0.9648156473467656	0.7207160221155564	-1.19093835678465e-05	3.7106723183363463e-06	0.008147100090959513	-0.05354815266901483
qwen_magicoder	Qwen3-8B	magicoder	layers.7.mlp.down_proj	7	down_proj	-0.0005290592547322883	-0.0009395532615360665	-0.00010334964475182306	0.9895134751400875	0.9407457207589371	-0.00018715819271573753	2.3798926726298058e-05	0.007947269068022152	-1.3944749654829816
qwen_magicoder	Qwen3-8B	magicoder	layers.7.mlp.gate_proj	7	gate_proj	-0.00011621281260349711	-0.0005660693970371464	0.00035243557735544715	0.9611034971115404	0.6753293928114907	-7.188108511896969e-05	1.104043673533135e-05	0.0022861090328384214	0.6174333956301514
qwen_magicoder	Qwen3-8B	magicoder	layers.7.mlp.up_proj	7	up_proj	-0.0005325017893900636	-0.000970549893672349	-8.485106537576583e-05	0.996336936511687	0.9194320120097483	-7.131561644552118e-05	2.079431152948033e-05	0.030546637257579938	-1.4112513345021416
qwen_magicoder	Qwen3-8B	magicoder	layers.7.self_attn.k_proj	7	k_proj	-0.00010486508979172003	-0.0005780401654907915	0.0003542535556632964	0.8798623935220381	0.5140964580856775	4.316279063720177e-06	2.513440556656664e-06	0.0029180447226870247	0.672733807780697
qwen_magicoder	Qwen3-8B	magicoder	layers.7.self_attn.o_proj	7	o_proj	-0.00039178597145393245	-0.000819705145769432	2.9412687557642374e-05	0.641760916549624	0.5996931268324676	-6.25037647859369e-05	1.061125477680452e-05	0.009365109874346583	-0.7255064624214521
qwen_magicoder	Qwen3-8B	magicoder	layers.7.self_attn.q_proj	7	q_proj	-0.00024861292760880265	-0.0006775841605467874	0.00018818136609968558	0.9697544641377612	0.6414341295294348	8.410528336802184e-06	4.51389360739395e-06	0.003253740955260231	-0.027786887771045717
qwen_magicoder	Qwen3-8B	magicoder	layers.7.self_attn.v_proj	7	v_proj	-0.00019302915354244045	-0.0006107514754670565	0.00022744342806886442	0.9817018816079587	0.7705650744601973	-8.324841727258535e-06	8.280455762468122e-06	0.017527080848972677	0.24308733657663853
qwen_magicoder	Qwen3-8B	magicoder	layers.8.mlp.down_proj	8	down_proj	-0.000536158558775167	-0.0010687442129996955	1.452790848055755e-05	0.9529774820533703	0.9001032708417964	-0.0001701014749634662	2.442701153530166e-05	0.007464335323203715	-1.4290717252087104
qwen_magicoder	Qwen3-8B	magicoder	layers.8.mlp.gate_proj	8	gate_proj	-0.0002695245088123884	-0.0008618198487846578	0.00028040462830027595	0.9354373424704077	0.763790089845562	-0.00010787886024317137	1.804879872674429e-05	0.006337393692759242	-0.12969447561569442
qwen_magicoder	Qwen3-8B	magicoder	layers.8.mlp.up_proj	8	up_proj	-0.00031300194439340813	-0.0007341516066770084	0.00010968336194265037	0.824313173587056	0.6838618399652249	-0.00013065334536883753	2.3676443170375426e-05	0.011731467697480354	-0.3415713558285152
qwen_magicoder	Qwen3-8B	magicoder	layers.8.self_attn.k_proj	8	k_proj	-0.00028183311223983765	-0.0006443737593830609	6.975378291528632e-05	0.8681223134986543	0.5858535600238503	1.9783021745861432e-06	2.60475493369518e-06	0.003399339936220231	-0.1896775095534934
qwen_magicoder	Qwen3-8B	magicoder	layers.8.self_attn.o_proj	8	o_proj	-0.00035466656821673035	-0.0008442275714678843	0.00013140088527417568	0.9898569012617561	0.8615070661890045	-9.79351527211349e-05	1.8619937687599963e-05	0.03639949908825077	-0.5446139316601978
qwen_magicoder	Qwen3-8B	magicoder	layers.8.self_attn.q_proj	8	q_proj	-0.00021421640622811238	-0.0007097341120243072	0.00026682667800637523	0.9881118672737826	0.7319405582936269	5.358272613389073e-07	8.708349190978958e-06	0.00729579878821616	0.13983632971917306
qwen_magicoder	Qwen3-8B	magicoder	layers.8.self_attn.v_proj	8	v_proj	-0.00030430345261683227	-0.000849487626406013	0.00021525391179029961	0.9920291511414754	0.8759584325221472	-2.078739474030146e-05	8.48369391949044e-06	0.017704506600386933	-0.29918133729250146
qwen_magicoder	Qwen3-8B	magicoder	layers.9.mlp.down_proj	9	down_proj	-0.00034834872015187	-0.0007989146029118631	8.41619080451668e-05	0.9655116317012986	0.9152330873538795	-0.00023681710536342166	3.3137788755627264e-05	0.01103994977167213	-0.5138254106779346
qwen_magicoder	Qwen3-8B	magicoder	layers.9.mlp.gate_proj	9	gate_proj	-0.000294864544125854	-0.0007742186947191348	0.00016262090047363358	0.9565722998696103	0.809305337438717	-0.0002510394019529798	2.993760151063518e-05	0.007621394156075276	-0.2531830750455018
qwen_magicoder	Qwen3-8B	magicoder	layers.9.mlp.up_proj	9	up_proj	-0.0003107941297234082	-0.0008756742705820036	0.00025110745833056836	0.9016621056183082	0.7134746801120554	-0.0002324006461815957	3.472955502490292e-05	0.014610794056604582	-0.33081209925976085
qwen_magicoder	Qwen3-8B	magicoder	layers.9.self_attn.k_proj	9	k_proj	-1.0771707433169005e-05	-0.00037992705331474054	0.0003762334676795317	0.7091704987736568	0.6307798529621184	-8.794256296170214e-06	4.0938021431052145e-06	0.003504847958456093	1.1312753946148828
qwen_magicoder	Qwen3-8B	magicoder	layers.9.self_attn.o_proj	9	o_proj	-0.0002613539089922045	-0.0007968475339842623	0.00027158217596226004	0.9225096001320479	0.6967091998491315	-8.260156926792686e-05	1.3510137989567209e-05	0.024969068384697212	-0.08987701222961211
qwen_magicoder	Qwen3-8B	magicoder	layers.9.self_attn.q_proj	9	q_proj	-5.772746488696239e-05	-0.0005563930012896412	0.0004459109706956832	0.9792496053761508	0.6610544033969963	-1.001805368058659e-05	5.784222386293194e-06	0.00441114732884139	0.9024477449527932
qwen_magicoder	Qwen3-8B	magicoder	layers.9.self_attn.v_proj	9	v_proj	1.5749916678569356e-05	-0.00042066498980170393	0.00042797162762430813	0.8902829467654315	0.6693793089600247	-9.088638490736463e-06	8.042008861639113e-06	0.012423450493607734	1.2605221843548322
qwen_commonsense	Qwen3-8B	commonsense	layers.0.mlp.down_proj	0	down_proj	-0.0036758556962013245	-0.014101495407521725	0.006915319152176377	0.6905129148080249	0.6531936249997015	-0.015572590594840159	0.005321392542730983	0.17343773802211016	-0.19125812921364724
qwen_commonsense	Qwen3-8B	commonsense	layers.0.mlp.gate_proj	0	gate_proj	0.015601009130477905	0.004906556569039822	0.026367096602916713	0.5339389592784654	0.4449011687048151	0.0018338387629145462	0.0024831770469122827	0.14086686493682124	0.026910364854260918
qwen_commonsense	Qwen3-8B	commonsense	layers.0.mlp.up_proj	0	up_proj	0.011171147227287292	-0.0018436999991536137	0.024676211364567272	0.46455843614774334	0.46736788572794535	0.000629205448410879	0.002908333087360978	0.15870331130781545	-0.023225189295100323
qwen_commonsense	Qwen3-8B	commonsense	layers.0.self_attn.k_proj	0	k_proj	0.021363750100135803	0.009535646811127663	0.03304964695125818	0.5802786849078985	0.6831875542321685	0.019148313425737057	0.002909863062767012	0.08138108758623443	0.09213095598034826
qwen_commonsense	Qwen3-8B	commonsense	layers.0.self_attn.o_proj	0	o_proj	0.0006549358367919922	-0.010189499333500862	0.011385328136384484	0.5642835176121022	0.6064349153506471	0.015997423780304224	0.0037747008727371926	0.08597477236083742	-0.14224381721994922
qwen_commonsense	Qwen3-8B	commonsense	layers.0.self_attn.q_proj	0	q_proj	0.020087983459234238	0.008338586520403623	0.03172357575967907	0.57974726006868	0.6259322687717489	0.012415341456954866	0.0030262067945534205	0.10768789693085316	0.07769229651315336
qwen_commonsense	Qwen3-8B	commonsense	layers.0.self_attn.v_proj	0	v_proj	0.006669551134109497	-0.0032643930986523627	0.017075181193649765	0.37930659633787656	0.3657113962190737	-0.0007386977642397347	0.0029393256330976585	0.14024675410935614	-0.07417260472706105
qwen_commonsense	Qwen3-8B	commonsense	layers.1.mlp.down_proj	1	down_proj	0.008024308830499649	-0.003793513774871826	0.019934014882892367	0.8341300223382155	0.8363167149358047	-0.0036436394364625186	0.0026189972858119623	0.10129910860409962	-0.058839953432059784
qwen_commonsense	Qwen3-8B	commonsense	layers.1.mlp.gate_proj	1	gate_proj	0.005968749523162842	-0.004289194568991661	0.016235146112740025	0.7080441460823306	0.9114108003023738	-0.002588153503037032	0.0013949105526892647	0.014375490464873564	-0.0821040206225023
qwen_commonsense	Qwen3-8B	commonsense	layers.1.mlp.up_proj	1	up_proj	-0.01920897513628006	-0.031137628480792046	-0.007479819655418396	0.7814720938980317	0.8571853707859926	-0.021666409950940078	0.0025499858129693917	0.20036315740447325	-0.36705628450956274
qwen_commonsense	Qwen3-8B	commonsense	layers.1.self_attn.k_proj	1	k_proj	0.004454515874385834	-0.007748030871152878	0.017269341088831422	0.5100007602749898	0.6316334106430258	-0.0021964910076044484	0.0012364026809822048	0.1040398968650246	-0.09924156232292534
qwen_commonsense	Qwen3-8B	commonsense	layers.1.self_attn.o_proj	1	o_proj	-0.015142932534217834	-0.026516049541532992	-0.0037785915657877925	0.7839366781616532	0.6744275192451702	-0.007017049894342595	0.0030122116013836927	0.258231241979666	-0.3210383039259074
qwen_commonsense	Qwen3-8B	commonsense	layers.1.self_attn.q_proj	1	q_proj	-0.02009110152721405	-0.03435647785663605	-0.005131115764379516	0.9262974958790876	0.869042957411693	-0.0047315072223079405	0.0019172879512117259	0.2427764709325507	-0.37703986783693416
qwen_commonsense	Qwen3-8B	commonsense	layers.1.self_attn.v_proj	1	v_proj	-0.013422809541225433	-0.024423358775675297	-0.002837974578142167	0.748967671398495	0.8361213492802257	-0.022911785045408632	0.0019962715334029173	0.17975424477955135	-0.30157058205479936
qwen_commonsense	Qwen3-8B	commonsense	layers.10.mlp.down_proj	10	down_proj	0.0482877679169178	0.03399781556800008	0.06340580442920327	0.5630271887441191	0.5187844866189011	0.02199614983173774	0.006725789160065563	0.18030122354376107	0.3968471260712058
qwen_commonsense	Qwen3-8B	commonsense	layers.10.mlp.gate_proj	10	gate_proj	-0.05411546677350998	-0.07457681652158499	-0.03418111298233274	0.9238046593986483	0.9101926943242621	-0.05410037820733108	0.006902193978299175	0.2117808525585392	-0.762115168937108
qwen_commonsense	Qwen3-8B	commonsense	layers.10.mlp.up_proj	10	up_proj	0.014474950730800629	0.0038370128720998766	0.024428598955273623	0.6422102618834079	0.4883139610597603	0.006556263849533228	0.004487711694100521	0.15647356923104194	0.014166048415931096
qwen_commonsense	Qwen3-8B	commonsense	layers.10.self_attn.k_proj	10	k_proj	0.010010693222284317	-0.0025006202980875965	0.023234983440488573	0.7912568193190063	0.8125883135920685	-0.007691943402752379	0.0018133500614229505	0.10990000665210006	-0.03635878259374595
qwen_commonsense	Qwen3-8B	commonsense	layers.10.self_attn.o_proj	10	o_proj	0.025772124528884888	0.012129800207912923	0.040750829316675646	0.6400906758503231	0.5233003269896032	0.016444430697372628	0.00431251921514233	0.25864671782479604	0.1420233227658731
qwen_commonsense	Qwen3-8B	commonsense	layers.10.self_attn.q_proj	10	q_proj	-0.0013223066926002502	-0.012561513110995293	0.010040813684463492	0.6983161873562731	0.6810557659226606	-0.006536721569859076	0.0030688258085436754	0.06633293072850771	-0.1646215238088084
qwen_commonsense	Qwen3-8B	commonsense	layers.10.self_attn.v_proj	10	v_proj	-0.006522633135318756	-0.01893197149038315	0.005892936512827868	0.6618007669255929	0.5829040900484064	-0.015613416333456285	0.003002700639849283	0.1800514671591705	-0.2234769133584203
qwen_commonsense	Qwen3-8B	commonsense	layers.11.mlp.down_proj	11	down_proj	0.035481058061122894	0.022278709895908834	0.0482211260125041	0.8460850533453762	0.7282279759943486	0.03137258120102054	0.00814057418921489	0.2655838506704871	0.25190547563557686
qwen_commonsense	Qwen3-8B	commonsense	layers.11.mlp.gate_proj	11	gate_proj	-0.014140315353870392	-0.026862468756735324	-0.0012434829026460722	0.9102785120750434	0.8218856758875609	-0.019606180728317123	0.0045807456535179696	0.20754411899395295	-0.3096910499855115
qwen_commonsense	Qwen3-8B	commonsense	layers.11.mlp.up_proj	11	up_proj	0.0030699782073497772	-0.009805233497172595	0.015898797288537023	0.634595818792914	0.5277133696202359	5.505984743385561e-05	0.006545212699089262	0.18390532547039842	-0.11491125241586495
qwen_commonsense	Qwen3-8B	commonsense	layers.11.self_attn.k_proj	11	k_proj	0.010927610099315643	-1.4474242925643914e-05	0.02190458960831165	0.5368946990227109	0.6391045348618426	0.0032015168244667364	0.0023071551853355732	0.0896303878313277	-0.025981453290149097
qwen_commonsense	Qwen3-8B	commonsense	layers.11.self_attn.o_proj	11	o_proj	0.011163566261529922	-0.0006487821228802202	0.0227247723378241	0.5128654816495064	0.425436893863615	0.004055187500588678	0.003598234048689971	0.1970690602934503	-0.02331098788827076
